Value,AFRICA_2024_DynamicWorld_2024_36NXK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R,AFRICA_2024_GSW_Yearly_2021_36NXK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R,AFRICA_2024_WorldCover_2021_36NXK_M_R
417,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
418,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
419,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
420,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
421,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
422,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
423,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
424,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
425,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
426,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
427,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
428,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
429,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
430,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
431,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
432,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
433,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
434,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
435,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
436,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
437,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
438,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
439,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
440,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
441,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
442,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
443,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
444,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
445,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
446,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
447,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
448,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
449,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
450,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
451,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
452,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
453,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
454,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
455,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
456,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
457,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
458,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
459,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
460,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
461,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
462,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
463,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
464,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
465,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
466,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
467,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
468,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
469,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
470,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
471,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
472,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
473,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
474,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
475,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
476,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
477,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
478,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
479,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
480,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
481,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
482,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
483,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
484,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
485,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
486,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
487,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
488,Cropland,Forest,Wetland,NULL,Wetland,Grassland
489,Cropland,Forest,Wetland,NULL,Wetland,Bareland
490,Cropland,Forest,Wetland,NULL,Wetland,Forest
491,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
492,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
493,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
494,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
495,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
496,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
497,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
498,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
499,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
500,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
501,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
502,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
503,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
504,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
505,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
506,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
507,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
508,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
509,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
510,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
516,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
517,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
518,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
519,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
520,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
521,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
522,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
523,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
524,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
525,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
526,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
527,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
528,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
529,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
530,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
531,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
532,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
533,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
534,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
535,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
536,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
537,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
538,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
539,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
540,Bareland,NULL,Bareland,Water,Non_Wetland,Water
541,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
542,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
543,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
544,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
545,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
546,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
547,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
548,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
549,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
550,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
551,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
552,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
553,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
554,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
560,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
561,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
562,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
563,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
564,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
565,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
566,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
567,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
568,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
569,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
570,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
571,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
572,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
573,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
574,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
575,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
576,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
577,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
578,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
579,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
580,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
581,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
582,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
583,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
584,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
585,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
586,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
587,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
588,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
589,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
590,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
591,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
592,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
593,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
594,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
595,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
596,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
597,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
598,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
599,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
600,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
601,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
602,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
603,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
604,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
605,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
606,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
607,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
608,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
609,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
610,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
611,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
612,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
613,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
614,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
615,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
616,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
617,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
618,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
619,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
620,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
621,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
622,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
623,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
624,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
625,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
626,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
627,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
628,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
629,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
630,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
631,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
632,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
633,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
634,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
635,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
636,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
637,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
638,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
639,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
640,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
641,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
642,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
643,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
644,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
645,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
646,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
647,Water,NULL,NULL,NULL,Non_Wetland,NULL
648,Water,NULL,NULL,NULL,Non_Wetland,Grassland
649,Water,NULL,NULL,NULL,Non_Wetland,Cropland
650,Water,NULL,NULL,NULL,Non_Wetland,Forest
651,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
652,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
653,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
654,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
655,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
656,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
657,Water,NULL,Shrubland,NULL,Non_Wetland,Water
658,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
659,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
660,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
661,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
662,Water,NULL,Grassland,NULL,Non_Wetland,NULL
663,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
664,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
665,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
666,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
667,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
668,Water,NULL,Grassland,NULL,Non_Wetland,Water
669,Water,NULL,Grassland,NULL,Non_Wetland,Forest
670,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
671,Water,NULL,Grassland,Water,Non_Wetland,Grassland
672,Water,NULL,Grassland,Water,Non_Wetland,Bareland
673,Water,NULL,Grassland,Water,Non_Wetland,Water
674,Water,NULL,Cropland,NULL,Non_Wetland,NULL
675,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
676,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
677,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
678,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
679,Water,NULL,Cropland,NULL,Non_Wetland,Forest
680,Water,NULL,Wetland,NULL,Wetland,Forest
681,Water,NULL,Wetland,Water,Wetland,Water
682,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
683,Water,NULL,Bareland,NULL,Non_Wetland,NULL
684,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
685,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
686,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
687,Water,NULL,Bareland,NULL,Non_Wetland,Water
688,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
689,Water,NULL,Bareland,Water,Non_Wetland,Grassland
690,Water,NULL,Bareland,Water,Non_Wetland,Bareland
691,Water,NULL,Bareland,Water,Non_Wetland,Water
692,Water,NULL,Built-up,NULL,Non_Wetland,NULL
693,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
694,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
695,Water,NULL,Built-up,NULL,Non_Wetland,Water
696,Water,NULL,Built-up,NULL,Non_Wetland,Forest
697,Water,NULL,Built-up,Water,Non_Wetland,Bareland
698,Water,NULL,Forest,NULL,Non_Wetland,NULL
699,Water,NULL,Forest,NULL,Non_Wetland,Grassland
700,Water,NULL,Forest,NULL,Non_Wetland,Cropland
701,Water,NULL,Forest,NULL,Non_Wetland,Wetland
702,Water,NULL,Forest,NULL,Non_Wetland,Forest
703,Water,NULL,Forest,Water,Non_Wetland,Grassland
704,Water,Cropland,NULL,NULL,Non_Wetland,NULL
705,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
706,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
707,Water,Cropland,NULL,NULL,Non_Wetland,Forest
708,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
709,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
710,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
711,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
712,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
713,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
714,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
715,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
716,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
717,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
718,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
719,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
720,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
721,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
722,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
723,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
724,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
725,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
726,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
727,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
728,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
729,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
730,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
731,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
732,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
733,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
734,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
735,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
736,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
737,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
738,Water,Cropland,Forest,NULL,Non_Wetland,NULL
739,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
740,Water,Cropland,Forest,NULL,Non_Wetland,Forest
741,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
742,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
743,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
744,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
745,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
746,Water,Bareland,Bareland,Water,Non_Wetland,Water
747,Water,Built-up,NULL,NULL,Non_Wetland,NULL
748,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
749,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
750,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
751,Water,Built-up,NULL,NULL,Non_Wetland,Forest
752,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
753,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
754,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
755,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
756,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
757,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
758,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
759,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
760,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
761,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
762,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
763,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
764,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
765,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
766,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
767,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
768,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
769,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
770,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
771,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
772,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
773,Water,Built-up,Forest,NULL,Non_Wetland,NULL
774,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
775,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
776,Water,Built-up,Forest,NULL,Non_Wetland,Forest
777,Water,Water,NULL,NULL,Non_Wetland,NULL
778,Water,Water,Shrubland,NULL,Non_Wetland,NULL
779,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
780,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
781,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
782,Water,Water,Shrubland,NULL,Non_Wetland,Forest
783,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
784,Water,Water,Shrubland,Water,Non_Wetland,Grassland
785,Water,Water,Shrubland,Water,Non_Wetland,Wetland
786,Water,Water,Shrubland,Water,Non_Wetland,Bareland
787,Water,Water,Grassland,NULL,Non_Wetland,Grassland
788,Water,Water,Grassland,NULL,Non_Wetland,Bareland
789,Water,Water,Grassland,NULL,Non_Wetland,Water
790,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
791,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
792,Water,Water,Grassland,Water,Non_Wetland,Grassland
793,Water,Water,Grassland,Water,Non_Wetland,Wetland
794,Water,Water,Grassland,Water,Non_Wetland,Bareland
795,Water,Water,Grassland,Water,Non_Wetland,Water
796,Water,Water,Bareland,NULL,Non_Wetland,Grassland
797,Water,Water,Bareland,NULL,Non_Wetland,Bareland
798,Water,Water,Bareland,NULL,Non_Wetland,Water
799,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
800,Water,Water,Bareland,Water,Non_Wetland,Grassland
801,Water,Water,Bareland,Water,Non_Wetland,Wetland
802,Water,Water,Bareland,Water,Non_Wetland,Bareland
803,Water,Water,Bareland,Water,Non_Wetland,Water
804,Water,Water,Built-up,NULL,Non_Wetland,Grassland
805,Water,Water,Built-up,NULL,Non_Wetland,Bareland
806,Water,Water,Built-up,Water,Non_Wetland,Water
807,Water,Forest,NULL,NULL,Non_Wetland,NULL
808,Water,Forest,NULL,NULL,Non_Wetland,Grassland
809,Water,Forest,NULL,NULL,Non_Wetland,Forest
810,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
811,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
812,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
813,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
814,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
815,Water,Forest,Grassland,NULL,Non_Wetland,NULL
816,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
817,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
818,Water,Forest,Grassland,NULL,Non_Wetland,Forest
819,Water,Forest,Cropland,NULL,Non_Wetland,NULL
820,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
821,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
822,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
823,Water,Forest,Cropland,NULL,Non_Wetland,Forest
824,Water,Forest,Wetland,NULL,Wetland,NULL
825,Water,Forest,Wetland,NULL,Wetland,Forest
826,Water,Forest,Bareland,NULL,Non_Wetland,Forest
827,Water,Forest,Built-up,NULL,Non_Wetland,NULL
828,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
829,Water,Forest,Built-up,NULL,Non_Wetland,Forest
830,Water,Forest,Forest,NULL,Non_Wetland,NULL
831,Water,Forest,Forest,NULL,Non_Wetland,Grassland
832,Water,Forest,Forest,NULL,Non_Wetland,Cropland
833,Water,Forest,Forest,NULL,Non_Wetland,Wetland
834,Water,Forest,Forest,NULL,Non_Wetland,Forest
835,Forest,NULL,NULL,NULL,Non_Wetland,NULL
836,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
837,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
838,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
839,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
840,Forest,NULL,NULL,NULL,Non_Wetland,Forest
841,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
844,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
845,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
846,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
847,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
848,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
