Value,AFRICA_2024_DynamicWorld_2024_37PEN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEN_M_R,AFRICA_2024_GSW_Yearly_2021_37PEN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEN_M_R,AFRICA_2024_WorldCover_2021_37PEN_M_R
425,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
426,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
427,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
428,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
429,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
431,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
432,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
437,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
438,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
439,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
440,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
441,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
442,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
443,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
444,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
445,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
448,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
455,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
456,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
457,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
458,Grassland,Cropland,Wetland,NULL,Wetland,NULL
459,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
460,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
461,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
462,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
463,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
464,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
465,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
466,Grassland,Cropland,Wetland,Water,Wetland,Cropland
467,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
468,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
469,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
470,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
471,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
472,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
473,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
474,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
475,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
476,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
477,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
478,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
479,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
480,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
481,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
482,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
483,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
484,Grassland,Cropland,Water,Water,Water,Wetland
485,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
486,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
487,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
488,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
489,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
490,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
491,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
492,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
493,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
494,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
495,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
496,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
497,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
498,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
499,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
500,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
501,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
502,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
503,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
504,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
505,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
506,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
507,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
508,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
509,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
510,Grassland,Wetland,Wetland,Water,Wetland,Cropland
511,Grassland,Wetland,Wetland,Water,Wetland,Wetland
512,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
513,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
514,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
515,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
516,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
517,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
518,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
519,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
520,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
521,Grassland,Built-up,NULL,NULL,Non_Wetland,Wetland
522,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
523,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
524,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
525,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
526,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
527,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
528,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
529,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
530,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
531,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
532,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
533,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
534,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
535,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
536,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
537,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
538,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
539,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
540,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
541,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
542,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
543,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
544,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
545,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
546,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
547,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
548,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
549,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
550,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
551,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
552,Grassland,Water,NULL,NULL,Non_Wetland,NULL
553,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland
554,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
555,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
556,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
557,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
558,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
559,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
560,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
561,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
562,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
563,Grassland,Water,Wetland,NULL,Wetland,Grassland
564,Grassland,Water,Wetland,NULL,Wetland,Cropland
565,Grassland,Water,Wetland,NULL,Wetland,Wetland
566,Grassland,Water,Wetland,Non_Water,Wetland,NULL
567,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
568,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
569,Grassland,Water,Wetland,Water,Wetland,Forest
570,Grassland,Water,Forest,NULL,Non_Wetland,NULL
571,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
572,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
573,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
574,Grassland,Water,Forest,NULL,Non_Wetland,Forest
575,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
576,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
577,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
578,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
579,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
580,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
581,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
582,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
583,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
584,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
585,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
586,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
587,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
588,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
589,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
590,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
591,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
592,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
593,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
594,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
595,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
596,Grassland,Forest,Wetland,NULL,Wetland,Grassland
597,Grassland,Forest,Wetland,NULL,Wetland,Wetland
598,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
599,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
600,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
601,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
602,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
603,Grassland,Forest,Water,NULL,Water,Forest
604,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
605,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
606,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
607,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
608,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
609,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
610,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
611,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
612,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
613,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
614,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
615,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
616,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
617,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
624,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
625,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
626,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
627,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
628,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
629,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
630,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
631,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
632,Cropland,NULL,Grassland,Water,Non_Wetland,Water
633,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
634,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
635,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
636,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
637,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
638,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
639,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
640,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
641,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
642,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
643,Cropland,NULL,Wetland,NULL,Wetland,NULL
644,Cropland,NULL,Wetland,NULL,Wetland,Cropland
645,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
646,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
647,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
648,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
649,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
650,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
651,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
652,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
653,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
654,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
655,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
656,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
657,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
658,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
659,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
660,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
661,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
662,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
663,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
664,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
665,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
666,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
667,Cropland,NULL,Water,NULL,Water,NULL
668,Cropland,NULL,Water,NULL,Water,Grassland
669,Cropland,NULL,Water,NULL,Water,Cropland
670,Cropland,NULL,Water,Water,Water,Grassland
671,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
672,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
673,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
674,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
675,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
676,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
677,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
678,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
679,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
680,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
681,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
682,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
683,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
684,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
685,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
686,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
687,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
688,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
695,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
696,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
697,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
698,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
699,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
700,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
701,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
702,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
703,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
704,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
705,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
706,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
707,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
708,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
709,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
710,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
711,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
712,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
713,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
714,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
715,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
716,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
717,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
718,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
719,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
720,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
721,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
722,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
723,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
724,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
725,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
726,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
727,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
728,Cropland,Cropland,Wetland,NULL,Wetland,NULL
729,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
730,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
731,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
732,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
733,Cropland,Cropland,Wetland,NULL,Wetland,Water
734,Cropland,Cropland,Wetland,NULL,Wetland,Forest
735,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
736,Cropland,Cropland,Wetland,Water,Wetland,Cropland
737,Cropland,Cropland,Wetland,Water,Wetland,Water
738,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
739,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
740,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
741,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
742,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
743,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
744,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
745,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
746,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
747,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
748,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
749,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
750,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
751,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
752,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
753,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
754,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
755,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
756,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
757,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
758,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
759,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
760,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
761,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
762,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
763,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
764,Cropland,Cropland,Water,NULL,Water,NULL
765,Cropland,Cropland,Water,NULL,Water,Grassland
766,Cropland,Cropland,Water,NULL,Water,Cropland
767,Cropland,Cropland,Water,Non_Water,Water,Cropland
768,Cropland,Cropland,Water,Water,Water,Grassland
769,Cropland,Cropland,Water,Water,Water,Wetland
770,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
771,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
772,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
773,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
774,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
775,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
776,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
777,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
778,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
779,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
780,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
781,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
782,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
783,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
784,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
785,Cropland,Cropland,Forest,Water,Non_Wetland,Water
786,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
787,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
788,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
789,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
790,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
791,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
792,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
793,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
794,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
795,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
796,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
797,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
798,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Cropland
799,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
800,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
801,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
802,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
803,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
804,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
805,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
806,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
807,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
808,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
809,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
810,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
811,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
812,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
813,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
814,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
815,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
816,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
817,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
818,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
819,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
820,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
822,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
823,Cropland,Built-up,Wetland,NULL,Wetland,NULL
824,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
825,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
826,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
827,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
828,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
829,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
830,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
831,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
832,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
833,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
834,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
835,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
836,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
837,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
840,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
