Value,AFRICA_2024_DynamicWorld_2024_35NQE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,AFRICA_2024_WorldCover_2021_35NQE_M_R
426,Wetland,NULL,Wetland,Water,Wetland,Bareland
427,Wetland,NULL,Wetland,Water,Wetland,Water
428,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
429,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
430,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
431,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
432,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
433,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
434,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
435,Wetland,NULL,Built-up,Water,Non_Wetland,NULL
436,Wetland,NULL,Water,NULL,Water,Wetland
437,Wetland,NULL,Water,Non_Water,Water,Grassland
438,Wetland,NULL,Water,Water,Water,Grassland
439,Wetland,NULL,Water,Water,Water,Wetland
440,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
441,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
442,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
443,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
444,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
445,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
446,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
447,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
448,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
449,Wetland,NULL,Forest,Water,Non_Wetland,NULL
450,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
451,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
452,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
453,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
454,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
455,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
456,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
457,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
458,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
459,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
460,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
461,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
462,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
463,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
464,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
465,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
466,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
467,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
468,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
469,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
470,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
471,Wetland,Wetland,Wetland,NULL,Wetland,NULL
472,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
473,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
474,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
475,Wetland,Wetland,Wetland,NULL,Wetland,Forest
476,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
477,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
478,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
479,Wetland,Wetland,Wetland,Water,Wetland,Grassland
480,Wetland,Wetland,Wetland,Water,Wetland,Forest
481,Wetland,Wetland,Water,Water,Water,Wetland
482,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
483,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
484,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
485,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
486,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
487,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
488,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
489,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
490,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
491,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
492,Wetland,Bareland,Wetland,NULL,Wetland,Forest
493,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL
494,Wetland,Bareland,Forest,NULL,Non_Wetland,Grassland
495,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
496,Wetland,Water,NULL,NULL,Non_Wetland,Forest
497,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
498,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
499,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
500,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
501,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
502,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
503,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
504,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
505,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
506,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
507,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
508,Wetland,Water,Wetland,NULL,Wetland,NULL
509,Wetland,Water,Wetland,NULL,Wetland,Grassland
510,Wetland,Water,Wetland,NULL,Wetland,Wetland
511,Wetland,Water,Wetland,NULL,Wetland,Water
512,Wetland,Water,Wetland,NULL,Wetland,Forest
513,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
514,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
515,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
516,Wetland,Water,Wetland,Non_Water,Wetland,Water
517,Wetland,Water,Wetland,Non_Water,Wetland,Forest
518,Wetland,Water,Wetland,Water,Wetland,NULL
519,Wetland,Water,Wetland,Water,Wetland,Grassland
520,Wetland,Water,Wetland,Water,Wetland,Wetland
521,Wetland,Water,Wetland,Water,Wetland,Forest
522,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
523,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
524,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
525,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
526,Wetland,Water,Water,NULL,Water,Wetland
527,Wetland,Water,Water,NULL,Water,Water
528,Wetland,Water,Water,NULL,Water,Forest
529,Wetland,Water,Water,Non_Water,Water,Forest
530,Wetland,Water,Water,Water,Water,Grassland
531,Wetland,Water,Water,Water,Water,Water
532,Wetland,Water,Forest,NULL,Non_Wetland,NULL
533,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
534,Wetland,Water,Forest,NULL,Non_Wetland,Water
535,Wetland,Water,Forest,NULL,Non_Wetland,Forest
536,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
537,Wetland,Water,Forest,Water,Non_Wetland,NULL
538,Wetland,Water,Forest,Water,Non_Wetland,Grassland
539,Wetland,Water,Forest,Water,Non_Wetland,Forest
540,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
541,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
542,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
543,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
544,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
545,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
546,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
547,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
548,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
549,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
550,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
551,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
552,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
553,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
554,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
555,Wetland,Forest,Wetland,NULL,Wetland,NULL
556,Wetland,Forest,Wetland,NULL,Wetland,Grassland
557,Wetland,Forest,Wetland,NULL,Wetland,Wetland
558,Wetland,Forest,Wetland,NULL,Wetland,Forest
559,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
560,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
561,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
562,Wetland,Forest,Wetland,Water,Wetland,Grassland
563,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
564,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
565,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
566,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
567,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
568,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
569,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
570,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
571,Wetland,Forest,Forest,Water,Non_Wetland,NULL
572,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
573,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
574,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
577,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
578,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
579,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
580,Bareland,NULL,Wetland,NULL,Wetland,Grassland
581,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
582,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
583,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
584,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
585,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
586,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
587,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
588,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
589,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
590,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
591,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
592,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
593,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
594,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
595,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
596,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
597,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
598,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
599,Bareland,Water,Wetland,NULL,Wetland,Bareland
600,Bareland,Water,Wetland,Water,Wetland,Bareland
601,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
602,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
603,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
604,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
605,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
606,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
607,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
608,Bareland,Water,Forest,NULL,Non_Wetland,Forest
609,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
610,Water,NULL,NULL,NULL,Non_Wetland,NULL
611,Water,NULL,NULL,NULL,Non_Wetland,Grassland
612,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
613,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
614,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
615,Water,NULL,NULL,Water,Non_Wetland,Grassland
616,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
617,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
618,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
619,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
620,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
621,Water,NULL,Shrubland,NULL,Non_Wetland,Water
622,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
623,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
624,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
625,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
626,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
627,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
628,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
629,Water,NULL,Shrubland,Water,Non_Wetland,NULL
630,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
631,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
632,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
633,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
634,Water,NULL,Shrubland,Water,Non_Wetland,Water
635,Water,NULL,Shrubland,Water,Non_Wetland,Forest
636,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
637,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
638,Water,NULL,Wetland,NULL,Wetland,NULL
639,Water,NULL,Wetland,NULL,Wetland,Grassland
640,Water,NULL,Wetland,NULL,Wetland,Cropland
641,Water,NULL,Wetland,NULL,Wetland,Wetland
642,Water,NULL,Wetland,NULL,Wetland,Bareland
643,Water,NULL,Wetland,NULL,Wetland,Water
644,Water,NULL,Wetland,NULL,Wetland,Forest
645,Water,NULL,Wetland,Non_Water,Wetland,Grassland
646,Water,NULL,Wetland,Non_Water,Wetland,Wetland
647,Water,NULL,Wetland,Non_Water,Wetland,Bareland
648,Water,NULL,Wetland,Non_Water,Wetland,Water
649,Water,NULL,Wetland,Non_Water,Wetland,Forest
650,Water,NULL,Wetland,Water,Wetland,NULL
651,Water,NULL,Wetland,Water,Wetland,Grassland
652,Water,NULL,Wetland,Water,Wetland,Wetland
653,Water,NULL,Wetland,Water,Wetland,Water
654,Water,NULL,Wetland,Water,Wetland,Forest
655,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
656,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
657,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
658,Water,NULL,Built-up,NULL,Non_Wetland,NULL
659,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
660,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
661,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
662,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
663,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
664,Water,NULL,Built-up,Water,Non_Wetland,Grassland
665,Water,NULL,Water,NULL,Water,Forest
666,Water,NULL,Water,Non_Water,Water,Grassland
667,Water,NULL,Water,Water,Water,Wetland
668,Water,NULL,Water,Water,Water,Water
669,Water,NULL,Water,Water,Water,Forest
670,Water,NULL,Forest,NULL,Non_Wetland,NULL
671,Water,NULL,Forest,NULL,Non_Wetland,Grassland
672,Water,NULL,Forest,NULL,Non_Wetland,Wetland
673,Water,NULL,Forest,NULL,Non_Wetland,Bareland
674,Water,NULL,Forest,NULL,Non_Wetland,Forest
675,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
676,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
677,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
678,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
679,Water,NULL,Forest,Water,Non_Wetland,NULL
680,Water,NULL,Forest,Water,Non_Wetland,Grassland
681,Water,NULL,Forest,Water,Non_Wetland,Wetland
682,Water,NULL,Forest,Water,Non_Wetland,Water
683,Water,NULL,Forest,Water,Non_Wetland,Forest
684,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
685,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
686,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
687,Water,Cropland,Wetland,NULL,Wetland,Wetland
688,Water,Cropland,Wetland,NULL,Wetland,Forest
689,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
690,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
691,Water,Cropland,Water,Non_Water,Water,Wetland
692,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
693,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
694,Water,Cropland,Forest,NULL,Non_Wetland,Forest
695,Water,Wetland,NULL,NULL,Non_Wetland,Forest
696,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
697,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
698,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
699,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
700,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
701,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
702,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
703,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
704,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
705,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
706,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
707,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
708,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
709,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
710,Water,Wetland,Wetland,NULL,Wetland,NULL
711,Water,Wetland,Wetland,NULL,Wetland,Grassland
712,Water,Wetland,Wetland,NULL,Wetland,Water
713,Water,Wetland,Wetland,NULL,Wetland,Forest
714,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
715,Water,Wetland,Wetland,Non_Water,Wetland,Water
716,Water,Wetland,Wetland,Non_Water,Wetland,Forest
717,Water,Wetland,Wetland,Water,Wetland,Grassland
718,Water,Wetland,Wetland,Water,Wetland,Wetland
719,Water,Wetland,Wetland,Water,Wetland,Water
720,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
721,Water,Wetland,Built-up,Water,Non_Wetland,Forest
722,Water,Wetland,Water,NULL,Water,Water
723,Water,Wetland,Water,Non_Water,Water,Water
724,Water,Wetland,Water,Non_Water,Water,Forest
725,Water,Wetland,Water,Water,Water,Wetland
726,Water,Wetland,Water,Water,Water,Water
727,Water,Wetland,Forest,NULL,Non_Wetland,NULL
728,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
729,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
730,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
731,Water,Wetland,Forest,NULL,Non_Wetland,Forest
732,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
733,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
734,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
735,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
736,Water,Wetland,Forest,Water,Non_Wetland,Grassland
737,Water,Wetland,Forest,Water,Non_Wetland,Wetland
738,Water,Wetland,Forest,Water,Non_Wetland,Forest
739,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
740,Water,Built-up,Wetland,NULL,Wetland,Forest
741,Water,Built-up,Forest,NULL,Non_Wetland,Forest
742,Water,Water,NULL,NULL,Non_Wetland,Grassland
743,Water,Water,NULL,NULL,Non_Wetland,Bareland
744,Water,Water,NULL,NULL,Non_Wetland,Water
745,Water,Water,NULL,NULL,Non_Wetland,Forest
746,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
747,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
748,Water,Water,NULL,Non_Water,Non_Wetland,Water
749,Water,Water,NULL,Non_Water,Non_Wetland,Forest
750,Water,Water,NULL,Water,Non_Wetland,NULL
751,Water,Water,NULL,Water,Non_Wetland,Grassland
752,Water,Water,NULL,Water,Non_Wetland,Bareland
753,Water,Water,NULL,Water,Non_Wetland,Water
754,Water,Water,NULL,Water,Non_Wetland,Forest
755,Water,Water,Shrubland,NULL,Non_Wetland,NULL
756,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
757,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
758,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
759,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
760,Water,Water,Shrubland,NULL,Non_Wetland,Water
761,Water,Water,Shrubland,NULL,Non_Wetland,Forest
762,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
763,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
764,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
765,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
766,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
767,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
768,Water,Water,Shrubland,Water,Non_Wetland,NULL
769,Water,Water,Shrubland,Water,Non_Wetland,Grassland
770,Water,Water,Shrubland,Water,Non_Wetland,Cropland
771,Water,Water,Shrubland,Water,Non_Wetland,Wetland
772,Water,Water,Shrubland,Water,Non_Wetland,Bareland
773,Water,Water,Shrubland,Water,Non_Wetland,Built-up
774,Water,Water,Shrubland,Water,Non_Wetland,Water
775,Water,Water,Shrubland,Water,Non_Wetland,Forest
776,Water,Water,Grassland,NULL,Non_Wetland,Grassland
777,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
778,Water,Water,Grassland,Water,Non_Wetland,Bareland
779,Water,Water,Cropland,NULL,Non_Wetland,Grassland
780,Water,Water,Cropland,NULL,Non_Wetland,Bareland
781,Water,Water,Cropland,NULL,Non_Wetland,Water
782,Water,Water,Cropland,NULL,Non_Wetland,Forest
783,Water,Water,Cropland,Non_Water,Non_Wetland,Water
784,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
785,Water,Water,Cropland,Water,Non_Wetland,Bareland
786,Water,Water,Cropland,Water,Non_Wetland,Forest
787,Water,Water,Wetland,NULL,Wetland,NULL
788,Water,Water,Wetland,NULL,Wetland,Grassland
789,Water,Water,Wetland,NULL,Wetland,Cropland
790,Water,Water,Wetland,NULL,Wetland,Wetland
791,Water,Water,Wetland,NULL,Wetland,Bareland
792,Water,Water,Wetland,NULL,Wetland,Water
793,Water,Water,Wetland,NULL,Wetland,Forest
794,Water,Water,Wetland,Non_Water,Wetland,NULL
795,Water,Water,Wetland,Non_Water,Wetland,Grassland
796,Water,Water,Wetland,Non_Water,Wetland,Wetland
797,Water,Water,Wetland,Non_Water,Wetland,Bareland
798,Water,Water,Wetland,Non_Water,Wetland,Water
799,Water,Water,Wetland,Non_Water,Wetland,Forest
800,Water,Water,Wetland,Water,Wetland,NULL
801,Water,Water,Wetland,Water,Wetland,Grassland
802,Water,Water,Wetland,Water,Wetland,Cropland
803,Water,Water,Wetland,Water,Wetland,Wetland
804,Water,Water,Wetland,Water,Wetland,Bareland
805,Water,Water,Wetland,Water,Wetland,Water
806,Water,Water,Wetland,Water,Wetland,Forest
807,Water,Water,Bareland,NULL,Non_Wetland,Grassland
808,Water,Water,Bareland,NULL,Non_Wetland,Bareland
809,Water,Water,Bareland,NULL,Non_Wetland,Water
810,Water,Water,Bareland,NULL,Non_Wetland,Forest
811,Water,Water,Bareland,Non_Water,Non_Wetland,Water
812,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
813,Water,Water,Bareland,Water,Non_Wetland,Wetland
814,Water,Water,Bareland,Water,Non_Wetland,Water
815,Water,Water,Bareland,Water,Non_Wetland,Forest
816,Water,Water,Built-up,NULL,Non_Wetland,NULL
817,Water,Water,Built-up,NULL,Non_Wetland,Grassland
818,Water,Water,Built-up,NULL,Non_Wetland,Bareland
819,Water,Water,Built-up,NULL,Non_Wetland,Water
820,Water,Water,Built-up,NULL,Non_Wetland,Forest
821,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
822,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
823,Water,Water,Built-up,Non_Water,Non_Wetland,Water
824,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
825,Water,Water,Built-up,Water,Non_Wetland,Grassland
826,Water,Water,Built-up,Water,Non_Wetland,Wetland
827,Water,Water,Built-up,Water,Non_Wetland,Bareland
828,Water,Water,Built-up,Water,Non_Wetland,Water
829,Water,Water,Built-up,Water,Non_Wetland,Forest
830,Water,Water,Water,NULL,Water,NULL
831,Water,Water,Water,NULL,Water,Grassland
832,Water,Water,Water,NULL,Water,Wetland
833,Water,Water,Water,NULL,Water,Bareland
834,Water,Water,Water,NULL,Water,Water
835,Water,Water,Water,NULL,Water,Forest
836,Water,Water,Water,Non_Water,Water,NULL
837,Water,Water,Water,Non_Water,Water,Grassland
838,Water,Water,Water,Non_Water,Water,Wetland
839,Water,Water,Water,Non_Water,Water,Bareland
840,Water,Water,Water,Non_Water,Water,Water
841,Water,Water,Water,Non_Water,Water,Forest
842,Water,Water,Water,Water,Water,NULL
843,Water,Water,Water,Water,Water,Grassland
844,Water,Water,Water,Water,Water,Cropland
845,Water,Water,Water,Water,Water,Wetland
846,Water,Water,Water,Water,Water,Bareland
847,Water,Water,Water,Water,Water,Water
848,Water,Water,Water,Water,Water,Forest
849,Water,Water,Forest,NULL,Non_Wetland,NULL
850,Water,Water,Forest,NULL,Non_Wetland,Grassland
851,Water,Water,Forest,NULL,Non_Wetland,Wetland
852,Water,Water,Forest,NULL,Non_Wetland,Bareland
853,Water,Water,Forest,NULL,Non_Wetland,Water
854,Water,Water,Forest,NULL,Non_Wetland,Forest
855,Water,Water,Forest,Non_Water,Non_Wetland,NULL
856,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
857,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
858,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
859,Water,Water,Forest,Non_Water,Non_Wetland,Water
860,Water,Water,Forest,Non_Water,Non_Wetland,Forest
861,Water,Water,Forest,Water,Non_Wetland,NULL
862,Water,Water,Forest,Water,Non_Wetland,Grassland
863,Water,Water,Forest,Water,Non_Wetland,Cropland
864,Water,Water,Forest,Water,Non_Wetland,Wetland
865,Water,Water,Forest,Water,Non_Wetland,Bareland
866,Water,Water,Forest,Water,Non_Wetland,Water
867,Water,Water,Forest,Water,Non_Wetland,Forest
868,Water,Forest,NULL,NULL,Non_Wetland,Forest
869,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
870,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
871,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
872,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
873,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
874,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
875,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
876,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
877,Water,Forest,Shrubland,Water,Non_Wetland,NULL
878,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
879,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
880,Water,Forest,Shrubland,Water,Non_Wetland,Forest
881,Water,Forest,Wetland,NULL,Wetland,NULL
882,Water,Forest,Wetland,NULL,Wetland,Grassland
883,Water,Forest,Wetland,NULL,Wetland,Wetland
884,Water,Forest,Wetland,NULL,Wetland,Water
