Value,AFRICA_2024_DynamicWorld_2024_37NDF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,AFRICA_2024_WorldCover_2021_37NDF_M_R
425,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
426,Cropland,NULL,Bareland,Water,Non_Wetland,Water
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
428,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
429,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
430,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
431,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
432,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
433,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
434,Cropland,NULL,Water,NULL,Water,NULL
435,Cropland,NULL,Water,NULL,Water,Cropland
436,Cropland,NULL,Water,Non_Water,Water,Grassland
437,Cropland,NULL,Water,Non_Water,Water,Cropland
438,Cropland,NULL,Water,Water,Water,Cropland
439,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
440,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
441,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
442,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
443,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
444,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
445,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
446,Cropland,NULL,Forest,Water,Non_Wetland,Water
447,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
448,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
459,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
460,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
461,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
462,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
463,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
464,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
469,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
470,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
472,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
475,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
476,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
477,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
478,Cropland,Cropland,Wetland,Water,Wetland,Water
479,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
480,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
481,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
482,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
483,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
484,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
485,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
486,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
487,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
490,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
491,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
492,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
493,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
494,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
495,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
496,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
497,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
498,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
499,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
500,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
501,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
502,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
503,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
504,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
505,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
506,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
507,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
508,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
509,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
510,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
511,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
512,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
513,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
514,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
515,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
516,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
517,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
518,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
519,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
520,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
521,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
522,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
523,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
524,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
525,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
526,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
527,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
528,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
529,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
530,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
531,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
532,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
533,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
534,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
535,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
536,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
537,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
538,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
539,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
540,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
541,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
542,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
543,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
544,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
545,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
546,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
547,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
548,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
549,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
550,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
551,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
552,Cropland,Water,Water,NULL,Water,Cropland
553,Cropland,Water,Water,Water,Water,Cropland
554,Cropland,Water,Forest,NULL,Non_Wetland,NULL
555,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
556,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
557,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
558,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
559,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
560,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
561,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
562,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
563,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
564,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
565,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
566,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
567,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
568,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
569,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
570,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
571,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
572,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
573,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
574,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
575,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
576,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
577,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
578,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
579,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
580,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
581,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
582,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
583,Cropland,Forest,Bareland,NULL,Non_Wetland,Built-up
584,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
585,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
586,Cropland,Forest,Water,NULL,Water,Cropland
587,Cropland,Forest,Water,Non_Water,Water,Cropland
588,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
589,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
590,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
591,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
592,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
593,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
594,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
595,Wetland,Water,NULL,NULL,Non_Wetland,Forest
596,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
597,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
598,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
599,Wetland,Water,Forest,NULL,Non_Wetland,NULL
600,Wetland,Water,Forest,NULL,Non_Wetland,Forest
601,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
602,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
603,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
604,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
605,Bareland,NULL,NULL,NULL,Non_Wetland,Water
606,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
607,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
609,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
610,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
611,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
612,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
613,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
614,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
615,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
616,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
617,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
618,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
619,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
624,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
625,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
626,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
628,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
629,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
630,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
631,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
632,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
633,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
634,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
635,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
636,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
637,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
638,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
639,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
640,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
641,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
642,Bareland,NULL,Cropland,Water,Non_Wetland,Water
643,Bareland,NULL,Wetland,NULL,Wetland,Cropland
644,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
645,Bareland,NULL,Wetland,Non_Water,Wetland,Water
646,Bareland,NULL,Wetland,Water,Wetland,Bareland
647,Bareland,NULL,Wetland,Water,Wetland,Water
648,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
649,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
650,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
651,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
652,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
653,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
654,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
655,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
656,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
657,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
658,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
659,Bareland,NULL,Bareland,Water,Non_Wetland,Water
660,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
661,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
662,Bareland,NULL,Water,Water,Water,Water
663,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
664,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
665,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
666,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
667,Bareland,NULL,Forest,NULL,Non_Wetland,Water
668,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
669,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
670,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
671,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
672,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
673,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
674,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
675,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
676,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
677,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
678,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
679,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
680,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
681,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
682,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
683,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
684,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
685,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
686,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
687,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
688,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
689,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
690,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
691,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
692,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
693,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
694,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
695,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
696,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
697,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
698,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
699,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
700,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
701,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
702,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
703,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
704,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
705,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
706,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
707,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
708,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
709,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
710,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
711,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
712,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
713,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
714,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
715,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
716,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
717,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
718,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
719,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
720,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
721,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
722,Bareland,Water,NULL,NULL,Non_Wetland,NULL
723,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
724,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
725,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
726,Bareland,Water,NULL,NULL,Non_Wetland,Water
727,Bareland,Water,NULL,NULL,Non_Wetland,Forest
728,Bareland,Water,NULL,Water,Non_Wetland,Grassland
729,Bareland,Water,NULL,Water,Non_Wetland,Cropland
730,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
731,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
732,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
733,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
734,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
735,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
736,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
737,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
738,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
739,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
740,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
741,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
742,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
743,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
744,Bareland,Water,Grassland,NULL,Non_Wetland,Water
745,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
746,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
747,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
748,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
749,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
750,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
751,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
752,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
753,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
754,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
755,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
756,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
757,Bareland,Water,Wetland,NULL,Wetland,Bareland
758,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
759,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
760,Bareland,Water,Wetland,Non_Water,Wetland,Water
761,Bareland,Water,Wetland,Water,Wetland,Cropland
762,Bareland,Water,Wetland,Water,Wetland,Bareland
763,Bareland,Water,Wetland,Water,Wetland,Water
764,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
765,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
766,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
767,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
768,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
769,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
770,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
771,Bareland,Water,Bareland,NULL,Non_Wetland,Water
772,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
773,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
774,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
775,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
776,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
777,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
778,Bareland,Water,Bareland,Water,Non_Wetland,Water
779,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
780,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
781,Bareland,Water,Water,NULL,Water,Cropland
782,Bareland,Water,Water,Water,Water,Cropland
783,Bareland,Water,Forest,NULL,Non_Wetland,NULL
784,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
785,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
786,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
787,Bareland,Water,Forest,NULL,Non_Wetland,Forest
788,Bareland,Water,Forest,Water,Non_Wetland,Bareland
789,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
790,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
791,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
792,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
793,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
794,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
795,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
796,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
797,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
798,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
799,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
800,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
801,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
802,Water,NULL,NULL,NULL,Non_Wetland,NULL
803,Water,NULL,NULL,NULL,Non_Wetland,Grassland
804,Water,NULL,NULL,NULL,Non_Wetland,Cropland
805,Water,NULL,NULL,NULL,Non_Wetland,Bareland
806,Water,NULL,NULL,NULL,Non_Wetland,Forest
807,Water,NULL,NULL,Water,Non_Wetland,Bareland
808,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
809,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
810,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
811,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
812,Water,NULL,Shrubland,NULL,Non_Wetland,Water
813,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
814,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
815,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
816,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
817,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
818,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
819,Water,NULL,Shrubland,Water,Non_Wetland,Water
820,Water,NULL,Grassland,NULL,Non_Wetland,NULL
821,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
822,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
823,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
824,Water,NULL,Grassland,NULL,Non_Wetland,Water
825,Water,NULL,Grassland,NULL,Non_Wetland,Forest
826,Water,NULL,Grassland,Water,Non_Wetland,Grassland
827,Water,NULL,Grassland,Water,Non_Wetland,Bareland
828,Water,NULL,Grassland,Water,Non_Wetland,Water
829,Water,NULL,Cropland,NULL,Non_Wetland,NULL
830,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
831,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
832,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
833,Water,NULL,Cropland,NULL,Non_Wetland,Water
834,Water,NULL,Cropland,NULL,Non_Wetland,Forest
835,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
836,Water,NULL,Cropland,Water,Non_Wetland,Cropland
837,Water,NULL,Cropland,Water,Non_Wetland,Bareland
838,Water,NULL,Wetland,Water,Wetland,Bareland
839,Water,NULL,Wetland,Water,Wetland,Water
840,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
841,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
842,Water,NULL,Bareland,NULL,Non_Wetland,NULL
843,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
844,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
845,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
846,Water,NULL,Bareland,NULL,Non_Wetland,Water
847,Water,NULL,Bareland,NULL,Non_Wetland,Forest
848,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
849,Water,NULL,Bareland,Water,Non_Wetland,Grassland
850,Water,NULL,Bareland,Water,Non_Wetland,Bareland
851,Water,NULL,Bareland,Water,Non_Wetland,Water
