Value,AFRICA_2024_DynamicWorld_2024_36NWN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWN_M_R,AFRICA_2024_GSW_Yearly_2021_36NWN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWN_M_R,AFRICA_2024_WorldCover_2021_36NWN_M_R
431,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
432,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
434,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
435,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
436,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
437,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
438,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
439,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
440,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
441,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
442,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
443,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
444,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
445,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
446,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
447,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
448,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
449,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
450,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
451,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
452,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
453,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
454,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
455,Cropland,Water,NULL,Water,Non_Wetland,Wetland
456,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
457,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
458,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
459,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
460,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
461,Cropland,Water,Wetland,NULL,Wetland,Grassland
462,Cropland,Water,Wetland,Water,Wetland,Wetland
463,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
464,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
465,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
466,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
467,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
468,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
469,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
470,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
471,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
472,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
473,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
474,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
475,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
476,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
477,Cropland,Forest,Wetland,NULL,Wetland,Wetland
478,Cropland,Forest,Wetland,Water,Wetland,Wetland
479,Cropland,Forest,Wetland,Water,Wetland,Water
480,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
481,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
482,Cropland,Forest,Water,NULL,Water,Wetland
483,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
484,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
485,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
486,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
487,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
488,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
489,Cropland,Forest,Forest,Water,Non_Wetland,Forest
490,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
491,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
492,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
493,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
494,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
495,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
496,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
497,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
498,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
499,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
500,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
501,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
502,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
503,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
504,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
505,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
506,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
507,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
508,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
509,Wetland,NULL,Wetland,NULL,Wetland,Grassland
510,Wetland,NULL,Wetland,NULL,Wetland,Wetland
511,Wetland,NULL,Wetland,NULL,Wetland,Forest
512,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
513,Wetland,NULL,Wetland,Water,Wetland,Grassland
514,Wetland,NULL,Wetland,Water,Wetland,Wetland
515,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
516,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
517,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
518,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
519,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
520,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
521,Wetland,NULL,Water,NULL,Water,Grassland
522,Wetland,NULL,Water,NULL,Water,Wetland
523,Wetland,NULL,Water,Non_Water,Water,Wetland
524,Wetland,NULL,Water,Non_Water,Water,Forest
525,Wetland,NULL,Water,Water,Water,Wetland
526,Wetland,NULL,Water,Water,Water,Water
527,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
528,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
529,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
530,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
531,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
532,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
533,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
534,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
535,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
536,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
537,Wetland,NULL,Forest,Water,Non_Wetland,Water
538,Wetland,NULL,Forest,Water,Non_Wetland,Forest
539,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
540,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
541,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
542,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
543,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
544,Wetland,Cropland,Water,Water,Water,Wetland
545,Wetland,Cropland,Water,Water,Water,Water
546,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
547,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
548,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
549,Wetland,Cropland,Forest,Water,Non_Wetland,Water
550,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
551,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
552,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
553,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
554,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
555,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
556,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
557,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
558,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
559,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
560,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
561,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
562,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
563,Wetland,Wetland,Wetland,Water,Wetland,Wetland
564,Wetland,Wetland,Wetland,Water,Wetland,Water
565,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
566,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
567,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
568,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
569,Wetland,Wetland,Water,NULL,Water,Wetland
570,Wetland,Wetland,Water,Non_Water,Water,Grassland
571,Wetland,Wetland,Water,Non_Water,Water,Wetland
572,Wetland,Wetland,Water,Water,Water,Wetland
573,Wetland,Wetland,Water,Water,Water,Water
574,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
575,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
576,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
577,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
578,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
579,Wetland,Wetland,Forest,Water,Non_Wetland,Water
580,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
581,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
582,Wetland,Water,NULL,NULL,Non_Wetland,Forest
583,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
584,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
585,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
586,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
587,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
588,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
589,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
590,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
591,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
592,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
593,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
594,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
595,Wetland,Water,Wetland,NULL,Wetland,Grassland
596,Wetland,Water,Wetland,NULL,Wetland,Wetland
597,Wetland,Water,Wetland,NULL,Wetland,Forest
598,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
599,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
600,Wetland,Water,Wetland,Water,Wetland,Grassland
601,Wetland,Water,Wetland,Water,Wetland,Wetland
602,Wetland,Water,Wetland,Water,Wetland,Water
603,Wetland,Water,Wetland,Water,Wetland,Forest
604,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
605,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
606,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
607,Wetland,Water,Water,NULL,Water,Wetland
608,Wetland,Water,Water,NULL,Water,Water
609,Wetland,Water,Water,NULL,Water,Forest
610,Wetland,Water,Water,Non_Water,Water,Wetland
611,Wetland,Water,Water,Water,Water,Wetland
612,Wetland,Water,Water,Water,Water,Water
613,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
614,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
615,Wetland,Water,Forest,NULL,Non_Wetland,Water
616,Wetland,Water,Forest,NULL,Non_Wetland,Forest
617,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
618,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
619,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
620,Wetland,Water,Forest,Water,Non_Wetland,Grassland
621,Wetland,Water,Forest,Water,Non_Wetland,Wetland
622,Wetland,Water,Forest,Water,Non_Wetland,Forest
623,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
624,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
625,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
626,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
627,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
628,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
629,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
630,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
631,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
632,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
633,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
634,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
635,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
636,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
637,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
638,Wetland,Forest,Wetland,NULL,Wetland,Grassland
639,Wetland,Forest,Wetland,NULL,Wetland,Wetland
640,Wetland,Forest,Wetland,NULL,Wetland,Forest
641,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
642,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
643,Wetland,Forest,Wetland,Water,Wetland,Grassland
644,Wetland,Forest,Wetland,Water,Wetland,Wetland
645,Wetland,Forest,Wetland,Water,Wetland,Forest
646,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
647,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
648,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
649,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
650,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
651,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
652,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
653,Wetland,Forest,Water,NULL,Water,Grassland
654,Wetland,Forest,Water,NULL,Water,Wetland
655,Wetland,Forest,Water,NULL,Water,Forest
656,Wetland,Forest,Water,Water,Water,Grassland
657,Wetland,Forest,Water,Water,Water,Wetland
658,Wetland,Forest,Water,Water,Water,Water
659,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
660,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
661,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
662,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
663,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
664,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
665,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
666,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
667,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
668,Wetland,Forest,Forest,Water,Non_Wetland,Forest
669,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
670,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
671,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
672,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
673,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
674,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
675,Water,NULL,NULL,NULL,Non_Wetland,Grassland
676,Water,NULL,NULL,NULL,Non_Wetland,Wetland
677,Water,NULL,NULL,NULL,Non_Wetland,Bareland
678,Water,NULL,NULL,NULL,Non_Wetland,Forest
679,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
680,Water,NULL,NULL,Water,Non_Wetland,Wetland
681,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
682,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
683,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
684,Water,NULL,Shrubland,NULL,Non_Wetland,Water
685,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
686,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
687,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
688,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
689,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
690,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
691,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
692,Water,NULL,Shrubland,Water,Non_Wetland,Water
693,Water,NULL,Shrubland,Water,Non_Wetland,Forest
694,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
695,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
696,Water,NULL,Wetland,NULL,Wetland,Grassland
697,Water,NULL,Wetland,NULL,Wetland,Wetland
698,Water,NULL,Wetland,NULL,Wetland,Forest
699,Water,NULL,Wetland,Non_Water,Wetland,Wetland
700,Water,NULL,Wetland,Water,Wetland,Grassland
701,Water,NULL,Wetland,Water,Wetland,Wetland
702,Water,NULL,Wetland,Water,Wetland,Water
703,Water,NULL,Wetland,Water,Wetland,Forest
704,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
705,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
706,Water,NULL,Bareland,NULL,Non_Wetland,Forest
707,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
708,Water,NULL,Bareland,Water,Non_Wetland,Grassland
709,Water,NULL,Bareland,Water,Non_Wetland,Wetland
710,Water,NULL,Bareland,Water,Non_Wetland,Forest
711,Water,NULL,Built-up,NULL,Non_Wetland,Forest
712,Water,NULL,Built-up,Water,Non_Wetland,Grassland
713,Water,NULL,Water,NULL,Water,Wetland
714,Water,NULL,Water,NULL,Water,Forest
715,Water,NULL,Water,Non_Water,Water,Wetland
716,Water,NULL,Water,Water,Water,Grassland
717,Water,NULL,Water,Water,Water,Wetland
718,Water,NULL,Water,Water,Water,Water
719,Water,NULL,Water,Water,Water,Forest
720,Water,NULL,Forest,NULL,Non_Wetland,Grassland
721,Water,NULL,Forest,NULL,Non_Wetland,Wetland
722,Water,NULL,Forest,NULL,Non_Wetland,Water
723,Water,NULL,Forest,NULL,Non_Wetland,Forest
724,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
725,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
726,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
727,Water,NULL,Forest,Water,Non_Wetland,Grassland
728,Water,NULL,Forest,Water,Non_Wetland,Wetland
729,Water,NULL,Forest,Water,Non_Wetland,Water
730,Water,NULL,Forest,Water,Non_Wetland,Forest
731,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
732,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
733,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
734,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
735,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
736,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
737,Water,Cropland,Wetland,NULL,Wetland,Wetland
738,Water,Cropland,Wetland,Water,Wetland,Wetland
739,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
740,Water,Cropland,Water,Water,Water,Wetland
741,Water,Cropland,Water,Water,Water,Water
742,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
743,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
744,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
745,Water,Cropland,Forest,Water,Non_Wetland,Wetland
746,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
747,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
748,Water,Wetland,NULL,Water,Non_Wetland,Wetland
749,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
750,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
751,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
752,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
753,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
754,Water,Wetland,Shrubland,Water,Non_Wetland,Water
755,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
756,Water,Wetland,Wetland,NULL,Wetland,Wetland
757,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
758,Water,Wetland,Wetland,Water,Wetland,Wetland
759,Water,Wetland,Wetland,Water,Wetland,Water
760,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
761,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
762,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
763,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
764,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
765,Water,Wetland,Water,NULL,Water,Wetland
766,Water,Wetland,Water,Non_Water,Water,Wetland
767,Water,Wetland,Water,Water,Water,Wetland
768,Water,Wetland,Water,Water,Water,Water
769,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
770,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
771,Water,Wetland,Forest,NULL,Non_Wetland,Forest
772,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
773,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
774,Water,Wetland,Forest,Water,Non_Wetland,Grassland
775,Water,Wetland,Forest,Water,Non_Wetland,Wetland
776,Water,Wetland,Forest,Water,Non_Wetland,Water
777,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
778,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
779,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
780,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
781,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
782,Water,Water,NULL,NULL,Non_Wetland,NULL
783,Water,Water,NULL,NULL,Non_Wetland,Grassland
784,Water,Water,NULL,NULL,Non_Wetland,Wetland
785,Water,Water,NULL,NULL,Non_Wetland,Bareland
786,Water,Water,NULL,NULL,Non_Wetland,Water
787,Water,Water,NULL,NULL,Non_Wetland,Forest
788,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
789,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
790,Water,Water,NULL,Non_Water,Non_Wetland,Water
791,Water,Water,NULL,Non_Water,Non_Wetland,Forest
792,Water,Water,NULL,Water,Non_Wetland,Grassland
793,Water,Water,NULL,Water,Non_Wetland,Wetland
794,Water,Water,NULL,Water,Non_Wetland,Water
795,Water,Water,Shrubland,NULL,Non_Wetland,NULL
796,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
797,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
798,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
799,Water,Water,Shrubland,NULL,Non_Wetland,Water
800,Water,Water,Shrubland,NULL,Non_Wetland,Forest
801,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
802,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
803,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
804,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
805,Water,Water,Shrubland,Water,Non_Wetland,Grassland
806,Water,Water,Shrubland,Water,Non_Wetland,Wetland
807,Water,Water,Shrubland,Water,Non_Wetland,Bareland
808,Water,Water,Shrubland,Water,Non_Wetland,Water
809,Water,Water,Shrubland,Water,Non_Wetland,Forest
810,Water,Water,Grassland,NULL,Non_Wetland,Bareland
811,Water,Water,Grassland,NULL,Non_Wetland,Water
812,Water,Water,Cropland,NULL,Non_Wetland,Grassland
813,Water,Water,Cropland,NULL,Non_Wetland,Wetland
814,Water,Water,Cropland,NULL,Non_Wetland,Water
815,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
816,Water,Water,Cropland,Water,Non_Wetland,Grassland
817,Water,Water,Cropland,Water,Non_Wetland,Wetland
818,Water,Water,Cropland,Water,Non_Wetland,Water
819,Water,Water,Cropland,Water,Non_Wetland,Forest
820,Water,Water,Wetland,NULL,Wetland,Grassland
821,Water,Water,Wetland,NULL,Wetland,Wetland
822,Water,Water,Wetland,NULL,Wetland,Water
823,Water,Water,Wetland,NULL,Wetland,Forest
824,Water,Water,Wetland,Non_Water,Wetland,Grassland
825,Water,Water,Wetland,Non_Water,Wetland,Wetland
826,Water,Water,Wetland,Non_Water,Wetland,Water
827,Water,Water,Wetland,Non_Water,Wetland,Forest
828,Water,Water,Wetland,Water,Wetland,Grassland
829,Water,Water,Wetland,Water,Wetland,Wetland
830,Water,Water,Wetland,Water,Wetland,Water
831,Water,Water,Wetland,Water,Wetland,Forest
832,Water,Water,Bareland,NULL,Non_Wetland,Grassland
833,Water,Water,Bareland,NULL,Non_Wetland,Wetland
834,Water,Water,Bareland,NULL,Non_Wetland,Bareland
835,Water,Water,Bareland,NULL,Non_Wetland,Water
836,Water,Water,Bareland,NULL,Non_Wetland,Forest
837,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
838,Water,Water,Bareland,Non_Water,Non_Wetland,Water
839,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
840,Water,Water,Bareland,Water,Non_Wetland,Grassland
841,Water,Water,Bareland,Water,Non_Wetland,Wetland
842,Water,Water,Bareland,Water,Non_Wetland,Water
843,Water,Water,Bareland,Water,Non_Wetland,Forest
844,Water,Water,Built-up,NULL,Non_Wetland,Grassland
845,Water,Water,Built-up,NULL,Non_Wetland,Wetland
846,Water,Water,Built-up,NULL,Non_Wetland,Forest
847,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
848,Water,Water,Built-up,Water,Non_Wetland,Wetland
849,Water,Water,Built-up,Water,Non_Wetland,Water
850,Water,Water,Built-up,Water,Non_Wetland,Forest
851,Water,Water,Water,NULL,Water,Grassland
852,Water,Water,Water,NULL,Water,Wetland
853,Water,Water,Water,NULL,Water,Water
854,Water,Water,Water,NULL,Water,Forest
855,Water,Water,Water,Non_Water,Water,Grassland
856,Water,Water,Water,Non_Water,Water,Wetland
857,Water,Water,Water,Non_Water,Water,Bareland
858,Water,Water,Water,Non_Water,Water,Water
859,Water,Water,Water,Non_Water,Water,Forest
860,Water,Water,Water,Water,Water,Grassland
861,Water,Water,Water,Water,Water,Wetland
862,Water,Water,Water,Water,Water,Bareland
863,Water,Water,Water,Water,Water,Water
864,Water,Water,Water,Water,Water,Forest
865,Water,Water,Forest,NULL,Non_Wetland,NULL
866,Water,Water,Forest,NULL,Non_Wetland,Grassland
867,Water,Water,Forest,NULL,Non_Wetland,Wetland
868,Water,Water,Forest,NULL,Non_Wetland,Water
869,Water,Water,Forest,NULL,Non_Wetland,Forest
870,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
871,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
872,Water,Water,Forest,Non_Water,Non_Wetland,Water
873,Water,Water,Forest,Non_Water,Non_Wetland,Forest
874,Water,Water,Forest,Water,Non_Wetland,Grassland
875,Water,Water,Forest,Water,Non_Wetland,Wetland
876,Water,Water,Forest,Water,Non_Wetland,Water
877,Water,Water,Forest,Water,Non_Wetland,Forest
878,Water,Forest,NULL,NULL,Non_Wetland,Grassland
879,Water,Forest,NULL,NULL,Non_Wetland,Wetland
880,Water,Forest,NULL,NULL,Non_Wetland,Forest
881,Water,Forest,NULL,Water,Non_Wetland,Forest
882,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
883,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
884,Water,Forest,Shrubland,NULL,Non_Wetland,Water
