Value,AFRICA_2024_DynamicWorld_2024_35NQH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQH_M_R,AFRICA_2024_GSW_Yearly_2021_35NQH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQH_M_R,AFRICA_2024_WorldCover_2021_35NQH_M_R
425,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
426,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
427,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
428,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
429,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
430,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
431,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
432,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
433,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
434,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
435,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
436,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
437,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
438,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
439,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
440,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
441,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
442,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
443,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
444,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
445,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
446,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
447,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
448,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
449,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
450,Wetland,NULL,Wetland,NULL,Wetland,NULL
451,Wetland,NULL,Wetland,NULL,Wetland,Grassland
452,Wetland,NULL,Wetland,NULL,Wetland,Cropland
453,Wetland,NULL,Wetland,NULL,Wetland,Wetland
454,Wetland,NULL,Wetland,NULL,Wetland,Bareland
455,Wetland,NULL,Wetland,NULL,Wetland,Built-up
456,Wetland,NULL,Wetland,NULL,Wetland,Forest
457,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
458,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
459,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
460,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
461,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
462,Wetland,NULL,Wetland,Water,Wetland,NULL
463,Wetland,NULL,Wetland,Water,Wetland,Grassland
464,Wetland,NULL,Wetland,Water,Wetland,Cropland
465,Wetland,NULL,Wetland,Water,Wetland,Wetland
466,Wetland,NULL,Wetland,Water,Wetland,Forest
467,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
468,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
469,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
470,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
471,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
472,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
473,Wetland,NULL,Water,NULL,Water,Wetland
474,Wetland,NULL,Water,NULL,Water,Forest
475,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
476,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
477,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
478,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
479,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
480,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
481,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
482,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
483,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
484,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
485,Wetland,NULL,Forest,Water,Non_Wetland,NULL
486,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
487,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
488,Wetland,NULL,Forest,Water,Non_Wetland,Forest
489,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
490,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
491,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
492,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
493,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
494,Wetland,Cropland,Wetland,NULL,Wetland,NULL
495,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
496,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
497,Wetland,Cropland,Wetland,NULL,Wetland,Forest
498,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
499,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
500,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
501,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
502,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
503,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
504,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
505,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
506,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
507,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
508,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
509,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
510,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
511,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
512,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
513,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
514,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
515,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
516,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
517,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
518,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
519,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
520,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
521,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
522,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
523,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
524,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
525,Wetland,Wetland,Wetland,NULL,Wetland,NULL
526,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
527,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
528,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
529,Wetland,Wetland,Wetland,NULL,Wetland,Forest
530,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
531,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
532,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
533,Wetland,Wetland,Wetland,Water,Wetland,NULL
534,Wetland,Wetland,Wetland,Water,Wetland,Grassland
535,Wetland,Wetland,Wetland,Water,Wetland,Wetland
536,Wetland,Wetland,Wetland,Water,Wetland,Forest
537,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
538,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
539,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
540,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
541,Wetland,Wetland,Water,Water,Water,Wetland
542,Wetland,Wetland,Water,Water,Water,Bareland
543,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
544,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
545,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
546,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
547,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
548,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
549,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
550,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
551,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
552,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
553,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
554,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
555,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
556,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
557,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
558,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
559,Wetland,Water,Wetland,NULL,Wetland,Grassland
560,Wetland,Water,Wetland,NULL,Wetland,Wetland
561,Wetland,Water,Wetland,NULL,Wetland,Forest
562,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
563,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
564,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
565,Wetland,Water,Forest,NULL,Non_Wetland,Forest
566,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
567,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
568,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
569,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
570,Wetland,Forest,NULL,Water,Non_Wetland,NULL
571,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
572,Wetland,Forest,NULL,Water,Non_Wetland,Forest
573,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
574,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
575,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
576,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
577,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
578,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
579,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
580,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
581,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
582,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
583,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
584,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
585,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
586,Wetland,Forest,Wetland,NULL,Wetland,NULL
587,Wetland,Forest,Wetland,NULL,Wetland,Grassland
588,Wetland,Forest,Wetland,NULL,Wetland,Cropland
589,Wetland,Forest,Wetland,NULL,Wetland,Wetland
590,Wetland,Forest,Wetland,NULL,Wetland,Forest
591,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
592,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
593,Wetland,Forest,Wetland,Water,Wetland,NULL
594,Wetland,Forest,Wetland,Water,Wetland,Grassland
595,Wetland,Forest,Wetland,Water,Wetland,Forest
596,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
597,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
598,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
599,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
600,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
601,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
602,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
603,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
604,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
605,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
606,Wetland,Forest,Forest,Water,Non_Wetland,NULL
607,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
608,Wetland,Forest,Forest,Water,Non_Wetland,Forest
609,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
610,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
611,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
612,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
613,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
614,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
621,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
624,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
625,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
626,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
627,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
628,Bareland,NULL,Wetland,NULL,Wetland,Grassland
629,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
630,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
631,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
632,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
633,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
634,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
635,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
636,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
637,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
638,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
639,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
640,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
641,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
642,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
643,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
644,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
645,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
646,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
647,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
648,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
649,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
650,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
651,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
652,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
653,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
654,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
655,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
656,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
657,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
658,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
659,Water,NULL,NULL,NULL,Non_Wetland,NULL
660,Water,NULL,NULL,NULL,Non_Wetland,Grassland
661,Water,NULL,NULL,NULL,Non_Wetland,Wetland
662,Water,NULL,NULL,NULL,Non_Wetland,Forest
663,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
664,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
665,Water,NULL,NULL,Water,Non_Wetland,Grassland
666,Water,NULL,NULL,Water,Non_Wetland,Wetland
667,Water,NULL,NULL,Water,Non_Wetland,Forest
668,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
669,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
670,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
671,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
672,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
673,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
674,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
675,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
676,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
677,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
678,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
679,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
680,Water,NULL,Shrubland,Water,Non_Wetland,NULL
681,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
682,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
683,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
684,Water,NULL,Shrubland,Water,Non_Wetland,Water
685,Water,NULL,Shrubland,Water,Non_Wetland,Forest
686,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
687,Water,NULL,Cropland,Water,Non_Wetland,Grassland
688,Water,NULL,Wetland,NULL,Wetland,NULL
689,Water,NULL,Wetland,NULL,Wetland,Grassland
690,Water,NULL,Wetland,NULL,Wetland,Cropland
691,Water,NULL,Wetland,NULL,Wetland,Wetland
692,Water,NULL,Wetland,NULL,Wetland,Bareland
693,Water,NULL,Wetland,NULL,Wetland,Forest
694,Water,NULL,Wetland,Non_Water,Wetland,Grassland
695,Water,NULL,Wetland,Non_Water,Wetland,Wetland
696,Water,NULL,Wetland,Non_Water,Wetland,Forest
697,Water,NULL,Wetland,Water,Wetland,NULL
698,Water,NULL,Wetland,Water,Wetland,Grassland
699,Water,NULL,Wetland,Water,Wetland,Wetland
700,Water,NULL,Wetland,Water,Wetland,Forest
701,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
702,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
703,Water,NULL,Bareland,NULL,Non_Wetland,Forest
704,Water,NULL,Water,NULL,Water,Wetland
705,Water,NULL,Water,Non_Water,Water,Wetland
706,Water,NULL,Water,Water,Water,Grassland
707,Water,NULL,Water,Water,Water,Wetland
708,Water,NULL,Water,Water,Water,Water
709,Water,NULL,Forest,NULL,Non_Wetland,NULL
710,Water,NULL,Forest,NULL,Non_Wetland,Grassland
711,Water,NULL,Forest,NULL,Non_Wetland,Wetland
712,Water,NULL,Forest,NULL,Non_Wetland,Forest
713,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
714,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
715,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
716,Water,NULL,Forest,Water,Non_Wetland,NULL
717,Water,NULL,Forest,Water,Non_Wetland,Grassland
718,Water,NULL,Forest,Water,Non_Wetland,Wetland
719,Water,NULL,Forest,Water,Non_Wetland,Forest
720,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
721,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
722,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
723,Water,Cropland,Wetland,NULL,Wetland,Grassland
724,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
725,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
726,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
727,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
728,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
729,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
730,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
731,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
732,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
733,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
734,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
735,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
736,Water,Wetland,Wetland,NULL,Wetland,NULL
737,Water,Wetland,Wetland,NULL,Wetland,Grassland
738,Water,Wetland,Wetland,NULL,Wetland,Wetland
739,Water,Wetland,Wetland,NULL,Wetland,Forest
740,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
741,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
742,Water,Wetland,Wetland,Water,Wetland,NULL
743,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
744,Water,Wetland,Water,Water,Water,Wetland
745,Water,Wetland,Forest,NULL,Non_Wetland,NULL
746,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
747,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
748,Water,Wetland,Forest,NULL,Non_Wetland,Forest
749,Water,Wetland,Forest,Water,Non_Wetland,NULL
750,Water,Wetland,Forest,Water,Non_Wetland,Grassland
751,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
752,Water,Water,NULL,NULL,Non_Wetland,NULL
753,Water,Water,NULL,NULL,Non_Wetland,Grassland
754,Water,Water,NULL,NULL,Non_Wetland,Wetland
755,Water,Water,Shrubland,NULL,Non_Wetland,NULL
756,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
757,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
758,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
759,Water,Water,Shrubland,NULL,Non_Wetland,Water
760,Water,Water,Shrubland,NULL,Non_Wetland,Forest
761,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
762,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
763,Water,Water,Shrubland,Water,Non_Wetland,Grassland
764,Water,Water,Shrubland,Water,Non_Wetland,Wetland
765,Water,Water,Shrubland,Water,Non_Wetland,Water
766,Water,Water,Shrubland,Water,Non_Wetland,Forest
767,Water,Water,Wetland,NULL,Wetland,NULL
768,Water,Water,Wetland,NULL,Wetland,Grassland
769,Water,Water,Wetland,NULL,Wetland,Wetland
770,Water,Water,Wetland,NULL,Wetland,Forest
771,Water,Water,Wetland,Non_Water,Wetland,Grassland
772,Water,Water,Wetland,Water,Wetland,Grassland
773,Water,Water,Wetland,Water,Wetland,Wetland
774,Water,Water,Wetland,Water,Wetland,Forest
775,Water,Water,Bareland,NULL,Non_Wetland,Grassland
776,Water,Water,Bareland,NULL,Non_Wetland,Wetland
777,Water,Water,Water,NULL,Water,Wetland
778,Water,Water,Water,NULL,Water,Forest
779,Water,Water,Water,Water,Water,Wetland
780,Water,Water,Water,Water,Water,Bareland
781,Water,Water,Water,Water,Water,Water
782,Water,Water,Forest,NULL,Non_Wetland,NULL
783,Water,Water,Forest,NULL,Non_Wetland,Grassland
784,Water,Water,Forest,NULL,Non_Wetland,Wetland
785,Water,Water,Forest,NULL,Non_Wetland,Forest
786,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
787,Water,Water,Forest,Water,Non_Wetland,Wetland
788,Water,Water,Forest,Water,Non_Wetland,Forest
789,Water,Forest,NULL,NULL,Non_Wetland,NULL
790,Water,Forest,NULL,NULL,Non_Wetland,Grassland
791,Water,Forest,NULL,NULL,Non_Wetland,Forest
792,Water,Forest,NULL,Water,Non_Wetland,NULL
793,Water,Forest,NULL,Water,Non_Wetland,Grassland
794,Water,Forest,NULL,Water,Non_Wetland,Forest
795,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
796,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
797,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
798,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
799,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
800,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
801,Water,Forest,Shrubland,Water,Non_Wetland,NULL
802,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
803,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
804,Water,Forest,Shrubland,Water,Non_Wetland,Forest
805,Water,Forest,Wetland,NULL,Wetland,NULL
806,Water,Forest,Wetland,NULL,Wetland,Grassland
807,Water,Forest,Wetland,NULL,Wetland,Wetland
808,Water,Forest,Wetland,NULL,Wetland,Forest
809,Water,Forest,Wetland,Non_Water,Wetland,Grassland
810,Water,Forest,Wetland,Non_Water,Wetland,Forest
811,Water,Forest,Wetland,Water,Wetland,NULL
812,Water,Forest,Wetland,Water,Wetland,Grassland
813,Water,Forest,Wetland,Water,Wetland,Forest
814,Water,Forest,Forest,NULL,Non_Wetland,NULL
815,Water,Forest,Forest,NULL,Non_Wetland,Grassland
816,Water,Forest,Forest,NULL,Non_Wetland,Wetland
817,Water,Forest,Forest,NULL,Non_Wetland,Forest
818,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
819,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
820,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
821,Water,Forest,Forest,Water,Non_Wetland,NULL
822,Water,Forest,Forest,Water,Non_Wetland,Grassland
823,Water,Forest,Forest,Water,Non_Wetland,Wetland
824,Water,Forest,Forest,Water,Non_Wetland,Forest
825,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
826,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
827,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
828,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
829,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
830,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
831,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
832,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
833,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
834,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
835,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
836,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
837,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland
838,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
839,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
840,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
841,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
842,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
843,Forest,NULL,NULL,NULL,Non_Wetland,NULL
844,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
845,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
846,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
847,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
848,Forest,NULL,NULL,NULL,Non_Wetland,Forest
849,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
850,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
851,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
852,Forest,NULL,NULL,Water,Non_Wetland,NULL
853,Forest,NULL,NULL,Water,Non_Wetland,Grassland
854,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
855,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
856,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
857,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
858,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
859,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
860,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
861,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
862,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
