Value,AFRICA_2024_DynamicWorld_2024_35NPH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPH_M_R,AFRICA_2024_GSW_Yearly_2021_35NPH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPH_M_R,AFRICA_2024_WorldCover_2021_35NPH_M_R
427,Wetland,Wetland,Water,Water,Water,Wetland
428,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
429,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
430,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
431,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
432,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
433,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
434,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
435,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
436,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
437,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
438,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
439,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
440,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
441,Wetland,Water,NULL,NULL,Non_Wetland,Forest
442,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
443,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
444,Wetland,Water,NULL,Water,Non_Wetland,Grassland
445,Wetland,Water,NULL,Water,Non_Wetland,Wetland
446,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
447,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
448,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
449,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
450,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
451,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
452,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
453,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
454,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
455,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
456,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
457,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
458,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
459,Wetland,Water,Wetland,NULL,Wetland,NULL
460,Wetland,Water,Wetland,NULL,Wetland,Grassland
461,Wetland,Water,Wetland,NULL,Wetland,Wetland
462,Wetland,Water,Wetland,NULL,Wetland,Forest
463,Wetland,Water,Wetland,Non_Water,Wetland,NULL
464,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
465,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
466,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
467,Wetland,Water,Wetland,Non_Water,Wetland,Forest
468,Wetland,Water,Wetland,Water,Wetland,Grassland
469,Wetland,Water,Wetland,Water,Wetland,Wetland
470,Wetland,Water,Wetland,Water,Wetland,Bareland
471,Wetland,Water,Wetland,Water,Wetland,Water
472,Wetland,Water,Wetland,Water,Wetland,Forest
473,Wetland,Water,Water,NULL,Water,Forest
474,Wetland,Water,Water,Non_Water,Water,Wetland
475,Wetland,Water,Water,Non_Water,Water,Forest
476,Wetland,Water,Water,Water,Water,Grassland
477,Wetland,Water,Water,Water,Water,Wetland
478,Wetland,Water,Water,Water,Water,Bareland
479,Wetland,Water,Water,Water,Water,Forest
480,Wetland,Water,Forest,NULL,Non_Wetland,NULL
481,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
482,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
483,Wetland,Water,Forest,NULL,Non_Wetland,Forest
484,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
485,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
486,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
487,Wetland,Water,Forest,Water,Non_Wetland,Forest
488,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
489,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
490,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
491,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
492,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
493,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
494,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
495,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
496,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
497,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
498,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
499,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
500,Wetland,Forest,Wetland,NULL,Wetland,NULL
501,Wetland,Forest,Wetland,NULL,Wetland,Grassland
502,Wetland,Forest,Wetland,NULL,Wetland,Wetland
503,Wetland,Forest,Wetland,NULL,Wetland,Forest
504,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
505,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
506,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
507,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
508,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
509,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
510,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
511,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
512,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
513,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
514,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
515,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
516,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
517,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
518,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
519,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
520,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
521,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
525,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
526,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
527,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
528,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
529,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
530,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
531,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
532,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
533,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
534,Bareland,Bareland,Water,Water,Water,Wetland
535,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
536,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
537,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
538,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
539,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
540,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
541,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
542,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
543,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
544,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
545,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
546,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
547,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
548,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
549,Water,NULL,NULL,NULL,Non_Wetland,Grassland
550,Water,NULL,NULL,NULL,Non_Wetland,Wetland
551,Water,NULL,NULL,NULL,Non_Wetland,Bareland
552,Water,NULL,NULL,NULL,Non_Wetland,Forest
553,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
554,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
555,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
556,Water,NULL,NULL,Water,Non_Wetland,Grassland
557,Water,NULL,NULL,Water,Non_Wetland,Wetland
558,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
559,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
560,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
561,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
562,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
563,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
564,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
565,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
566,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
567,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
568,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
569,Water,NULL,Shrubland,Water,Non_Wetland,NULL
570,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
571,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
572,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
573,Water,NULL,Shrubland,Water,Non_Wetland,Water
574,Water,NULL,Shrubland,Water,Non_Wetland,Forest
575,Water,NULL,Wetland,NULL,Wetland,NULL
576,Water,NULL,Wetland,NULL,Wetland,Grassland
577,Water,NULL,Wetland,NULL,Wetland,Cropland
578,Water,NULL,Wetland,NULL,Wetland,Wetland
579,Water,NULL,Wetland,NULL,Wetland,Forest
580,Water,NULL,Wetland,Non_Water,Wetland,NULL
581,Water,NULL,Wetland,Non_Water,Wetland,Grassland
582,Water,NULL,Wetland,Non_Water,Wetland,Wetland
583,Water,NULL,Wetland,Non_Water,Wetland,Bareland
584,Water,NULL,Wetland,Non_Water,Wetland,Forest
585,Water,NULL,Wetland,Water,Wetland,NULL
586,Water,NULL,Wetland,Water,Wetland,Grassland
587,Water,NULL,Wetland,Water,Wetland,Wetland
588,Water,NULL,Wetland,Water,Wetland,Forest
589,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
590,Water,NULL,Bareland,Water,Non_Wetland,Bareland
591,Water,NULL,Water,NULL,Water,Grassland
592,Water,NULL,Water,NULL,Water,Wetland
593,Water,NULL,Water,NULL,Water,Bareland
594,Water,NULL,Water,NULL,Water,Forest
595,Water,NULL,Water,Non_Water,Water,Grassland
596,Water,NULL,Water,Non_Water,Water,Wetland
597,Water,NULL,Water,Non_Water,Water,Forest
598,Water,NULL,Water,Water,Water,Grassland
599,Water,NULL,Water,Water,Water,Wetland
600,Water,NULL,Forest,NULL,Non_Wetland,NULL
601,Water,NULL,Forest,NULL,Non_Wetland,Grassland
602,Water,NULL,Forest,NULL,Non_Wetland,Wetland
603,Water,NULL,Forest,NULL,Non_Wetland,Forest
604,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
605,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
606,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
607,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
608,Water,NULL,Forest,Water,Non_Wetland,NULL
609,Water,NULL,Forest,Water,Non_Wetland,Grassland
610,Water,NULL,Forest,Water,Non_Wetland,Wetland
611,Water,NULL,Forest,Water,Non_Wetland,Forest
612,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
613,Water,Wetland,NULL,NULL,Non_Wetland,Forest
614,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
615,Water,Wetland,NULL,Water,Non_Wetland,Wetland
616,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
617,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
618,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
619,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
620,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
621,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
622,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
623,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
624,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
625,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
626,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
627,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
628,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
629,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
630,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
631,Water,Wetland,Wetland,NULL,Wetland,NULL
632,Water,Wetland,Wetland,NULL,Wetland,Grassland
633,Water,Wetland,Wetland,NULL,Wetland,Cropland
634,Water,Wetland,Wetland,NULL,Wetland,Wetland
635,Water,Wetland,Wetland,NULL,Wetland,Bareland
636,Water,Wetland,Wetland,NULL,Wetland,Forest
637,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
638,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
639,Water,Wetland,Wetland,Non_Water,Wetland,Forest
640,Water,Wetland,Wetland,Water,Wetland,Grassland
641,Water,Wetland,Wetland,Water,Wetland,Wetland
642,Water,Wetland,Wetland,Water,Wetland,Forest
643,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
644,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
645,Water,Wetland,Water,NULL,Water,Grassland
646,Water,Wetland,Water,NULL,Water,Wetland
647,Water,Wetland,Water,Non_Water,Water,Wetland
648,Water,Wetland,Water,Water,Water,Wetland
649,Water,Wetland,Water,Water,Water,Water
650,Water,Wetland,Water,Water,Water,Forest
651,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
652,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
653,Water,Wetland,Forest,NULL,Non_Wetland,Forest
654,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
655,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
656,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
657,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
658,Water,Wetland,Forest,Water,Non_Wetland,Wetland
659,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
660,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
661,Water,Water,NULL,NULL,Non_Wetland,Grassland
662,Water,Water,NULL,NULL,Non_Wetland,Wetland
663,Water,Water,NULL,NULL,Non_Wetland,Water
664,Water,Water,NULL,NULL,Non_Wetland,Forest
665,Water,Water,NULL,Non_Water,Non_Wetland,NULL
666,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
667,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
668,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
669,Water,Water,NULL,Non_Water,Non_Wetland,Water
670,Water,Water,NULL,Non_Water,Non_Wetland,Forest
671,Water,Water,NULL,Water,Non_Wetland,Grassland
672,Water,Water,NULL,Water,Non_Wetland,Wetland
673,Water,Water,NULL,Water,Non_Wetland,Bareland
674,Water,Water,NULL,Water,Non_Wetland,Water
675,Water,Water,NULL,Water,Non_Wetland,Forest
676,Water,Water,Shrubland,NULL,Non_Wetland,NULL
677,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
678,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
679,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
680,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
681,Water,Water,Shrubland,NULL,Non_Wetland,Water
682,Water,Water,Shrubland,NULL,Non_Wetland,Forest
683,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
684,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
685,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
686,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
687,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
688,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
689,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
690,Water,Water,Shrubland,Water,Non_Wetland,NULL
691,Water,Water,Shrubland,Water,Non_Wetland,Grassland
692,Water,Water,Shrubland,Water,Non_Wetland,Cropland
693,Water,Water,Shrubland,Water,Non_Wetland,Wetland
694,Water,Water,Shrubland,Water,Non_Wetland,Bareland
695,Water,Water,Shrubland,Water,Non_Wetland,Water
696,Water,Water,Shrubland,Water,Non_Wetland,Forest
697,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
698,Water,Water,Grassland,Water,Non_Wetland,Wetland
699,Water,Water,Grassland,Water,Non_Wetland,Forest
700,Water,Water,Cropland,NULL,Non_Wetland,Forest
701,Water,Water,Cropland,Water,Non_Wetland,Wetland
702,Water,Water,Wetland,NULL,Wetland,NULL
703,Water,Water,Wetland,NULL,Wetland,Grassland
704,Water,Water,Wetland,NULL,Wetland,Wetland
705,Water,Water,Wetland,NULL,Wetland,Bareland
706,Water,Water,Wetland,NULL,Wetland,Water
707,Water,Water,Wetland,NULL,Wetland,Forest
708,Water,Water,Wetland,Non_Water,Wetland,NULL
709,Water,Water,Wetland,Non_Water,Wetland,Grassland
710,Water,Water,Wetland,Non_Water,Wetland,Wetland
711,Water,Water,Wetland,Non_Water,Wetland,Bareland
712,Water,Water,Wetland,Non_Water,Wetland,Water
713,Water,Water,Wetland,Non_Water,Wetland,Forest
714,Water,Water,Wetland,Water,Wetland,NULL
715,Water,Water,Wetland,Water,Wetland,Grassland
716,Water,Water,Wetland,Water,Wetland,Cropland
717,Water,Water,Wetland,Water,Wetland,Wetland
718,Water,Water,Wetland,Water,Wetland,Bareland
719,Water,Water,Wetland,Water,Wetland,Water
720,Water,Water,Wetland,Water,Wetland,Forest
721,Water,Water,Bareland,NULL,Non_Wetland,Grassland
722,Water,Water,Bareland,NULL,Non_Wetland,Wetland
723,Water,Water,Bareland,NULL,Non_Wetland,Bareland
724,Water,Water,Bareland,NULL,Non_Wetland,Water
725,Water,Water,Bareland,NULL,Non_Wetland,Forest
726,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
727,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
728,Water,Water,Bareland,Non_Water,Non_Wetland,Water
729,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
730,Water,Water,Bareland,Water,Non_Wetland,Grassland
731,Water,Water,Bareland,Water,Non_Wetland,Wetland
732,Water,Water,Bareland,Water,Non_Wetland,Bareland
733,Water,Water,Bareland,Water,Non_Wetland,Water
734,Water,Water,Bareland,Water,Non_Wetland,Forest
735,Water,Water,Built-up,NULL,Non_Wetland,Water
736,Water,Water,Built-up,Water,Non_Wetland,Water
737,Water,Water,Water,NULL,Water,Grassland
738,Water,Water,Water,NULL,Water,Wetland
739,Water,Water,Water,NULL,Water,Bareland
740,Water,Water,Water,NULL,Water,Water
741,Water,Water,Water,NULL,Water,Forest
742,Water,Water,Water,Non_Water,Water,NULL
743,Water,Water,Water,Non_Water,Water,Grassland
744,Water,Water,Water,Non_Water,Water,Wetland
745,Water,Water,Water,Non_Water,Water,Bareland
746,Water,Water,Water,Non_Water,Water,Water
747,Water,Water,Water,Non_Water,Water,Forest
748,Water,Water,Water,Water,Water,NULL
749,Water,Water,Water,Water,Water,Grassland
750,Water,Water,Water,Water,Water,Wetland
751,Water,Water,Water,Water,Water,Bareland
752,Water,Water,Water,Water,Water,Water
753,Water,Water,Water,Water,Water,Forest
754,Water,Water,Forest,NULL,Non_Wetland,NULL
755,Water,Water,Forest,NULL,Non_Wetland,Grassland
756,Water,Water,Forest,NULL,Non_Wetland,Wetland
757,Water,Water,Forest,NULL,Non_Wetland,Bareland
758,Water,Water,Forest,NULL,Non_Wetland,Water
759,Water,Water,Forest,NULL,Non_Wetland,Forest
760,Water,Water,Forest,Non_Water,Non_Wetland,NULL
761,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
762,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
763,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
764,Water,Water,Forest,Non_Water,Non_Wetland,Water
765,Water,Water,Forest,Non_Water,Non_Wetland,Forest
766,Water,Water,Forest,Water,Non_Wetland,Grassland
767,Water,Water,Forest,Water,Non_Wetland,Wetland
768,Water,Water,Forest,Water,Non_Wetland,Bareland
769,Water,Water,Forest,Water,Non_Wetland,Water
770,Water,Water,Forest,Water,Non_Wetland,Forest
771,Water,Forest,NULL,NULL,Non_Wetland,NULL
772,Water,Forest,NULL,NULL,Non_Wetland,Grassland
773,Water,Forest,NULL,NULL,Non_Wetland,Forest
774,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
775,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
776,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
777,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
778,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
779,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
780,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
781,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
782,Water,Forest,Shrubland,Water,Non_Wetland,NULL
783,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
784,Water,Forest,Shrubland,Water,Non_Wetland,Forest
785,Water,Forest,Wetland,NULL,Wetland,Grassland
786,Water,Forest,Wetland,NULL,Wetland,Wetland
787,Water,Forest,Wetland,NULL,Wetland,Forest
788,Water,Forest,Wetland,Non_Water,Wetland,NULL
789,Water,Forest,Wetland,Non_Water,Wetland,Wetland
790,Water,Forest,Wetland,Non_Water,Wetland,Forest
791,Water,Forest,Bareland,NULL,Non_Wetland,Forest
792,Water,Forest,Forest,NULL,Non_Wetland,NULL
793,Water,Forest,Forest,NULL,Non_Wetland,Grassland
794,Water,Forest,Forest,NULL,Non_Wetland,Wetland
795,Water,Forest,Forest,NULL,Non_Wetland,Forest
796,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
797,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
798,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
799,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
800,Water,Forest,Forest,Water,Non_Wetland,Grassland
801,Water,Forest,Forest,Water,Non_Wetland,Wetland
802,Water,Forest,Forest,Water,Non_Wetland,Forest
803,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
804,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
805,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
806,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
807,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
808,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
809,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
810,Forest,NULL,NULL,NULL,Non_Wetland,NULL
811,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
812,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
813,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
814,Forest,NULL,NULL,NULL,Non_Wetland,Forest
815,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
816,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
817,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
818,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
819,Forest,NULL,NULL,Water,Non_Wetland,Wetland
820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
831,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
832,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
833,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
834,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
835,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
836,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
837,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
838,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
839,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
840,Forest,NULL,Wetland,NULL,Wetland,NULL
841,Forest,NULL,Wetland,NULL,Wetland,Grassland
842,Forest,NULL,Wetland,NULL,Wetland,Wetland
843,Forest,NULL,Wetland,NULL,Wetland,Forest
844,Forest,NULL,Wetland,Non_Water,Wetland,NULL
845,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
846,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
847,Forest,NULL,Wetland,Non_Water,Wetland,Forest
848,Forest,NULL,Wetland,Water,Wetland,NULL
849,Forest,NULL,Wetland,Water,Wetland,Grassland
850,Forest,NULL,Wetland,Water,Wetland,Wetland
851,Forest,NULL,Wetland,Water,Wetland,Forest
852,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
853,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
854,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
855,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
856,Forest,NULL,Water,NULL,Water,NULL
857,Forest,NULL,Water,NULL,Water,Grassland
858,Forest,NULL,Water,NULL,Water,Wetland
859,Forest,NULL,Water,NULL,Water,Forest
860,Forest,NULL,Water,Non_Water,Water,Wetland
861,Forest,NULL,Water,Water,Water,Wetland
862,Forest,NULL,Forest,NULL,Non_Wetland,NULL
863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
864,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
865,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
866,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
867,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
868,Forest,NULL,Forest,NULL,Non_Wetland,Forest
869,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
870,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
871,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
872,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
873,Forest,NULL,Forest,Water,Non_Wetland,NULL
874,Forest,NULL,Forest,Water,Non_Wetland,Grassland
875,Forest,NULL,Forest,Water,Non_Wetland,Wetland
876,Forest,NULL,Forest,Water,Non_Wetland,Forest
877,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
878,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
879,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
880,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
881,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
883,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
884,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
