Value,AFRICA_2024_DynamicWorld_2024_36NZM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,AFRICA_2024_WorldCover_2021_36NZM_M_R
423,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
424,Grassland,NULL,Forest,Water,Non_Wetland,Water
425,Grassland,NULL,Forest,Water,Non_Wetland,Forest
426,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
427,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
428,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
429,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
430,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
431,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
432,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
441,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
442,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
443,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
444,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
445,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
449,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
450,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
451,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
452,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
453,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
461,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
462,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
463,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
464,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
465,Grassland,Cropland,Wetland,NULL,Wetland,NULL
466,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
467,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
468,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
469,Grassland,Cropland,Wetland,NULL,Wetland,Forest
470,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
471,Grassland,Cropland,Wetland,Water,Wetland,Grassland
472,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
473,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
474,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
475,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
476,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
477,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
478,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
479,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
480,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
481,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
482,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL
483,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
484,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
485,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
486,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
487,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
488,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
489,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
490,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
491,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
492,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland
493,Grassland,Cropland,Water,NULL,Water,Grassland
494,Grassland,Cropland,Water,Non_Water,Water,Cropland
495,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
496,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
497,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
498,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
499,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
500,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
501,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
502,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
503,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
504,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
505,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
506,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL
507,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
508,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
509,Grassland,Wetland,NULL,Water,Non_Wetland,NULL
510,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
511,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
512,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
513,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
514,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
515,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
516,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
517,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
518,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL
519,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
520,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
521,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
522,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
523,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
524,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
525,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
526,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
527,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
528,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
529,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
530,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
531,Grassland,Wetland,Wetland,NULL,Wetland,Forest
532,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
533,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
534,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
535,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland
536,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
537,Grassland,Wetland,Wetland,Water,Wetland,Cropland
538,Grassland,Wetland,Wetland,Water,Wetland,Wetland
539,Grassland,Wetland,Wetland,Water,Wetland,Bareland
540,Grassland,Wetland,Wetland,Water,Wetland,Water
541,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
542,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
543,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
544,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
545,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water
546,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
547,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL
548,Grassland,Wetland,Bareland,Water,Non_Wetland,Cropland
549,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
550,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
551,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
552,Grassland,Wetland,Water,Non_Water,Water,NULL
553,Grassland,Wetland,Water,Non_Water,Water,Cropland
554,Grassland,Wetland,Water,Non_Water,Water,Wetland
555,Grassland,Wetland,Water,Non_Water,Water,Forest
556,Grassland,Wetland,Water,Water,Water,NULL
557,Grassland,Wetland,Water,Water,Water,Bareland
558,Grassland,Wetland,Water,Water,Water,Water
559,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
560,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
561,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
562,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
563,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
564,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
565,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
566,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
567,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
568,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
569,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
570,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
571,Grassland,Bareland,Wetland,Water,Wetland,Wetland
572,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
573,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
574,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
575,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
576,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
577,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
578,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
579,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
580,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
581,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
582,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
583,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
584,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
585,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
586,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
587,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
588,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
589,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
590,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
592,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
593,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
594,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
595,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
596,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
597,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
598,Grassland,Water,NULL,NULL,Non_Wetland,NULL
599,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
600,Grassland,Water,NULL,NULL,Non_Wetland,Forest
601,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
602,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
603,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
604,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
605,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
606,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
607,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
608,Grassland,Water,Shrubland,Water,Non_Wetland,NULL
609,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
610,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
611,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
612,Grassland,Water,Grassland,NULL,Non_Wetland,NULL
613,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
614,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
615,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
616,Grassland,Water,Grassland,Water,Non_Wetland,Bareland
617,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
618,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
619,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
620,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
621,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
622,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
623,Grassland,Water,Cropland,Water,Non_Wetland,Forest
624,Grassland,Water,Wetland,NULL,Wetland,Grassland
625,Grassland,Water,Wetland,NULL,Wetland,Forest
626,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
627,Grassland,Water,Wetland,Non_Water,Wetland,Forest
628,Grassland,Water,Wetland,Water,Wetland,Grassland
629,Grassland,Water,Wetland,Water,Wetland,Wetland
630,Grassland,Water,Wetland,Water,Wetland,Forest
631,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
632,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
633,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
634,Grassland,Water,Bareland,NULL,Non_Wetland,Water
635,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
636,Grassland,Water,Bareland,Non_Water,Non_Wetland,Forest
637,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
638,Grassland,Water,Bareland,Water,Non_Wetland,Cropland
639,Grassland,Water,Bareland,Water,Non_Wetland,Water
640,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
641,Grassland,Water,Water,NULL,Water,NULL
642,Grassland,Water,Water,NULL,Water,Forest
643,Grassland,Water,Water,Non_Water,Water,Wetland
644,Grassland,Water,Forest,NULL,Non_Wetland,NULL
645,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
646,Grassland,Water,Forest,NULL,Non_Wetland,Forest
647,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL
648,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
649,Grassland,Water,Forest,Water,Non_Wetland,Grassland
650,Grassland,Water,Forest,Water,Non_Wetland,Wetland
651,Grassland,Water,Forest,Water,Non_Wetland,Forest
652,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
653,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
654,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
655,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland
656,Grassland,Forest,NULL,NULL,Non_Wetland,Water
657,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
658,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
659,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
660,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
661,Grassland,Forest,NULL,Non_Water,Non_Wetland,Bareland
662,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
663,Grassland,Forest,NULL,Water,Non_Wetland,NULL
664,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
665,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
666,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
667,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
668,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
669,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
670,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
671,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
672,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
673,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
674,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
675,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
676,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
677,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
678,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL
679,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
680,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
681,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
682,Grassland,Forest,Shrubland,Water,Non_Wetland,Bareland
683,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
684,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
685,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
686,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
687,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
688,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
689,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
690,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL
691,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
692,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water
693,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
694,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
695,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
696,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
697,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
698,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
699,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
700,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
701,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
702,Grassland,Forest,Cropland,NULL,Non_Wetland,Water
703,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
704,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
705,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
706,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
707,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
708,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
709,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
710,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
711,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
712,Grassland,Forest,Wetland,NULL,Wetland,NULL
713,Grassland,Forest,Wetland,NULL,Wetland,Grassland
714,Grassland,Forest,Wetland,NULL,Wetland,Wetland
715,Grassland,Forest,Wetland,NULL,Wetland,Forest
716,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
717,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
718,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
719,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
720,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland
721,Grassland,Forest,Wetland,Non_Water,Wetland,Water
722,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
723,Grassland,Forest,Wetland,Water,Wetland,Grassland
724,Grassland,Forest,Wetland,Water,Wetland,Wetland
725,Grassland,Forest,Wetland,Water,Wetland,Bareland
726,Grassland,Forest,Wetland,Water,Wetland,Water
727,Grassland,Forest,Wetland,Water,Wetland,Forest
728,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
729,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
730,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
731,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
732,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
733,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
734,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
735,Grassland,Forest,Bareland,NULL,Non_Wetland,Water
736,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
737,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL
738,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
739,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
740,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
741,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
742,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
743,Grassland,Forest,Bareland,Water,Non_Wetland,Cropland
744,Grassland,Forest,Bareland,Water,Non_Wetland,Water
745,Grassland,Forest,Bareland,Water,Non_Wetland,Forest
746,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
747,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
748,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
749,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
750,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Water
751,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Forest
752,Grassland,Forest,Built-up,Water,Non_Wetland,Grassland
753,Grassland,Forest,Water,NULL,Water,Grassland
754,Grassland,Forest,Water,Non_Water,Water,Wetland
755,Grassland,Forest,Water,Non_Water,Water,Water
756,Grassland,Forest,Water,Non_Water,Water,Forest
757,Grassland,Forest,Water,Water,Water,Bareland
758,Grassland,Forest,Water,Water,Water,Water
759,Grassland,Forest,Water,Water,Water,Forest
760,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
761,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
762,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
763,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
764,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
765,Grassland,Forest,Forest,NULL,Non_Wetland,Water
766,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
767,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
768,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
769,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
770,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
771,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
772,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
773,Grassland,Forest,Forest,Water,Non_Wetland,NULL
774,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
775,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
776,Grassland,Forest,Forest,Water,Non_Wetland,Forest
777,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
778,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
779,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
780,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
781,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
782,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
783,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
784,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
785,Cropland,NULL,NULL,Water,Non_Wetland,Forest
786,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
787,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
788,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
789,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
790,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
791,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
792,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
793,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
794,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
795,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
796,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
797,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
798,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
799,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
800,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
801,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
802,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
803,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
804,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
805,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
806,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
807,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
808,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
809,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
810,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
811,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
812,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
813,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
814,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
815,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
816,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
817,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
818,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
819,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
820,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
821,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
822,Cropland,NULL,Cropland,Water,Non_Wetland,Built-up
823,Cropland,NULL,Wetland,NULL,Wetland,NULL
824,Cropland,NULL,Wetland,NULL,Wetland,Grassland
825,Cropland,NULL,Wetland,NULL,Wetland,Bareland
826,Cropland,NULL,Wetland,NULL,Wetland,Forest
827,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
828,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
829,Cropland,NULL,Wetland,Water,Wetland,Wetland
830,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
831,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
832,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
833,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
834,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
835,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
836,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
837,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
838,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
839,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
840,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
841,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
842,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
843,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
844,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
845,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
846,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
