Value,AFRICA_2024_DynamicWorld_2024_37PGM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,AFRICA_2024_WorldCover_2021_37PGM_M_R
418,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
419,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
420,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
421,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
422,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
423,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
424,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
425,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
426,Cropland,NULL,Bareland,Water,Non_Wetland,Water
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
428,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
429,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
430,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
431,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
432,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
433,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
434,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
435,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
436,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
437,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
438,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
439,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
440,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
441,Cropland,NULL,Water,NULL,Water,Grassland
442,Cropland,NULL,Water,NULL,Water,Bareland
443,Cropland,NULL,Water,Non_Water,Water,Grassland
444,Cropland,NULL,Water,Water,Water,Grassland
445,Cropland,NULL,Water,Water,Water,Wetland
446,Cropland,NULL,Water,Water,Water,Bareland
447,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
448,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
449,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
450,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
451,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
452,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
453,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
454,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
455,Cropland,NULL,Forest,Water,Non_Wetland,NULL
456,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
457,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
458,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
459,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
460,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
461,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
462,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
463,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
475,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
476,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
482,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
483,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
484,Cropland,Cropland,Wetland,NULL,Wetland,NULL
485,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
486,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
487,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
488,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
489,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
490,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
491,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
492,Cropland,Cropland,Wetland,Water,Wetland,Grassland
493,Cropland,Cropland,Wetland,Water,Wetland,Cropland
494,Cropland,Cropland,Wetland,Water,Wetland,Wetland
495,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
498,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
499,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
500,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
501,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
502,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
503,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
504,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
505,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
506,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
507,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
508,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
509,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
510,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
511,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
512,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
513,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
514,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
515,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
516,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
517,Cropland,Cropland,Water,Water,Water,Wetland
518,Cropland,Cropland,Water,Water,Water,Water
519,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
520,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
521,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
522,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
523,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
524,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
525,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
526,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
527,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
528,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
529,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
530,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
531,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
532,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
533,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
534,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
535,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
536,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
537,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
538,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
539,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
540,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
541,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
542,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
543,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
544,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
545,Cropland,Wetland,Wetland,NULL,Wetland,NULL
546,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
547,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
548,Cropland,Wetland,Wetland,Water,Wetland,Wetland
549,Cropland,Wetland,Wetland,Water,Wetland,Water
550,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
551,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
552,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
553,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
554,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
555,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland
556,Cropland,Wetland,Water,Water,Water,Wetland
557,Cropland,Wetland,Water,Water,Water,Water
558,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
559,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
560,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
561,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
562,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
563,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
564,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
565,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
566,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
567,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
568,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
569,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
570,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
571,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
572,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
573,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
574,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
575,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
576,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
577,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
578,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
579,Cropland,Bareland,Wetland,Water,Wetland,Wetland
580,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
581,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
582,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
583,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
584,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
585,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
586,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
587,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
588,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
589,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
590,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
591,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
592,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
593,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
594,Cropland,Bareland,Built-up,Water,Non_Wetland,Grassland
595,Cropland,Bareland,Built-up,Water,Non_Wetland,Wetland
596,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
597,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
598,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
599,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
600,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
601,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
602,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
603,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
604,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
605,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
606,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
607,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
608,Cropland,Water,Wetland,NULL,Wetland,Wetland
609,Cropland,Water,Wetland,Water,Wetland,Wetland
610,Cropland,Water,Wetland,Water,Wetland,Water
611,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
612,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
613,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
614,Cropland,Water,Water,NULL,Water,Wetland
615,Cropland,Water,Water,Water,Water,Wetland
616,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
617,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
618,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
619,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
620,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
621,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
622,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
623,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
624,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
625,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
626,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
627,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
628,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
629,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
630,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
631,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
632,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
633,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
634,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
635,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
636,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
637,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
638,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
639,Cropland,Forest,Grassland,Water,Non_Wetland,Wetland
640,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
641,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
642,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
643,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
644,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
645,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
646,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
647,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
648,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
649,Cropland,Forest,Wetland,NULL,Wetland,Wetland
650,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
651,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
652,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
653,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
654,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
655,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
656,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
657,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
658,Cropland,Forest,Water,NULL,Water,Wetland
659,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
660,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
661,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
662,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
663,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
664,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
665,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
666,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
667,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
668,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
669,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
670,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
671,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
672,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
673,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
674,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
675,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
676,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
677,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
678,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
679,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
680,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
681,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
682,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
683,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
684,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
685,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
686,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
687,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
688,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
689,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
690,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
691,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
692,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
693,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
694,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
695,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
696,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
697,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
698,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
699,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
700,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
701,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
702,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
703,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
704,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
705,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
706,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
707,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
708,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
709,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
710,Wetland,NULL,Wetland,NULL,Wetland,NULL
711,Wetland,NULL,Wetland,NULL,Wetland,Grassland
712,Wetland,NULL,Wetland,NULL,Wetland,Cropland
713,Wetland,NULL,Wetland,NULL,Wetland,Wetland
714,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
715,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
716,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
717,Wetland,NULL,Wetland,Water,Wetland,Cropland
718,Wetland,NULL,Wetland,Water,Wetland,Wetland
719,Wetland,NULL,Wetland,Water,Wetland,Water
720,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
721,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
723,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
724,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
725,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
726,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
727,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
728,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
729,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
730,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
731,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
732,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
733,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
734,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
735,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
736,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
737,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
738,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
739,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
740,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
741,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
742,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
743,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
744,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
745,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
746,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
747,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
748,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
749,Wetland,NULL,Water,NULL,Water,Wetland
750,Wetland,NULL,Water,Non_Water,Water,Wetland
751,Wetland,NULL,Water,Water,Water,Wetland
752,Wetland,NULL,Water,Water,Water,Water
753,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
754,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
755,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
756,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
757,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
758,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
759,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
760,Wetland,Cropland,Wetland,NULL,Wetland,NULL
761,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
762,Wetland,Cropland,Wetland,Water,Wetland,Wetland
763,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
764,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
765,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
766,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
767,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
768,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
769,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
770,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
771,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
772,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
773,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
774,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
775,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
776,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
777,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
778,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
779,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
780,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
781,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
782,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
783,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
784,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
785,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
786,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
787,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
788,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
789,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
790,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
791,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
792,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
793,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
794,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
795,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
796,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
797,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
798,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
799,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
800,Wetland,Wetland,Wetland,NULL,Wetland,NULL
801,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
802,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
803,Wetland,Wetland,Wetland,Water,Wetland,Wetland
804,Wetland,Wetland,Wetland,Water,Wetland,Water
805,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
806,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
807,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
808,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
809,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
810,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
811,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
812,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
813,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
814,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
815,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
816,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
817,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
818,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
819,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
820,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
821,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
822,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
823,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
824,Wetland,Wetland,Water,Non_Water,Water,Wetland
825,Wetland,Wetland,Water,Water,Water,Wetland
826,Wetland,Wetland,Water,Water,Water,Water
827,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
828,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
829,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
830,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
831,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
832,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
833,Wetland,Water,Wetland,NULL,Wetland,Wetland
834,Wetland,Water,Wetland,Water,Wetland,Wetland
835,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
836,Wetland,Water,Water,Water,Water,Wetland
837,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
