Value,AFRICA_2024_DynamicWorld_2024_38PKA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,AFRICA_2024_WorldCover_2021_38PKA_M_R
414,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
415,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
416,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
417,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
418,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
419,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
420,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
421,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
422,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
423,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
424,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
425,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
426,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
427,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
428,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
429,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
430,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
431,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
432,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
433,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
434,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
435,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
436,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
437,Bareland,Cropland,Wetland,Water,Wetland,Wetland
438,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
439,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
440,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
441,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
442,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
443,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
444,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
445,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
446,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
447,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
448,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
449,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
450,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
451,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
452,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
453,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
454,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
455,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
456,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
457,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
458,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
459,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
460,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
461,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
462,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
463,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
464,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
465,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
466,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
467,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
468,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
469,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
470,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
471,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
472,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
473,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
474,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
475,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
476,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
477,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
478,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
479,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
480,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
481,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
482,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
483,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
484,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
485,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
486,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
487,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
488,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
489,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
490,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
491,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
492,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
493,Bareland,Bareland,Wetland,NULL,NULL,Wetland
494,Bareland,Bareland,Wetland,NULL,NULL,Bareland
495,Bareland,Bareland,Wetland,NULL,NULL,Water
496,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
497,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
498,Bareland,Bareland,Wetland,NULL,Wetland,Water
499,Bareland,Bareland,Wetland,Water,NULL,Bareland
500,Bareland,Bareland,Wetland,Water,NULL,Water
501,Bareland,Bareland,Wetland,Water,Wetland,Wetland
502,Bareland,Bareland,Wetland,Water,Wetland,Bareland
503,Bareland,Bareland,Wetland,Water,Wetland,Water
504,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
505,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
506,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
507,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
508,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
509,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
510,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
511,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
512,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
513,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
514,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
515,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
516,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
517,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
518,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
519,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
520,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
521,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
522,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
523,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
524,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
525,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
526,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
527,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
528,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
529,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
530,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
531,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL
532,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
533,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
534,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
535,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
536,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
537,Bareland,Bareland,Water,NULL,NULL,Bareland
538,Bareland,Bareland,Water,NULL,NULL,Water
539,Bareland,Bareland,Water,NULL,Water,Bareland
540,Bareland,Bareland,Water,NULL,Water,Water
541,Bareland,Bareland,Water,Non_Water,NULL,Bareland
542,Bareland,Bareland,Water,Non_Water,NULL,Water
543,Bareland,Bareland,Water,Non_Water,Water,Bareland
544,Bareland,Bareland,Water,Non_Water,Water,Water
545,Bareland,Bareland,Water,Water,NULL,Bareland
546,Bareland,Bareland,Water,Water,NULL,Water
547,Bareland,Bareland,Water,Water,Water,Bareland
548,Bareland,Bareland,Water,Water,Water,Water
549,Bareland,Bareland,Water,Water,Water,Forest
550,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
551,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
552,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
553,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
554,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
555,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
556,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
557,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
558,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
559,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
560,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
561,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
562,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
563,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
564,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
565,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
566,Bareland,Built-up,Wetland,Water,Wetland,Water
567,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
568,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
569,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
570,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
571,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
572,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
573,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
574,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
575,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
576,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
577,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
578,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
579,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
580,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
581,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
582,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
583,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
584,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
585,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
586,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
587,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
588,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
589,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
590,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
591,Bareland,Water,Shrubland,Water,Non_Wetland,Water
592,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
593,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
594,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
595,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
596,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
597,Bareland,Water,Grassland,NULL,Non_Wetland,Water
598,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
599,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
600,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
601,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
602,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
603,Bareland,Water,Grassland,Water,Non_Wetland,Water
604,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
605,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
606,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
607,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
608,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
609,Bareland,Water,Cropland,NULL,Non_Wetland,Water
610,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland
611,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
612,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
613,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
614,Bareland,Water,Wetland,NULL,NULL,NULL
615,Bareland,Water,Wetland,NULL,NULL,Wetland
616,Bareland,Water,Wetland,NULL,NULL,Bareland
617,Bareland,Water,Wetland,NULL,Wetland,NULL
618,Bareland,Water,Wetland,NULL,Wetland,Cropland
619,Bareland,Water,Wetland,NULL,Wetland,Wetland
620,Bareland,Water,Wetland,NULL,Wetland,Bareland
621,Bareland,Water,Wetland,NULL,Wetland,Water
622,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
623,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
624,Bareland,Water,Wetland,Water,NULL,Wetland
625,Bareland,Water,Wetland,Water,NULL,Bareland
626,Bareland,Water,Wetland,Water,NULL,Water
627,Bareland,Water,Wetland,Water,Wetland,Wetland
628,Bareland,Water,Wetland,Water,Wetland,Bareland
629,Bareland,Water,Wetland,Water,Wetland,Water
630,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
631,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
632,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
633,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
634,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
635,Bareland,Water,Bareland,NULL,Non_Wetland,Water
636,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
637,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
638,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
639,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
640,Bareland,Water,Bareland,Water,Non_Wetland,NULL
641,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
642,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
643,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
644,Bareland,Water,Bareland,Water,Non_Wetland,Water
645,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
646,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
647,Bareland,Water,Built-up,NULL,Non_Wetland,Water
648,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
649,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
650,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
651,Bareland,Water,Built-up,Water,Non_Wetland,Water
652,Bareland,Water,Water,NULL,NULL,Bareland
653,Bareland,Water,Water,NULL,Water,Bareland
654,Bareland,Water,Water,NULL,Water,Water
655,Bareland,Water,Water,Non_Water,Water,Bareland
656,Bareland,Water,Water,Water,NULL,Bareland
657,Bareland,Water,Water,Water,NULL,Water
658,Bareland,Water,Water,Water,Water,Bareland
659,Bareland,Water,Water,Water,Water,Water
660,Bareland,Forest,Wetland,NULL,NULL,Wetland
661,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
662,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
663,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
664,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
665,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
666,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
667,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
668,Water,NULL,Grassland,NULL,Non_Wetland,NULL
669,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
670,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
671,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
672,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
673,Water,NULL,Grassland,NULL,Non_Wetland,Water
674,Water,NULL,Grassland,NULL,Non_Wetland,Forest
675,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
676,Water,NULL,Grassland,Water,Non_Wetland,Bareland
677,Water,NULL,Cropland,NULL,Non_Wetland,NULL
678,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
679,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
680,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
681,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
682,Water,NULL,Cropland,NULL,Non_Wetland,Forest
683,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
684,Water,NULL,Wetland,NULL,Wetland,NULL
685,Water,NULL,Wetland,NULL,Wetland,Bareland
686,Water,NULL,Wetland,NULL,Wetland,Water
687,Water,NULL,Wetland,Water,NULL,Bareland
688,Water,NULL,Wetland,Water,NULL,Water
689,Water,NULL,Wetland,Water,Wetland,NULL
690,Water,NULL,Wetland,Water,Wetland,Bareland
691,Water,NULL,Wetland,Water,Wetland,Water
692,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
693,Water,NULL,Bareland,NULL,Non_Wetland,NULL
694,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
695,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
696,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
697,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
698,Water,NULL,Bareland,NULL,Non_Wetland,Water
699,Water,NULL,Bareland,NULL,Non_Wetland,Forest
700,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
701,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
702,Water,NULL,Bareland,Water,Non_Wetland,NULL
703,Water,NULL,Bareland,Water,Non_Wetland,Cropland
704,Water,NULL,Bareland,Water,Non_Wetland,Wetland
705,Water,NULL,Bareland,Water,Non_Wetland,Bareland
706,Water,NULL,Bareland,Water,Non_Wetland,Water
707,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
708,Water,NULL,Built-up,Water,Non_Wetland,Bareland
709,Water,NULL,Water,NULL,NULL,NULL
710,Water,NULL,Water,NULL,NULL,Water
711,Water,NULL,Water,NULL,Water,NULL
712,Water,NULL,Water,NULL,Water,Bareland
713,Water,NULL,Water,NULL,Water,Water
714,Water,NULL,Water,Water,NULL,Bareland
715,Water,NULL,Water,Water,NULL,Water
716,Water,NULL,Water,Water,Water,Bareland
717,Water,NULL,Water,Water,Water,Water
718,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
719,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
720,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
721,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
722,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
723,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
724,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
725,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
726,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
727,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
728,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
729,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
730,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
731,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
732,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
733,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
734,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
735,Water,Bareland,Wetland,NULL,NULL,Bareland
736,Water,Bareland,Wetland,NULL,Wetland,Wetland
737,Water,Bareland,Wetland,NULL,Wetland,Bareland
738,Water,Bareland,Wetland,NULL,Wetland,Water
739,Water,Bareland,Wetland,Water,NULL,Bareland
740,Water,Bareland,Wetland,Water,NULL,Water
741,Water,Bareland,Wetland,Water,Wetland,Wetland
742,Water,Bareland,Wetland,Water,Wetland,Bareland
743,Water,Bareland,Wetland,Water,Wetland,Water
744,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
745,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
746,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
747,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
748,Water,Bareland,Bareland,NULL,Non_Wetland,Water
749,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
750,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
751,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
752,Water,Bareland,Bareland,Water,Non_Wetland,Water
753,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
754,Water,Bareland,Built-up,NULL,Non_Wetland,Water
755,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
756,Water,Bareland,Built-up,Water,Non_Wetland,Water
757,Water,Bareland,Water,NULL,NULL,Bareland
758,Water,Bareland,Water,NULL,Water,Bareland
759,Water,Bareland,Water,Non_Water,Water,Water
760,Water,Bareland,Water,Water,NULL,Bareland
761,Water,Bareland,Water,Water,NULL,Water
762,Water,Bareland,Water,Water,Water,Bareland
763,Water,Bareland,Water,Water,Water,Water
764,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
765,Water,Built-up,Shrubland,Water,Non_Wetland,Water
766,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
767,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
768,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
769,Water,Built-up,Grassland,NULL,Non_Wetland,Water
770,Water,Built-up,Wetland,Water,NULL,Bareland
771,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
772,Water,Built-up,Bareland,NULL,Non_Wetland,Water
773,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
774,Water,Built-up,Bareland,Water,Non_Wetland,Water
775,Water,Water,Shrubland,NULL,Non_Wetland,NULL
776,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
777,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
778,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
779,Water,Water,Shrubland,NULL,Non_Wetland,Water
780,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
781,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
782,Water,Water,Shrubland,Water,Non_Wetland,Bareland
783,Water,Water,Shrubland,Water,Non_Wetland,Water
784,Water,Water,Grassland,NULL,Non_Wetland,NULL
785,Water,Water,Grassland,NULL,Non_Wetland,Grassland
786,Water,Water,Grassland,NULL,Non_Wetland,Cropland
787,Water,Water,Grassland,NULL,Non_Wetland,Wetland
788,Water,Water,Grassland,NULL,Non_Wetland,Bareland
789,Water,Water,Grassland,NULL,Non_Wetland,Water
790,Water,Water,Grassland,NULL,Non_Wetland,Forest
791,Water,Water,Grassland,Water,Non_Wetland,Wetland
792,Water,Water,Grassland,Water,Non_Wetland,Bareland
793,Water,Water,Grassland,Water,Non_Wetland,Water
794,Water,Water,Cropland,NULL,Non_Wetland,NULL
795,Water,Water,Cropland,NULL,Non_Wetland,Grassland
796,Water,Water,Cropland,NULL,Non_Wetland,Cropland
797,Water,Water,Cropland,NULL,Non_Wetland,Wetland
798,Water,Water,Cropland,NULL,Non_Wetland,Bareland
799,Water,Water,Cropland,NULL,Non_Wetland,Water
800,Water,Water,Cropland,Water,Non_Wetland,Cropland
801,Water,Water,Cropland,Water,Non_Wetland,Wetland
802,Water,Water,Wetland,NULL,NULL,Bareland
803,Water,Water,Wetland,NULL,NULL,Water
804,Water,Water,Wetland,NULL,Wetland,NULL
805,Water,Water,Wetland,NULL,Wetland,Wetland
806,Water,Water,Wetland,NULL,Wetland,Bareland
807,Water,Water,Wetland,NULL,Wetland,Water
808,Water,Water,Wetland,Non_Water,Wetland,Wetland
809,Water,Water,Wetland,Non_Water,Wetland,Bareland
810,Water,Water,Wetland,Non_Water,Wetland,Water
811,Water,Water,Wetland,Water,NULL,Wetland
812,Water,Water,Wetland,Water,NULL,Bareland
813,Water,Water,Wetland,Water,NULL,Water
814,Water,Water,Wetland,Water,Wetland,Grassland
815,Water,Water,Wetland,Water,Wetland,Wetland
816,Water,Water,Wetland,Water,Wetland,Bareland
817,Water,Water,Wetland,Water,Wetland,Water
818,Water,Water,Bareland,NULL,Non_Wetland,NULL
819,Water,Water,Bareland,NULL,Non_Wetland,Grassland
820,Water,Water,Bareland,NULL,Non_Wetland,Cropland
821,Water,Water,Bareland,NULL,Non_Wetland,Wetland
822,Water,Water,Bareland,NULL,Non_Wetland,Bareland
823,Water,Water,Bareland,NULL,Non_Wetland,Water
824,Water,Water,Bareland,NULL,Non_Wetland,Forest
825,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
826,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
827,Water,Water,Bareland,Non_Water,Non_Wetland,Water
828,Water,Water,Bareland,Water,Non_Wetland,Wetland
829,Water,Water,Bareland,Water,Non_Wetland,Bareland
830,Water,Water,Bareland,Water,Non_Wetland,Water
831,Water,Water,Built-up,NULL,Non_Wetland,Cropland
832,Water,Water,Built-up,NULL,Non_Wetland,Wetland
833,Water,Water,Built-up,NULL,Non_Wetland,Bareland
834,Water,Water,Built-up,NULL,Non_Wetland,Water
835,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
836,Water,Water,Built-up,Non_Water,Non_Wetland,Water
837,Water,Water,Built-up,Water,Non_Wetland,Bareland
838,Water,Water,Built-up,Water,Non_Wetland,Water
839,Water,Water,Water,NULL,NULL,NULL
840,Water,Water,Water,NULL,NULL,Grassland
841,Water,Water,Water,NULL,NULL,Bareland
842,Water,Water,Water,NULL,NULL,Water
843,Water,Water,Water,NULL,Water,Bareland
844,Water,Water,Water,NULL,Water,Water
845,Water,Water,Water,NULL,Water,Forest
846,Water,Water,Water,Non_Water,NULL,Water
847,Water,Water,Water,Non_Water,Water,Wetland
848,Water,Water,Water,Non_Water,Water,Water
849,Water,Water,Water,Water,NULL,Wetland
850,Water,Water,Water,Water,NULL,Bareland
851,Water,Water,Water,Water,NULL,Water
852,Water,Water,Water,Water,Water,Wetland
853,Water,Water,Water,Water,Water,Bareland
854,Water,Water,Water,Water,Water,Water
855,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
856,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
857,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
858,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
859,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
860,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
861,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
