Value,AFRICA_2024_DynamicWorld_2024_37PDL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDL_M_R,AFRICA_2024_GSW_Yearly_2021_37PDL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDL_M_R,AFRICA_2024_WorldCover_2021_37PDL_M_R
420,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
421,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
422,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
423,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
424,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
425,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
426,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
427,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
428,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
429,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
430,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
431,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
432,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
433,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
434,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
435,Grassland,Cropland,NULL,Water,Non_Wetland,Water
436,Grassland,Cropland,NULL,Water,Non_Wetland,Forest
437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
444,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
445,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
446,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
447,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
448,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
449,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
450,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
451,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
452,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
453,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
454,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
455,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
456,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
457,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
458,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
459,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
460,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
468,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
469,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
470,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
471,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
472,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
473,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
474,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
475,Grassland,Cropland,Wetland,NULL,Wetland,NULL
476,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
477,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
478,Grassland,Cropland,Wetland,NULL,Wetland,Forest
479,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
480,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
481,Grassland,Cropland,Wetland,Water,Wetland,Grassland
482,Grassland,Cropland,Wetland,Water,Wetland,Cropland
483,Grassland,Cropland,Wetland,Water,Wetland,Wetland
484,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
485,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
486,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
487,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
488,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
489,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
490,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
491,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
492,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
493,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
494,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
495,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
496,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
497,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
498,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
499,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
500,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
501,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
502,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
503,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
504,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
505,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
506,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
507,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
508,Grassland,Cropland,Built-up,Water,Non_Wetland,Cropland
509,Grassland,Cropland,Built-up,Water,Non_Wetland,Wetland
510,Grassland,Cropland,Water,NULL,Water,Grassland
511,Grassland,Cropland,Water,NULL,Water,Cropland
512,Grassland,Cropland,Water,Non_Water,Water,Cropland
513,Grassland,Cropland,Water,Water,Water,Cropland
514,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
515,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
516,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
517,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
518,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
519,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
520,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
521,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
522,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
523,Grassland,Cropland,Forest,Water,Non_Wetland,NULL
524,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
525,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
526,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
527,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
528,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
529,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
530,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
531,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
532,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
533,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
534,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
535,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
536,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
537,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
538,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
539,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
540,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
541,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
542,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
543,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
544,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
545,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
546,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
547,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
548,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
549,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
550,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
551,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
552,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
553,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
554,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
555,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
556,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
557,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
558,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
559,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
560,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
561,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
562,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
563,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
564,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
565,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
566,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
567,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
568,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
569,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
570,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
571,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
572,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
573,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
574,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
575,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
576,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
577,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
578,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
579,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
580,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
581,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
582,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland
583,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
584,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
585,Grassland,Water,Forest,Water,Non_Wetland,Cropland
586,Grassland,Water,Forest,Water,Non_Wetland,Wetland
587,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
588,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
589,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
590,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
591,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
592,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
593,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
594,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
595,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
596,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
597,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
598,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
599,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
600,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
601,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
602,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
603,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
604,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
605,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
606,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
607,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
608,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
609,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
610,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
611,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
612,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
613,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
614,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
615,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
622,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
623,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
624,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
625,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
626,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
627,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
628,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
629,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
630,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
631,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
632,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
633,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
634,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
635,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
636,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
637,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
638,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
639,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
640,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
641,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
642,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
643,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
644,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
645,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
646,Cropland,NULL,Wetland,NULL,Wetland,NULL
647,Cropland,NULL,Wetland,NULL,Wetland,Cropland
648,Cropland,NULL,Wetland,NULL,Wetland,Forest
649,Cropland,NULL,Wetland,Water,Wetland,Cropland
650,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
651,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
652,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
653,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
654,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
655,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
656,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
657,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
658,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
659,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
660,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
661,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
662,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
663,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
664,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
665,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
666,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
667,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
668,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
669,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
670,Cropland,NULL,Bareland,Water,Non_Wetland,Water
671,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
672,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
673,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
674,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
675,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
676,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
677,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
678,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
679,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
680,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
681,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
682,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
683,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
684,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
685,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
686,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
687,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
688,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
689,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
690,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
691,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
692,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
693,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
694,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
695,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
696,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
697,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
698,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
699,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
706,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
707,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
708,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
709,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
710,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
711,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
712,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
713,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
714,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
715,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
716,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
717,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
718,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
719,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
720,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
721,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
722,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
723,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
724,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
725,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
726,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
727,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
728,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
729,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
730,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
731,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
732,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
733,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
734,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
735,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
736,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
737,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
738,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
739,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
740,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
741,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
742,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
743,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
744,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
745,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
746,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
747,Cropland,Cropland,Wetland,NULL,Wetland,NULL
748,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
749,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
750,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
751,Cropland,Cropland,Wetland,NULL,Wetland,Forest
752,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
753,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
754,Cropland,Cropland,Wetland,Water,Wetland,Grassland
755,Cropland,Cropland,Wetland,Water,Wetland,Cropland
756,Cropland,Cropland,Wetland,Water,Wetland,Wetland
757,Cropland,Cropland,Wetland,Water,Wetland,Water
758,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
759,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
760,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
761,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
762,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
763,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
764,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
765,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
766,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
767,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
768,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
769,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
770,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
771,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
772,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
773,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
774,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
775,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
776,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
777,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
778,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
779,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
780,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
781,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
782,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
783,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
784,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
785,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
786,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
787,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
788,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
789,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
790,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
791,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
792,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
793,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
794,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
795,Cropland,Cropland,Water,NULL,Water,Grassland
796,Cropland,Cropland,Water,NULL,Water,Cropland
797,Cropland,Cropland,Water,Non_Water,Water,Cropland
798,Cropland,Cropland,Water,Water,Water,Cropland
799,Cropland,Cropland,Water,Water,Water,Water
800,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
801,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
802,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
803,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
804,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
805,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
806,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
807,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
808,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
809,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
810,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
811,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
812,Cropland,Cropland,Forest,Water,Non_Wetland,Water
813,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
814,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
815,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
816,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
817,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
818,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
819,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
820,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
821,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
822,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
823,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
824,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
825,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
826,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
827,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
828,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
829,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
830,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
831,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
832,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
833,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
