Value,AFRICA_2024_DynamicWorld_2024_38PKV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKV_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKV_M_R,AFRICA_2024_GSW_Yearly_2021_38PKV_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKV_M_R,AFRICA_2024_WorldCover_2021_38PKV_M_R
421,Wetland,Water,Grassland,Water,Non_Wetland,Water
422,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
423,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
424,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
425,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
426,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
427,Wetland,Water,Cropland,Water,Non_Wetland,NULL
428,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
429,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
430,Wetland,Water,Cropland,Water,Non_Wetland,Water
431,Wetland,Water,Wetland,NULL,NULL,NULL
432,Wetland,Water,Wetland,NULL,NULL,Wetland
433,Wetland,Water,Wetland,NULL,NULL,Water
434,Wetland,Water,Wetland,NULL,Wetland,NULL
435,Wetland,Water,Wetland,NULL,Wetland,Cropland
436,Wetland,Water,Wetland,NULL,Wetland,Wetland
437,Wetland,Water,Wetland,NULL,Wetland,Bareland
438,Wetland,Water,Wetland,NULL,Wetland,Water
439,Wetland,Water,Wetland,NULL,Wetland,Forest
440,Wetland,Water,Wetland,Non_Water,NULL,Wetland
441,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
442,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
443,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
444,Wetland,Water,Wetland,Non_Water,Wetland,Water
445,Wetland,Water,Wetland,Water,NULL,Wetland
446,Wetland,Water,Wetland,Water,Wetland,NULL
447,Wetland,Water,Wetland,Water,Wetland,Cropland
448,Wetland,Water,Wetland,Water,Wetland,Wetland
449,Wetland,Water,Wetland,Water,Wetland,Bareland
450,Wetland,Water,Wetland,Water,Wetland,Water
451,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
452,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
453,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
454,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
455,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
456,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
457,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
458,Wetland,Water,Bareland,NULL,Non_Wetland,Water
459,Wetland,Water,Bareland,Water,Non_Wetland,NULL
460,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
461,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
462,Wetland,Water,Bareland,Water,Non_Wetland,Water
463,Wetland,Water,Built-up,NULL,Non_Wetland,NULL
464,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
465,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
466,Wetland,Water,Built-up,NULL,Non_Wetland,Water
467,Wetland,Water,Water,NULL,NULL,Wetland
468,Wetland,Water,Water,NULL,Water,Water
469,Wetland,Water,Water,Water,NULL,NULL
470,Wetland,Water,Water,Water,NULL,Water
471,Wetland,Water,Water,Water,Water,Wetland
472,Wetland,Water,Water,Water,Water,Water
473,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
474,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
475,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
476,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
477,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
478,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
479,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
480,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
481,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
482,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
483,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
484,Wetland,Forest,Wetland,NULL,NULL,Wetland
485,Wetland,Forest,Wetland,NULL,Wetland,NULL
486,Wetland,Forest,Wetland,NULL,Wetland,Cropland
487,Wetland,Forest,Wetland,NULL,Wetland,Wetland
488,Wetland,Forest,Wetland,NULL,Wetland,Bareland
489,Wetland,Forest,Wetland,NULL,Wetland,Water
490,Wetland,Forest,Wetland,NULL,Wetland,Forest
491,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
492,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland
493,Wetland,Forest,Wetland,Water,NULL,NULL
494,Wetland,Forest,Wetland,Water,Wetland,NULL
495,Wetland,Forest,Wetland,Water,Wetland,Cropland
496,Wetland,Forest,Wetland,Water,Wetland,Wetland
497,Wetland,Forest,Wetland,Water,Wetland,Bareland
498,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
499,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
500,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
501,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
502,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
503,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
504,Wetland,Forest,Water,Water,NULL,Wetland
505,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
506,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
507,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
508,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
509,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
516,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
517,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
518,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
519,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
520,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
521,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
522,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
523,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
524,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
525,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
526,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
527,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
528,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
529,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
530,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
531,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
532,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
533,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
534,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
535,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
536,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
537,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
538,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
539,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
540,Bareland,NULL,Grassland,Water,Non_Wetland,Water
541,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
542,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
543,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
544,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
545,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
546,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
547,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
548,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
549,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
550,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
551,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
552,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
553,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
554,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
555,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
556,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
557,Bareland,NULL,Cropland,Water,Non_Wetland,Water
558,Bareland,NULL,Wetland,NULL,NULL,NULL
559,Bareland,NULL,Wetland,NULL,NULL,Wetland
560,Bareland,NULL,Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Wetland,NULL,NULL,Water
562,Bareland,NULL,Wetland,NULL,Wetland,NULL
563,Bareland,NULL,Wetland,NULL,Wetland,Grassland
564,Bareland,NULL,Wetland,NULL,Wetland,Cropland
565,Bareland,NULL,Wetland,NULL,Wetland,Wetland
566,Bareland,NULL,Wetland,NULL,Wetland,Bareland
567,Bareland,NULL,Wetland,NULL,Wetland,Water
568,Bareland,NULL,Wetland,Non_Water,NULL,NULL
569,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
570,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
571,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
572,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
573,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
574,Bareland,NULL,Wetland,Water,NULL,NULL
575,Bareland,NULL,Wetland,Water,NULL,Bareland
576,Bareland,NULL,Wetland,Water,Wetland,NULL
577,Bareland,NULL,Wetland,Water,Wetland,Cropland
578,Bareland,NULL,Wetland,Water,Wetland,Wetland
579,Bareland,NULL,Wetland,Water,Wetland,Bareland
580,Bareland,NULL,Wetland,Water,Wetland,Water
581,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
582,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
583,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
584,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
585,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
586,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
587,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
588,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
589,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
590,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
591,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
592,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
593,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
594,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
595,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
596,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
597,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
598,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
599,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
600,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
601,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
602,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
603,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
604,Bareland,NULL,Bareland,Water,Non_Wetland,Water
605,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
606,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
607,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
608,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
609,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
610,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
611,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
612,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
613,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
614,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
615,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
616,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
617,Bareland,NULL,Built-up,Water,Non_Wetland,Water
618,Bareland,NULL,Water,NULL,NULL,Cropland
619,Bareland,NULL,Water,NULL,Water,NULL
620,Bareland,NULL,Water,NULL,Water,Wetland
621,Bareland,NULL,Water,NULL,Water,Bareland
622,Bareland,NULL,Water,Non_Water,NULL,Bareland
623,Bareland,NULL,Water,Non_Water,Water,Bareland
624,Bareland,NULL,Water,Water,NULL,Bareland
625,Bareland,NULL,Water,Water,Water,Cropland
626,Bareland,NULL,Water,Water,Water,Wetland
627,Bareland,NULL,Water,Water,Water,Bareland
628,Bareland,NULL,Water,Water,Water,Water
629,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
630,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
631,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
632,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
633,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
634,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
635,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
636,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
637,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
638,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
639,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
640,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
641,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
642,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
643,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
644,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
645,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
646,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
647,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
648,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
649,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
650,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
651,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
652,Bareland,Cropland,Wetland,Water,Wetland,Wetland
653,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
654,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
655,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
656,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
657,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
658,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
659,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
660,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
661,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
662,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
663,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
664,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
665,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
666,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
667,Bareland,Cropland,Water,NULL,NULL,Bareland
668,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
669,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
670,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
671,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
672,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
673,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
674,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
675,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
676,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL
677,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
678,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
679,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
680,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
681,Bareland,Wetland,Cropland,Water,Non_Wetland,Wetland
682,Bareland,Wetland,Cropland,Water,Non_Wetland,Water
683,Bareland,Wetland,Wetland,NULL,Wetland,NULL
684,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
685,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
686,Bareland,Wetland,Wetland,NULL,Wetland,Water
687,Bareland,Wetland,Wetland,Water,Wetland,Wetland
688,Bareland,Wetland,Wetland,Water,Wetland,Bareland
689,Bareland,Wetland,Wetland,Water,Wetland,Water
690,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
691,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
692,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
693,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL
694,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
695,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
696,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
697,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL
698,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
699,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
700,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
701,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL
702,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
703,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
704,Bareland,Wetland,Water,NULL,Water,Bareland
705,Bareland,Wetland,Water,Water,Water,Wetland
706,Bareland,Wetland,Water,Water,Water,Bareland
707,Bareland,Wetland,Water,Water,Water,Water
708,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
709,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
710,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
711,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
712,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
713,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
714,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
715,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
716,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
717,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
718,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
719,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
720,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
721,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
722,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
723,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
724,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
725,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
726,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
727,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
728,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
729,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
730,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
731,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
732,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
733,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
734,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
735,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
736,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
737,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
738,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
739,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
740,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
741,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
742,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
743,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
744,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
745,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
746,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
747,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
748,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
749,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
750,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
751,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
752,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
753,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
754,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
755,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
756,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
757,Bareland,Bareland,Wetland,NULL,NULL,Wetland
758,Bareland,Bareland,Wetland,NULL,NULL,Bareland
759,Bareland,Bareland,Wetland,NULL,NULL,Water
760,Bareland,Bareland,Wetland,NULL,Wetland,NULL
761,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
762,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
763,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
764,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
765,Bareland,Bareland,Wetland,NULL,Wetland,Water
766,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
767,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL
768,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
769,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
770,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
771,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
772,Bareland,Bareland,Wetland,Water,NULL,NULL
773,Bareland,Bareland,Wetland,Water,NULL,Wetland
774,Bareland,Bareland,Wetland,Water,NULL,Bareland
775,Bareland,Bareland,Wetland,Water,NULL,Water
776,Bareland,Bareland,Wetland,Water,Wetland,NULL
777,Bareland,Bareland,Wetland,Water,Wetland,Grassland
778,Bareland,Bareland,Wetland,Water,Wetland,Cropland
779,Bareland,Bareland,Wetland,Water,Wetland,Wetland
780,Bareland,Bareland,Wetland,Water,Wetland,Bareland
781,Bareland,Bareland,Wetland,Water,Wetland,Water
782,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
783,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
784,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
785,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
786,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
787,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
788,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
789,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
790,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
791,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
792,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
793,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
794,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
795,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
796,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
797,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
798,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
799,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
800,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
801,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
802,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
803,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
804,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
805,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
806,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
807,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
808,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
809,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL
810,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
811,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
812,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
813,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL
814,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
815,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
816,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
817,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
818,Bareland,Bareland,Water,NULL,NULL,Bareland
819,Bareland,Bareland,Water,NULL,Water,NULL
820,Bareland,Bareland,Water,NULL,Water,Cropland
821,Bareland,Bareland,Water,NULL,Water,Wetland
822,Bareland,Bareland,Water,NULL,Water,Bareland
823,Bareland,Bareland,Water,NULL,Water,Water
824,Bareland,Bareland,Water,Non_Water,NULL,Bareland
825,Bareland,Bareland,Water,Non_Water,NULL,Water
826,Bareland,Bareland,Water,Non_Water,Water,Cropland
827,Bareland,Bareland,Water,Non_Water,Water,Bareland
828,Bareland,Bareland,Water,Non_Water,Water,Water
829,Bareland,Bareland,Water,Water,NULL,NULL
830,Bareland,Bareland,Water,Water,NULL,Grassland
831,Bareland,Bareland,Water,Water,NULL,Cropland
832,Bareland,Bareland,Water,Water,NULL,Bareland
833,Bareland,Bareland,Water,Water,NULL,Built-up
834,Bareland,Bareland,Water,Water,NULL,Water
835,Bareland,Bareland,Water,Water,Water,NULL
836,Bareland,Bareland,Water,Water,Water,Grassland
837,Bareland,Bareland,Water,Water,Water,Wetland
838,Bareland,Bareland,Water,Water,Water,Bareland
839,Bareland,Bareland,Water,Water,Water,Water
840,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
841,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
842,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
843,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
844,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
845,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
846,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
847,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
848,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
849,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
850,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
851,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
852,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
853,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
854,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
