Value,AFRICA_2024_DynamicWorld_2024_36PUT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,AFRICA_2024_WorldCover_2021_36PUT_M_R
419,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
420,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
421,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
422,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
423,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
424,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
425,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
426,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
427,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
428,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
429,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
430,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
431,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
432,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
433,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
434,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
435,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
436,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
437,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
438,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
439,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
440,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
441,Cropland,Water,Wetland,NULL,Wetland,Grassland
442,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
443,Cropland,Water,Forest,NULL,Non_Wetland,NULL
444,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
445,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
446,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
447,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
448,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
449,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
450,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
451,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
452,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
453,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
454,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
455,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
456,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
457,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
458,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
459,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
460,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
461,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
462,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
463,Cropland,Forest,Wetland,NULL,Wetland,Grassland
464,Cropland,Forest,Wetland,NULL,Wetland,Forest
465,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
466,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
467,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
468,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
469,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
470,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
471,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
472,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
473,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
474,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
475,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
476,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
477,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
478,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
479,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
480,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
481,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
482,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
483,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
484,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
485,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
486,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
487,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
488,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
489,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
490,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
491,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
492,Wetland,NULL,Wetland,NULL,Wetland,NULL
493,Wetland,NULL,Wetland,NULL,Wetland,Grassland
494,Wetland,NULL,Wetland,NULL,Wetland,Cropland
495,Wetland,NULL,Wetland,NULL,Wetland,Wetland
496,Wetland,NULL,Water,NULL,Water,Grassland
497,Wetland,NULL,Water,Non_Water,Water,Grassland
498,Wetland,NULL,Water,Non_Water,Water,Bareland
499,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
500,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
501,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
502,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
503,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
504,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
505,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
506,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
507,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
508,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
509,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
510,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
511,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
512,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
513,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
514,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
515,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
516,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
517,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
518,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
519,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
520,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
521,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
522,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
523,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
524,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
525,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
526,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
527,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
528,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
529,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
530,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
531,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
532,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
533,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
534,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
535,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
536,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
538,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
539,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
540,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
542,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
543,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
544,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
545,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
546,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
547,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
548,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
549,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
550,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
551,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
552,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
553,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
554,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
555,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
556,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
557,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
558,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
559,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
560,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
561,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
562,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
563,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
564,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
565,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
566,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
567,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
568,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
569,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
570,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
571,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
572,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
573,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
574,Bareland,NULL,Wetland,NULL,Wetland,Grassland
575,Bareland,NULL,Wetland,NULL,Wetland,Cropland
576,Bareland,NULL,Wetland,NULL,Wetland,Wetland
577,Bareland,NULL,Wetland,Water,Wetland,Bareland
578,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
579,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
580,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
581,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
582,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
583,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
584,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
585,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
586,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
587,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
588,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
589,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
590,Bareland,NULL,Water,NULL,Water,Grassland
591,Bareland,NULL,Water,NULL,Water,Bareland
592,Bareland,NULL,Water,Water,Water,Grassland
593,Bareland,NULL,Water,Water,Water,Bareland
594,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
595,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
596,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
597,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
598,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
599,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
600,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
601,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
602,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
603,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
604,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
605,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
606,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
607,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
608,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
609,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
610,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
611,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
612,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
613,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
614,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
615,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
616,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
617,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
618,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
619,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
620,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
621,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
622,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
623,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
624,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
625,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
626,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
627,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
628,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
629,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
630,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
631,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
632,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
633,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
634,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
635,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
636,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
637,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
638,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
639,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
640,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
641,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
642,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
643,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
644,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
645,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
646,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
647,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
648,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
649,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
650,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
651,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
652,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
653,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
654,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
655,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
656,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
657,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
658,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
659,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
660,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
663,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
664,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
665,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
666,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
667,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
668,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
669,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
670,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
671,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
672,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
673,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
674,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
675,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
676,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
677,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
678,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
679,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
680,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
681,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
682,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
683,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
684,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
685,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
686,Water,NULL,Shrubland,NULL,Non_Wetland,Water
687,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
688,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
689,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
690,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
691,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
692,Water,NULL,Shrubland,Water,Non_Wetland,Water
693,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
694,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
695,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
696,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
697,Water,NULL,Grassland,Water,Non_Wetland,Grassland
698,Water,NULL,Grassland,Water,Non_Wetland,Bareland
699,Water,NULL,Cropland,NULL,Non_Wetland,NULL
700,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
701,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
702,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
703,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
704,Water,NULL,Cropland,NULL,Non_Wetland,Water
705,Water,NULL,Cropland,NULL,Non_Wetland,Forest
706,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
707,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
708,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
709,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
710,Water,NULL,Cropland,Water,Non_Wetland,NULL
711,Water,NULL,Cropland,Water,Non_Wetland,Grassland
712,Water,NULL,Cropland,Water,Non_Wetland,Cropland
713,Water,NULL,Cropland,Water,Non_Wetland,Wetland
714,Water,NULL,Cropland,Water,Non_Wetland,Bareland
715,Water,NULL,Cropland,Water,Non_Wetland,Water
716,Water,NULL,Wetland,NULL,Wetland,Cropland
717,Water,NULL,Wetland,NULL,Wetland,Bareland
718,Water,NULL,Wetland,Water,Wetland,Grassland
719,Water,NULL,Wetland,Water,Wetland,Cropland
720,Water,NULL,Wetland,Water,Wetland,Bareland
721,Water,NULL,Wetland,Water,Wetland,Water
722,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
723,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
724,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
725,Water,NULL,Bareland,NULL,Non_Wetland,Water
726,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
727,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
728,Water,NULL,Bareland,Water,Non_Wetland,Grassland
729,Water,NULL,Bareland,Water,Non_Wetland,Cropland
730,Water,NULL,Bareland,Water,Non_Wetland,Bareland
731,Water,NULL,Bareland,Water,Non_Wetland,Water
732,Water,NULL,Water,NULL,Water,Cropland
733,Water,NULL,Water,NULL,Water,Wetland
734,Water,NULL,Water,NULL,Water,Water
735,Water,NULL,Water,Water,Water,Wetland
736,Water,NULL,Water,Water,Water,Water
737,Water,NULL,Forest,NULL,Non_Wetland,Grassland
738,Water,NULL,Forest,NULL,Non_Wetland,Bareland
739,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
740,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
741,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
742,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
743,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
744,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
745,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
746,Water,Cropland,Shrubland,Water,Non_Wetland,Water
747,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
748,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
749,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
750,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
751,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
752,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
753,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
754,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
755,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
756,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
757,Water,Cropland,Grassland,Water,Non_Wetland,Water
758,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
759,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
760,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
761,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
762,Water,Cropland,Cropland,NULL,Non_Wetland,Water
763,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
764,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
765,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
766,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
767,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
768,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
769,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
770,Water,Cropland,Cropland,Water,Non_Wetland,Water
771,Water,Cropland,Wetland,NULL,Wetland,Cropland
772,Water,Cropland,Wetland,NULL,Wetland,Bareland
773,Water,Cropland,Wetland,NULL,Wetland,Water
774,Water,Cropland,Wetland,Water,Wetland,Grassland
775,Water,Cropland,Wetland,Water,Wetland,Cropland
776,Water,Cropland,Wetland,Water,Wetland,Bareland
777,Water,Cropland,Wetland,Water,Wetland,Water
778,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
779,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
780,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
781,Water,Cropland,Bareland,NULL,Non_Wetland,Water
782,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
783,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
784,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
785,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
786,Water,Cropland,Bareland,Water,Non_Wetland,Water
787,Water,Cropland,Water,NULL,Water,Bareland
788,Water,Cropland,Water,Water,Water,Cropland
789,Water,Cropland,Water,Water,Water,Water
790,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
791,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
792,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
793,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
794,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
795,Water,Wetland,Wetland,NULL,Wetland,Grassland
796,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
797,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
798,Water,Bareland,Grassland,Water,Non_Wetland,Water
799,Water,Bareland,Wetland,Water,Wetland,Water
800,Water,Water,NULL,NULL,Non_Wetland,Grassland
801,Water,Water,NULL,Water,Non_Wetland,Bareland
802,Water,Water,Shrubland,NULL,Non_Wetland,NULL
803,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
804,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
805,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
806,Water,Water,Shrubland,NULL,Non_Wetland,Water
807,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
808,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
809,Water,Water,Shrubland,Water,Non_Wetland,Grassland
810,Water,Water,Shrubland,Water,Non_Wetland,Cropland
811,Water,Water,Shrubland,Water,Non_Wetland,Wetland
812,Water,Water,Shrubland,Water,Non_Wetland,Bareland
813,Water,Water,Shrubland,Water,Non_Wetland,Water
814,Water,Water,Grassland,NULL,Non_Wetland,Grassland
815,Water,Water,Grassland,NULL,Non_Wetland,Cropland
816,Water,Water,Grassland,NULL,Non_Wetland,Bareland
817,Water,Water,Grassland,NULL,Non_Wetland,Water
818,Water,Water,Grassland,Water,Non_Wetland,Grassland
819,Water,Water,Grassland,Water,Non_Wetland,Cropland
820,Water,Water,Grassland,Water,Non_Wetland,Bareland
821,Water,Water,Grassland,Water,Non_Wetland,Water
822,Water,Water,Cropland,NULL,Non_Wetland,Grassland
823,Water,Water,Cropland,NULL,Non_Wetland,Cropland
824,Water,Water,Cropland,NULL,Non_Wetland,Bareland
825,Water,Water,Cropland,NULL,Non_Wetland,Water
826,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
827,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
828,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
829,Water,Water,Cropland,Non_Water,Non_Wetland,Water
830,Water,Water,Cropland,Water,Non_Wetland,Grassland
831,Water,Water,Cropland,Water,Non_Wetland,Cropland
832,Water,Water,Cropland,Water,Non_Wetland,Wetland
833,Water,Water,Cropland,Water,Non_Wetland,Bareland
834,Water,Water,Cropland,Water,Non_Wetland,Water
835,Water,Water,Cropland,Water,Non_Wetland,Forest
836,Water,Water,Wetland,NULL,Wetland,Grassland
837,Water,Water,Wetland,NULL,Wetland,Bareland
838,Water,Water,Wetland,NULL,Wetland,Water
839,Water,Water,Wetland,Water,Wetland,Grassland
840,Water,Water,Wetland,Water,Wetland,Cropland
841,Water,Water,Wetland,Water,Wetland,Bareland
842,Water,Water,Wetland,Water,Wetland,Water
843,Water,Water,Bareland,NULL,Non_Wetland,Grassland
844,Water,Water,Bareland,NULL,Non_Wetland,Cropland
845,Water,Water,Bareland,NULL,Non_Wetland,Bareland
846,Water,Water,Bareland,NULL,Non_Wetland,Water
847,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
848,Water,Water,Bareland,Non_Water,Non_Wetland,Water
849,Water,Water,Bareland,Water,Non_Wetland,Grassland
850,Water,Water,Bareland,Water,Non_Wetland,Cropland
851,Water,Water,Bareland,Water,Non_Wetland,Bareland
852,Water,Water,Bareland,Water,Non_Wetland,Water
853,Water,Water,Built-up,NULL,Non_Wetland,Grassland
