Value,AFRICA_2024_DynamicWorld_2024_36PWS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,AFRICA_2024_WorldCover_2021_36PWS_M_R
422,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
423,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
424,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
425,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
426,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
427,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
428,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
429,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
430,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
431,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
432,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
433,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
434,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
435,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
436,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
437,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
438,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
439,Cropland,Cropland,Water,NULL,Water,Grassland
440,Cropland,Cropland,Water,NULL,Water,Water
441,Cropland,Cropland,Water,Water,Water,Water
442,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
443,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
444,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
445,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
446,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
447,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
448,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
449,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
450,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
451,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
452,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
453,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
454,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
455,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
456,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
457,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
458,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
459,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
460,Cropland,Wetland,Wetland,Water,Wetland,Water
461,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
462,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
463,Cropland,Wetland,Water,NULL,Water,Grassland
464,Cropland,Wetland,Water,Water,Water,Water
465,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
466,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
467,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
468,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
469,Cropland,Wetland,Forest,Water,Non_Wetland,Water
470,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
472,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
473,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
474,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
475,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
476,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
477,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
478,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
479,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
480,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
481,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
482,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
483,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
484,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
485,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
486,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
487,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
488,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
489,Cropland,Water,Forest,NULL,Non_Wetland,Forest
490,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
491,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
492,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
493,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
494,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
495,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
496,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
497,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
498,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
499,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
500,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
501,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
502,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
503,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
504,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
505,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
506,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
507,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
508,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
509,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
510,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
511,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
512,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
513,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
514,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
515,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
516,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
517,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
518,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
519,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
520,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
521,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
522,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
523,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
524,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
525,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
526,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
527,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
528,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
529,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
530,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
531,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
532,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
533,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
534,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
535,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
536,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
537,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
538,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
539,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
540,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
541,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
542,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
543,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
544,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
545,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
546,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
547,Wetland,NULL,Wetland,NULL,Wetland,Grassland
548,Wetland,NULL,Wetland,NULL,Wetland,Wetland
549,Wetland,NULL,Wetland,NULL,Wetland,Forest
550,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
551,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
552,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
553,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
554,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
555,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
556,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
557,Wetland,NULL,Bareland,Water,Non_Wetland,Water
558,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
559,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
560,Wetland,NULL,Water,NULL,Water,Grassland
561,Wetland,NULL,Water,NULL,Water,Wetland
562,Wetland,NULL,Water,Water,Water,Wetland
563,Wetland,NULL,Water,Water,Water,Water
564,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
565,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
566,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
567,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
568,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
569,Wetland,NULL,Forest,NULL,Non_Wetland,Water
570,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
571,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
572,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
573,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
574,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
575,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
576,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
577,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
578,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
579,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
580,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
581,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
582,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
583,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
584,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
585,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
586,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
587,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
588,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
589,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
590,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
591,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
592,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
593,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
594,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
595,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
596,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
597,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
598,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
599,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
600,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
601,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
602,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
603,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
604,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
605,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
606,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
607,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
608,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
609,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
610,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
611,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
612,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
613,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
614,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
615,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
616,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
617,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
618,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
619,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
620,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
621,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
622,Wetland,Wetland,Wetland,Water,Wetland,Water
623,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
624,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
625,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
626,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
627,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
628,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
629,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
630,Wetland,Wetland,Water,NULL,Water,Water
631,Wetland,Wetland,Water,Non_Water,Water,Grassland
632,Wetland,Wetland,Water,Non_Water,Water,Water
633,Wetland,Wetland,Water,Water,Water,Grassland
634,Wetland,Wetland,Water,Water,Water,Wetland
635,Wetland,Wetland,Water,Water,Water,Water
636,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
637,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
638,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
639,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
640,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
641,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
642,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
643,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
644,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
645,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
646,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
647,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
648,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
649,Wetland,Water,NULL,NULL,Non_Wetland,Forest
650,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
651,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
652,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
653,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
654,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
655,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
656,Wetland,Water,Shrubland,Water,Non_Wetland,Water
657,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
658,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
659,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
660,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
661,Wetland,Water,Wetland,NULL,Wetland,Forest
662,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
663,Wetland,Water,Bareland,NULL,Non_Wetland,Water
664,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
665,Wetland,Water,Bareland,Water,Non_Wetland,Water
666,Wetland,Water,Water,Water,Water,Water
667,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
668,Wetland,Water,Forest,NULL,Non_Wetland,Forest
669,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
670,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
671,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
672,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
673,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
674,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
675,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
676,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
677,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
678,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
679,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
680,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
681,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
682,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
683,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
684,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
685,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
686,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
687,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
688,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
689,Wetland,Forest,Wetland,NULL,Wetland,Forest
690,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
691,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
692,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
693,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
694,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
695,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
696,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
697,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
698,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
699,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
700,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
701,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
702,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
704,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
705,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
706,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
707,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
708,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
709,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
710,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
711,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
712,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
713,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
714,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
715,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
716,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
717,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
718,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
719,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
720,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
721,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
722,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
723,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
724,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
725,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
726,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
727,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
728,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
729,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
730,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
731,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
732,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
733,Bareland,Water,Grassland,NULL,Non_Wetland,Water
734,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
735,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
736,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
737,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
738,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
739,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
740,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
741,Water,NULL,NULL,NULL,Non_Wetland,NULL
742,Water,NULL,NULL,NULL,Non_Wetland,Grassland
743,Water,NULL,NULL,NULL,Non_Wetland,Wetland
744,Water,NULL,NULL,NULL,Non_Wetland,Bareland
745,Water,NULL,NULL,NULL,Non_Wetland,Forest
746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
747,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
748,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
749,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
750,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
751,Water,NULL,Shrubland,NULL,Non_Wetland,Water
752,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
753,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
754,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
755,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
756,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
757,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
758,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
759,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
760,Water,NULL,Shrubland,Water,Non_Wetland,Water
761,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
762,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
763,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
764,Water,NULL,Grassland,NULL,Non_Wetland,Water
765,Water,NULL,Grassland,NULL,Non_Wetland,Forest
766,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
767,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
768,Water,NULL,Grassland,Water,Non_Wetland,Grassland
769,Water,NULL,Grassland,Water,Non_Wetland,Bareland
770,Water,NULL,Cropland,NULL,Non_Wetland,NULL
771,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
772,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
773,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
774,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
775,Water,NULL,Cropland,NULL,Non_Wetland,Water
776,Water,NULL,Cropland,NULL,Non_Wetland,Forest
777,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
778,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
779,Water,NULL,Cropland,Water,Non_Wetland,Grassland
780,Water,NULL,Cropland,Water,Non_Wetland,Cropland
781,Water,NULL,Cropland,Water,Non_Wetland,Wetland
782,Water,NULL,Cropland,Water,Non_Wetland,Bareland
783,Water,NULL,Wetland,NULL,Wetland,Grassland
784,Water,NULL,Wetland,NULL,Wetland,Wetland
785,Water,NULL,Wetland,NULL,Wetland,Water
786,Water,NULL,Wetland,NULL,Wetland,Forest
787,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
788,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
789,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
790,Water,NULL,Bareland,NULL,Non_Wetland,Water
791,Water,NULL,Bareland,NULL,Non_Wetland,Forest
792,Water,NULL,Bareland,Water,Non_Wetland,Grassland
793,Water,NULL,Bareland,Water,Non_Wetland,Bareland
794,Water,NULL,Built-up,Water,Non_Wetland,Bareland
795,Water,NULL,Forest,NULL,Non_Wetland,NULL
796,Water,NULL,Forest,NULL,Non_Wetland,Grassland
797,Water,NULL,Forest,NULL,Non_Wetland,Cropland
798,Water,NULL,Forest,NULL,Non_Wetland,Wetland
799,Water,NULL,Forest,NULL,Non_Wetland,Water
800,Water,NULL,Forest,NULL,Non_Wetland,Forest
801,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
802,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
803,Water,Cropland,NULL,NULL,Non_Wetland,Forest
804,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
805,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
806,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
807,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
808,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
809,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
810,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
811,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
812,Water,Cropland,Shrubland,Water,Non_Wetland,Water
813,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
814,Water,Cropland,Grassland,NULL,Non_Wetland,Water
815,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
816,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
817,Water,Cropland,Grassland,Water,Non_Wetland,Water
818,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
819,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
820,Water,Cropland,Cropland,Water,Non_Wetland,Water
821,Water,Cropland,Wetland,Water,Wetland,Grassland
822,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
823,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
824,Water,Cropland,Bareland,NULL,Non_Wetland,Water
825,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
826,Water,Cropland,Bareland,Water,Non_Wetland,Water
827,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
828,Water,Cropland,Water,NULL,Water,Grassland
829,Water,Cropland,Water,Water,Water,Grassland
830,Water,Cropland,Water,Water,Water,Wetland
831,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
832,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
833,Water,Cropland,Forest,NULL,Non_Wetland,Forest
834,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
835,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
836,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
837,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
838,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
839,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
840,Water,Wetland,Shrubland,Water,Non_Wetland,Water
841,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
842,Water,Wetland,Grassland,NULL,Non_Wetland,Water
843,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
844,Water,Wetland,Grassland,Water,Non_Wetland,Water
845,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
846,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
847,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
848,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
849,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
850,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
851,Water,Wetland,Water,NULL,Water,Water
852,Water,Wetland,Water,Water,Water,Grassland
853,Water,Wetland,Water,Water,Water,Wetland
854,Water,Wetland,Water,Water,Water,Water
