Value,AFRICA_2024_DynamicWorld_2024_37PBM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBM_M_R,AFRICA_2024_GSW_Yearly_2021_37PBM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBM_M_R,AFRICA_2024_WorldCover_2021_37PBM_M_R
423,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
424,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
425,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
426,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
427,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
428,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
429,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
430,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
431,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
432,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
433,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
434,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
435,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
436,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
437,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
438,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
439,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
440,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
441,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
442,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
443,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
444,Grassland,Water,Forest,NULL,Non_Wetland,Forest
445,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
446,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
447,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
448,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
449,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
450,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
451,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
452,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
453,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
454,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
455,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
456,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
457,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
458,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
459,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
460,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
461,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
462,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
463,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
464,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
465,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
466,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
467,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
468,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
469,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
470,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
471,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
472,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
473,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
474,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
475,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
476,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
477,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
478,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
479,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
480,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
481,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
487,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
488,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
490,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
491,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
492,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
493,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
494,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
495,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
496,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
497,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
498,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
499,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
500,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
501,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
502,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
503,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
504,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
505,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
506,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
507,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
508,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
509,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
510,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
511,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
512,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
513,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
514,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
515,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
516,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
517,Cropland,NULL,Cropland,Water,Non_Wetland,Water
518,Cropland,NULL,Wetland,NULL,Wetland,Wetland
519,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
521,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
522,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
523,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
524,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
527,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
528,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
529,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
530,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
531,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
532,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
533,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
534,Cropland,NULL,Bareland,Water,Non_Wetland,Water
535,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
536,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
537,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
539,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
540,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
541,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
542,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
543,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
544,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
545,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
546,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
547,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
548,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
549,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
550,Cropland,NULL,Forest,NULL,Non_Wetland,Water
551,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
552,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
553,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
554,Cropland,NULL,Forest,Water,Non_Wetland,NULL
555,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
556,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
557,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
558,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
559,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
560,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
561,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
562,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
563,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
564,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
565,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
566,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
567,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
568,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
576,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
577,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
578,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
579,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
580,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
581,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
582,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
583,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
587,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
588,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
589,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
590,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
591,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
592,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
593,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
594,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
595,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
596,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
597,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
598,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
599,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
601,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
602,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
603,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
604,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
605,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
606,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
607,Cropland,Cropland,Wetland,NULL,Wetland,NULL
608,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
609,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
610,Cropland,Cropland,Wetland,NULL,Wetland,Forest
611,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
612,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
613,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
614,Cropland,Cropland,Wetland,Water,Wetland,Cropland
615,Cropland,Cropland,Wetland,Water,Wetland,Wetland
616,Cropland,Cropland,Wetland,Water,Wetland,Water
617,Cropland,Cropland,Wetland,Water,Wetland,Forest
618,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
619,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
620,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
621,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
622,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
623,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
624,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
625,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
626,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
627,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
629,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
630,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
631,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
633,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
634,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
635,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
636,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
637,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
638,Cropland,Cropland,Water,NULL,Water,Cropland
639,Cropland,Cropland,Water,Water,Water,Cropland
640,Cropland,Cropland,Water,Water,Water,Wetland
641,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
643,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
644,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
645,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
646,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
647,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
648,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
649,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
650,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
651,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
652,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
653,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
654,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
655,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
656,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
657,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
658,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
659,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
660,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
661,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
662,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
663,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
664,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
665,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
666,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
667,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
668,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
669,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
670,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
676,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
682,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
686,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
687,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
688,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
689,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
690,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
691,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
692,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
693,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
694,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
695,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
696,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
697,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
698,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
699,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
700,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
701,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
702,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
703,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
704,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
705,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
706,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
707,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
708,Cropland,Water,NULL,NULL,Non_Wetland,Forest
709,Cropland,Water,NULL,Water,Non_Wetland,Cropland
710,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
711,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
712,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
713,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
714,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
715,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
716,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
717,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
718,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
719,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
720,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
721,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
722,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
723,Cropland,Water,Cropland,NULL,Non_Wetland,Water
724,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
725,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
726,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
727,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
728,Cropland,Water,Cropland,Water,Non_Wetland,Water
729,Cropland,Water,Wetland,Water,Wetland,Forest
730,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
731,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
732,Cropland,Water,Bareland,NULL,Non_Wetland,Water
733,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
734,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
735,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
736,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
737,Cropland,Water,Bareland,Water,Non_Wetland,Water
738,Cropland,Water,Bareland,Water,Non_Wetland,Forest
739,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
740,Cropland,Water,Forest,NULL,Non_Wetland,NULL
741,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
742,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
743,Cropland,Water,Forest,NULL,Non_Wetland,Water
744,Cropland,Water,Forest,NULL,Non_Wetland,Forest
745,Cropland,Water,Forest,Water,Non_Wetland,Grassland
746,Cropland,Water,Forest,Water,Non_Wetland,Cropland
747,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
748,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
749,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
750,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
751,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
752,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
753,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
754,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
755,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
756,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
757,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
758,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
759,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
760,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
761,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
762,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
763,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
764,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
765,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
766,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
767,Cropland,Forest,Wetland,Water,Wetland,NULL
768,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
769,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
770,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
771,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
772,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
773,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
774,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
775,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
776,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
777,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
778,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
779,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
780,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
781,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
782,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
783,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
784,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
785,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
786,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
787,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
788,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
789,Wetland,NULL,Wetland,NULL,Wetland,Forest
790,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
791,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
792,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
793,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
794,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
795,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
796,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
797,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
798,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
799,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
800,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
801,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
802,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
803,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
804,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
805,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
806,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
807,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
808,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
809,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
810,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
811,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
812,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
813,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
814,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
815,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
816,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
817,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
818,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
819,Wetland,Cropland,Wetland,Water,Wetland,Cropland
820,Wetland,Cropland,Wetland,Water,Wetland,Wetland
821,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
822,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
823,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
824,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
825,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
826,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
827,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
828,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
829,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
830,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
831,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
832,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
833,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
834,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
835,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
836,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
837,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
838,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
839,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
840,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
841,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
842,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
