Value,AFRICA_2024_DynamicWorld_2024_37PEP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,AFRICA_2024_WorldCover_2021_37PEP_M_R
421,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
422,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
423,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
424,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
425,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
426,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
427,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
428,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
429,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
430,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
431,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
432,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
433,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
434,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
435,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
436,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
437,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
438,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
439,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
440,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
441,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
442,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
443,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
444,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
445,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
446,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
447,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
448,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
449,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
450,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
451,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
452,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
453,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
454,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
455,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
456,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
457,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
458,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
459,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
460,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
461,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
462,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
463,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
464,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
465,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
466,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
467,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
468,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
469,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
470,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
471,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
472,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
473,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
474,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
475,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
476,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
477,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
478,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
479,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
480,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
481,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
482,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
483,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
484,Grassland,Forest,Water,NULL,Water,Forest
485,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
486,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
487,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
488,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
489,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
490,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
491,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
492,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
493,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
494,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
495,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
496,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
497,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
498,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
499,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
500,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
507,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
508,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
509,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
510,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
511,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
512,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
513,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
514,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
515,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
516,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
519,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
520,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
521,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
522,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
523,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
524,Cropland,NULL,Grassland,Water,Non_Wetland,Water
525,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
526,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
528,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
529,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
530,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
531,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
532,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
533,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
534,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
535,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
536,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
537,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
538,Cropland,NULL,Cropland,Water,Non_Wetland,Water
539,Cropland,NULL,Wetland,NULL,Wetland,NULL
540,Cropland,NULL,Wetland,NULL,Wetland,Grassland
541,Cropland,NULL,Wetland,NULL,Wetland,Wetland
542,Cropland,NULL,Wetland,NULL,Wetland,Bareland
543,Cropland,NULL,Wetland,NULL,Wetland,Forest
544,Cropland,NULL,Wetland,Water,Wetland,Cropland
545,Cropland,NULL,Wetland,Water,Wetland,Water
546,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
547,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
548,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
549,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
550,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
551,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
552,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
553,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
554,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
555,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
556,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
557,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
558,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
559,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
560,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
561,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
562,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
563,Cropland,NULL,Bareland,Water,Non_Wetland,Water
564,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
565,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
566,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
567,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
568,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
569,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
570,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
571,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
572,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
573,Cropland,NULL,Water,NULL,Water,Grassland
574,Cropland,NULL,Water,NULL,Water,Cropland
575,Cropland,NULL,Water,Non_Water,Water,Cropland
576,Cropland,NULL,Water,Water,Water,Cropland
577,Cropland,NULL,Water,Water,Water,Water
578,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
579,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
580,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
581,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
582,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
583,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
584,Cropland,NULL,Forest,NULL,Non_Wetland,Water
585,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
586,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
587,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
588,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
589,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
590,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
591,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
592,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
593,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
594,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
595,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
596,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
605,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
606,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
607,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
608,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
609,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
610,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
611,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
612,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
613,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
614,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
615,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
616,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
617,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
618,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
619,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
620,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
621,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
622,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
623,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
624,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
625,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
626,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
629,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
630,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
631,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
632,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
633,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
634,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
635,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
636,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
637,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
638,Cropland,Cropland,Wetland,NULL,Wetland,NULL
639,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
640,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
641,Cropland,Cropland,Wetland,NULL,Wetland,Water
642,Cropland,Cropland,Wetland,NULL,Wetland,Forest
643,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
644,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
645,Cropland,Cropland,Wetland,Water,Wetland,Cropland
646,Cropland,Cropland,Wetland,Water,Wetland,Wetland
647,Cropland,Cropland,Wetland,Water,Wetland,Water
648,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
649,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
650,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
651,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
652,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
653,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
654,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
655,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
656,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
657,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
658,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
659,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
660,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
661,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
662,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
663,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
664,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
665,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
666,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
667,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
668,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
669,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
670,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
671,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
672,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
673,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
674,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
675,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
676,Cropland,Cropland,Water,NULL,Water,Grassland
677,Cropland,Cropland,Water,NULL,Water,Water
678,Cropland,Cropland,Water,Non_Water,Water,Cropland
679,Cropland,Cropland,Water,Water,Water,Cropland
680,Cropland,Cropland,Water,Water,Water,Wetland
681,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
682,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
683,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
684,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
685,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
686,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
687,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
688,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
689,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
690,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
691,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
692,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
693,Cropland,Cropland,Forest,Water,Non_Wetland,Water
694,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
695,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
696,Cropland,Wetland,Wetland,Water,Wetland,Cropland
697,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
698,Cropland,Wetland,Water,Water,Water,Cropland
699,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
700,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
701,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
702,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
703,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
704,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
705,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
706,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
707,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
708,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
709,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
710,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
711,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
712,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
713,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
714,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
715,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
716,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
718,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
719,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
720,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
721,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
722,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
723,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
724,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
725,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
726,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
727,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
728,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
729,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
730,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
731,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
732,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
733,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
734,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
735,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
736,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
737,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
738,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
739,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
740,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
741,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
742,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
743,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
744,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
745,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
746,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
747,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
748,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
749,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
750,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
751,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
752,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
753,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
754,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
755,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
756,Cropland,Water,NULL,NULL,Non_Wetland,Water
757,Cropland,Water,NULL,Water,Non_Wetland,Cropland
758,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
759,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
760,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
761,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
762,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
763,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
764,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
765,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
766,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
767,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
768,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
769,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
770,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
771,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
772,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
773,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
774,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
775,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
776,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
777,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
778,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
779,Cropland,Water,Cropland,Water,Non_Wetland,Water
780,Cropland,Water,Wetland,NULL,Wetland,NULL
781,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
782,Cropland,Water,Wetland,Water,Wetland,Cropland
783,Cropland,Water,Wetland,Water,Wetland,Wetland
784,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
785,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
786,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
787,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
788,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
789,Cropland,Water,Bareland,NULL,Non_Wetland,Water
790,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
791,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
792,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
793,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
794,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
795,Cropland,Water,Built-up,NULL,Non_Wetland,Water
796,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
797,Cropland,Water,Water,Non_Water,Water,Cropland
798,Cropland,Water,Water,Water,Water,Cropland
799,Cropland,Water,Water,Water,Water,Water
800,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
801,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
802,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
803,Cropland,Water,Forest,Water,Non_Wetland,Grassland
804,Cropland,Water,Forest,Water,Non_Wetland,Cropland
805,Cropland,Water,Forest,Water,Non_Wetland,Wetland
806,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
807,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
808,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
809,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
810,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
811,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
812,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
813,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
814,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
815,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
816,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
817,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
818,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
819,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
820,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
821,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
822,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
823,Cropland,Forest,Grassland,NULL,Non_Wetland,Water
824,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
825,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
826,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
827,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
828,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
829,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
830,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
831,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
832,Cropland,Forest,Wetland,NULL,Wetland,NULL
833,Cropland,Forest,Wetland,NULL,Wetland,Wetland
834,Cropland,Forest,Wetland,NULL,Wetland,Forest
835,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
836,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
837,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
838,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
839,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
840,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
841,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
842,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
