Value,AFRICA_2024_DynamicWorld_2024_37PHP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHP_M_R,AFRICA_2024_GSW_Yearly_2021_37PHP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHP_M_R,AFRICA_2024_WorldCover_2021_37PHP_M_R
414,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
415,Wetland,NULL,Wetland,NULL,Wetland,NULL
416,Wetland,NULL,Wetland,NULL,Wetland,Cropland
417,Wetland,NULL,Wetland,NULL,Wetland,Wetland
418,Wetland,NULL,Wetland,NULL,Wetland,Bareland
419,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
420,Wetland,NULL,Wetland,Water,Wetland,Cropland
421,Wetland,NULL,Wetland,Water,Wetland,Wetland
422,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
423,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
424,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
425,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
426,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
427,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
428,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
429,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
430,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
431,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
432,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
433,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
434,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
435,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
436,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
437,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
438,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
439,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
440,Wetland,Wetland,Wetland,NULL,Wetland,Water
441,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
442,Wetland,Wetland,Wetland,Water,Wetland,Wetland
443,Wetland,Wetland,Wetland,Water,Wetland,Water
444,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
445,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
446,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
447,Wetland,Bareland,Bareland,NULL,Non_Wetland,Cropland
448,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
449,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
450,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
451,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
452,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
453,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
454,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
455,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
456,Wetland,Water,Wetland,NULL,Wetland,Wetland
457,Wetland,Water,Wetland,NULL,Wetland,Bareland
458,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
459,Wetland,Water,Wetland,Non_Water,Wetland,Water
460,Wetland,Water,Wetland,Water,Wetland,Wetland
461,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
462,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
463,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
464,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
465,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
466,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
467,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
468,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
469,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
470,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
472,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
476,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
477,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
478,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
479,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
480,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
481,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
482,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
483,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
484,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
485,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
486,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
487,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
488,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
489,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
490,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
491,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
492,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
493,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
494,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
495,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
496,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
497,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
498,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
499,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
500,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
501,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
502,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
503,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
504,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
505,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
506,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
507,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
508,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
509,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
510,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
511,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
512,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
513,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
514,Bareland,NULL,Wetland,NULL,Wetland,NULL
515,Bareland,NULL,Wetland,NULL,Wetland,Grassland
516,Bareland,NULL,Wetland,NULL,Wetland,Cropland
517,Bareland,NULL,Wetland,NULL,Wetland,Wetland
518,Bareland,NULL,Wetland,NULL,Wetland,Bareland
519,Bareland,NULL,Wetland,NULL,Wetland,Water
520,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
521,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
522,Bareland,NULL,Wetland,Water,Wetland,Cropland
523,Bareland,NULL,Wetland,Water,Wetland,Wetland
524,Bareland,NULL,Wetland,Water,Wetland,Bareland
525,Bareland,NULL,Wetland,Water,Wetland,Water
526,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
527,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
528,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
529,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
530,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
531,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
532,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
533,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
534,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
535,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
536,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
537,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
538,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
539,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
540,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
541,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
542,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
543,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
544,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
545,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
546,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
547,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
548,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
549,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
550,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
551,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
552,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
553,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
554,Bareland,NULL,Bareland,Water,Non_Wetland,Water
555,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
556,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
557,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
558,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
559,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
560,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
561,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
562,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
563,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
564,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
565,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
566,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
567,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
568,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
569,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
570,Bareland,NULL,Built-up,Water,Non_Wetland,Water
571,Bareland,NULL,Water,NULL,Water,Grassland
572,Bareland,NULL,Water,NULL,Water,Bareland
573,Bareland,NULL,Water,Water,Water,Grassland
574,Bareland,NULL,Water,Water,Water,Wetland
575,Bareland,NULL,Water,Water,Water,Bareland
576,Bareland,NULL,Water,Water,Water,Water
577,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
578,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
579,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
580,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
581,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
582,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
583,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL
584,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
585,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
586,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
587,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
588,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
589,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
590,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
591,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
592,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
593,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
594,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
595,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
596,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
597,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
598,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
599,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
600,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
601,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
602,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
603,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
604,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
605,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL
606,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
607,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
608,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
609,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
610,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
611,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
612,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
613,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
614,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
615,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
616,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
617,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
618,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
619,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
620,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
621,Bareland,Wetland,Wetland,Water,Wetland,Wetland
622,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
623,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
624,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
625,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
626,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
627,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
628,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
629,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
630,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
631,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
632,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
633,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
634,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
635,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
636,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
637,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
638,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
639,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
640,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
641,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
642,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
643,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
644,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
645,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
646,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
647,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
648,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
649,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
650,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
651,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
652,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
653,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
654,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
655,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
656,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
657,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
658,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
659,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
660,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
661,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
662,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
663,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
664,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
665,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
666,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
667,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
668,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
669,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
670,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
671,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
672,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
673,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
674,Bareland,Bareland,Wetland,NULL,Wetland,NULL
675,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
676,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
677,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
678,Bareland,Bareland,Wetland,NULL,Wetland,Water
679,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
680,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
681,Bareland,Bareland,Wetland,Water,Wetland,NULL
682,Bareland,Bareland,Wetland,Water,Wetland,Grassland
683,Bareland,Bareland,Wetland,Water,Wetland,Cropland
684,Bareland,Bareland,Wetland,Water,Wetland,Wetland
685,Bareland,Bareland,Wetland,Water,Wetland,Bareland
686,Bareland,Bareland,Wetland,Water,Wetland,Water
687,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
688,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
689,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
690,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
691,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
692,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
693,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
694,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
695,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
696,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
697,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
698,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
699,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
700,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
701,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
702,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
703,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
704,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
705,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
706,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
707,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
708,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
709,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
710,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
711,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
712,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
713,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
714,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
715,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
716,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
717,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
718,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
719,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
720,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
721,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL
722,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
723,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
724,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
725,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
726,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
727,Bareland,Bareland,Water,NULL,Water,Bareland
728,Bareland,Bareland,Water,Non_Water,Water,Bareland
729,Bareland,Bareland,Water,Water,Water,Cropland
730,Bareland,Bareland,Water,Water,Water,Wetland
731,Bareland,Bareland,Water,Water,Water,Bareland
732,Bareland,Bareland,Water,Water,Water,Water
733,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
734,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
735,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
736,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
737,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
738,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
739,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
740,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
741,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
742,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
743,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
744,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
745,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
746,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
747,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
748,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
749,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
750,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
751,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
752,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
753,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
754,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
755,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
756,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
757,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
758,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
759,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
760,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
761,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
762,Bareland,Water,Grassland,NULL,Non_Wetland,Water
763,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
764,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
765,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
766,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
767,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
768,Bareland,Water,Wetland,NULL,Wetland,Wetland
769,Bareland,Water,Wetland,NULL,Wetland,Bareland
770,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
771,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
772,Bareland,Water,Wetland,Water,Wetland,Wetland
773,Bareland,Water,Wetland,Water,Wetland,Bareland
774,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
775,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
776,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
777,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
778,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
779,Bareland,Water,Bareland,NULL,Non_Wetland,Water
780,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
781,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
782,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
783,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
784,Bareland,Water,Bareland,Water,Non_Wetland,Water
785,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
786,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
787,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
788,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
789,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
790,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
791,Bareland,Water,Water,NULL,Water,Bareland
792,Bareland,Water,Water,Water,Water,Wetland
793,Bareland,Water,Water,Water,Water,Bareland
794,Bareland,Water,Water,Water,Water,Water
795,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
796,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
797,Water,NULL,NULL,NULL,Non_Wetland,NULL
798,Water,NULL,NULL,NULL,Non_Wetland,Cropland
799,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
800,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
801,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
802,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
803,Water,NULL,Shrubland,Water,Non_Wetland,NULL
804,Water,NULL,Grassland,NULL,Non_Wetland,NULL
805,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
806,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
807,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
808,Water,NULL,Grassland,NULL,Non_Wetland,Water
809,Water,NULL,Grassland,NULL,Non_Wetland,Forest
810,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
811,Water,NULL,Grassland,Water,Non_Wetland,Cropland
812,Water,NULL,Grassland,Water,Non_Wetland,Wetland
813,Water,NULL,Grassland,Water,Non_Wetland,Bareland
814,Water,NULL,Cropland,NULL,Non_Wetland,NULL
815,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
816,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
817,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
818,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
819,Water,NULL,Cropland,Water,Non_Wetland,Wetland
820,Water,NULL,Cropland,Water,Non_Wetland,Bareland
821,Water,NULL,Wetland,NULL,Wetland,NULL
822,Water,NULL,Wetland,NULL,Wetland,Cropland
823,Water,NULL,Wetland,NULL,Wetland,Wetland
824,Water,NULL,Wetland,NULL,Wetland,Bareland
825,Water,NULL,Wetland,NULL,Wetland,Water
826,Water,NULL,Wetland,Non_Water,Wetland,Wetland
827,Water,NULL,Wetland,Water,Wetland,Wetland
828,Water,NULL,Wetland,Water,Wetland,Bareland
829,Water,NULL,Wetland,Water,Wetland,Water
830,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
831,Water,NULL,Bareland,NULL,Non_Wetland,NULL
832,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
833,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
834,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
835,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
836,Water,NULL,Bareland,NULL,Non_Wetland,Water
837,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
