Value,AFRICA_2024_DynamicWorld_2024_36NVP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVP_M_R,AFRICA_2024_GSW_Yearly_2021_36NVP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVP_M_R,AFRICA_2024_WorldCover_2021_36NVP_M_R
431,Wetland,NULL,Wetland,NULL,Wetland,Grassland
432,Wetland,NULL,Wetland,NULL,Wetland,Wetland
433,Wetland,NULL,Wetland,NULL,Wetland,Forest
434,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
435,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
436,Wetland,NULL,Wetland,Water,Wetland,Grassland
437,Wetland,NULL,Wetland,Water,Wetland,Wetland
438,Wetland,NULL,Wetland,Water,Wetland,Forest
439,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
440,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
441,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
442,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
443,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
444,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
445,Wetland,NULL,Water,NULL,Water,Wetland
446,Wetland,NULL,Water,Non_Water,Water,Grassland
447,Wetland,NULL,Water,Non_Water,Water,Wetland
448,Wetland,NULL,Water,Water,Water,Grassland
449,Wetland,NULL,Water,Water,Water,Wetland
450,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
451,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
452,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
453,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
454,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
455,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
456,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
457,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
458,Wetland,NULL,Forest,Water,Non_Wetland,Forest
459,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
460,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
461,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
462,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
463,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
464,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
465,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
466,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
467,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
468,Wetland,Cropland,Wetland,Water,Wetland,Wetland
469,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
470,Wetland,Cropland,Water,Water,Water,Grassland
471,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
472,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
473,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
474,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
475,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
476,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
477,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
478,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
479,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
480,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
481,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
482,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
483,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
484,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
485,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
486,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
487,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
488,Wetland,Wetland,Wetland,NULL,Wetland,Forest
489,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
490,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
491,Wetland,Wetland,Wetland,Water,Wetland,Wetland
492,Wetland,Wetland,Wetland,Water,Wetland,Water
493,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
494,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
495,Wetland,Wetland,Water,NULL,Water,Wetland
496,Wetland,Wetland,Water,Non_Water,Water,Grassland
497,Wetland,Wetland,Water,Non_Water,Water,Wetland
498,Wetland,Wetland,Water,Water,Water,Wetland
499,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
500,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
501,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
502,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
503,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
504,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
505,Wetland,Water,NULL,Water,Non_Wetland,Wetland
506,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
507,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
508,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
509,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
510,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
511,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
512,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
513,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
514,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
515,Wetland,Water,Shrubland,Water,Non_Wetland,Water
516,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
517,Wetland,Water,Wetland,NULL,Wetland,Grassland
518,Wetland,Water,Wetland,NULL,Wetland,Wetland
519,Wetland,Water,Wetland,NULL,Wetland,Water
520,Wetland,Water,Wetland,NULL,Wetland,Forest
521,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
522,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
523,Wetland,Water,Wetland,Non_Water,Wetland,Water
524,Wetland,Water,Wetland,Non_Water,Wetland,Forest
525,Wetland,Water,Wetland,Water,Wetland,Grassland
526,Wetland,Water,Wetland,Water,Wetland,Wetland
527,Wetland,Water,Wetland,Water,Wetland,Water
528,Wetland,Water,Wetland,Water,Wetland,Forest
529,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
530,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
531,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
532,Wetland,Water,Water,NULL,Water,Forest
533,Wetland,Water,Water,Non_Water,Water,Wetland
534,Wetland,Water,Water,Water,Water,Grassland
535,Wetland,Water,Water,Water,Water,Wetland
536,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
537,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
538,Wetland,Water,Forest,NULL,Non_Wetland,Forest
539,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
540,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
541,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
542,Wetland,Water,Forest,Water,Non_Wetland,Grassland
543,Wetland,Water,Forest,Water,Non_Wetland,Wetland
544,Wetland,Water,Forest,Water,Non_Wetland,Forest
545,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
546,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
547,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
548,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
549,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
550,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
551,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
552,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
553,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
554,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
555,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
556,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
557,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
558,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
559,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
560,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
561,Wetland,Forest,Wetland,NULL,Wetland,Grassland
562,Wetland,Forest,Wetland,NULL,Wetland,Wetland
563,Wetland,Forest,Wetland,NULL,Wetland,Forest
564,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
565,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
566,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
567,Wetland,Forest,Wetland,Water,Wetland,Grassland
568,Wetland,Forest,Wetland,Water,Wetland,Wetland
569,Wetland,Forest,Wetland,Water,Wetland,Forest
570,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
571,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
572,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
573,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
574,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
575,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
576,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
577,Wetland,Forest,Built-up,Water,Non_Wetland,Forest
578,Wetland,Forest,Water,NULL,Water,Grassland
579,Wetland,Forest,Water,Non_Water,Water,Wetland
580,Wetland,Forest,Water,Water,Water,Grassland
581,Wetland,Forest,Water,Water,Water,Wetland
582,Wetland,Forest,Water,Water,Water,Forest
583,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
584,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
585,Wetland,Forest,Forest,NULL,Non_Wetland,Water
586,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
587,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
588,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
589,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
590,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
591,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
592,Wetland,Forest,Forest,Water,Non_Wetland,Forest
593,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
594,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
595,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
596,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
597,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
598,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
599,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
600,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
601,Water,NULL,NULL,NULL,Non_Wetland,Wetland
602,Water,NULL,NULL,NULL,Non_Wetland,Forest
603,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
604,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
605,Water,NULL,NULL,Water,Non_Wetland,Water
606,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
607,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
608,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
609,Water,NULL,Shrubland,NULL,Non_Wetland,Water
610,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
611,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
612,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
613,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
614,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
615,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
616,Water,NULL,Shrubland,Water,Non_Wetland,Forest
617,Water,NULL,Wetland,NULL,Wetland,Grassland
618,Water,NULL,Wetland,NULL,Wetland,Wetland
619,Water,NULL,Wetland,NULL,Wetland,Forest
620,Water,NULL,Wetland,Non_Water,Wetland,Wetland
621,Water,NULL,Wetland,Non_Water,Wetland,Water
622,Water,NULL,Wetland,Non_Water,Wetland,Forest
623,Water,NULL,Wetland,Water,Wetland,Grassland
624,Water,NULL,Wetland,Water,Wetland,Wetland
625,Water,NULL,Wetland,Water,Wetland,Water
626,Water,NULL,Wetland,Water,Wetland,Forest
627,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
628,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
629,Water,NULL,Bareland,NULL,Non_Wetland,Forest
630,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
631,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
632,Water,NULL,Bareland,Water,Non_Wetland,Grassland
633,Water,NULL,Bareland,Water,Non_Wetland,Forest
634,Water,NULL,Water,NULL,Water,Grassland
635,Water,NULL,Water,NULL,Water,Wetland
636,Water,NULL,Water,NULL,Water,Forest
637,Water,NULL,Water,Non_Water,Water,Wetland
638,Water,NULL,Water,Water,Water,Grassland
639,Water,NULL,Water,Water,Water,Wetland
640,Water,NULL,Water,Water,Water,Forest
641,Water,NULL,Forest,NULL,Non_Wetland,Grassland
642,Water,NULL,Forest,NULL,Non_Wetland,Wetland
643,Water,NULL,Forest,NULL,Non_Wetland,Water
644,Water,NULL,Forest,NULL,Non_Wetland,Forest
645,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
646,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
647,Water,NULL,Forest,Non_Water,Non_Wetland,Water
648,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
649,Water,NULL,Forest,Water,Non_Wetland,Grassland
650,Water,NULL,Forest,Water,Non_Wetland,Wetland
651,Water,NULL,Forest,Water,Non_Wetland,Water
652,Water,NULL,Forest,Water,Non_Wetland,Forest
653,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
654,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
655,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
656,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
657,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
658,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
659,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
660,Water,Cropland,Forest,Water,Non_Wetland,Grassland
661,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
662,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
663,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
664,Water,Wetland,Wetland,Water,Wetland,Wetland
665,Water,Wetland,Water,Non_Water,Water,Wetland
666,Water,Wetland,Forest,NULL,Non_Wetland,Forest
667,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
668,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
669,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
670,Water,Built-up,Shrubland,Water,Non_Wetland,Water
671,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
672,Water,Built-up,Wetland,NULL,Wetland,Forest
673,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
674,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
675,Water,Built-up,Forest,NULL,Non_Wetland,Forest
676,Water,Water,NULL,NULL,Non_Wetland,Grassland
677,Water,Water,NULL,NULL,Non_Wetland,Wetland
678,Water,Water,NULL,NULL,Non_Wetland,Water
679,Water,Water,NULL,NULL,Non_Wetland,Forest
680,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
681,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
682,Water,Water,NULL,Non_Water,Non_Wetland,Water
683,Water,Water,NULL,Non_Water,Non_Wetland,Forest
684,Water,Water,NULL,Water,Non_Wetland,Grassland
685,Water,Water,NULL,Water,Non_Wetland,Wetland
686,Water,Water,NULL,Water,Non_Wetland,Water
687,Water,Water,NULL,Water,Non_Wetland,Forest
688,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
689,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
690,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
691,Water,Water,Shrubland,NULL,Non_Wetland,Water
692,Water,Water,Shrubland,NULL,Non_Wetland,Forest
693,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
694,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
695,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
696,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
697,Water,Water,Shrubland,Water,Non_Wetland,Grassland
698,Water,Water,Shrubland,Water,Non_Wetland,Wetland
699,Water,Water,Shrubland,Water,Non_Wetland,Built-up
700,Water,Water,Shrubland,Water,Non_Wetland,Water
701,Water,Water,Shrubland,Water,Non_Wetland,Forest
702,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
703,Water,Water,Cropland,NULL,Non_Wetland,Grassland
704,Water,Water,Cropland,NULL,Non_Wetland,Wetland
705,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
706,Water,Water,Cropland,Water,Non_Wetland,Grassland
707,Water,Water,Cropland,Water,Non_Wetland,Wetland
708,Water,Water,Cropland,Water,Non_Wetland,Water
709,Water,Water,Cropland,Water,Non_Wetland,Forest
710,Water,Water,Wetland,NULL,Wetland,Grassland
711,Water,Water,Wetland,NULL,Wetland,Wetland
712,Water,Water,Wetland,NULL,Wetland,Water
713,Water,Water,Wetland,NULL,Wetland,Forest
714,Water,Water,Wetland,Non_Water,Wetland,Grassland
715,Water,Water,Wetland,Non_Water,Wetland,Wetland
716,Water,Water,Wetland,Non_Water,Wetland,Water
717,Water,Water,Wetland,Non_Water,Wetland,Forest
718,Water,Water,Wetland,Water,Wetland,Grassland
719,Water,Water,Wetland,Water,Wetland,Wetland
720,Water,Water,Wetland,Water,Wetland,Water
721,Water,Water,Wetland,Water,Wetland,Forest
722,Water,Water,Bareland,NULL,Non_Wetland,Grassland
723,Water,Water,Bareland,NULL,Non_Wetland,Wetland
724,Water,Water,Bareland,NULL,Non_Wetland,Water
725,Water,Water,Bareland,NULL,Non_Wetland,Forest
726,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
727,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
728,Water,Water,Bareland,Non_Water,Non_Wetland,Water
729,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
730,Water,Water,Bareland,Water,Non_Wetland,Grassland
731,Water,Water,Bareland,Water,Non_Wetland,Wetland
732,Water,Water,Bareland,Water,Non_Wetland,Water
733,Water,Water,Bareland,Water,Non_Wetland,Forest
734,Water,Water,Built-up,NULL,Non_Wetland,Grassland
735,Water,Water,Built-up,NULL,Non_Wetland,Wetland
736,Water,Water,Built-up,Water,Non_Wetland,Wetland
737,Water,Water,Water,NULL,Water,Grassland
738,Water,Water,Water,NULL,Water,Wetland
739,Water,Water,Water,NULL,Water,Water
740,Water,Water,Water,NULL,Water,Forest
741,Water,Water,Water,Non_Water,Water,Grassland
742,Water,Water,Water,Non_Water,Water,Wetland
743,Water,Water,Water,Non_Water,Water,Water
744,Water,Water,Water,Non_Water,Water,Forest
745,Water,Water,Water,Water,Water,Grassland
746,Water,Water,Water,Water,Water,Wetland
747,Water,Water,Water,Water,Water,Water
748,Water,Water,Water,Water,Water,Forest
749,Water,Water,Forest,NULL,Non_Wetland,Grassland
750,Water,Water,Forest,NULL,Non_Wetland,Wetland
751,Water,Water,Forest,NULL,Non_Wetland,Water
752,Water,Water,Forest,NULL,Non_Wetland,Forest
753,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
754,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
755,Water,Water,Forest,Non_Water,Non_Wetland,Water
756,Water,Water,Forest,Non_Water,Non_Wetland,Forest
757,Water,Water,Forest,Water,Non_Wetland,Grassland
758,Water,Water,Forest,Water,Non_Wetland,Wetland
759,Water,Water,Forest,Water,Non_Wetland,Water
760,Water,Water,Forest,Water,Non_Wetland,Forest
761,Water,Forest,NULL,NULL,Non_Wetland,Grassland
762,Water,Forest,NULL,NULL,Non_Wetland,Wetland
763,Water,Forest,NULL,NULL,Non_Wetland,Water
764,Water,Forest,NULL,NULL,Non_Wetland,Forest
765,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
766,Water,Forest,NULL,Water,Non_Wetland,Grassland
767,Water,Forest,NULL,Water,Non_Wetland,Wetland
768,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
769,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
770,Water,Forest,Shrubland,NULL,Non_Wetland,Water
771,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
772,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
773,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
774,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
775,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
776,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
777,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
778,Water,Forest,Shrubland,Water,Non_Wetland,Water
779,Water,Forest,Shrubland,Water,Non_Wetland,Forest
780,Water,Forest,Wetland,NULL,Wetland,Grassland
781,Water,Forest,Wetland,NULL,Wetland,Wetland
782,Water,Forest,Wetland,NULL,Wetland,Forest
783,Water,Forest,Wetland,Non_Water,Wetland,Grassland
784,Water,Forest,Wetland,Non_Water,Wetland,Wetland
785,Water,Forest,Wetland,Non_Water,Wetland,Water
786,Water,Forest,Wetland,Non_Water,Wetland,Forest
787,Water,Forest,Wetland,Water,Wetland,Grassland
788,Water,Forest,Wetland,Water,Wetland,Wetland
789,Water,Forest,Wetland,Water,Wetland,Water
790,Water,Forest,Wetland,Water,Wetland,Forest
791,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
792,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
793,Water,Forest,Bareland,NULL,Non_Wetland,Forest
794,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
795,Water,Forest,Bareland,Water,Non_Wetland,Forest
796,Water,Forest,Built-up,Water,Non_Wetland,Water
797,Water,Forest,Water,NULL,Water,Grassland
798,Water,Forest,Water,NULL,Water,Forest
799,Water,Forest,Water,Non_Water,Water,Wetland
800,Water,Forest,Water,Non_Water,Water,Water
801,Water,Forest,Water,Water,Water,Grassland
802,Water,Forest,Water,Water,Water,Wetland
803,Water,Forest,Water,Water,Water,Water
804,Water,Forest,Water,Water,Water,Forest
805,Water,Forest,Forest,NULL,Non_Wetland,Grassland
806,Water,Forest,Forest,NULL,Non_Wetland,Wetland
807,Water,Forest,Forest,NULL,Non_Wetland,Forest
808,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
809,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
810,Water,Forest,Forest,Non_Water,Non_Wetland,Water
811,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
812,Water,Forest,Forest,Water,Non_Wetland,Grassland
813,Water,Forest,Forest,Water,Non_Wetland,Wetland
814,Water,Forest,Forest,Water,Non_Wetland,Water
815,Water,Forest,Forest,Water,Non_Wetland,Forest
816,Forest,NULL,NULL,NULL,Non_Wetland,NULL
817,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
818,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
819,Forest,NULL,NULL,NULL,Non_Wetland,Forest
820,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
821,Forest,NULL,NULL,Water,Non_Wetland,Water
822,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
830,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
831,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
832,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
833,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
834,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
835,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
836,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
837,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
838,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
839,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
840,Forest,NULL,Wetland,NULL,Wetland,Grassland
841,Forest,NULL,Wetland,NULL,Wetland,Wetland
842,Forest,NULL,Wetland,NULL,Wetland,Forest
843,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
844,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
845,Forest,NULL,Wetland,Non_Water,Wetland,Forest
846,Forest,NULL,Wetland,Water,Wetland,Grassland
847,Forest,NULL,Wetland,Water,Wetland,Wetland
848,Forest,NULL,Wetland,Water,Wetland,Water
849,Forest,NULL,Wetland,Water,Wetland,Forest
850,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
851,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
852,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
853,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
854,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
855,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
856,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
857,Forest,NULL,Bareland,Water,Non_Wetland,Forest
858,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
859,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
860,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
861,Forest,NULL,Water,NULL,Water,Grassland
862,Forest,NULL,Water,NULL,Water,Wetland
863,Forest,NULL,Water,Non_Water,Water,Grassland
864,Forest,NULL,Water,Non_Water,Water,Wetland
865,Forest,NULL,Water,Water,Water,Grassland
866,Forest,NULL,Water,Water,Water,Wetland
867,Forest,NULL,Water,Water,Water,Water
868,Forest,NULL,Water,Water,Water,Forest
869,Forest,NULL,Forest,NULL,Non_Wetland,NULL
870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
871,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
872,Forest,NULL,Forest,NULL,Non_Wetland,Forest
873,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
874,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
875,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
876,Forest,NULL,Forest,Water,Non_Wetland,Grassland
877,Forest,NULL,Forest,Water,Non_Wetland,Wetland
878,Forest,NULL,Forest,Water,Non_Wetland,Forest
879,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
880,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
881,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
883,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
884,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
885,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
886,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
887,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
888,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
