Value,AFRICA_2024_DynamicWorld_2024_35PQP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQP_M_R,AFRICA_2024_GSW_Yearly_2021_35PQP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQP_M_R,AFRICA_2024_WorldCover_2021_35PQP_M_R
427,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
428,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
429,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
430,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
431,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
432,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
433,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
434,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
435,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
436,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
437,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
438,Cropland,Cropland,Wetland,NULL,Wetland,Forest
439,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
440,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
441,Cropland,Cropland,Wetland,Water,Wetland,Grassland
442,Cropland,Cropland,Wetland,Water,Wetland,Cropland
443,Cropland,Cropland,Wetland,Water,Wetland,Wetland
444,Cropland,Cropland,Wetland,Water,Wetland,Water
445,Cropland,Cropland,Wetland,Water,Wetland,Forest
446,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
447,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
448,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
449,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
450,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
451,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
452,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
453,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
454,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
455,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
456,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
457,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
458,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
459,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
460,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
461,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
462,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
463,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
464,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
465,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
466,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
467,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
468,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
469,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
470,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
471,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
472,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
473,Cropland,Wetland,Wetland,NULL,Wetland,Forest
474,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
475,Cropland,Wetland,Wetland,Water,Wetland,Cropland
476,Cropland,Wetland,Wetland,Water,Wetland,Wetland
477,Cropland,Wetland,Wetland,Water,Wetland,Water
478,Cropland,Wetland,Wetland,Water,Wetland,Forest
479,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
480,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
481,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
482,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
483,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
484,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
485,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
486,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
487,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
488,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
489,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
490,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
491,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
492,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
493,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
494,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
495,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
496,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
497,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
498,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
499,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
500,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
501,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
502,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
503,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
504,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
505,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
506,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
507,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
508,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
509,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
510,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
511,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
512,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
513,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
514,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
515,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
516,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
517,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
518,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
519,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
520,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
521,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
522,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
523,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
524,Cropland,Water,Forest,NULL,Non_Wetland,NULL
525,Cropland,Water,Forest,NULL,Non_Wetland,Forest
526,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
527,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
528,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
529,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
530,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
532,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
533,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
534,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
535,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
536,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
537,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
538,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
539,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
540,Cropland,Forest,Wetland,Non_Water,Wetland,NULL
541,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
542,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
543,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
544,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
545,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
546,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
547,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
548,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
549,Wetland,NULL,NULL,NULL,Non_Wetland,Water
550,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
551,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
552,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
553,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
554,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
555,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
556,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
557,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
558,Wetland,NULL,NULL,Water,Non_Wetland,Forest
559,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
560,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
561,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
562,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
563,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
564,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
565,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
566,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
567,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
568,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
569,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
570,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
571,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
572,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
573,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
574,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
575,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
576,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
577,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
578,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
579,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
580,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
581,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
582,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
583,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
584,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
585,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
586,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
587,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
588,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
589,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
590,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
591,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
592,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
593,Wetland,NULL,Wetland,NULL,Wetland,NULL
594,Wetland,NULL,Wetland,NULL,Wetland,Grassland
595,Wetland,NULL,Wetland,NULL,Wetland,Cropland
596,Wetland,NULL,Wetland,NULL,Wetland,Forest
597,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
598,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
599,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
600,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
601,Wetland,NULL,Wetland,Water,Wetland,NULL
602,Wetland,NULL,Wetland,Water,Wetland,Grassland
603,Wetland,NULL,Wetland,Water,Wetland,Cropland
604,Wetland,NULL,Wetland,Water,Wetland,Wetland
605,Wetland,NULL,Wetland,Water,Wetland,Bareland
606,Wetland,NULL,Wetland,Water,Wetland,Water
607,Wetland,NULL,Wetland,Water,Wetland,Forest
608,Wetland,NULL,Water,NULL,Water,NULL
609,Wetland,NULL,Water,NULL,Water,Forest
610,Wetland,NULL,Water,Non_Water,Water,NULL
611,Wetland,NULL,Water,Non_Water,Water,Grassland
612,Wetland,NULL,Water,Water,Water,Grassland
613,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
614,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
615,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
616,Wetland,NULL,Forest,NULL,Non_Wetland,Water
617,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
618,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
619,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
620,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
621,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
622,Wetland,NULL,Forest,Water,Non_Wetland,NULL
623,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
624,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
625,Wetland,NULL,Forest,Water,Non_Wetland,Forest
626,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
627,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
628,Wetland,Cropland,Wetland,Water,Wetland,Cropland
629,Wetland,Cropland,Wetland,Water,Wetland,Wetland
630,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
631,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
632,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
633,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
634,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
635,Wetland,Wetland,Wetland,NULL,Wetland,NULL
636,Wetland,Wetland,Wetland,NULL,Wetland,Forest
637,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
638,Wetland,Wetland,Wetland,Water,Wetland,Grassland
639,Wetland,Wetland,Wetland,Water,Wetland,Cropland
640,Wetland,Wetland,Wetland,Water,Wetland,Wetland
641,Wetland,Wetland,Wetland,Water,Wetland,Water
642,Wetland,Wetland,Wetland,Water,Wetland,Forest
643,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
644,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
645,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
646,Wetland,Bareland,Wetland,Water,Wetland,Cropland
647,Wetland,Bareland,Wetland,Water,Wetland,Wetland
648,Wetland,Bareland,Wetland,Water,Wetland,Water
649,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
650,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
651,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
652,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
653,Wetland,Water,NULL,Water,Non_Wetland,Grassland
654,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
655,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
656,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
657,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
658,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
659,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
660,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
661,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
662,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
663,Wetland,Water,Grassland,Water,Non_Wetland,Forest
664,Wetland,Water,Wetland,NULL,Wetland,NULL
665,Wetland,Water,Wetland,NULL,Wetland,Cropland
666,Wetland,Water,Wetland,NULL,Wetland,Forest
667,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
668,Wetland,Water,Wetland,Non_Water,Wetland,Forest
669,Wetland,Water,Wetland,Water,Wetland,NULL
670,Wetland,Water,Wetland,Water,Wetland,Grassland
671,Wetland,Water,Wetland,Water,Wetland,Cropland
672,Wetland,Water,Wetland,Water,Wetland,Wetland
673,Wetland,Water,Wetland,Water,Wetland,Water
674,Wetland,Water,Wetland,Water,Wetland,Forest
675,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
676,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
677,Wetland,Water,Forest,NULL,Non_Wetland,NULL
678,Wetland,Water,Forest,NULL,Non_Wetland,Forest
679,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
680,Wetland,Water,Forest,Water,Non_Wetland,Cropland
681,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
682,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
683,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
684,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
685,Wetland,Forest,NULL,Non_Water,Non_Wetland,Cropland
686,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
687,Wetland,Forest,NULL,Water,Non_Wetland,NULL
688,Wetland,Forest,NULL,Water,Non_Wetland,Forest
689,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
690,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
691,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
692,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
693,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
694,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
695,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
696,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
697,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
698,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
699,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
700,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
701,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
702,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
703,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
704,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
705,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
706,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
707,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
708,Wetland,Forest,Wetland,NULL,Wetland,NULL
709,Wetland,Forest,Wetland,NULL,Wetland,Grassland
710,Wetland,Forest,Wetland,NULL,Wetland,Forest
711,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
712,Wetland,Forest,Wetland,Water,Wetland,Grassland
713,Wetland,Forest,Wetland,Water,Wetland,Forest
714,Wetland,Forest,Water,NULL,Water,Forest
715,Wetland,Forest,Water,Water,Water,Forest
716,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
717,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
718,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
719,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
720,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
721,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
722,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
723,Wetland,Forest,Forest,Water,Non_Wetland,NULL
724,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
725,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
726,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
727,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
728,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
729,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
730,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
731,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
732,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
733,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
734,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
735,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
736,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
737,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
738,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
739,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
740,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
741,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
742,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
743,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
744,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
745,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
746,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
747,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
748,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
749,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
750,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
751,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
752,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
753,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
754,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
755,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
756,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
757,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
758,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
759,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
760,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
761,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
762,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
763,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
764,Bareland,NULL,Wetland,NULL,Wetland,Grassland
765,Bareland,NULL,Wetland,NULL,Wetland,Cropland
766,Bareland,NULL,Wetland,NULL,Wetland,Bareland
767,Bareland,NULL,Wetland,NULL,Wetland,Water
768,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
769,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
770,Bareland,NULL,Wetland,Water,Wetland,Grassland
771,Bareland,NULL,Wetland,Water,Wetland,Cropland
772,Bareland,NULL,Wetland,Water,Wetland,Wetland
773,Bareland,NULL,Wetland,Water,Wetland,Bareland
774,Bareland,NULL,Wetland,Water,Wetland,Water
775,Bareland,NULL,Wetland,Water,Wetland,Forest
776,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
777,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
778,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
779,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
780,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
781,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
782,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
783,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
784,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
785,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
786,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
787,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
788,Bareland,NULL,Bareland,Water,Non_Wetland,Water
789,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
790,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
791,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
792,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
793,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
794,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
795,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
796,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
797,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
798,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
799,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
800,Bareland,NULL,Water,NULL,Water,Bareland
801,Bareland,NULL,Water,Water,Water,Grassland
802,Bareland,NULL,Water,Water,Water,Wetland
803,Bareland,NULL,Water,Water,Water,Bareland
804,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
805,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
806,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
807,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
808,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
809,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
810,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
811,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
812,Bareland,NULL,Forest,Water,Non_Wetland,Forest
813,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
814,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
815,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
816,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
817,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
818,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
819,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
820,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
822,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
823,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
824,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
825,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
826,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
827,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
828,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
829,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
830,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
831,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
832,Bareland,Cropland,Wetland,Water,Wetland,Grassland
833,Bareland,Cropland,Wetland,Water,Wetland,Wetland
834,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
835,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
836,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
837,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
838,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
839,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
840,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
841,Bareland,Wetland,Wetland,Water,Wetland,Cropland
842,Bareland,Wetland,Wetland,Water,Wetland,Wetland
843,Bareland,Wetland,Wetland,Water,Wetland,Water
844,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
845,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
846,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
847,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
848,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
849,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
850,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
851,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
852,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
853,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
854,Bareland,Bareland,Wetland,Water,Wetland,Bareland
855,Bareland,Bareland,Wetland,Water,Wetland,Water
