Value,AFRICA_2024_DynamicWorld_2024_38PKB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKB_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKB_M_R,AFRICA_2024_GSW_Yearly_2021_38PKB_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKB_M_R,AFRICA_2024_WorldCover_2021_38PKB_M_R
416,Wetland,Water,Wetland,Water,Wetland,Cropland
417,Wetland,Water,Wetland,Water,Wetland,Wetland
418,Wetland,Water,Wetland,Water,Wetland,Bareland
419,Wetland,Water,Wetland,Water,Wetland,Water
420,Wetland,Water,Wetland,Water,Wetland,Forest
421,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
422,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
423,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
424,Wetland,Water,Bareland,NULL,Non_Wetland,Water
425,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
426,Wetland,Water,Bareland,Water,Non_Wetland,NULL
427,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
428,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
429,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
430,Wetland,Water,Bareland,Water,Non_Wetland,Water
431,Wetland,Water,Water,NULL,Water,Wetland
432,Wetland,Water,Water,Water,NULL,Wetland
433,Wetland,Water,Water,Water,Water,Water
434,Wetland,Forest,Wetland,NULL,Wetland,Wetland
435,Wetland,Forest,Wetland,NULL,Wetland,Bareland
436,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
437,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland
438,Wetland,Forest,Wetland,Water,Wetland,Cropland
439,Wetland,Forest,Wetland,Water,Wetland,Wetland
440,Wetland,Forest,Wetland,Water,Wetland,Bareland
441,Wetland,Forest,Wetland,Water,Wetland,Water
442,Wetland,Forest,Water,Water,NULL,Wetland
443,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
444,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
445,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
446,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
447,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
448,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
449,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
450,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
451,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
452,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
453,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
454,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
455,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
456,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
457,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
458,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
459,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
460,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
461,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
462,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
463,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
464,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
465,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
466,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
467,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
468,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
469,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
470,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
471,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
472,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
473,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
474,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
475,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
476,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
477,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
478,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
479,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
480,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
481,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
482,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
483,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
484,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
485,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
486,Bareland,NULL,Wetland,NULL,NULL,Wetland
487,Bareland,NULL,Wetland,NULL,NULL,Bareland
488,Bareland,NULL,Wetland,NULL,Wetland,NULL
489,Bareland,NULL,Wetland,NULL,Wetland,Cropland
490,Bareland,NULL,Wetland,NULL,Wetland,Wetland
491,Bareland,NULL,Wetland,NULL,Wetland,Bareland
492,Bareland,NULL,Wetland,NULL,Wetland,Water
493,Bareland,NULL,Wetland,Non_Water,NULL,Wetland
494,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
495,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
496,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
497,Bareland,NULL,Wetland,Water,NULL,NULL
498,Bareland,NULL,Wetland,Water,NULL,Wetland
499,Bareland,NULL,Wetland,Water,NULL,Bareland
500,Bareland,NULL,Wetland,Water,NULL,Water
501,Bareland,NULL,Wetland,Water,Wetland,NULL
502,Bareland,NULL,Wetland,Water,Wetland,Cropland
503,Bareland,NULL,Wetland,Water,Wetland,Wetland
504,Bareland,NULL,Wetland,Water,Wetland,Bareland
505,Bareland,NULL,Wetland,Water,Wetland,Water
506,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
507,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
508,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
509,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
510,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
511,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
512,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
513,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
514,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
515,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
516,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
517,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
518,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
519,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
520,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
521,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
522,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
523,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
524,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
525,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
526,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
527,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
528,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
529,Bareland,NULL,Bareland,Water,Non_Wetland,Water
530,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
531,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
532,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
533,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
534,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
535,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
536,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
537,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
538,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
539,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
540,Bareland,NULL,Built-up,Water,Non_Wetland,Water
541,Bareland,NULL,Water,NULL,Water,Bareland
542,Bareland,NULL,Water,Water,NULL,Bareland
543,Bareland,NULL,Water,Water,NULL,Water
544,Bareland,NULL,Water,Water,Water,Bareland
545,Bareland,NULL,Water,Water,Water,Water
546,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
547,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
548,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
549,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
550,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
551,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
552,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
557,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
558,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
559,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
560,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
561,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
562,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
563,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
564,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
565,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
566,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
567,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
568,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
569,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
570,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
571,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
572,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
573,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
574,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
575,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL
576,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
577,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
578,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
579,Bareland,Cropland,Wetland,Water,Wetland,Water
580,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
581,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
582,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
583,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
584,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
585,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
586,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
587,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
588,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
589,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
590,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
591,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
592,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
593,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
594,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL
595,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
596,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
597,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
598,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
599,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
600,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
601,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
602,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
603,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water
604,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
605,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
606,Bareland,Cropland,Built-up,Water,Non_Wetland,Water
607,Bareland,Cropland,Water,Water,Water,Water
608,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
609,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
610,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
611,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
612,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
613,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
614,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
615,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
616,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
617,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
618,Bareland,Bareland,NULL,Water,Non_Wetland,Water
619,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
620,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
621,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
622,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
623,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
624,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
625,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
626,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
627,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
628,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
629,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
630,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
631,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
632,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
633,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
634,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
635,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
636,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
637,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
638,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
639,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
640,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
641,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
642,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
643,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
644,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
645,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
646,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
647,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
648,Bareland,Bareland,Wetland,NULL,NULL,Wetland
649,Bareland,Bareland,Wetland,NULL,NULL,Bareland
650,Bareland,Bareland,Wetland,NULL,NULL,Water
651,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
652,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
653,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
654,Bareland,Bareland,Wetland,NULL,Wetland,Water
655,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
656,Bareland,Bareland,Wetland,Water,NULL,Wetland
657,Bareland,Bareland,Wetland,Water,NULL,Bareland
658,Bareland,Bareland,Wetland,Water,NULL,Built-up
659,Bareland,Bareland,Wetland,Water,NULL,Water
660,Bareland,Bareland,Wetland,Water,Wetland,Grassland
661,Bareland,Bareland,Wetland,Water,Wetland,Cropland
662,Bareland,Bareland,Wetland,Water,Wetland,Wetland
663,Bareland,Bareland,Wetland,Water,Wetland,Bareland
664,Bareland,Bareland,Wetland,Water,Wetland,Water
665,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
666,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
667,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
668,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
669,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
670,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
671,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
672,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
673,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
674,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
675,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
676,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
677,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
678,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
679,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
680,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
681,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
682,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
683,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
684,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
685,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
686,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
687,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
688,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
689,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
690,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
691,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
692,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
693,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
694,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
695,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
696,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
697,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
698,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
699,Bareland,Bareland,Water,NULL,NULL,Bareland
700,Bareland,Bareland,Water,NULL,Water,Bareland
701,Bareland,Bareland,Water,NULL,Water,Water
702,Bareland,Bareland,Water,Water,NULL,Bareland
703,Bareland,Bareland,Water,Water,NULL,Water
704,Bareland,Bareland,Water,Water,Water,Bareland
705,Bareland,Bareland,Water,Water,Water,Water
706,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
707,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
708,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
709,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
710,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
711,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
712,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
713,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
714,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
715,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
716,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up
717,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
718,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
719,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
720,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
721,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
722,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
723,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
724,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
725,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
726,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
727,Bareland,Built-up,Grassland,Water,Non_Wetland,Built-up
728,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
729,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
730,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
731,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
732,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
733,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
734,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
735,Bareland,Built-up,Wetland,Water,Wetland,Bareland
736,Bareland,Built-up,Wetland,Water,Wetland,Water
737,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
738,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
739,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
740,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
741,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
742,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
743,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
744,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
745,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
746,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
747,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
748,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
749,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
750,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
751,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL
752,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
753,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
754,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
755,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
756,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
757,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
758,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
759,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
760,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
761,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
762,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
763,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
764,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL
765,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
766,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
767,Bareland,Built-up,Built-up,Water,Non_Wetland,Forest
768,Bareland,Built-up,Water,Water,NULL,Bareland
769,Bareland,Built-up,Water,Water,Water,Bareland
770,Bareland,Built-up,Water,Water,Water,Built-up
771,Bareland,Built-up,Water,Water,Water,Water
772,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
773,Bareland,Water,NULL,NULL,Non_Wetland,Water
774,Bareland,Water,NULL,Water,Non_Wetland,Water
775,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
776,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
777,Bareland,Water,Shrubland,Water,Non_Wetland,Water
778,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
779,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
780,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
781,Bareland,Water,Wetland,NULL,NULL,Bareland
782,Bareland,Water,Wetland,NULL,Wetland,Grassland
783,Bareland,Water,Wetland,NULL,Wetland,Cropland
784,Bareland,Water,Wetland,NULL,Wetland,Wetland
785,Bareland,Water,Wetland,NULL,Wetland,Bareland
786,Bareland,Water,Wetland,NULL,Wetland,Water
787,Bareland,Water,Wetland,Water,NULL,Wetland
788,Bareland,Water,Wetland,Water,NULL,Bareland
789,Bareland,Water,Wetland,Water,NULL,Water
790,Bareland,Water,Wetland,Water,Wetland,Wetland
791,Bareland,Water,Wetland,Water,Wetland,Bareland
792,Bareland,Water,Wetland,Water,Wetland,Water
793,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
794,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
795,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
796,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
797,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
798,Bareland,Water,Bareland,NULL,Non_Wetland,Water
799,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
800,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
801,Bareland,Water,Bareland,Water,Non_Wetland,Water
802,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
803,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
804,Bareland,Water,Built-up,Water,Non_Wetland,Water
805,Bareland,Water,Water,Water,NULL,Wetland
806,Bareland,Water,Water,Water,NULL,Bareland
807,Bareland,Water,Water,Water,NULL,Water
808,Bareland,Water,Water,Water,Water,Bareland
809,Bareland,Water,Water,Water,Water,Water
810,Water,NULL,NULL,NULL,Non_Wetland,Bareland
811,Water,NULL,NULL,NULL,Non_Wetland,Water
812,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
813,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
814,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
815,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
816,Water,NULL,Shrubland,NULL,Non_Wetland,Water
817,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
818,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
819,Water,NULL,Shrubland,Water,Non_Wetland,Water
820,Water,NULL,Grassland,NULL,Non_Wetland,NULL
821,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
822,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
823,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
824,Water,NULL,Grassland,NULL,Non_Wetland,Water
825,Water,NULL,Grassland,NULL,Non_Wetland,Forest
826,Water,NULL,Grassland,Water,Non_Wetland,Bareland
827,Water,NULL,Grassland,Water,Non_Wetland,Water
828,Water,NULL,Cropland,NULL,Non_Wetland,NULL
829,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
830,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
831,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
832,Water,NULL,Cropland,NULL,Non_Wetland,Water
833,Water,NULL,Cropland,NULL,Non_Wetland,Forest
834,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
835,Water,NULL,Cropland,Water,Non_Wetland,Wetland
836,Water,NULL,Cropland,Water,Non_Wetland,Bareland
837,Water,NULL,Wetland,NULL,NULL,Bareland
838,Water,NULL,Wetland,NULL,Wetland,NULL
839,Water,NULL,Wetland,NULL,Wetland,Cropland
840,Water,NULL,Wetland,NULL,Wetland,Wetland
841,Water,NULL,Wetland,NULL,Wetland,Bareland
842,Water,NULL,Wetland,NULL,Wetland,Water
843,Water,NULL,Wetland,Non_Water,Wetland,Grassland
844,Water,NULL,Wetland,Non_Water,Wetland,Wetland
845,Water,NULL,Wetland,Non_Water,Wetland,Bareland
