Value,AFRICA_2024_DynamicWorld_2024_36PYV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYV_M_R,AFRICA_2024_GSW_Yearly_2021_36PYV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYV_M_R,AFRICA_2024_WorldCover_2021_36PYV_M_R
426,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
427,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
428,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
429,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
430,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
431,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
432,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
433,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
434,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
435,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
436,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
437,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
438,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
439,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
440,NULL,Forest,Wetland,NULL,Wetland,NULL
441,NULL,Forest,Wetland,NULL,Wetland,Grassland
442,NULL,Forest,Wetland,NULL,Wetland,Cropland
443,NULL,Forest,Wetland,NULL,Wetland,Wetland
444,NULL,Forest,Wetland,NULL,Wetland,Forest
445,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
446,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
447,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
448,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
449,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
450,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
451,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
452,NULL,Forest,Bareland,Non_Water,Non_Wetland,Cropland
453,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
454,NULL,Forest,Forest,NULL,Non_Wetland,NULL
455,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
456,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
457,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
458,NULL,Forest,Forest,NULL,Non_Wetland,Forest
459,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
460,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
461,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
462,NULL,Forest,Forest,Water,Non_Wetland,Grassland
463,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
464,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
465,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
466,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
467,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
468,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
469,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
470,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
471,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
472,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
473,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
478,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
479,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
480,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
481,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
483,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
484,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
485,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
486,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
487,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
488,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
491,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
492,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
493,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
494,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
495,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
496,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
497,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
498,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
499,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
500,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
501,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
502,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
503,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
504,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
505,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
506,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
507,Grassland,NULL,Wetland,NULL,Wetland,Grassland
508,Grassland,NULL,Wetland,NULL,Wetland,Cropland
509,Grassland,NULL,Wetland,NULL,Wetland,Wetland
510,Grassland,NULL,Wetland,NULL,Wetland,Forest
511,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
512,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
513,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
514,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
515,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
516,Grassland,NULL,Wetland,Water,Wetland,NULL
517,Grassland,NULL,Wetland,Water,Wetland,Grassland
518,Grassland,NULL,Wetland,Water,Wetland,Cropland
519,Grassland,NULL,Wetland,Water,Wetland,Wetland
520,Grassland,NULL,Wetland,Water,Wetland,Bareland
521,Grassland,NULL,Wetland,Water,Wetland,Water
522,Grassland,NULL,Wetland,Water,Wetland,Forest
523,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
524,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
525,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
526,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
527,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
528,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
529,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
530,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
531,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
532,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
533,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
534,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
535,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
536,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
537,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
538,Grassland,NULL,Built-up,Water,Non_Wetland,Cropland
539,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
540,Grassland,NULL,Water,NULL,Water,Cropland
541,Grassland,NULL,Water,Non_Water,Water,Grassland
542,Grassland,NULL,Water,Non_Water,Water,Cropland
543,Grassland,NULL,Water,Non_Water,Water,Wetland
544,Grassland,NULL,Water,Non_Water,Water,Forest
545,Grassland,NULL,Water,Water,Water,Grassland
546,Grassland,NULL,Water,Water,Water,Cropland
547,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
548,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
549,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
550,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
551,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
552,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
553,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
554,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
555,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
556,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
557,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
558,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
559,Grassland,NULL,Forest,Water,Non_Wetland,Forest
560,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
561,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
562,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
563,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
564,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
565,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
566,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
567,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
568,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
569,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
575,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
576,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
577,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
578,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
579,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
580,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
581,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
582,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
583,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
584,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
585,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
586,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
587,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
588,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
589,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
590,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
591,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
592,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
593,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
594,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
595,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
596,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
597,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
598,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
599,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
600,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
601,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
602,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
603,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
604,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
605,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
606,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
607,Grassland,Cropland,Wetland,NULL,Wetland,Forest
608,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
609,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
610,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
611,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
612,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
613,Grassland,Cropland,Wetland,Water,Wetland,Grassland
614,Grassland,Cropland,Wetland,Water,Wetland,Cropland
615,Grassland,Cropland,Wetland,Water,Wetland,Wetland
616,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
617,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
618,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
619,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
620,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
621,Grassland,Cropland,Water,Water,Water,Cropland
622,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
623,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
624,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
625,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
626,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
627,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
628,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
629,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
630,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
631,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
632,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
633,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
634,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
635,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
636,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
637,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
638,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
639,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
640,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
641,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
642,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
643,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
644,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
645,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
646,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
647,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
648,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
649,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
650,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
651,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
652,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
653,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
654,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
655,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
656,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
657,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
658,Grassland,Wetland,Wetland,NULL,Wetland,Forest
659,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
660,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
661,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
662,Grassland,Wetland,Wetland,Water,Wetland,Wetland
663,Grassland,Wetland,Wetland,Water,Wetland,Forest
664,Grassland,Wetland,Water,Non_Water,Water,Grassland
665,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
666,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
667,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
668,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
669,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
670,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
671,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
672,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
673,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
674,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
675,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
676,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
677,Grassland,Water,Wetland,Non_Water,Wetland,Forest
678,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
679,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
680,Grassland,Water,Forest,NULL,Non_Wetland,Forest
681,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
682,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
683,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
684,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
685,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
686,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
687,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
688,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
689,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
690,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
691,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
692,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
693,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
694,Grassland,Forest,Wetland,NULL,Wetland,Grassland
695,Grassland,Forest,Wetland,NULL,Wetland,Wetland
696,Grassland,Forest,Wetland,NULL,Wetland,Forest
697,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
698,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
699,Grassland,Forest,Wetland,Water,Wetland,Wetland
700,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
701,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
702,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
703,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
704,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
705,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
706,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
707,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
708,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
709,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
710,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
711,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
712,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
713,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
714,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
715,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
716,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
717,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
718,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
719,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
720,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
721,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
722,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
723,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
724,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
725,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
726,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
727,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
728,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
729,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
730,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
731,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
732,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
733,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
734,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
735,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
736,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
737,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
738,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
739,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
740,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
741,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
742,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
743,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
744,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
745,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
746,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
747,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
748,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
749,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
750,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
751,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
752,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
753,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
754,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
755,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
756,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
757,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
758,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
759,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
760,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
761,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
762,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
763,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
764,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
765,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
766,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
767,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
768,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
769,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
770,Cropland,NULL,Cropland,Water,Non_Wetland,Water
771,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
772,Cropland,NULL,Wetland,NULL,Wetland,NULL
773,Cropland,NULL,Wetland,NULL,Wetland,Grassland
774,Cropland,NULL,Wetland,NULL,Wetland,Cropland
775,Cropland,NULL,Wetland,NULL,Wetland,Wetland
776,Cropland,NULL,Wetland,NULL,Wetland,Forest
777,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
778,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
779,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
780,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
781,Cropland,NULL,Wetland,Water,Wetland,Grassland
782,Cropland,NULL,Wetland,Water,Wetland,Cropland
783,Cropland,NULL,Wetland,Water,Wetland,Wetland
784,Cropland,NULL,Wetland,Water,Wetland,Water
785,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
786,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
787,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
788,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
789,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
790,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
791,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
792,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
793,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
794,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
795,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
796,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
797,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
798,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
799,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
800,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
801,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
802,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
803,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
804,Cropland,NULL,Bareland,Water,Non_Wetland,Water
805,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
806,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
807,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
808,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
809,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
810,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
811,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
812,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
813,Cropland,NULL,Water,NULL,Water,Cropland
814,Cropland,NULL,Water,Non_Water,Water,Grassland
815,Cropland,NULL,Water,Non_Water,Water,Cropland
816,Cropland,NULL,Water,Water,Water,Grassland
817,Cropland,NULL,Water,Water,Water,Cropland
818,Cropland,NULL,Water,Water,Water,Wetland
819,Cropland,NULL,Water,Water,Water,Water
820,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
821,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
822,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
823,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
824,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
825,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
826,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
827,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
828,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
829,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
830,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
831,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
832,Cropland,NULL,Forest,Water,Non_Wetland,Water
833,Cropland,NULL,Forest,Water,Non_Wetland,Forest
834,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
835,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
836,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
837,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
838,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
839,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
840,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
841,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
842,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
843,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
844,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
845,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
846,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
847,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
848,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
849,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
