Value,AFRICA_2024_DynamicWorld_2024_37PGL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGL_M_R,AFRICA_2024_GSW_Yearly_2021_37PGL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGL_M_R,AFRICA_2024_WorldCover_2021_37PGL_M_R
417,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
418,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
419,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
420,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
421,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
422,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
423,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
424,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
425,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
426,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
428,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
429,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
430,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
431,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
432,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
433,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
434,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
435,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
436,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
437,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
438,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
439,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
440,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
441,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
442,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
443,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
444,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
445,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
446,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
447,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
450,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
451,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
455,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
456,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
457,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
458,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
459,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
460,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
461,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
462,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
463,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
464,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
465,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
466,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
467,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
468,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
469,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
470,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
472,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
473,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
474,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
475,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
476,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
477,Cropland,Cropland,Wetland,Water,Wetland,Wetland
478,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
479,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
480,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
481,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
482,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
483,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
484,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
485,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
486,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
487,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
488,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
489,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
490,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
491,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
492,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
493,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
494,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
495,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
496,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
497,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
498,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
499,Cropland,Cropland,Water,NULL,Water,Cropland
500,Cropland,Cropland,Water,Non_Water,Water,Cropland
501,Cropland,Cropland,Water,Water,Water,Cropland
502,Cropland,Cropland,Water,Water,Water,Wetland
503,Cropland,Cropland,Water,Water,Water,Water
504,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
506,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
507,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
508,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
509,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
510,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
511,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
512,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
513,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
514,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
515,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
516,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
517,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
518,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
519,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
520,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
521,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
522,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
523,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
524,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
525,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
526,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
527,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
528,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
529,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
530,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
531,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
532,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
533,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
534,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
535,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
536,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
537,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
538,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
539,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
540,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
541,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
542,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
543,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
544,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
545,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
546,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
547,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
548,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
549,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
550,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
551,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
552,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
553,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
554,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
555,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
556,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
557,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
558,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
559,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
560,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
561,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
562,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
563,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
564,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
565,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
566,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
567,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
568,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
569,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
570,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
571,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
572,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
573,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
574,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
575,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
576,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
577,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
578,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
579,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
580,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
581,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
582,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
583,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
584,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
585,Cropland,Water,NULL,NULL,Non_Wetland,NULL
586,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
587,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
588,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
590,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
591,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
592,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
593,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
594,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
595,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
596,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
597,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
598,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
599,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
600,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
601,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
602,Cropland,Water,Wetland,Water,Wetland,Wetland
603,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
604,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
605,Cropland,Water,Water,Water,Water,Cropland
606,Cropland,Water,Water,Water,Water,Wetland
607,Cropland,Water,Water,Water,Water,Water
608,Cropland,Water,Forest,NULL,Non_Wetland,NULL
609,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
610,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
611,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
612,Cropland,Water,Forest,Water,Non_Wetland,Cropland
613,Cropland,Water,Forest,Water,Non_Wetland,Wetland
614,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
615,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
616,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
617,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
618,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
619,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
620,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
621,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
622,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
623,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
624,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
625,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
626,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
627,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
628,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
629,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
630,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
631,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
632,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
633,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
634,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
635,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
636,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
637,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
638,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
639,Cropland,Forest,Wetland,NULL,Wetland,Wetland
640,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
641,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
642,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
643,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
644,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
645,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
646,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
647,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
648,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
649,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
650,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
651,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
652,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
653,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
654,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
655,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
656,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
657,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
658,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
659,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
660,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
661,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
662,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
663,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
664,Wetland,NULL,Wetland,NULL,Wetland,Grassland
665,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
666,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
667,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
668,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
669,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
670,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
671,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
672,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
673,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
674,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
675,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
676,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
677,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
678,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
679,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
680,Wetland,Cropland,Water,Water,Water,Wetland
681,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
682,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
683,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
684,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
685,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
686,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
687,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
688,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
689,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
690,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
691,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
692,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
693,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
694,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
695,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
696,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
697,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
698,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
699,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
700,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
701,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
702,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
703,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
707,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
708,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
709,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
710,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
711,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
712,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
713,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
714,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
715,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
716,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
717,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
718,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
719,Bareland,NULL,Wetland,NULL,Wetland,Bareland
720,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
721,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
723,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
724,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
725,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
726,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
727,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
728,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
729,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
730,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
731,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
732,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
733,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
734,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
735,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
736,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
737,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
738,Bareland,NULL,Water,NULL,Water,Bareland
739,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
740,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
741,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
742,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
743,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
744,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
745,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
746,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
747,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
752,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
753,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
754,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
755,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
756,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
757,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
758,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
759,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
760,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
761,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
762,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
763,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
764,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
765,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
766,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
767,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
768,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
769,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
770,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
771,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
772,Bareland,Cropland,Water,NULL,Water,Cropland
773,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
774,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
775,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
776,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
777,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
778,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
779,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
780,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
781,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
782,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
783,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
784,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
785,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
786,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
787,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
788,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
789,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
790,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
791,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
792,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
793,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
794,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
795,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
796,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
797,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
798,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
799,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
800,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
801,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
802,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
803,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
804,Bareland,Bareland,Water,NULL,Water,Bareland
805,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
806,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
807,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
808,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
809,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
810,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
811,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
812,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
813,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
814,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
815,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
816,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
817,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
818,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
819,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
820,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
821,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
822,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
823,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
824,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
825,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
826,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
827,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
828,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
829,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
830,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
831,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
832,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
