Value,AFRICA_2024_DynamicWorld_2024_36PVR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVR_M_R,AFRICA_2024_GSW_Yearly_2021_36PVR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVR_M_R,AFRICA_2024_WorldCover_2021_36PVR_M_R
433,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
434,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
435,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
436,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
437,Grassland,Wetland,Bareland,Water,Non_Wetland,Forest
438,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
439,Grassland,Wetland,Built-up,NULL,Non_Wetland,Forest
440,Grassland,Wetland,Water,NULL,Water,Grassland
441,Grassland,Wetland,Water,NULL,Water,Water
442,Grassland,Wetland,Water,NULL,Water,Forest
443,Grassland,Wetland,Water,Non_Water,Water,Wetland
444,Grassland,Wetland,Water,Water,Water,Grassland
445,Grassland,Wetland,Water,Water,Water,Forest
446,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
447,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
448,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
449,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
450,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
451,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
452,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water
453,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
454,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
455,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
456,Grassland,Wetland,Forest,Water,Non_Wetland,Water
457,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
458,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
459,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
460,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
461,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
462,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
463,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
464,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
465,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
466,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
467,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
468,Grassland,Water,Shrubland,Water,Non_Wetland,Water
469,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
470,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
471,Grassland,Water,Wetland,NULL,Wetland,Grassland
472,Grassland,Water,Wetland,NULL,Wetland,Wetland
473,Grassland,Water,Wetland,NULL,Wetland,Forest
474,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
475,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
476,Grassland,Water,Wetland,Non_Water,Wetland,Forest
477,Grassland,Water,Wetland,Water,Wetland,Grassland
478,Grassland,Water,Wetland,Water,Wetland,Wetland
479,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
480,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
481,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
482,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
483,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
484,Grassland,Water,Water,NULL,Water,Grassland
485,Grassland,Water,Water,Non_Water,Water,Grassland
486,Grassland,Water,Water,Water,Water,Grassland
487,Grassland,Water,Water,Water,Water,Wetland
488,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
489,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
490,Grassland,Water,Forest,NULL,Non_Wetland,Water
491,Grassland,Water,Forest,NULL,Non_Wetland,Forest
492,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
493,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
494,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
495,Grassland,Water,Forest,Water,Non_Wetland,Grassland
496,Grassland,Water,Forest,Water,Non_Wetland,Wetland
497,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
498,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
499,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
500,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
501,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
502,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
503,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
504,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
505,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
506,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
507,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
508,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
509,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
510,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
511,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
512,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
513,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
514,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
515,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
516,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
517,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
518,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
519,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
520,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
521,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
522,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
523,Grassland,Forest,Grassland,Water,Non_Wetland,Water
524,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
525,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
526,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
527,Grassland,Forest,Wetland,NULL,Wetland,NULL
528,Grassland,Forest,Wetland,NULL,Wetland,Grassland
529,Grassland,Forest,Wetland,NULL,Wetland,Wetland
530,Grassland,Forest,Wetland,NULL,Wetland,Water
531,Grassland,Forest,Wetland,NULL,Wetland,Forest
532,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
533,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
534,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
535,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
536,Grassland,Forest,Wetland,Water,Wetland,Grassland
537,Grassland,Forest,Wetland,Water,Wetland,Wetland
538,Grassland,Forest,Wetland,Water,Wetland,Water
539,Grassland,Forest,Wetland,Water,Wetland,Forest
540,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
541,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
542,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
543,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
544,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
545,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
546,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
547,Grassland,Forest,Water,NULL,Water,Grassland
548,Grassland,Forest,Water,NULL,Water,Wetland
549,Grassland,Forest,Water,NULL,Water,Water
550,Grassland,Forest,Water,Non_Water,Water,Grassland
551,Grassland,Forest,Water,Water,Water,Grassland
552,Grassland,Forest,Water,Water,Water,Wetland
553,Grassland,Forest,Water,Water,Water,Water
554,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
555,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
556,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
557,Grassland,Forest,Forest,NULL,Non_Wetland,Water
558,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
559,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
560,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
561,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
562,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
563,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
564,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
565,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
566,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
567,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
568,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
569,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
570,Cropland,NULL,NULL,Water,Non_Wetland,Water
571,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
579,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
580,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
581,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
582,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
583,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
584,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
585,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
586,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
587,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
588,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
589,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
590,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
591,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
592,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
593,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
594,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
595,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
596,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
597,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
598,Cropland,NULL,Grassland,Water,Non_Wetland,Water
599,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
600,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
601,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
602,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
603,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
604,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
605,Cropland,NULL,Wetland,NULL,Wetland,NULL
606,Cropland,NULL,Wetland,NULL,Wetland,Grassland
607,Cropland,NULL,Wetland,NULL,Wetland,Wetland
608,Cropland,NULL,Wetland,NULL,Wetland,Water
609,Cropland,NULL,Wetland,NULL,Wetland,Forest
610,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
611,Cropland,NULL,Wetland,Water,Wetland,Grassland
612,Cropland,NULL,Wetland,Water,Wetland,Water
613,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
614,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
615,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
616,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
617,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
618,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
619,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
620,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
621,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
622,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
623,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
624,Cropland,NULL,Bareland,Water,Non_Wetland,Water
625,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
626,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
627,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
628,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
629,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
630,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
631,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
632,Cropland,NULL,Water,NULL,Water,Grassland
633,Cropland,NULL,Water,NULL,Water,Wetland
634,Cropland,NULL,Water,NULL,Water,Bareland
635,Cropland,NULL,Water,NULL,Water,Water
636,Cropland,NULL,Water,NULL,Water,Forest
637,Cropland,NULL,Water,Non_Water,Water,Grassland
638,Cropland,NULL,Water,Water,Water,Grassland
639,Cropland,NULL,Water,Water,Water,Wetland
640,Cropland,NULL,Water,Water,Water,Water
641,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
642,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
643,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
644,Cropland,NULL,Forest,NULL,Non_Wetland,Water
645,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
646,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
647,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
648,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
649,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
650,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
651,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
652,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
659,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
660,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
661,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
662,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
663,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
664,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
665,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
666,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
667,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
668,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
669,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
670,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
671,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
672,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
673,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
674,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
675,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
676,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
677,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
678,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
679,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
680,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
681,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
682,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
683,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
684,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
685,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
686,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
687,Cropland,Wetland,Wetland,NULL,Wetland,Forest
688,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
689,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
690,Cropland,Wetland,Wetland,Water,Wetland,Grassland
691,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
692,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
693,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
694,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
695,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
696,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
697,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
698,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
699,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
700,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
701,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
702,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
703,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
704,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
705,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
706,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
707,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
708,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
709,Cropland,Built-up,Shrubland,Water,Non_Wetland,Wetland
710,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
711,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
712,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
713,Cropland,Built-up,Wetland,Water,Wetland,Bareland
714,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
715,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
716,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
717,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
718,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
719,Cropland,Water,Wetland,NULL,Wetland,Grassland
720,Cropland,Water,Water,NULL,Water,Grassland
721,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
722,Cropland,Water,Forest,NULL,Non_Wetland,Forest
723,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
724,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
725,Cropland,Forest,NULL,NULL,Non_Wetland,Water
726,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
727,Cropland,Forest,NULL,Non_Water,Non_Wetland,Water
728,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
729,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
730,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
731,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
732,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
733,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
734,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
735,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
736,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
737,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL
738,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
739,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
740,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
741,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
742,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
743,Cropland,Forest,Grassland,NULL,Non_Wetland,Water
744,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
745,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water
746,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
747,Cropland,Forest,Grassland,Water,Non_Wetland,Water
748,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
749,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
750,Cropland,Forest,Wetland,NULL,Wetland,NULL
751,Cropland,Forest,Wetland,NULL,Wetland,Grassland
752,Cropland,Forest,Wetland,NULL,Wetland,Wetland
753,Cropland,Forest,Wetland,NULL,Wetland,Water
754,Cropland,Forest,Wetland,NULL,Wetland,Forest
755,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
756,Cropland,Forest,Wetland,Water,Wetland,Grassland
757,Cropland,Forest,Wetland,Water,Wetland,Water
758,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
759,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
760,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
761,Cropland,Forest,Bareland,Water,Non_Wetland,Water
762,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
763,Cropland,Forest,Water,NULL,Water,Grassland
764,Cropland,Forest,Water,NULL,Water,Wetland
765,Cropland,Forest,Water,NULL,Water,Water
766,Cropland,Forest,Water,Water,Water,NULL
767,Cropland,Forest,Water,Water,Water,Grassland
768,Cropland,Forest,Water,Water,Water,Water
769,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
770,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
771,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
772,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
773,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
774,Cropland,Forest,Forest,Water,Non_Wetland,Water
775,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
776,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
777,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
778,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
779,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
780,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
781,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
782,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
783,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
784,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
785,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
786,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
787,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
788,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
789,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
790,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
791,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
792,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
793,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
794,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
795,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
796,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
797,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
798,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
799,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
800,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
801,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
802,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
803,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
804,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
805,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
806,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
807,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
808,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
809,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
810,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
811,Wetland,NULL,Wetland,NULL,Wetland,NULL
812,Wetland,NULL,Wetland,NULL,Wetland,Grassland
813,Wetland,NULL,Wetland,NULL,Wetland,Wetland
814,Wetland,NULL,Wetland,NULL,Wetland,Water
815,Wetland,NULL,Wetland,NULL,Wetland,Forest
816,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
817,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
818,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
819,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
820,Wetland,NULL,Wetland,Water,Wetland,Grassland
821,Wetland,NULL,Wetland,Water,Wetland,Wetland
822,Wetland,NULL,Wetland,Water,Wetland,Water
823,Wetland,NULL,Wetland,Water,Wetland,Forest
824,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
825,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
826,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
827,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
828,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
829,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
830,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
831,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
832,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
833,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
834,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
835,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
836,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
837,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
838,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
839,Wetland,NULL,Water,NULL,Water,Grassland
840,Wetland,NULL,Water,NULL,Water,Wetland
841,Wetland,NULL,Water,NULL,Water,Water
842,Wetland,NULL,Water,NULL,Water,Forest
843,Wetland,NULL,Water,Non_Water,Water,Grassland
844,Wetland,NULL,Water,Non_Water,Water,Wetland
845,Wetland,NULL,Water,Non_Water,Water,Forest
846,Wetland,NULL,Water,Water,Water,Grassland
847,Wetland,NULL,Water,Water,Water,Wetland
848,Wetland,NULL,Water,Water,Water,Water
849,Wetland,NULL,Water,Water,Water,Forest
850,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
851,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
852,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
853,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
854,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
855,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
856,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
857,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
858,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
859,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
860,Wetland,NULL,Forest,Water,Non_Wetland,Water
861,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
862,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
863,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
864,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
865,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
866,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
867,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
