Value,AFRICA_2024_DynamicWorld_2024_37PHN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHN_M_R,AFRICA_2024_GSW_Yearly_2021_37PHN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHN_M_R,AFRICA_2024_WorldCover_2021_37PHN_M_R
410,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
411,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
412,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
413,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
414,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
415,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
416,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
417,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
418,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
419,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
420,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
421,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
422,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
423,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
424,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
425,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
426,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
427,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
428,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
429,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
430,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
431,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
432,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
433,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
434,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
435,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
436,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
437,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
438,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
439,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
440,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
441,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
442,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
443,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
444,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
445,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
446,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
447,Wetland,NULL,Wetland,NULL,Wetland,NULL
448,Wetland,NULL,Wetland,NULL,Wetland,Wetland
449,Wetland,NULL,Wetland,NULL,Wetland,Forest
450,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
451,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
452,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
453,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
454,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
455,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
456,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
457,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
458,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
459,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
460,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
461,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
462,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
463,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
464,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
465,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
466,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
467,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
468,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
469,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
470,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
471,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
472,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
473,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
474,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
475,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
476,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
477,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
478,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
479,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
480,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
481,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
482,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
483,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
484,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
485,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
486,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
487,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
488,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
489,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
490,Wetland,Cropland,Water,Non_Water,Water,Cropland
491,Wetland,Cropland,Water,Non_Water,Water,Bareland
492,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
493,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
494,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
495,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
496,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
497,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
498,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
499,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
500,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
501,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
502,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
503,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
504,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
505,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
506,Wetland,Bareland,Bareland,NULL,Non_Wetland,Cropland
507,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
508,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
509,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
510,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
511,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
512,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
513,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
514,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
515,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
516,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
517,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
518,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
519,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
520,Wetland,Forest,Wetland,NULL,Wetland,Wetland
521,Wetland,Forest,Wetland,NULL,Wetland,Forest
522,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
524,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
525,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
526,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
527,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
528,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
529,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
530,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
531,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
532,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
533,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
534,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
535,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
536,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
538,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
539,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
540,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
541,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
542,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
543,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
544,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
545,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
546,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
547,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
548,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
549,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
550,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
551,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
552,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
553,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
554,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
555,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
556,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
557,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
558,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
559,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
560,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
561,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
562,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
563,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
564,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
565,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
566,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
567,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
568,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
569,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
570,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
571,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
572,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
573,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
574,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
575,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
576,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
577,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
578,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
579,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
580,Bareland,NULL,Wetland,NULL,Wetland,NULL
581,Bareland,NULL,Wetland,NULL,Wetland,Grassland
582,Bareland,NULL,Wetland,NULL,Wetland,Cropland
583,Bareland,NULL,Wetland,NULL,Wetland,Bareland
584,Bareland,NULL,Wetland,NULL,Wetland,Water
585,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
586,Bareland,NULL,Wetland,Water,Wetland,Cropland
587,Bareland,NULL,Wetland,Water,Wetland,Bareland
588,Bareland,NULL,Wetland,Water,Wetland,Water
589,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
590,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
591,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
592,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
593,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
594,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
595,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
596,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
597,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
598,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
599,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
600,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
601,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
602,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
603,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
604,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
605,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
606,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
607,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
608,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
609,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
610,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
611,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
612,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
613,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
614,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
615,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
616,Bareland,NULL,Bareland,Water,Non_Wetland,Water
617,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
618,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
619,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
620,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
621,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
622,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
623,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
624,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
625,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
626,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
627,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
628,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
629,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
630,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
631,Bareland,NULL,Water,NULL,Water,Bareland
632,Bareland,NULL,Water,Non_Water,Water,NULL
633,Bareland,NULL,Water,Non_Water,Water,Cropland
634,Bareland,NULL,Water,Non_Water,Water,Wetland
635,Bareland,NULL,Water,Non_Water,Water,Bareland
636,Bareland,NULL,Water,Water,NULL,Bareland
637,Bareland,NULL,Water,Water,Water,Cropland
638,Bareland,NULL,Water,Water,Water,Wetland
639,Bareland,NULL,Water,Water,Water,Bareland
640,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
641,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
642,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
643,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
644,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
645,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
646,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
647,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
648,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
649,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
650,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
651,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
652,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
653,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
654,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
655,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
656,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
657,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
658,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
659,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
660,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
661,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
662,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
663,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
664,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
665,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
666,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
667,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
668,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
669,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
670,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
671,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
672,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
673,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
674,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
675,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
676,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
677,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
678,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
679,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
680,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
681,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
682,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
683,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
684,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
685,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
686,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
687,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
688,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
689,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
690,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
691,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
692,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
693,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
694,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
695,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
696,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
697,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
698,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
699,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
700,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
701,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
702,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
703,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
704,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
705,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
706,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
707,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
708,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
709,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
710,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
711,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
712,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
713,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
714,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
715,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
716,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
717,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
718,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
719,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
720,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
721,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
722,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
723,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
724,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
725,Bareland,Bareland,Wetland,NULL,Wetland,NULL
726,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
727,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
728,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
729,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
730,Bareland,Bareland,Wetland,NULL,Wetland,Water
731,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
732,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
733,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
734,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
735,Bareland,Bareland,Wetland,Water,NULL,Water
736,Bareland,Bareland,Wetland,Water,Wetland,Wetland
737,Bareland,Bareland,Wetland,Water,Wetland,Bareland
738,Bareland,Bareland,Wetland,Water,Wetland,Water
739,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
740,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
741,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
742,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
743,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
744,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
745,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
746,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
747,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
748,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
749,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
750,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
751,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
752,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
753,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
754,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
755,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
756,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
757,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
758,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
759,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
760,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
761,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
762,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
763,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
764,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
765,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
766,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
767,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
768,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
769,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
770,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL
771,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
772,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
773,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
774,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL
775,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
776,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
777,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
778,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
779,Bareland,Bareland,Water,NULL,NULL,Bareland
780,Bareland,Bareland,Water,NULL,Water,Cropland
781,Bareland,Bareland,Water,NULL,Water,Bareland
782,Bareland,Bareland,Water,Non_Water,Water,Cropland
783,Bareland,Bareland,Water,Non_Water,Water,Wetland
784,Bareland,Bareland,Water,Non_Water,Water,Bareland
785,Bareland,Bareland,Water,Non_Water,Water,Water
786,Bareland,Bareland,Water,Water,NULL,Bareland
787,Bareland,Bareland,Water,Water,Water,NULL
788,Bareland,Bareland,Water,Water,Water,Cropland
789,Bareland,Bareland,Water,Water,Water,Wetland
790,Bareland,Bareland,Water,Water,Water,Bareland
791,Bareland,Bareland,Water,Water,Water,Water
792,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
793,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
794,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
795,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
796,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
797,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
798,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
799,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
800,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
801,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
802,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
803,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
804,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
805,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
806,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
807,Bareland,Built-up,Wetland,Water,Wetland,Bareland
808,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
809,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
810,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
811,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
812,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
813,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
814,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
815,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
816,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
817,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL
818,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
819,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
820,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
821,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
822,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
823,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
