Value,AFRICA_2024_DynamicWorld_2024_36PZU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,AFRICA_2024_WorldCover_2021_36PZU_M_R
418,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
419,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
420,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
421,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
422,Cropland,Water,NULL,NULL,Non_Wetland,Forest
423,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
424,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
425,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
426,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
427,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
428,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
429,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
430,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
431,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
432,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
433,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
434,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
435,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
436,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
437,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
438,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
439,Cropland,Water,Forest,NULL,Non_Wetland,Forest
440,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
441,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
442,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
443,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
444,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
445,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
446,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
447,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
448,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
449,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
450,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
451,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
452,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
453,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
454,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
455,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
456,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
457,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
458,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
459,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
460,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
461,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
462,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
463,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
464,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
465,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
466,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
467,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
468,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
469,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
470,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
471,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
472,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
473,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
474,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
475,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
476,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
477,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
478,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
479,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
480,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
481,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
482,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
483,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
484,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
485,Wetland,NULL,Wetland,NULL,Wetland,Grassland
486,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
487,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
488,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
489,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
490,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
491,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
492,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
493,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
494,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
495,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
496,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
497,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
498,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
499,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
500,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
501,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
502,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
503,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
504,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
505,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
506,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
507,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
508,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
509,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
510,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
511,Wetland,Cropland,Wetland,Water,Wetland,Cropland
512,Wetland,Cropland,Wetland,Water,Wetland,Water
513,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
514,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
515,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
516,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
517,Wetland,Cropland,Water,Water,Water,Cropland
518,Wetland,Cropland,Water,Water,Water,Water
519,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
520,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
521,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
522,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
523,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
524,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
525,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
526,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
527,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
528,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
529,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
530,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
531,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
532,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
533,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
534,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
535,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
536,Wetland,Water,NULL,NULL,Non_Wetland,Forest
537,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
538,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
539,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
540,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
541,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
542,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
543,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
544,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
545,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
546,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
547,Wetland,Water,Wetland,NULL,Wetland,Grassland
548,Wetland,Water,Wetland,NULL,Wetland,Cropland
549,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
550,Wetland,Water,Wetland,Water,Wetland,Cropland
551,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
552,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
553,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
554,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
555,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
556,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
557,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
558,Wetland,Water,Water,Non_Water,Water,Water
559,Wetland,Water,Water,Water,Water,Cropland
560,Wetland,Water,Water,Water,Water,Water
561,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
562,Wetland,Water,Forest,NULL,Non_Wetland,Forest
563,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
564,Wetland,Water,Forest,Water,Non_Wetland,Water
565,Wetland,Water,Forest,Water,Non_Wetland,Forest
566,Wetland,Forest,NULL,Water,Non_Wetland,Forest
567,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
568,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
569,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
570,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
571,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
572,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
573,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
574,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
579,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
580,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
581,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
582,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
583,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
584,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
585,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
586,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
587,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
588,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
589,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
590,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
591,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
592,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
593,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
594,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
595,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
596,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
597,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
598,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
599,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
600,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
601,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
602,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
603,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
604,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
605,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
606,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
607,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
608,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
609,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
610,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
611,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
612,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
613,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
614,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
615,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
616,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
617,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
618,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
619,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
620,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
621,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
622,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
623,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
624,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
625,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
626,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
627,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
628,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
629,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
630,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
631,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
632,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
633,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
634,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
635,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
636,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
637,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
638,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
639,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
640,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
641,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
642,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
643,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
644,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
645,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
646,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
647,Bareland,Water,Forest,Water,Non_Wetland,Grassland
648,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
649,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
650,Water,NULL,NULL,NULL,Non_Wetland,NULL
651,Water,NULL,NULL,NULL,Non_Wetland,Grassland
652,Water,NULL,NULL,NULL,Non_Wetland,Cropland
653,Water,NULL,NULL,NULL,Non_Wetland,Bareland
654,Water,NULL,NULL,NULL,Non_Wetland,Forest
655,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
656,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
657,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
658,Water,NULL,NULL,Water,Non_Wetland,Grassland
659,Water,NULL,NULL,Water,Non_Wetland,Forest
660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
661,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
662,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
663,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
664,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
665,Water,NULL,Shrubland,NULL,Non_Wetland,Water
666,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
667,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
668,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
669,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
670,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
671,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
672,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
673,Water,NULL,Shrubland,Water,Non_Wetland,Water
674,Water,NULL,Shrubland,Water,Non_Wetland,Forest
675,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
676,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
677,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
678,Water,NULL,Grassland,NULL,Non_Wetland,Forest
679,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
680,Water,NULL,Cropland,NULL,Non_Wetland,NULL
681,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
682,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
683,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
684,Water,NULL,Cropland,NULL,Non_Wetland,Water
685,Water,NULL,Cropland,NULL,Non_Wetland,Forest
686,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
687,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
688,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
689,Water,NULL,Cropland,Water,Non_Wetland,Grassland
690,Water,NULL,Cropland,Water,Non_Wetland,Cropland
691,Water,NULL,Cropland,Water,Non_Wetland,Bareland
692,Water,NULL,Cropland,Water,Non_Wetland,Forest
693,Water,NULL,Wetland,NULL,Wetland,Grassland
694,Water,NULL,Wetland,NULL,Wetland,Cropland
695,Water,NULL,Wetland,NULL,Wetland,Forest
696,Water,NULL,Wetland,Water,Wetland,Grassland
697,Water,NULL,Wetland,Water,Wetland,Bareland
698,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
699,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
700,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
701,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
702,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
703,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
704,Water,NULL,Bareland,NULL,Non_Wetland,NULL
705,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
706,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
707,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
708,Water,NULL,Bareland,NULL,Non_Wetland,Water
709,Water,NULL,Bareland,NULL,Non_Wetland,Forest
710,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
711,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
712,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
713,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
714,Water,NULL,Bareland,Water,Non_Wetland,NULL
715,Water,NULL,Bareland,Water,Non_Wetland,Grassland
716,Water,NULL,Bareland,Water,Non_Wetland,Cropland
717,Water,NULL,Bareland,Water,Non_Wetland,Bareland
718,Water,NULL,Bareland,Water,Non_Wetland,Forest
719,Water,NULL,Built-up,NULL,Non_Wetland,NULL
720,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
721,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
722,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
723,Water,NULL,Built-up,NULL,Non_Wetland,Water
724,Water,NULL,Built-up,NULL,Non_Wetland,Forest
725,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
726,Water,NULL,Water,NULL,Water,Grassland
727,Water,NULL,Water,NULL,Water,Forest
728,Water,NULL,Water,Water,Water,Forest
729,Water,NULL,Forest,NULL,Non_Wetland,NULL
730,Water,NULL,Forest,NULL,Non_Wetland,Grassland
731,Water,NULL,Forest,NULL,Non_Wetland,Cropland
732,Water,NULL,Forest,NULL,Non_Wetland,Wetland
733,Water,NULL,Forest,NULL,Non_Wetland,Bareland
734,Water,NULL,Forest,NULL,Non_Wetland,Water
735,Water,NULL,Forest,NULL,Non_Wetland,Forest
736,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
737,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
738,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
739,Water,NULL,Forest,Water,Non_Wetland,NULL
740,Water,NULL,Forest,Water,Non_Wetland,Grassland
741,Water,NULL,Forest,Water,Non_Wetland,Cropland
742,Water,NULL,Forest,Water,Non_Wetland,Bareland
743,Water,NULL,Forest,Water,Non_Wetland,Forest
744,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
745,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
746,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
747,Water,Cropland,NULL,NULL,Non_Wetland,Water
748,Water,Cropland,NULL,NULL,Non_Wetland,Forest
749,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
750,Water,Cropland,NULL,Water,Non_Wetland,Forest
751,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
752,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
753,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
754,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
755,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
756,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
757,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
758,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
759,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
760,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
761,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
762,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
763,Water,Cropland,Grassland,Water,Non_Wetland,Forest
764,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
765,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
766,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
767,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
768,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
769,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
770,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
771,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
772,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
773,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
774,Water,Cropland,Wetland,NULL,Wetland,Cropland
775,Water,Cropland,Wetland,NULL,Wetland,Forest
776,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
777,Water,Cropland,Wetland,Water,Wetland,Cropland
778,Water,Cropland,Wetland,Water,Wetland,Bareland
779,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
780,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
781,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
782,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
783,Water,Cropland,Bareland,NULL,Non_Wetland,Water
784,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
785,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
786,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
787,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
788,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
789,Water,Cropland,Bareland,Water,Non_Wetland,Forest
790,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
791,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
792,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
793,Water,Cropland,Water,NULL,Water,NULL
794,Water,Cropland,Water,Water,Water,Cropland
795,Water,Cropland,Forest,NULL,Non_Wetland,NULL
796,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
797,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
798,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
799,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
800,Water,Cropland,Forest,NULL,Non_Wetland,Water
801,Water,Cropland,Forest,NULL,Non_Wetland,Forest
802,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
803,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
804,Water,Cropland,Forest,Water,Non_Wetland,Grassland
805,Water,Cropland,Forest,Water,Non_Wetland,Cropland
806,Water,Cropland,Forest,Water,Non_Wetland,Forest
807,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
808,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
809,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
810,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
811,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
812,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
813,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
814,Water,Water,NULL,NULL,Non_Wetland,NULL
815,Water,Water,NULL,NULL,Non_Wetland,Grassland
816,Water,Water,NULL,NULL,Non_Wetland,Cropland
817,Water,Water,NULL,NULL,Non_Wetland,Bareland
818,Water,Water,NULL,NULL,Non_Wetland,Water
819,Water,Water,NULL,NULL,Non_Wetland,Forest
820,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
821,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
822,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
823,Water,Water,NULL,Non_Water,Non_Wetland,Water
824,Water,Water,NULL,Non_Water,Non_Wetland,Forest
825,Water,Water,NULL,Water,Non_Wetland,Grassland
826,Water,Water,NULL,Water,Non_Wetland,Cropland
827,Water,Water,NULL,Water,Non_Wetland,Bareland
828,Water,Water,NULL,Water,Non_Wetland,Water
829,Water,Water,NULL,Water,Non_Wetland,Forest
830,Water,Water,Shrubland,NULL,Non_Wetland,NULL
831,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
832,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
833,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
834,Water,Water,Shrubland,NULL,Non_Wetland,Water
835,Water,Water,Shrubland,NULL,Non_Wetland,Forest
836,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
837,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
838,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
839,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
840,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
841,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
842,Water,Water,Shrubland,Water,Non_Wetland,Grassland
843,Water,Water,Shrubland,Water,Non_Wetland,Cropland
844,Water,Water,Shrubland,Water,Non_Wetland,Bareland
845,Water,Water,Shrubland,Water,Non_Wetland,Water
846,Water,Water,Shrubland,Water,Non_Wetland,Forest
847,Water,Water,Grassland,NULL,Non_Wetland,NULL
848,Water,Water,Grassland,NULL,Non_Wetland,Grassland
849,Water,Water,Grassland,NULL,Non_Wetland,Cropland
850,Water,Water,Grassland,NULL,Non_Wetland,Bareland
851,Water,Water,Grassland,NULL,Non_Wetland,Water
852,Water,Water,Grassland,NULL,Non_Wetland,Forest
853,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
