Value,AFRICA_2024_DynamicWorld_2024_37NGG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,AFRICA_2024_WorldCover_2021_37NGG_M_R
424,Wetland,Water,Forest,NULL,Non_Wetland,Forest
425,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
426,Wetland,Water,Forest,Water,Non_Wetland,Forest
427,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
428,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
429,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
430,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
431,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
432,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
433,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
434,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
435,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
436,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
437,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
438,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
439,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
441,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
442,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
443,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
444,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
445,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
446,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
447,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
448,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
449,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
450,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
451,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
452,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
453,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
454,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
455,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
456,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
457,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
458,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
459,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
460,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
461,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
462,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
463,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
464,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
465,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
466,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
467,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
468,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
469,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
470,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
471,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
472,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
473,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
474,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
475,Bareland,NULL,Wetland,NULL,Wetland,Forest
476,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
477,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
478,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
479,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
480,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
481,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
482,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
483,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
484,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
485,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
486,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
487,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
488,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
489,Bareland,NULL,Water,NULL,Water,Grassland
490,Bareland,NULL,Water,NULL,Water,Cropland
491,Bareland,NULL,Water,NULL,Water,Bareland
492,Bareland,NULL,Water,NULL,Water,Forest
493,Bareland,NULL,Water,Water,Water,Grassland
494,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
495,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
496,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
498,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
499,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
502,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
503,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
504,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
505,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
506,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
507,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
508,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
509,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
510,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
511,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
512,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
513,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
514,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
515,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
516,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
517,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
518,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
519,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
520,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
521,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
522,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
523,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
524,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
525,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
526,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
527,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
528,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
529,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
530,Bareland,Bareland,Water,NULL,Water,Grassland
531,Bareland,Bareland,Water,NULL,Water,Bareland
532,Bareland,Bareland,Water,NULL,Water,Forest
533,Bareland,Bareland,Water,Non_Water,Water,Grassland
534,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
535,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
536,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
537,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
538,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
539,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
540,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
541,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
542,Bareland,Water,NULL,NULL,Non_Wetland,NULL
543,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
544,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
545,Bareland,Water,NULL,NULL,Non_Wetland,Forest
546,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
547,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
548,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
549,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
550,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
551,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
552,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
553,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
554,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
555,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
556,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
557,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
558,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
559,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
560,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
561,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
562,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
563,Bareland,Water,Grassland,Water,Non_Wetland,NULL
564,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
565,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
566,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
567,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
568,Bareland,Water,Grassland,Water,Non_Wetland,Water
569,Bareland,Water,Grassland,Water,Non_Wetland,Forest
570,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
571,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
572,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
573,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
574,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
575,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
576,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
577,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
578,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
579,Bareland,Water,Cropland,Water,Non_Wetland,NULL
580,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
581,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
582,Bareland,Water,Cropland,Water,Non_Wetland,Water
583,Bareland,Water,Cropland,Water,Non_Wetland,Forest
584,Bareland,Water,Wetland,NULL,Wetland,Water
585,Bareland,Water,Wetland,Water,Wetland,Grassland
586,Bareland,Water,Wetland,Water,Wetland,Bareland
587,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
588,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
589,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
590,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
591,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
592,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
593,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
594,Bareland,Water,Bareland,Water,Non_Wetland,Forest
595,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
596,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
597,Bareland,Water,Water,NULL,Water,Grassland
598,Bareland,Water,Water,NULL,Water,Bareland
599,Bareland,Water,Water,NULL,Water,Forest
600,Bareland,Water,Water,Non_Water,Water,Grassland
601,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
602,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
603,Bareland,Water,Forest,NULL,Non_Wetland,Forest
604,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
605,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
606,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
607,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
608,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
609,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
610,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
611,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
612,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
613,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
614,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
615,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
616,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
617,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
618,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
619,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
620,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
621,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
622,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
623,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
624,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
625,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
626,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
627,Water,NULL,NULL,NULL,Non_Wetland,Grassland
628,Water,NULL,NULL,NULL,Non_Wetland,Cropland
629,Water,NULL,NULL,NULL,Non_Wetland,Bareland
630,Water,NULL,NULL,NULL,Non_Wetland,Water
631,Water,NULL,NULL,NULL,Non_Wetland,Forest
632,Water,NULL,NULL,Water,Non_Wetland,Grassland
633,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
634,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
635,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
636,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
637,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
638,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
639,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
640,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
641,Water,NULL,Shrubland,Water,Non_Wetland,Forest
642,Water,NULL,Grassland,NULL,Non_Wetland,NULL
643,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
644,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
645,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
646,Water,NULL,Grassland,NULL,Non_Wetland,Water
647,Water,NULL,Grassland,NULL,Non_Wetland,Forest
648,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
649,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
650,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
651,Water,NULL,Grassland,Water,Non_Wetland,NULL
652,Water,NULL,Grassland,Water,Non_Wetland,Grassland
653,Water,NULL,Grassland,Water,Non_Wetland,Water
654,Water,NULL,Grassland,Water,Non_Wetland,Forest
655,Water,NULL,Cropland,NULL,Non_Wetland,NULL
656,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
657,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
658,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
659,Water,NULL,Cropland,NULL,Non_Wetland,Forest
660,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
661,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
662,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
663,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
664,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
665,Water,NULL,Cropland,Water,Non_Wetland,NULL
666,Water,NULL,Cropland,Water,Non_Wetland,Grassland
667,Water,NULL,Cropland,Water,Non_Wetland,Forest
668,Water,NULL,Wetland,NULL,Wetland,Forest
669,Water,NULL,Wetland,Non_Water,Wetland,Grassland
670,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
671,Water,NULL,Bareland,NULL,Non_Wetland,NULL
672,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
673,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
674,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
675,Water,NULL,Bareland,NULL,Non_Wetland,Forest
676,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
677,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
678,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
679,Water,NULL,Bareland,Water,Non_Wetland,Grassland
680,Water,NULL,Bareland,Water,Non_Wetland,Forest
681,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
682,Water,NULL,Built-up,NULL,Non_Wetland,Forest
683,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
684,Water,NULL,Built-up,Water,Non_Wetland,Forest
685,Water,NULL,Water,NULL,Water,Grassland
686,Water,NULL,Water,NULL,Water,Cropland
687,Water,NULL,Water,NULL,Water,Forest
688,Water,NULL,Forest,NULL,Non_Wetland,NULL
689,Water,NULL,Forest,NULL,Non_Wetland,Grassland
690,Water,NULL,Forest,NULL,Non_Wetland,Cropland
691,Water,NULL,Forest,NULL,Non_Wetland,Forest
692,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
693,Water,NULL,Forest,Water,Non_Wetland,Forest
694,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
695,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
696,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
697,Water,Cropland,Forest,NULL,Non_Wetland,Forest
698,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
699,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
700,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
701,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
702,Water,Water,NULL,NULL,Non_Wetland,NULL
703,Water,Water,NULL,NULL,Non_Wetland,Grassland
704,Water,Water,NULL,NULL,Non_Wetland,Cropland
705,Water,Water,NULL,NULL,Non_Wetland,Bareland
706,Water,Water,NULL,NULL,Non_Wetland,Water
707,Water,Water,NULL,NULL,Non_Wetland,Forest
708,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
709,Water,Water,NULL,Non_Water,Non_Wetland,Water
710,Water,Water,NULL,Non_Water,Non_Wetland,Forest
711,Water,Water,NULL,Water,Non_Wetland,Bareland
712,Water,Water,NULL,Water,Non_Wetland,Water
713,Water,Water,NULL,Water,Non_Wetland,Forest
714,Water,Water,Shrubland,NULL,Non_Wetland,NULL
715,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
716,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
717,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
718,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
719,Water,Water,Shrubland,NULL,Non_Wetland,Water
720,Water,Water,Shrubland,NULL,Non_Wetland,Forest
721,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
722,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
723,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
724,Water,Water,Shrubland,Water,Non_Wetland,NULL
725,Water,Water,Shrubland,Water,Non_Wetland,Grassland
726,Water,Water,Shrubland,Water,Non_Wetland,Wetland
727,Water,Water,Shrubland,Water,Non_Wetland,Bareland
728,Water,Water,Shrubland,Water,Non_Wetland,Water
729,Water,Water,Shrubland,Water,Non_Wetland,Forest
730,Water,Water,Grassland,NULL,Non_Wetland,NULL
731,Water,Water,Grassland,NULL,Non_Wetland,Grassland
732,Water,Water,Grassland,NULL,Non_Wetland,Cropland
733,Water,Water,Grassland,NULL,Non_Wetland,Wetland
734,Water,Water,Grassland,NULL,Non_Wetland,Bareland
735,Water,Water,Grassland,NULL,Non_Wetland,Water
736,Water,Water,Grassland,NULL,Non_Wetland,Forest
737,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
738,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
739,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
740,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
741,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
742,Water,Water,Grassland,Non_Water,Non_Wetland,Water
743,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
744,Water,Water,Grassland,Water,Non_Wetland,NULL
745,Water,Water,Grassland,Water,Non_Wetland,Grassland
746,Water,Water,Grassland,Water,Non_Wetland,Cropland
747,Water,Water,Grassland,Water,Non_Wetland,Wetland
748,Water,Water,Grassland,Water,Non_Wetland,Bareland
749,Water,Water,Grassland,Water,Non_Wetland,Water
750,Water,Water,Grassland,Water,Non_Wetland,Forest
751,Water,Water,Cropland,NULL,Non_Wetland,NULL
752,Water,Water,Cropland,NULL,Non_Wetland,Grassland
753,Water,Water,Cropland,NULL,Non_Wetland,Cropland
754,Water,Water,Cropland,NULL,Non_Wetland,Wetland
755,Water,Water,Cropland,NULL,Non_Wetland,Bareland
756,Water,Water,Cropland,NULL,Non_Wetland,Water
757,Water,Water,Cropland,NULL,Non_Wetland,Forest
758,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
759,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
760,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
761,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
762,Water,Water,Cropland,Non_Water,Non_Wetland,Water
763,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
764,Water,Water,Cropland,Water,Non_Wetland,NULL
765,Water,Water,Cropland,Water,Non_Wetland,Grassland
766,Water,Water,Cropland,Water,Non_Wetland,Cropland
767,Water,Water,Cropland,Water,Non_Wetland,Wetland
768,Water,Water,Cropland,Water,Non_Wetland,Bareland
769,Water,Water,Cropland,Water,Non_Wetland,Water
770,Water,Water,Cropland,Water,Non_Wetland,Forest
771,Water,Water,Wetland,NULL,Wetland,Grassland
772,Water,Water,Wetland,NULL,Wetland,Cropland
773,Water,Water,Wetland,NULL,Wetland,Wetland
774,Water,Water,Wetland,NULL,Wetland,Bareland
775,Water,Water,Wetland,NULL,Wetland,Water
776,Water,Water,Wetland,NULL,Wetland,Forest
777,Water,Water,Wetland,Non_Water,Wetland,Grassland
778,Water,Water,Wetland,Non_Water,Wetland,Cropland
779,Water,Water,Wetland,Non_Water,Wetland,Wetland
780,Water,Water,Wetland,Non_Water,Wetland,Bareland
781,Water,Water,Wetland,Non_Water,Wetland,Water
782,Water,Water,Wetland,Non_Water,Wetland,Forest
783,Water,Water,Wetland,Water,Wetland,NULL
784,Water,Water,Wetland,Water,Wetland,Grassland
785,Water,Water,Wetland,Water,Wetland,Cropland
786,Water,Water,Wetland,Water,Wetland,Wetland
787,Water,Water,Wetland,Water,Wetland,Bareland
788,Water,Water,Wetland,Water,Wetland,Water
789,Water,Water,Wetland,Water,Wetland,Forest
790,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
791,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
792,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
793,Water,Water,Bareland,NULL,Non_Wetland,NULL
794,Water,Water,Bareland,NULL,Non_Wetland,Grassland
795,Water,Water,Bareland,NULL,Non_Wetland,Cropland
796,Water,Water,Bareland,NULL,Non_Wetland,Wetland
797,Water,Water,Bareland,NULL,Non_Wetland,Bareland
798,Water,Water,Bareland,NULL,Non_Wetland,Water
799,Water,Water,Bareland,NULL,Non_Wetland,Forest
800,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
801,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
802,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
803,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
804,Water,Water,Bareland,Non_Water,Non_Wetland,Water
805,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
806,Water,Water,Bareland,Water,Non_Wetland,NULL
807,Water,Water,Bareland,Water,Non_Wetland,Grassland
808,Water,Water,Bareland,Water,Non_Wetland,Cropland
809,Water,Water,Bareland,Water,Non_Wetland,Wetland
810,Water,Water,Bareland,Water,Non_Wetland,Bareland
811,Water,Water,Bareland,Water,Non_Wetland,Water
812,Water,Water,Bareland,Water,Non_Wetland,Forest
813,Water,Water,Built-up,NULL,Non_Wetland,Grassland
814,Water,Water,Built-up,NULL,Non_Wetland,Water
815,Water,Water,Built-up,NULL,Non_Wetland,Forest
816,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
817,Water,Water,Built-up,Water,Non_Wetland,Bareland
818,Water,Water,Built-up,Water,Non_Wetland,Water
819,Water,Water,Built-up,Water,Non_Wetland,Forest
820,Water,Water,Water,NULL,Water,NULL
821,Water,Water,Water,NULL,Water,Grassland
822,Water,Water,Water,NULL,Water,Cropland
823,Water,Water,Water,NULL,Water,Wetland
824,Water,Water,Water,NULL,Water,Bareland
825,Water,Water,Water,NULL,Water,Water
826,Water,Water,Water,NULL,Water,Forest
827,Water,Water,Water,Non_Water,Water,Grassland
828,Water,Water,Water,Non_Water,Water,Cropland
829,Water,Water,Water,Non_Water,Water,Bareland
830,Water,Water,Water,Non_Water,Water,Water
831,Water,Water,Water,Non_Water,Water,Forest
832,Water,Water,Water,Water,Water,Grassland
833,Water,Water,Water,Water,Water,Cropland
834,Water,Water,Water,Water,Water,Wetland
835,Water,Water,Water,Water,Water,Bareland
836,Water,Water,Water,Water,Water,Water
837,Water,Water,Water,Water,Water,Forest
838,Water,Water,Forest,NULL,Non_Wetland,NULL
839,Water,Water,Forest,NULL,Non_Wetland,Grassland
840,Water,Water,Forest,NULL,Non_Wetland,Cropland
841,Water,Water,Forest,NULL,Non_Wetland,Bareland
842,Water,Water,Forest,NULL,Non_Wetland,Water
843,Water,Water,Forest,NULL,Non_Wetland,Forest
844,Water,Water,Forest,Non_Water,Non_Wetland,NULL
845,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
846,Water,Water,Forest,Non_Water,Non_Wetland,Water
847,Water,Water,Forest,Non_Water,Non_Wetland,Forest
848,Water,Water,Forest,Water,Non_Wetland,NULL
849,Water,Water,Forest,Water,Non_Wetland,Grassland
850,Water,Water,Forest,Water,Non_Wetland,Bareland
851,Water,Water,Forest,Water,Non_Wetland,Water
852,Water,Water,Forest,Water,Non_Wetland,Forest
853,Water,Forest,NULL,NULL,Non_Wetland,Forest
854,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
855,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
856,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
857,Water,Forest,Grassland,NULL,Non_Wetland,NULL
858,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
859,Water,Forest,Cropland,NULL,Non_Wetland,NULL
860,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
861,Water,Forest,Cropland,NULL,Non_Wetland,Forest
862,Water,Forest,Cropland,Water,Non_Wetland,Forest
863,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
864,Water,Forest,Bareland,NULL,Non_Wetland,NULL
865,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
866,Water,Forest,Bareland,NULL,Non_Wetland,Forest
867,Water,Forest,Forest,NULL,Non_Wetland,Grassland
868,Water,Forest,Forest,NULL,Non_Wetland,Forest
869,Forest,NULL,NULL,NULL,Non_Wetland,NULL
870,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
871,Forest,NULL,NULL,NULL,Non_Wetland,Forest
872,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
873,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
874,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
