Value,AFRICA_2024_DynamicWorld_2024_36PVS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVS_M_R,AFRICA_2024_GSW_Yearly_2021_36PVS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVS_M_R,AFRICA_2024_WorldCover_2021_36PVS_M_R
440,NULL,Forest,Grassland,Water,Non_Wetland,Water
441,NULL,Forest,Grassland,Water,Non_Wetland,Forest
442,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
443,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
444,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
445,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
446,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
447,NULL,Forest,Cropland,NULL,Non_Wetland,Water
448,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
449,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
450,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
451,NULL,Forest,Cropland,Water,Non_Wetland,Wetland
452,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
453,NULL,Forest,Wetland,NULL,Wetland,NULL
454,NULL,Forest,Wetland,NULL,Wetland,Grassland
455,NULL,Forest,Wetland,NULL,Wetland,Wetland
456,NULL,Forest,Wetland,NULL,Wetland,Water
457,NULL,Forest,Wetland,NULL,Wetland,Forest
458,NULL,Forest,Wetland,Water,Wetland,Grassland
459,NULL,Forest,Wetland,Water,Wetland,Wetland
460,NULL,Forest,Wetland,Water,Wetland,Water
461,NULL,Forest,Wetland,Water,Wetland,Forest
462,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
463,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
464,NULL,Forest,Bareland,NULL,Non_Wetland,Water
465,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
466,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
467,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
468,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
469,NULL,Forest,Water,NULL,Water,NULL
470,NULL,Forest,Water,NULL,Water,Grassland
471,NULL,Forest,Water,NULL,Water,Wetland
472,NULL,Forest,Water,NULL,Water,Water
473,NULL,Forest,Water,NULL,Water,Forest
474,NULL,Forest,Water,Non_Water,Water,Grassland
475,NULL,Forest,Water,Non_Water,Water,Wetland
476,NULL,Forest,Water,Water,Water,Grassland
477,NULL,Forest,Water,Water,Water,Wetland
478,NULL,Forest,Water,Water,Water,Water
479,NULL,Forest,Water,Water,Water,Forest
480,NULL,Forest,Forest,NULL,Non_Wetland,NULL
481,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
482,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
483,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
484,NULL,Forest,Forest,NULL,Non_Wetland,Water
485,NULL,Forest,Forest,NULL,Non_Wetland,Forest
486,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
487,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
488,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
489,NULL,Forest,Forest,Water,Non_Wetland,NULL
490,NULL,Forest,Forest,Water,Non_Wetland,Grassland
491,NULL,Forest,Forest,Water,Non_Wetland,Water
492,NULL,Forest,Forest,Water,Non_Wetland,Forest
493,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
494,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
495,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
496,Grassland,NULL,NULL,NULL,Non_Wetland,Water
497,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
498,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
499,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
500,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
501,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
502,Grassland,NULL,NULL,Water,Non_Wetland,Water
503,Grassland,NULL,NULL,Water,Non_Wetland,Forest
504,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
510,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
511,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
512,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
513,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
514,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
515,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
516,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
517,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
518,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
519,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
520,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
521,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
522,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
523,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
524,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
525,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
526,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
527,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
528,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
529,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
530,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
531,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
532,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
533,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
534,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
537,Grassland,NULL,Cropland,Water,Non_Wetland,NULL
538,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
539,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
540,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
541,Grassland,NULL,Wetland,NULL,Wetland,NULL
542,Grassland,NULL,Wetland,NULL,Wetland,Grassland
543,Grassland,NULL,Wetland,NULL,Wetland,Cropland
544,Grassland,NULL,Wetland,NULL,Wetland,Wetland
545,Grassland,NULL,Wetland,NULL,Wetland,Water
546,Grassland,NULL,Wetland,NULL,Wetland,Forest
547,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
548,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
549,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
550,Grassland,NULL,Wetland,Non_Water,Wetland,Water
551,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
552,Grassland,NULL,Wetland,Water,Wetland,Grassland
553,Grassland,NULL,Wetland,Water,Wetland,Wetland
554,Grassland,NULL,Wetland,Water,Wetland,Water
555,Grassland,NULL,Wetland,Water,Wetland,Forest
556,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
557,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
558,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
559,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
560,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
561,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
562,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
563,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
564,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
565,Grassland,NULL,Water,NULL,Water,Grassland
566,Grassland,NULL,Water,NULL,Water,Wetland
567,Grassland,NULL,Water,NULL,Water,Water
568,Grassland,NULL,Water,NULL,Water,Forest
569,Grassland,NULL,Water,Non_Water,Water,Grassland
570,Grassland,NULL,Water,Non_Water,Water,Forest
571,Grassland,NULL,Water,Water,Water,NULL
572,Grassland,NULL,Water,Water,Water,Grassland
573,Grassland,NULL,Water,Water,Water,Wetland
574,Grassland,NULL,Water,Water,Water,Water
575,Grassland,NULL,Water,Water,Water,Forest
576,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
577,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
578,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
579,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
580,Grassland,NULL,Forest,NULL,Non_Wetland,Water
581,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
582,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
583,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
584,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
585,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
586,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
587,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
588,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
589,Grassland,NULL,Forest,Water,Non_Wetland,Water
590,Grassland,NULL,Forest,Water,Non_Wetland,Forest
591,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
592,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
593,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
598,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
599,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
600,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
601,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
602,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
603,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
604,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
605,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
606,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
607,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
611,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
612,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
613,Grassland,Cropland,Wetland,NULL,Wetland,NULL
614,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
615,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
616,Grassland,Cropland,Wetland,NULL,Wetland,Forest
617,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
618,Grassland,Cropland,Wetland,Water,Wetland,Grassland
619,Grassland,Cropland,Water,Non_Water,Water,Wetland
620,Grassland,Cropland,Water,Water,Water,Grassland
621,Grassland,Cropland,Water,Water,Water,Wetland
622,Grassland,Cropland,Water,Water,Water,Water
623,Grassland,Cropland,Water,Water,Water,Forest
624,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
625,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
626,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
627,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
628,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
629,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
630,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
631,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
632,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
633,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
634,Grassland,Wetland,NULL,NULL,Non_Wetland,Water
635,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
636,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
637,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
638,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
639,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
640,Grassland,Wetland,NULL,Water,Non_Wetland,Forest
641,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
642,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
643,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
644,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
645,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
646,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
647,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
648,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
649,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
650,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
651,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
652,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
653,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
654,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
655,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
656,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
657,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
658,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
659,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
660,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
661,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
662,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
663,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
664,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
665,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
666,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
667,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
668,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
669,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
670,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
671,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
672,Grassland,Wetland,Wetland,NULL,Wetland,NULL
673,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
674,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
675,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
676,Grassland,Wetland,Wetland,NULL,Wetland,Water
677,Grassland,Wetland,Wetland,NULL,Wetland,Forest
678,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
679,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
680,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
681,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
682,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
683,Grassland,Wetland,Wetland,Water,Wetland,Grassland
684,Grassland,Wetland,Wetland,Water,Wetland,Wetland
685,Grassland,Wetland,Wetland,Water,Wetland,Water
686,Grassland,Wetland,Wetland,Water,Wetland,Forest
687,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
688,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
689,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
690,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
691,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
692,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
693,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
694,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
695,Grassland,Wetland,Bareland,Water,Non_Wetland,Forest
696,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
697,Grassland,Wetland,Built-up,NULL,Non_Wetland,Forest
698,Grassland,Wetland,Water,NULL,Water,Grassland
699,Grassland,Wetland,Water,NULL,Water,Wetland
700,Grassland,Wetland,Water,NULL,Water,Water
701,Grassland,Wetland,Water,NULL,Water,Forest
702,Grassland,Wetland,Water,Non_Water,Water,Grassland
703,Grassland,Wetland,Water,Non_Water,Water,Wetland
704,Grassland,Wetland,Water,Non_Water,Water,Water
705,Grassland,Wetland,Water,Non_Water,Water,Forest
706,Grassland,Wetland,Water,Water,Water,Grassland
707,Grassland,Wetland,Water,Water,Water,Wetland
708,Grassland,Wetland,Water,Water,Water,Water
709,Grassland,Wetland,Water,Water,Water,Forest
710,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
711,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
712,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
713,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
714,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
715,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
716,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
717,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
718,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water
719,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
720,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
721,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
722,Grassland,Wetland,Forest,Water,Non_Wetland,Water
723,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
724,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
725,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
726,Grassland,Water,NULL,NULL,Non_Wetland,Forest
727,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest
728,Grassland,Water,NULL,Water,Non_Wetland,Grassland
729,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
730,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
731,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
732,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
733,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
734,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
735,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
736,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
737,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
738,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
739,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water
740,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
741,Grassland,Water,Grassland,Water,Non_Wetland,Forest
742,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
743,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
744,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
745,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
746,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
747,Grassland,Water,Wetland,NULL,Wetland,NULL
748,Grassland,Water,Wetland,NULL,Wetland,Grassland
749,Grassland,Water,Wetland,NULL,Wetland,Wetland
750,Grassland,Water,Wetland,NULL,Wetland,Water
751,Grassland,Water,Wetland,NULL,Wetland,Forest
752,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
753,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
754,Grassland,Water,Wetland,Non_Water,Wetland,Water
755,Grassland,Water,Wetland,Non_Water,Wetland,Forest
756,Grassland,Water,Wetland,Water,Wetland,Grassland
757,Grassland,Water,Wetland,Water,Wetland,Wetland
758,Grassland,Water,Wetland,Water,Wetland,Water
759,Grassland,Water,Wetland,Water,Wetland,Forest
760,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
761,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
762,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
763,Grassland,Water,Water,NULL,Water,Wetland
764,Grassland,Water,Water,NULL,Water,Water
765,Grassland,Water,Water,NULL,Water,Forest
766,Grassland,Water,Water,Non_Water,Water,Forest
767,Grassland,Water,Water,Water,Water,Grassland
768,Grassland,Water,Water,Water,Water,Water
769,Grassland,Water,Water,Water,Water,Forest
770,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
771,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
772,Grassland,Water,Forest,NULL,Non_Wetland,Forest
773,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
774,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
775,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
776,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
777,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
778,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
779,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
780,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
781,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
782,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
783,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
784,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
785,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
786,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
787,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
788,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
789,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
790,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
791,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
792,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
793,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
794,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
795,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
796,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
797,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
798,Grassland,Forest,Grassland,Water,Non_Wetland,Water
799,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
800,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
801,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
802,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
803,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
804,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
805,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
806,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
807,Grassland,Forest,Cropland,Water,Non_Wetland,Water
808,Grassland,Forest,Wetland,NULL,Wetland,NULL
809,Grassland,Forest,Wetland,NULL,Wetland,Grassland
810,Grassland,Forest,Wetland,NULL,Wetland,Wetland
811,Grassland,Forest,Wetland,NULL,Wetland,Forest
812,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
813,Grassland,Forest,Wetland,Non_Water,Wetland,Water
814,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
815,Grassland,Forest,Wetland,Water,Wetland,Grassland
816,Grassland,Forest,Wetland,Water,Wetland,Wetland
817,Grassland,Forest,Wetland,Water,Wetland,Water
818,Grassland,Forest,Wetland,Water,Wetland,Forest
819,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
820,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
821,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
822,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
823,Grassland,Forest,Water,NULL,Water,Grassland
824,Grassland,Forest,Water,NULL,Water,Wetland
825,Grassland,Forest,Water,NULL,Water,Water
826,Grassland,Forest,Water,NULL,Water,Forest
827,Grassland,Forest,Water,Non_Water,Water,Water
828,Grassland,Forest,Water,Water,Water,Grassland
829,Grassland,Forest,Water,Water,Water,Wetland
830,Grassland,Forest,Water,Water,Water,Water
831,Grassland,Forest,Water,Water,Water,Forest
832,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
833,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
834,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
835,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
836,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
837,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
838,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
839,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
840,Grassland,Forest,Forest,Water,Non_Wetland,Water
841,Grassland,Forest,Forest,Water,Non_Wetland,Forest
842,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
843,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
844,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
845,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
846,Cropland,NULL,NULL,NULL,Non_Wetland,Water
847,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
848,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
849,Cropland,NULL,NULL,Water,Non_Wetland,NULL
850,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
851,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
852,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
853,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
854,Cropland,NULL,NULL,Water,Non_Wetland,Water
855,Cropland,NULL,NULL,Water,Non_Wetland,Forest
856,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
857,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
858,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
864,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
865,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
866,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
867,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
868,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
869,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
870,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
871,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
872,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
873,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
874,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
875,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
876,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
877,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
878,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
879,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
880,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
881,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
882,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
