Value,AFRICA_2024_DynamicWorld_2024_36PTR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,AFRICA_2024_WorldCover_2021_36PTR_M_R
433,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
434,Grassland,Wetland,Wetland,NULL,Wetland,Water
435,Grassland,Wetland,Wetland,NULL,Wetland,Forest
436,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
437,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
438,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
439,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
440,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
441,Grassland,Wetland,Wetland,Water,Wetland,Grassland
442,Grassland,Wetland,Wetland,Water,Wetland,Wetland
443,Grassland,Wetland,Wetland,Water,Wetland,Water
444,Grassland,Wetland,Wetland,Water,Wetland,Forest
445,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
446,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
447,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
448,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water
449,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
450,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
451,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
452,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water
453,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
454,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
455,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
456,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
457,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
458,Grassland,Wetland,Built-up,Water,Non_Wetland,Grassland
459,Grassland,Wetland,Water,NULL,Water,NULL
460,Grassland,Wetland,Water,NULL,Water,Grassland
461,Grassland,Wetland,Water,NULL,Water,Wetland
462,Grassland,Wetland,Water,NULL,Water,Forest
463,Grassland,Wetland,Water,Non_Water,Water,Wetland
464,Grassland,Wetland,Water,Non_Water,Water,Water
465,Grassland,Wetland,Water,Non_Water,Water,Forest
466,Grassland,Wetland,Water,Water,Water,NULL
467,Grassland,Wetland,Water,Water,Water,Grassland
468,Grassland,Wetland,Water,Water,Water,Wetland
469,Grassland,Wetland,Water,Water,Water,Bareland
470,Grassland,Wetland,Water,Water,Water,Water
471,Grassland,Wetland,Water,Water,Water,Forest
472,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
473,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
474,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
475,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
476,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
477,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
478,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
479,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
480,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water
481,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
482,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
483,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
484,Grassland,Wetland,Forest,Water,Non_Wetland,Water
485,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
486,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
487,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
488,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
489,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
490,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
491,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
492,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
493,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
494,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
495,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
496,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
497,Grassland,Water,Wetland,NULL,Wetland,NULL
498,Grassland,Water,Wetland,NULL,Wetland,Grassland
499,Grassland,Water,Wetland,NULL,Wetland,Wetland
500,Grassland,Water,Wetland,NULL,Wetland,Forest
501,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
502,Grassland,Water,Wetland,Non_Water,Wetland,Forest
503,Grassland,Water,Wetland,Water,Wetland,Grassland
504,Grassland,Water,Wetland,Water,Wetland,Wetland
505,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
506,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
507,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
508,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
509,Grassland,Water,Water,NULL,Water,Grassland
510,Grassland,Water,Water,NULL,Water,Wetland
511,Grassland,Water,Water,NULL,Water,Forest
512,Grassland,Water,Water,Non_Water,Water,Wetland
513,Grassland,Water,Water,Water,Water,Grassland
514,Grassland,Water,Water,Water,Water,Wetland
515,Grassland,Water,Water,Water,Water,Water
516,Grassland,Water,Water,Water,Water,Forest
517,Grassland,Water,Forest,NULL,Non_Wetland,NULL
518,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
519,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
520,Grassland,Water,Forest,NULL,Non_Wetland,Forest
521,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
522,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
523,Grassland,Water,Forest,Water,Non_Wetland,Wetland
524,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
525,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
526,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
527,Grassland,Forest,NULL,NULL,Non_Wetland,Water
528,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
529,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
530,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
531,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
532,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
533,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
534,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
535,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
536,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
537,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
538,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL
539,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
540,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
541,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
542,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
543,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
544,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
545,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
546,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
547,Grassland,Forest,Wetland,NULL,Wetland,NULL
548,Grassland,Forest,Wetland,NULL,Wetland,Grassland
549,Grassland,Forest,Wetland,NULL,Wetland,Wetland
550,Grassland,Forest,Wetland,NULL,Wetland,Forest
551,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
552,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
553,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
554,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
555,Grassland,Forest,Wetland,Water,Wetland,Wetland
556,Grassland,Forest,Wetland,Water,Wetland,Water
557,Grassland,Forest,Wetland,Water,Wetland,Forest
558,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
559,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
560,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
561,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
562,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
563,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
564,Grassland,Forest,Water,NULL,Water,Wetland
565,Grassland,Forest,Water,NULL,Water,Water
566,Grassland,Forest,Water,NULL,Water,Forest
567,Grassland,Forest,Water,Non_Water,Water,Wetland
568,Grassland,Forest,Water,Non_Water,Water,Forest
569,Grassland,Forest,Water,Water,Water,Wetland
570,Grassland,Forest,Water,Water,Water,Forest
571,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
572,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
573,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
574,Grassland,Forest,Forest,NULL,Non_Wetland,Water
575,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
576,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
577,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
578,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
579,Grassland,Forest,Forest,Water,Non_Wetland,NULL
580,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
581,Grassland,Forest,Forest,Water,Non_Wetland,Forest
582,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
583,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
584,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
585,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
586,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
587,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
595,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
596,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
597,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
598,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
599,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
600,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
601,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
602,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
603,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
604,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
605,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
606,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
607,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
608,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
609,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
610,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
611,Cropland,NULL,Cropland,Water,Non_Wetland,Water
612,Cropland,NULL,Wetland,NULL,Wetland,NULL
613,Cropland,NULL,Wetland,NULL,Wetland,Grassland
614,Cropland,NULL,Wetland,NULL,Wetland,Wetland
615,Cropland,NULL,Wetland,NULL,Wetland,Forest
616,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
617,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
618,Cropland,NULL,Wetland,Water,Wetland,Wetland
619,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
620,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
621,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
622,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
623,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
624,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
625,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
626,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
627,Cropland,NULL,Water,NULL,Water,Grassland
628,Cropland,NULL,Water,Water,Water,Grassland
629,Cropland,NULL,Water,Water,Water,Wetland
630,Cropland,NULL,Water,Water,Water,Water
631,Cropland,NULL,Water,Water,Water,Forest
632,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
633,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
634,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
635,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
636,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
637,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
638,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
639,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
640,Cropland,NULL,Forest,Water,Non_Wetland,Water
641,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
646,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
647,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
648,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
649,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
650,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
651,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
652,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
653,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
654,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
655,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
656,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
657,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
658,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
659,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
660,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
661,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
662,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
663,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
664,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
665,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
666,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
667,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
668,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
669,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland
670,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
671,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
672,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
673,Cropland,Wetland,Wetland,NULL,Wetland,NULL
674,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
675,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
676,Cropland,Wetland,Wetland,NULL,Wetland,Forest
677,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
678,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
679,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
680,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
681,Cropland,Wetland,Water,Water,Water,Water
682,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
683,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
684,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
685,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
686,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
687,Cropland,Wetland,Forest,Water,Non_Wetland,Water
688,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
689,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
690,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
691,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
692,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
693,Cropland,Water,Wetland,NULL,Wetland,Wetland
694,Cropland,Water,Water,NULL,Water,Forest
695,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
696,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
697,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
698,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
699,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
700,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
701,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
702,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
703,Cropland,Forest,Wetland,NULL,Wetland,NULL
704,Cropland,Forest,Wetland,NULL,Wetland,Grassland
705,Cropland,Forest,Wetland,NULL,Wetland,Wetland
706,Cropland,Forest,Wetland,NULL,Wetland,Forest
707,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
708,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
709,Cropland,Forest,Wetland,Water,Wetland,Wetland
710,Cropland,Forest,Wetland,Water,Wetland,Forest
711,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
712,Cropland,Forest,Water,NULL,Water,Wetland
713,Cropland,Forest,Water,Water,Water,Wetland
714,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
715,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
716,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
717,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
718,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
719,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
720,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
721,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
722,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
723,Wetland,NULL,NULL,NULL,Non_Wetland,Water
724,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
725,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
726,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
727,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
728,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
729,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
730,Wetland,NULL,NULL,Water,Non_Wetland,Water
731,Wetland,NULL,NULL,Water,Non_Wetland,Forest
732,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
733,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
734,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
735,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
736,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
737,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
738,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
739,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
740,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
741,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
742,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
743,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
744,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
745,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
746,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
747,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
748,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
749,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
750,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
751,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
752,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
753,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
754,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
755,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
756,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
757,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
758,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
759,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
760,Wetland,NULL,Wetland,NULL,Wetland,NULL
761,Wetland,NULL,Wetland,NULL,Wetland,Grassland
762,Wetland,NULL,Wetland,NULL,Wetland,Wetland
763,Wetland,NULL,Wetland,NULL,Wetland,Water
764,Wetland,NULL,Wetland,NULL,Wetland,Forest
765,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
766,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
767,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
768,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
769,Wetland,NULL,Wetland,Water,Wetland,Grassland
770,Wetland,NULL,Wetland,Water,Wetland,Wetland
771,Wetland,NULL,Wetland,Water,Wetland,Forest
772,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
773,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
774,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
775,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
776,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
777,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
778,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
779,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
780,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
781,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
782,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
783,Wetland,NULL,Water,NULL,Water,NULL
784,Wetland,NULL,Water,NULL,Water,Grassland
785,Wetland,NULL,Water,NULL,Water,Wetland
786,Wetland,NULL,Water,NULL,Water,Water
787,Wetland,NULL,Water,NULL,Water,Forest
788,Wetland,NULL,Water,Non_Water,Water,Wetland
789,Wetland,NULL,Water,Water,Water,NULL
790,Wetland,NULL,Water,Water,Water,Grassland
791,Wetland,NULL,Water,Water,Water,Wetland
792,Wetland,NULL,Water,Water,Water,Water
793,Wetland,NULL,Water,Water,Water,Forest
794,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
795,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
796,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
797,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
798,Wetland,NULL,Forest,NULL,Non_Wetland,Water
799,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
800,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
801,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
802,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
803,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
804,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
805,Wetland,NULL,Forest,Water,Non_Wetland,NULL
806,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
807,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
808,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
809,Wetland,NULL,Forest,Water,Non_Wetland,Water
810,Wetland,NULL,Forest,Water,Non_Wetland,Forest
811,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
812,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
813,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
814,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
815,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
816,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
817,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
818,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
819,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
820,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
821,Wetland,Cropland,Water,NULL,Water,Grassland
822,Wetland,Cropland,Water,NULL,Water,Wetland
823,Wetland,Cropland,Water,Water,Water,Grassland
824,Wetland,Cropland,Water,Water,Water,Wetland
825,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
826,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
827,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
828,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
829,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
830,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
831,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
832,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
833,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
834,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
835,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
836,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
837,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
838,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
839,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
840,Wetland,Wetland,NULL,Water,Non_Wetland,Water
841,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
842,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
843,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
844,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
845,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
846,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
847,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
848,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
849,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
850,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
851,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
852,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
853,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
854,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
855,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
856,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
857,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
858,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
859,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
860,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
861,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
862,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
863,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
864,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
865,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
866,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
867,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
868,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
869,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
