Value,AFRICA_2024_DynamicWorld_2024_37PGP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGP_M_R,AFRICA_2024_GSW_Yearly_2021_37PGP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGP_M_R,AFRICA_2024_WorldCover_2021_37PGP_M_R
414,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
415,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
416,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
419,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
420,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
421,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
422,Grassland,Cropland,Wetland,NULL,Wetland,NULL
423,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
424,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
425,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
426,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
427,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
428,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
429,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
430,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
431,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
432,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
433,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
434,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
435,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
436,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
437,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
438,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
439,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
440,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
441,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
442,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
443,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland
444,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
445,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
446,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
447,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
448,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
449,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
450,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
451,Grassland,Wetland,Wetland,NULL,Wetland,NULL
452,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
453,Grassland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
454,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
455,Grassland,Water,Grassland,NULL,Non_Wetland,NULL
456,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
457,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
459,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
460,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
461,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
462,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL
463,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
464,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
465,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
466,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
467,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
468,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
469,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
470,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
471,Grassland,Forest,Wetland,NULL,Wetland,NULL
472,Grassland,Forest,Wetland,NULL,Wetland,Cropland
473,Grassland,Forest,Wetland,NULL,Wetland,Wetland
474,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
475,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
476,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
477,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
478,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
479,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
480,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
481,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
482,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
483,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
484,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
487,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
488,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
491,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
492,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
493,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
494,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
495,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
496,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
497,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
498,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
499,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
500,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
501,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
502,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
503,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
504,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
505,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
506,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
507,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
508,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
509,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
510,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
511,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
512,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
513,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
514,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
515,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
516,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
517,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
518,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
519,Cropland,NULL,Grassland,Water,Non_Wetland,Water
520,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
521,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
522,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
523,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
524,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
525,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
526,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
528,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
529,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
530,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
531,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
532,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
533,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
534,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
535,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
536,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
537,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
538,Cropland,NULL,Wetland,NULL,Wetland,NULL
539,Cropland,NULL,Wetland,NULL,Wetland,Cropland
540,Cropland,NULL,Wetland,NULL,Wetland,Wetland
541,Cropland,NULL,Wetland,NULL,Wetland,Forest
542,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
543,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
544,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
545,Cropland,NULL,Wetland,Water,Wetland,NULL
546,Cropland,NULL,Wetland,Water,Wetland,Cropland
547,Cropland,NULL,Wetland,Water,Wetland,Wetland
548,Cropland,NULL,Wetland,Water,Wetland,Bareland
549,Cropland,NULL,Wetland,Water,Wetland,Water
550,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
551,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
552,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
553,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
554,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
555,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
556,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
557,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
558,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
559,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
560,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
561,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
562,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
563,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
564,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
565,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
566,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
567,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
568,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
569,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
570,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
571,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
572,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
573,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
574,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
575,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
576,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
577,Cropland,NULL,Bareland,Water,Non_Wetland,Water
578,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
579,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
580,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
581,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
582,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
583,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
584,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
585,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
586,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
587,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
588,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
589,Cropland,NULL,Built-up,Water,Non_Wetland,NULL
590,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
591,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
592,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
593,Cropland,NULL,Water,NULL,Water,NULL
594,Cropland,NULL,Water,NULL,Water,Bareland
595,Cropland,NULL,Water,Water,Water,Water
596,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
597,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
598,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
599,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
600,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
601,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
602,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
603,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
604,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
605,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
606,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
607,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
608,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
609,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
610,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
618,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
619,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
620,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
621,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
622,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
623,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
624,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
625,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
626,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
627,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
628,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
629,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
630,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
631,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
632,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
633,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
634,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
635,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
636,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
637,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
638,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
639,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
640,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
641,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
642,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
643,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
644,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
645,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
646,Cropland,Cropland,Grassland,Water,Non_Wetland,Built-up
647,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
648,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
649,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
650,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
651,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
652,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
653,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
654,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
655,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
656,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
657,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
658,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
659,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
660,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
661,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
662,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
663,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
664,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
665,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
666,Cropland,Cropland,Wetland,NULL,Wetland,NULL
667,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
668,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
669,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
670,Cropland,Cropland,Wetland,NULL,Wetland,Forest
671,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
672,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
673,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
674,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
675,Cropland,Cropland,Wetland,Water,Wetland,NULL
676,Cropland,Cropland,Wetland,Water,Wetland,Cropland
677,Cropland,Cropland,Wetland,Water,Wetland,Wetland
678,Cropland,Cropland,Wetland,Water,Wetland,Bareland
679,Cropland,Cropland,Wetland,Water,Wetland,Water
680,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
681,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
682,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
683,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
684,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
685,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
686,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
687,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
688,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
689,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
690,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
691,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
692,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
693,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
694,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
695,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
696,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
697,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
698,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
699,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
700,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
701,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
702,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
703,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
704,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
705,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
706,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
707,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
708,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
709,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
710,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
711,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
712,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
713,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
714,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
715,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
716,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
717,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
718,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
719,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
720,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
721,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
722,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
723,Cropland,Cropland,Water,NULL,Water,Water
724,Cropland,Cropland,Water,Water,Water,Wetland
725,Cropland,Cropland,Water,Water,Water,Water
726,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
727,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
728,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
729,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
730,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
731,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
732,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
733,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
734,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
735,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
736,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
737,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
738,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
739,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
740,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
741,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
742,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
743,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
744,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
745,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
746,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
747,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
748,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
749,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
750,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
751,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
752,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
753,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL
754,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
755,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
756,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
757,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
758,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
759,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
760,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
761,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
762,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
763,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
764,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL
765,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
766,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
767,Cropland,Wetland,Wetland,NULL,Wetland,NULL
768,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
769,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
770,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
771,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
772,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
773,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
774,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
775,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
776,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
777,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
778,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
779,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL
780,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
781,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
782,Cropland,Wetland,Bareland,Water,Non_Wetland,Bareland
783,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
784,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
785,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
786,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland
787,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
788,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
789,Cropland,Wetland,Built-up,Water,Non_Wetland,Cropland
790,Cropland,Wetland,Built-up,Water,Non_Wetland,Wetland
791,Cropland,Wetland,Built-up,Water,Non_Wetland,Water
792,Cropland,Wetland,Water,Water,Water,Wetland
793,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
794,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
795,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
796,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
797,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
798,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
799,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
800,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
801,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
802,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
803,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
804,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
805,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
806,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
807,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
808,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
809,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
810,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
811,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
812,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
813,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
814,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
815,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
816,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
817,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
818,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
819,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
820,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
