Value,AFRICA_2024_DynamicWorld_2024_35PQS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQS_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQS_M_R,AFRICA_2024_GSW_Yearly_2021_35PQS_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQS_M_R,AFRICA_2024_WorldCover_2021_35PQS_M_R
417,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
418,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
419,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
420,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
421,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
422,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
423,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
424,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
425,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
426,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
427,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
428,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
429,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
430,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
431,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
432,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
433,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
434,Bareland,Built-up,Grassland,Water,Non_Wetland,Wetland
435,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
436,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
437,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
438,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
439,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
440,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
441,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
442,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
443,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
444,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
445,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
446,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
447,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
448,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
449,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
450,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
451,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
452,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
453,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
454,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
455,Bareland,Water,Wetland,Water,Wetland,Wetland
456,Bareland,Water,Wetland,Water,Wetland,Bareland
457,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
458,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
459,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
460,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
461,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
462,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
463,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
464,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
465,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
466,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
467,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
468,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
469,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
470,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
471,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
472,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
473,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
474,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
475,Water,NULL,NULL,NULL,Non_Wetland,Grassland
476,Water,NULL,NULL,NULL,Non_Wetland,Bareland
477,Water,NULL,NULL,NULL,Non_Wetland,Forest
478,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
479,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
480,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
481,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
482,Water,NULL,NULL,Water,Non_Wetland,Grassland
483,Water,NULL,NULL,Water,Non_Wetland,Cropland
484,Water,NULL,NULL,Water,Non_Wetland,Wetland
485,Water,NULL,NULL,Water,Non_Wetland,Water
486,Water,NULL,NULL,Water,Non_Wetland,Forest
487,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
488,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
489,Water,NULL,Shrubland,NULL,Non_Wetland,Water
490,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
491,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
492,Water,NULL,Grassland,NULL,Non_Wetland,NULL
493,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
494,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
495,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
496,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
497,Water,NULL,Grassland,NULL,Non_Wetland,Water
498,Water,NULL,Grassland,NULL,Non_Wetland,Forest
499,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
500,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
501,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
502,Water,NULL,Grassland,Non_Water,Non_Wetland,Built-up
503,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
504,Water,NULL,Grassland,Water,Non_Wetland,Grassland
505,Water,NULL,Grassland,Water,Non_Wetland,Cropland
506,Water,NULL,Grassland,Water,Non_Wetland,Wetland
507,Water,NULL,Grassland,Water,Non_Wetland,Bareland
508,Water,NULL,Grassland,Water,Non_Wetland,Forest
509,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
510,Water,NULL,Cropland,NULL,Non_Wetland,Forest
511,Water,NULL,Cropland,Water,Non_Wetland,Grassland
512,Water,NULL,Cropland,Water,Non_Wetland,Cropland
513,Water,NULL,Cropland,Water,Non_Wetland,Bareland
514,Water,NULL,Wetland,NULL,Wetland,Bareland
515,Water,NULL,Wetland,NULL,Wetland,Forest
516,Water,NULL,Wetland,Water,Wetland,Grassland
517,Water,NULL,Wetland,Water,Wetland,Wetland
518,Water,NULL,Wetland,Water,Wetland,Bareland
519,Water,NULL,Wetland,Water,Wetland,Water
520,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
521,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
522,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
523,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
524,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
525,Water,NULL,Bareland,Water,Non_Wetland,Grassland
526,Water,NULL,Bareland,Water,Non_Wetland,Wetland
527,Water,NULL,Bareland,Water,Non_Wetland,Bareland
528,Water,NULL,Bareland,Water,Non_Wetland,Water
529,Water,NULL,Built-up,NULL,Non_Wetland,NULL
530,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
531,Water,NULL,Built-up,NULL,Non_Wetland,Forest
532,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
533,Water,NULL,Built-up,Water,Non_Wetland,Bareland
534,Water,NULL,Water,NULL,Water,Grassland
535,Water,NULL,Forest,NULL,Non_Wetland,NULL
536,Water,NULL,Forest,NULL,Non_Wetland,Grassland
537,Water,NULL,Forest,NULL,Non_Wetland,Water
538,Water,NULL,Forest,NULL,Non_Wetland,Forest
539,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
540,Water,NULL,Forest,Water,Non_Wetland,Cropland
541,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
542,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
543,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
544,Water,Wetland,Grassland,NULL,Non_Wetland,Water
545,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
546,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
547,Water,Wetland,Forest,NULL,Non_Wetland,Forest
548,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
549,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
550,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
551,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
552,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
553,Water,Bareland,Wetland,Water,Wetland,Wetland
554,Water,Bareland,Wetland,Water,Wetland,Bareland
555,Water,Bareland,Wetland,Water,Wetland,Water
556,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
557,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
558,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
559,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
560,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
561,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
562,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
563,Water,Bareland,Water,Water,Water,Wetland
564,Water,Bareland,Water,Water,Water,Bareland
565,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
566,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
567,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
568,Water,Water,NULL,NULL,Non_Wetland,Grassland
569,Water,Water,NULL,NULL,Non_Wetland,Cropland
570,Water,Water,NULL,NULL,Non_Wetland,Bareland
571,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
572,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
573,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
574,Water,Water,NULL,Water,Non_Wetland,Grassland
575,Water,Water,NULL,Water,Non_Wetland,Cropland
576,Water,Water,NULL,Water,Non_Wetland,Wetland
577,Water,Water,NULL,Water,Non_Wetland,Bareland
578,Water,Water,NULL,Water,Non_Wetland,Water
579,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
580,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
581,Water,Water,Shrubland,NULL,Non_Wetland,Water
582,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
583,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
584,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
585,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
586,Water,Water,Shrubland,Water,Non_Wetland,Grassland
587,Water,Water,Shrubland,Water,Non_Wetland,Cropland
588,Water,Water,Shrubland,Water,Non_Wetland,Wetland
589,Water,Water,Shrubland,Water,Non_Wetland,Bareland
590,Water,Water,Grassland,NULL,Non_Wetland,Grassland
591,Water,Water,Grassland,NULL,Non_Wetland,Cropland
592,Water,Water,Grassland,NULL,Non_Wetland,Wetland
593,Water,Water,Grassland,NULL,Non_Wetland,Bareland
594,Water,Water,Grassland,NULL,Non_Wetland,Water
595,Water,Water,Grassland,NULL,Non_Wetland,Forest
596,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
597,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
598,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
599,Water,Water,Grassland,Water,Non_Wetland,Grassland
600,Water,Water,Grassland,Water,Non_Wetland,Cropland
601,Water,Water,Grassland,Water,Non_Wetland,Wetland
602,Water,Water,Grassland,Water,Non_Wetland,Bareland
603,Water,Water,Grassland,Water,Non_Wetland,Water
604,Water,Water,Grassland,Water,Non_Wetland,Forest
605,Water,Water,Cropland,Water,Non_Wetland,Grassland
606,Water,Water,Wetland,NULL,Wetland,Grassland
607,Water,Water,Wetland,NULL,Wetland,Wetland
608,Water,Water,Wetland,NULL,Wetland,Bareland
609,Water,Water,Wetland,NULL,Wetland,Water
610,Water,Water,Wetland,Non_Water,Wetland,Grassland
611,Water,Water,Wetland,Non_Water,Wetland,Bareland
612,Water,Water,Wetland,Water,Wetland,Grassland
613,Water,Water,Wetland,Water,Wetland,Cropland
614,Water,Water,Wetland,Water,Wetland,Wetland
615,Water,Water,Wetland,Water,Wetland,Bareland
616,Water,Water,Wetland,Water,Wetland,Water
617,Water,Water,Bareland,NULL,Non_Wetland,Grassland
618,Water,Water,Bareland,NULL,Non_Wetland,Bareland
619,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
620,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
621,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
622,Water,Water,Bareland,Water,Non_Wetland,Grassland
623,Water,Water,Bareland,Water,Non_Wetland,Cropland
624,Water,Water,Bareland,Water,Non_Wetland,Wetland
625,Water,Water,Bareland,Water,Non_Wetland,Bareland
626,Water,Water,Bareland,Water,Non_Wetland,Water
627,Water,Water,Built-up,Water,Non_Wetland,Wetland
628,Water,Water,Built-up,Water,Non_Wetland,Bareland
629,Water,Water,Water,NULL,Water,Water
630,Water,Water,Water,Non_Water,Water,Grassland
631,Water,Water,Water,Water,Water,Grassland
632,Water,Water,Water,Water,Water,Bareland
633,Water,Water,Water,Water,Water,Water
634,Water,Water,Forest,NULL,Non_Wetland,Cropland
635,Water,Water,Forest,NULL,Non_Wetland,Forest
636,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
637,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
638,Water,Water,Forest,Water,Non_Wetland,Grassland
639,Water,Forest,NULL,NULL,Non_Wetland,Forest
640,Water,Forest,Forest,NULL,Non_Wetland,Forest
641,Forest,NULL,NULL,NULL,Non_Wetland,NULL
642,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
643,Forest,NULL,NULL,NULL,Non_Wetland,Forest
644,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
646,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
647,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
648,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
649,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
650,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
651,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
652,Forest,NULL,Wetland,NULL,Wetland,Grassland
653,Forest,NULL,Wetland,NULL,Wetland,Forest
654,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
655,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
656,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
657,Forest,NULL,Forest,NULL,Non_Wetland,NULL
658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
659,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
660,Forest,NULL,Forest,NULL,Non_Wetland,Forest
661,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
662,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
663,Forest,Wetland,Wetland,NULL,Wetland,Forest
664,Forest,Forest,NULL,NULL,Non_Wetland,NULL
665,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
666,Forest,Forest,NULL,NULL,Non_Wetland,Forest
667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
668,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
669,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
670,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
671,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
672,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
673,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
674,Forest,Forest,Wetland,NULL,Wetland,Grassland
675,Forest,Forest,Wetland,NULL,Wetland,Forest
676,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
677,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
678,Forest,Forest,Forest,NULL,Non_Wetland,NULL
679,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
680,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
681,Forest,Forest,Forest,NULL,Non_Wetland,Forest
