Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
1010,Grassland,Wetland,Water,Water,Water,Wetland
1011,Grassland,Wetland,Water,Water,Water,Water
1012,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
1013,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
1014,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
1015,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
1016,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland
1017,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
1018,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1019,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1020,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1021,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1022,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1023,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
1024,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
1025,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
1026,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
1027,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland
1028,Grassland,Wetland,Forest,Water,Non_Wetland,Water
1029,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
1030,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
1031,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
1032,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
1033,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1034,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1035,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1036,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1037,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1038,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1039,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
1040,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1041,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1042,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1043,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
1044,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1045,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1046,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
1047,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
1048,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
1049,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
1050,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
1051,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
1052,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
1053,Grassland,Water,NULL,NULL,Non_Wetland,NULL
1054,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
1055,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
1056,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
1057,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL
1058,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland
1059,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
1060,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
1061,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
1062,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
1063,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
1064,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
1065,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1066,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
1067,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
1068,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
1069,Grassland,Water,Grassland,Water,Non_Wetland,Wetland
1070,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
1071,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
1072,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
1073,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL
1074,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
1075,Grassland,Water,Wetland,NULL,Wetland,NULL
1076,Grassland,Water,Wetland,NULL,Wetland,Grassland
1077,Grassland,Water,Wetland,NULL,Wetland,Wetland
1078,Grassland,Water,Wetland,NULL,Wetland,Forest
1079,Grassland,Water,Wetland,Water,Wetland,Grassland
1080,Grassland,Water,Wetland,Water,Wetland,Forest
1081,Grassland,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1082,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
1083,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
1084,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
1085,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
1086,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
1087,Grassland,Water,Bareland,Water,Non_Wetland,Water
1088,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
1089,Grassland,Water,Built-up,NULL,Non_Wetland,Forest
1090,Grassland,Water,Water,Water,Water,Water
1091,Grassland,Water,Forest,NULL,Non_Wetland,NULL
1092,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
1093,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
1094,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
1095,Grassland,Water,Forest,NULL,Non_Wetland,Forest
1096,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL
1097,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
1098,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
1099,Grassland,Water,Forest,Water,Non_Wetland,Wetland
1100,Grassland,Water,Forest,Water,Non_Wetland,Water
1101,Grassland,Water,Forest,Water,Non_Wetland,Forest
1102,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
1103,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
1104,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
1105,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
1106,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
1107,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1108,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1109,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
1110,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
1111,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
1112,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1113,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1114,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1115,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
1116,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1117,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1118,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1119,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1120,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
1121,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
1122,Grassland,Forest,Shrubland,Water,Non_Wetland,Bareland
1123,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
1124,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
1125,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
1126,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
1127,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1128,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1129,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1130,Grassland,Forest,Grassland,Water,Non_Wetland,NULL
1131,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
1132,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
1133,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
1134,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
1135,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
1136,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1137,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1138,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1139,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1140,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
1141,Grassland,Forest,Wetland,NULL,Wetland,NULL
1142,Grassland,Forest,Wetland,NULL,Wetland,Grassland
1143,Grassland,Forest,Wetland,NULL,Wetland,Cropland
1144,Grassland,Forest,Wetland,NULL,Wetland,Wetland
1145,Grassland,Forest,Wetland,NULL,Wetland,Forest
1146,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
1147,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
1148,Grassland,Forest,Wetland,Water,Wetland,NULL
1149,Grassland,Forest,Wetland,Water,Wetland,Cropland
1150,Grassland,Forest,Wetland,Water,Wetland,Wetland
1151,Grassland,Forest,Wetland,Water,Wetland,Water
1152,Grassland,Forest,Wetland,Water,Wetland,Forest
1153,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
1154,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
1155,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
1156,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
1157,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
1158,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL
1159,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
1160,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
1161,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
1162,Grassland,Forest,Water,NULL,Water,Grassland
1163,Grassland,Forest,Water,NULL,Water,Wetland
1164,Grassland,Forest,Water,Water,Water,Forest
1165,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
1166,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
1167,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
1168,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
1169,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
1170,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
1171,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1172,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1173,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1174,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
1175,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
1176,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
1177,Grassland,Forest,Forest,Water,Non_Wetland,Forest
1178,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
1179,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
1180,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
1181,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
1182,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
1183,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
1184,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
1185,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
1186,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1187,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1188,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1189,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
1190,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
1191,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
1192,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
1193,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
1194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
1200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
1201,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1202,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1203,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1204,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1205,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1206,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1207,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1208,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
1209,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
1210,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
1211,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
1212,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
1213,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
1214,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
1215,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
1216,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
1217,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
1218,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
1219,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
1220,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
1221,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1222,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1223,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1224,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1225,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1226,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1227,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
1228,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
1229,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
1230,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
1231,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
1232,Cropland,NULL,Grassland,Water,Non_Wetland,Water
1233,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
1234,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
1235,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
1236,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
1237,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
1238,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
1239,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
1240,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
1241,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
1242,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1243,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1244,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1245,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1246,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
1247,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1248,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
1249,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
1250,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
1251,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
1252,Cropland,NULL,Cropland,Water,Non_Wetland,Water
1253,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
1254,Cropland,NULL,Wetland,NULL,Wetland,NULL
1255,Cropland,NULL,Wetland,NULL,Wetland,Grassland
1256,Cropland,NULL,Wetland,NULL,Wetland,Cropland
1257,Cropland,NULL,Wetland,NULL,Wetland,Wetland
1258,Cropland,NULL,Wetland,NULL,Wetland,Forest
1259,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
1260,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
1261,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
1262,Cropland,NULL,Wetland,Water,Wetland,NULL
1263,Cropland,NULL,Wetland,Water,Wetland,Grassland
1264,Cropland,NULL,Wetland,Water,Wetland,Wetland
1265,Cropland,NULL,Wetland,Water,Wetland,Bareland
1266,Cropland,NULL,Wetland,Water,Wetland,Water
1267,Cropland,NULL,Wetland,Water,Wetland,Forest
1268,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1269,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1270,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1271,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1272,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1273,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1274,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1275,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1276,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
1277,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
1278,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
1279,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
1280,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
1281,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
1282,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
1283,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1284,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1285,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1286,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1287,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1288,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1289,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
1290,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
1291,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
1292,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
1293,Cropland,NULL,Bareland,Water,Non_Wetland,Water
1294,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
1295,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
1296,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
1297,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
1298,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
1299,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
1300,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1301,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
1302,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1303,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1304,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
1305,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
1306,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
1307,Cropland,NULL,Built-up,Water,Non_Wetland,Water
1308,Cropland,NULL,Water,NULL,Water,Cropland
1309,Cropland,NULL,Water,NULL,Water,Wetland
1310,Cropland,NULL,Water,Non_Water,Water,NULL
1311,Cropland,NULL,Water,Non_Water,Water,Grassland
1312,Cropland,NULL,Water,Non_Water,Water,Wetland
1313,Cropland,NULL,Water,Water,Water,Cropland
1314,Cropland,NULL,Water,Water,Water,Wetland
1315,Cropland,NULL,Water,Water,Water,Water
1316,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
1317,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1318,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1319,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1320,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
1321,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1322,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1323,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
1324,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1325,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1326,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1327,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1328,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
1329,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
1330,Cropland,NULL,Forest,Water,Non_Wetland,NULL
1331,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
1332,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
1333,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
1334,Cropland,NULL,Forest,Water,Non_Wetland,Water
1335,Cropland,NULL,Forest,Water,Non_Wetland,Forest
1336,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
1337,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1338,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
1339,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
1340,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
1341,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
1342,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
1343,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1344,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1345,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1346,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1347,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1348,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Built-up
1349,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1350,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
1351,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
1352,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
1353,Cropland,Cropland,NULL,Water,Non_Wetland,Water
1354,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
1355,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1356,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1357,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1358,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1359,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1360,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
1362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1363,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1364,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1365,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1366,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1367,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1368,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1369,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
1370,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1371,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1372,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1373,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1374,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
1375,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
1376,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1377,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1378,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1379,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1380,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1381,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1382,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1383,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1384,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1385,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1386,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1387,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1388,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1389,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1390,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1391,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
1392,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1393,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1394,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1395,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
1396,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1397,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
1398,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1399,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1400,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1401,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1402,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1403,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1404,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1405,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1406,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1407,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1408,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1409,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1410,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1411,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1412,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1413,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1414,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1415,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1416,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1417,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1418,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1419,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1420,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
