Value,AFRICA_2024_DynamicWorld_2024_37PHQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PHQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHQ_M_R,AFRICA_2024_WorldCover_2021_37PHQ_M_R
418,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
419,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
420,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
421,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
422,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
423,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
424,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
425,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
426,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
427,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
428,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
429,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
430,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
431,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
432,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
433,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
434,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
435,Bareland,NULL,Wetland,NULL,NULL,Wetland
436,Bareland,NULL,Wetland,NULL,NULL,Bareland
437,Bareland,NULL,Wetland,NULL,Wetland,NULL
438,Bareland,NULL,Wetland,NULL,Wetland,Grassland
439,Bareland,NULL,Wetland,NULL,Wetland,Cropland
440,Bareland,NULL,Wetland,NULL,Wetland,Wetland
441,Bareland,NULL,Wetland,NULL,Wetland,Bareland
442,Bareland,NULL,Wetland,NULL,Wetland,Water
443,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
444,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
445,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
446,Bareland,NULL,Wetland,Water,NULL,NULL
447,Bareland,NULL,Wetland,Water,NULL,Cropland
448,Bareland,NULL,Wetland,Water,NULL,Bareland
449,Bareland,NULL,Wetland,Water,Wetland,NULL
450,Bareland,NULL,Wetland,Water,Wetland,Cropland
451,Bareland,NULL,Wetland,Water,Wetland,Wetland
452,Bareland,NULL,Wetland,Water,Wetland,Bareland
453,Bareland,NULL,Wetland,Water,Wetland,Water
454,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
455,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
456,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
457,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
458,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
459,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
460,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
461,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
462,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
463,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
464,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
465,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
466,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
467,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
468,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
469,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
470,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
471,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
472,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
473,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
474,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
475,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
476,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
477,Bareland,NULL,Bareland,Water,Non_Wetland,Water
478,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
479,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
480,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
481,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
482,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
483,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
484,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
485,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
486,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
487,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
488,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
489,Bareland,NULL,Built-up,Water,Non_Wetland,Water
490,Bareland,NULL,Water,NULL,Water,Bareland
491,Bareland,NULL,Water,Non_Water,NULL,Bareland
492,Bareland,NULL,Water,Water,NULL,Bareland
493,Bareland,NULL,Water,Water,Water,Bareland
494,Bareland,NULL,Water,Water,Water,Water
495,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
496,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
501,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
502,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
503,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
504,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
505,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
506,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
507,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
508,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
509,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
510,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
511,Bareland,Cropland,Wetland,Water,Wetland,Wetland
512,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
513,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
514,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
515,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
516,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
517,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
518,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
519,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
520,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
521,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
522,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
523,Bareland,Wetland,Wetland,NULL,Wetland,Cropland
524,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
525,Bareland,Wetland,Wetland,NULL,Wetland,Water
526,Bareland,Wetland,Wetland,Water,Wetland,Bareland
527,Bareland,Wetland,Wetland,Water,Wetland,Water
528,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
529,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
530,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
531,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
532,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
533,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
534,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
535,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
536,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
537,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
538,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
539,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
540,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
541,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
542,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
543,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
544,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
545,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
546,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
547,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
548,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
549,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
550,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
551,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
552,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
553,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
554,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
555,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
556,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
557,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
558,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
559,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
560,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
561,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
562,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
563,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
564,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
565,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
566,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
567,Bareland,Bareland,Wetland,NULL,NULL,Wetland
568,Bareland,Bareland,Wetland,NULL,NULL,Bareland
569,Bareland,Bareland,Wetland,NULL,Wetland,NULL
570,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
571,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
572,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
573,Bareland,Bareland,Wetland,NULL,Wetland,Water
574,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
575,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
576,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
577,Bareland,Bareland,Wetland,Water,NULL,Cropland
578,Bareland,Bareland,Wetland,Water,NULL,Bareland
579,Bareland,Bareland,Wetland,Water,NULL,Water
580,Bareland,Bareland,Wetland,Water,Wetland,NULL
581,Bareland,Bareland,Wetland,Water,Wetland,Grassland
582,Bareland,Bareland,Wetland,Water,Wetland,Wetland
583,Bareland,Bareland,Wetland,Water,Wetland,Bareland
584,Bareland,Bareland,Wetland,Water,Wetland,Water
585,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
586,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
590,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
591,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
592,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
593,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
594,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
595,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
596,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
597,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
598,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
599,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
600,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
601,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
602,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
603,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
604,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
605,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
606,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
607,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
608,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
609,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
610,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
611,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
612,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
613,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
614,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
615,Bareland,Bareland,Water,NULL,NULL,Bareland
616,Bareland,Bareland,Water,NULL,NULL,Built-up
617,Bareland,Bareland,Water,NULL,Water,Bareland
618,Bareland,Bareland,Water,NULL,Water,Water
619,Bareland,Bareland,Water,Non_Water,NULL,Bareland
620,Bareland,Bareland,Water,Non_Water,NULL,Water
621,Bareland,Bareland,Water,Non_Water,Water,Bareland
622,Bareland,Bareland,Water,Water,NULL,Bareland
623,Bareland,Bareland,Water,Water,NULL,Built-up
624,Bareland,Bareland,Water,Water,NULL,Water
625,Bareland,Bareland,Water,Water,Water,Cropland
626,Bareland,Bareland,Water,Water,Water,Bareland
627,Bareland,Bareland,Water,Water,Water,Water
628,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
629,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
630,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
631,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
632,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
633,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
634,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
635,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
636,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
637,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
638,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
639,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
640,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
641,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
642,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
643,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
644,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
645,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
646,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
647,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
648,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
649,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
650,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
651,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
652,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
653,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
654,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
655,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
656,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
657,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
658,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
659,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
660,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
661,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
662,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
663,Bareland,Built-up,Water,Water,NULL,Bareland
664,Bareland,Built-up,Water,Water,Water,Bareland
665,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
666,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
667,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
668,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
669,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
670,Bareland,Water,Shrubland,Water,Non_Wetland,Water
671,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
672,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
673,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
674,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
675,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
676,Bareland,Water,Grassland,Water,Non_Wetland,NULL
677,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
678,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
679,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
680,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
681,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
682,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
683,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
684,Bareland,Water,Wetland,NULL,NULL,Wetland
685,Bareland,Water,Wetland,NULL,NULL,Bareland
686,Bareland,Water,Wetland,NULL,Wetland,NULL
687,Bareland,Water,Wetland,NULL,Wetland,Wetland
688,Bareland,Water,Wetland,NULL,Wetland,Bareland
689,Bareland,Water,Wetland,NULL,Wetland,Water
690,Bareland,Water,Wetland,Non_Water,NULL,Water
691,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
692,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
693,Bareland,Water,Wetland,Water,NULL,Wetland
694,Bareland,Water,Wetland,Water,NULL,Bareland
695,Bareland,Water,Wetland,Water,NULL,Water
696,Bareland,Water,Wetland,Water,Wetland,Cropland
697,Bareland,Water,Wetland,Water,Wetland,Wetland
698,Bareland,Water,Wetland,Water,Wetland,Bareland
699,Bareland,Water,Wetland,Water,Wetland,Water
700,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
701,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
702,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
703,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
704,Bareland,Water,Bareland,NULL,Non_Wetland,Water
705,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
706,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
707,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
708,Bareland,Water,Bareland,Water,Non_Wetland,Water
709,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
710,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
711,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
712,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
713,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
714,Bareland,Water,Built-up,Water,Non_Wetland,NULL
715,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
716,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
717,Bareland,Water,Built-up,Water,Non_Wetland,Water
718,Bareland,Water,Water,NULL,NULL,Water
719,Bareland,Water,Water,NULL,Water,Bareland
720,Bareland,Water,Water,Non_Water,NULL,Bareland
721,Bareland,Water,Water,Non_Water,NULL,Water
722,Bareland,Water,Water,Water,NULL,Bareland
723,Bareland,Water,Water,Water,NULL,Water
724,Bareland,Water,Water,Water,Water,Bareland
725,Bareland,Water,Water,Water,Water,Water
726,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
727,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
728,Water,NULL,NULL,NULL,Non_Wetland,NULL
729,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
730,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
731,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
732,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
733,Water,NULL,Grassland,NULL,Non_Wetland,NULL
734,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
735,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
736,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
737,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
738,Water,NULL,Grassland,NULL,Non_Wetland,Forest
739,Water,NULL,Grassland,Water,Non_Wetland,NULL
740,Water,NULL,Grassland,Water,Non_Wetland,Wetland
741,Water,NULL,Cropland,NULL,Non_Wetland,NULL
742,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
743,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
744,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
745,Water,NULL,Wetland,NULL,Wetland,NULL
746,Water,NULL,Wetland,NULL,Wetland,Grassland
747,Water,NULL,Wetland,NULL,Wetland,Cropland
748,Water,NULL,Wetland,NULL,Wetland,Wetland
749,Water,NULL,Wetland,NULL,Wetland,Bareland
750,Water,NULL,Wetland,Non_Water,Wetland,NULL
751,Water,NULL,Wetland,Non_Water,Wetland,Bareland
752,Water,NULL,Wetland,Water,NULL,NULL
753,Water,NULL,Wetland,Water,NULL,Wetland
754,Water,NULL,Wetland,Water,NULL,Bareland
755,Water,NULL,Wetland,Water,NULL,Water
756,Water,NULL,Wetland,Water,Wetland,NULL
757,Water,NULL,Wetland,Water,Wetland,Grassland
758,Water,NULL,Wetland,Water,Wetland,Cropland
759,Water,NULL,Wetland,Water,Wetland,Wetland
760,Water,NULL,Wetland,Water,Wetland,Bareland
761,Water,NULL,Wetland,Water,Wetland,Water
762,Water,NULL,Bareland,NULL,Non_Wetland,NULL
763,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
764,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
765,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
766,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
767,Water,NULL,Bareland,NULL,Non_Wetland,Water
768,Water,NULL,Bareland,NULL,Non_Wetland,Forest
769,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
770,Water,NULL,Bareland,Water,Non_Wetland,NULL
771,Water,NULL,Bareland,Water,Non_Wetland,Grassland
772,Water,NULL,Bareland,Water,Non_Wetland,Cropland
773,Water,NULL,Bareland,Water,Non_Wetland,Wetland
774,Water,NULL,Bareland,Water,Non_Wetland,Bareland
775,Water,NULL,Bareland,Water,Non_Wetland,Water
776,Water,NULL,Built-up,NULL,Non_Wetland,NULL
777,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
778,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
779,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
780,Water,NULL,Built-up,NULL,Non_Wetland,Forest
781,Water,NULL,Built-up,Water,Non_Wetland,Cropland
782,Water,NULL,Built-up,Water,Non_Wetland,Bareland
783,Water,NULL,Built-up,Water,Non_Wetland,Water
784,Water,NULL,Water,NULL,Water,Bareland
785,Water,NULL,Water,Water,NULL,Wetland
786,Water,NULL,Water,Water,NULL,Bareland
787,Water,NULL,Water,Water,NULL,Water
788,Water,NULL,Water,Water,Water,Bareland
789,Water,NULL,Water,Water,Water,Water
790,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
791,Water,Wetland,Wetland,Water,Wetland,Cropland
792,Water,Wetland,Wetland,Water,Wetland,Bareland
793,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
794,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
795,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
796,Water,Bareland,Shrubland,Water,Non_Wetland,Water
797,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
798,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
799,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
800,Water,Bareland,Grassland,Water,Non_Wetland,Water
801,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
802,Water,Bareland,Wetland,NULL,NULL,Bareland
803,Water,Bareland,Wetland,NULL,Wetland,Bareland
804,Water,Bareland,Wetland,NULL,Wetland,Water
805,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
806,Water,Bareland,Wetland,Water,NULL,Bareland
807,Water,Bareland,Wetland,Water,NULL,Water
808,Water,Bareland,Wetland,Water,Wetland,NULL
809,Water,Bareland,Wetland,Water,Wetland,Cropland
810,Water,Bareland,Wetland,Water,Wetland,Wetland
811,Water,Bareland,Wetland,Water,Wetland,Bareland
812,Water,Bareland,Wetland,Water,Wetland,Water
813,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
814,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
815,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
816,Water,Bareland,Bareland,NULL,Non_Wetland,Water
817,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
818,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
819,Water,Bareland,Bareland,Water,Non_Wetland,NULL
820,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
821,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
822,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
823,Water,Bareland,Bareland,Water,Non_Wetland,Water
824,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
825,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
826,Water,Bareland,Built-up,Water,Non_Wetland,Water
827,Water,Bareland,Water,NULL,NULL,Bareland
828,Water,Bareland,Water,NULL,Water,Bareland
829,Water,Bareland,Water,NULL,Water,Water
830,Water,Bareland,Water,Water,NULL,Bareland
831,Water,Bareland,Water,Water,NULL,Water
832,Water,Bareland,Water,Water,Water,Bareland
833,Water,Bareland,Water,Water,Water,Water
834,Water,Built-up,Wetland,Water,NULL,Bareland
835,Water,Built-up,Wetland,Water,NULL,Water
836,Water,Built-up,Wetland,Water,Wetland,Bareland
837,Water,Built-up,Wetland,Water,Wetland,Water
838,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
839,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
840,Water,Built-up,Bareland,Water,Non_Wetland,Water
841,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
842,Water,Built-up,Water,Water,NULL,Bareland
843,Water,Built-up,Water,Water,NULL,Built-up
844,Water,Built-up,Water,Water,NULL,Water
845,Water,Built-up,Water,Water,Water,Bareland
846,Water,Water,Shrubland,NULL,Non_Wetland,NULL
847,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
848,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
849,Water,Water,Shrubland,NULL,Non_Wetland,Water
850,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
851,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
852,Water,Water,Shrubland,Water,Non_Wetland,Cropland
853,Water,Water,Shrubland,Water,Non_Wetland,Wetland
854,Water,Water,Shrubland,Water,Non_Wetland,Bareland
855,Water,Water,Shrubland,Water,Non_Wetland,Water
856,Water,Water,Grassland,NULL,Non_Wetland,NULL
857,Water,Water,Grassland,NULL,Non_Wetland,Cropland
858,Water,Water,Grassland,NULL,Non_Wetland,Wetland
859,Water,Water,Grassland,NULL,Non_Wetland,Bareland
860,Water,Water,Grassland,NULL,Non_Wetland,Water
861,Water,Water,Grassland,NULL,Non_Wetland,Forest
862,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
