Value,AFRICA_2024_DynamicWorld_2024_37NFE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFE_M_R,AFRICA_2024_GSW_Yearly_2021_37NFE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFE_M_R,AFRICA_2024_WorldCover_2021_37NFE_M_R
429,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
430,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
431,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
432,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
433,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
434,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
435,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
436,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
437,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
438,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
439,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
440,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
441,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL
442,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
443,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
444,Cropland,Forest,Water,NULL,Water,Grassland
445,Cropland,Forest,Water,Non_Water,Water,NULL
446,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
447,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
448,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
449,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
450,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
451,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
452,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
455,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
456,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
457,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
458,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
459,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
460,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
461,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
462,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
463,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
464,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
465,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
466,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
467,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
468,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
469,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
470,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
471,Wetland,NULL,Water,NULL,Water,Forest
472,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
473,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
474,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
475,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
476,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
477,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
478,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
479,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
480,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
481,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
482,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
483,Wetland,Water,NULL,NULL,Non_Wetland,Forest
484,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
485,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
486,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
487,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
488,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
489,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
490,Wetland,Water,Forest,NULL,Non_Wetland,Forest
491,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
492,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
493,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
494,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
495,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
496,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
497,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
498,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
499,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
500,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
501,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
502,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
503,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
504,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
505,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
506,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
507,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
508,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
510,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
512,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
513,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
514,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
515,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
516,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
517,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
518,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
519,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
520,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
521,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
522,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
523,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
524,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
525,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
526,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
527,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
528,Bareland,NULL,Grassland,Water,Non_Wetland,Water
529,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
530,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
531,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
532,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
533,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
534,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
535,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
536,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
537,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
538,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
539,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
540,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
541,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
542,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
543,Bareland,NULL,Wetland,NULL,Wetland,Cropland
544,Bareland,NULL,Wetland,NULL,Wetland,Bareland
545,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
546,Bareland,NULL,Wetland,Water,Wetland,Grassland
547,Bareland,NULL,Wetland,Water,Wetland,Cropland
548,Bareland,NULL,Wetland,Water,Wetland,Water
549,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
550,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
551,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
552,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
553,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
554,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
555,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
556,Bareland,NULL,Bareland,Water,Non_Wetland,Water
557,Bareland,NULL,Water,NULL,Water,NULL
558,Bareland,NULL,Water,NULL,Water,Grassland
559,Bareland,NULL,Water,NULL,Water,Cropland
560,Bareland,NULL,Water,NULL,Water,Bareland
561,Bareland,NULL,Water,NULL,Water,Water
562,Bareland,NULL,Water,Non_Water,Water,Grassland
563,Bareland,NULL,Water,Water,Water,Grassland
564,Bareland,NULL,Water,Water,Water,Cropland
565,Bareland,NULL,Water,Water,Water,Bareland
566,Bareland,NULL,Water,Water,Water,Water
567,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
568,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
569,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
570,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
571,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
572,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
573,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
574,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
575,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
576,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
577,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
578,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
579,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
580,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
581,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
582,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
583,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
584,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
585,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
586,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
587,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
588,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
589,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
590,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
591,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
592,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
593,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
594,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
595,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
596,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
597,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
598,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
599,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
600,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
601,Bareland,Bareland,Wetland,Water,Wetland,Grassland
602,Bareland,Bareland,Wetland,Water,Wetland,Bareland
603,Bareland,Bareland,Wetland,Water,Wetland,Water
604,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
605,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
606,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
607,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
608,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
609,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
610,Bareland,Bareland,Water,NULL,Water,Grassland
611,Bareland,Bareland,Water,NULL,Water,Cropland
612,Bareland,Bareland,Water,NULL,Water,Bareland
613,Bareland,Bareland,Water,NULL,Water,Water
614,Bareland,Bareland,Water,Non_Water,Water,Grassland
615,Bareland,Bareland,Water,Non_Water,Water,Bareland
616,Bareland,Bareland,Water,Water,Water,Cropland
617,Bareland,Bareland,Water,Water,Water,Bareland
618,Bareland,Bareland,Water,Water,Water,Water
619,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
620,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
621,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
622,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
623,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
624,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
625,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
626,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
627,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
628,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
629,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
630,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
631,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
632,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
633,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
634,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
635,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
636,Bareland,Water,NULL,NULL,Non_Wetland,Forest
637,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
638,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
639,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
640,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
641,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
642,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
643,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
644,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
645,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
646,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
647,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
648,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
649,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
650,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
651,Bareland,Water,Grassland,NULL,Non_Wetland,Water
652,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
653,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
654,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
655,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
656,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
657,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
658,Bareland,Water,Grassland,Water,Non_Wetland,Forest
659,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
660,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
661,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
662,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
663,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
664,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
665,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
666,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
667,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
668,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
669,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
670,Bareland,Water,Cropland,Water,Non_Wetland,Forest
671,Bareland,Water,Wetland,NULL,Wetland,Grassland
672,Bareland,Water,Wetland,NULL,Wetland,Bareland
673,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
674,Bareland,Water,Wetland,Water,Wetland,Grassland
675,Bareland,Water,Wetland,Water,Wetland,Bareland
676,Bareland,Water,Wetland,Water,Wetland,Water
677,Bareland,Water,Wetland,Water,Wetland,Forest
678,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
679,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
680,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
681,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
682,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
683,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
684,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
685,Bareland,Water,Water,NULL,Water,Grassland
686,Bareland,Water,Water,NULL,Water,Cropland
687,Bareland,Water,Water,NULL,Water,Bareland
688,Bareland,Water,Water,NULL,Water,Water
689,Bareland,Water,Water,NULL,Water,Forest
690,Bareland,Water,Water,Non_Water,Water,Grassland
691,Bareland,Water,Water,Non_Water,Water,Bareland
692,Bareland,Water,Water,Non_Water,Water,Water
693,Bareland,Water,Water,Water,Water,Grassland
694,Bareland,Water,Water,Water,Water,Cropland
695,Bareland,Water,Water,Water,Water,Bareland
696,Bareland,Water,Water,Water,Water,Forest
697,Bareland,Water,Forest,NULL,Non_Wetland,NULL
698,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
699,Bareland,Water,Forest,NULL,Non_Wetland,Forest
700,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
701,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
702,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
703,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
704,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
705,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
706,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
707,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
708,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
709,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
710,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
711,Bareland,Forest,Wetland,NULL,Wetland,Forest
712,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
713,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
714,Bareland,Forest,Water,NULL,Water,Water
715,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
716,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
717,Water,NULL,NULL,NULL,Non_Wetland,NULL
718,Water,NULL,NULL,NULL,Non_Wetland,Grassland
719,Water,NULL,NULL,NULL,Non_Wetland,Bareland
720,Water,NULL,NULL,NULL,Non_Wetland,Water
721,Water,NULL,NULL,NULL,Non_Wetland,Forest
722,Water,NULL,NULL,Water,Non_Wetland,Grassland
723,Water,NULL,NULL,Water,Non_Wetland,Water
724,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
725,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
726,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
727,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
728,Water,NULL,Shrubland,NULL,Non_Wetland,Water
729,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
730,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
731,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
732,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
733,Water,NULL,Shrubland,Water,Non_Wetland,Water
734,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
735,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
736,Water,NULL,Grassland,NULL,Non_Wetland,Water
737,Water,NULL,Grassland,NULL,Non_Wetland,Forest
738,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
739,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
740,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
741,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
742,Water,NULL,Grassland,Water,Non_Wetland,Grassland
743,Water,NULL,Grassland,Water,Non_Wetland,Bareland
744,Water,NULL,Grassland,Water,Non_Wetland,Water
745,Water,NULL,Grassland,Water,Non_Wetland,Forest
746,Water,NULL,Cropland,NULL,Non_Wetland,NULL
747,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
748,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
749,Water,NULL,Cropland,NULL,Non_Wetland,Water
750,Water,NULL,Cropland,NULL,Non_Wetland,Forest
751,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
752,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
753,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
754,Water,NULL,Cropland,Water,Non_Wetland,Grassland
755,Water,NULL,Cropland,Water,Non_Wetland,Bareland
756,Water,NULL,Cropland,Water,Non_Wetland,Water
757,Water,NULL,Cropland,Water,Non_Wetland,Forest
758,Water,NULL,Wetland,NULL,Wetland,Grassland
759,Water,NULL,Wetland,NULL,Wetland,Bareland
760,Water,NULL,Wetland,NULL,Wetland,Water
761,Water,NULL,Wetland,NULL,Wetland,Forest
762,Water,NULL,Wetland,Non_Water,Wetland,Grassland
763,Water,NULL,Wetland,Non_Water,Wetland,Bareland
764,Water,NULL,Wetland,Non_Water,Wetland,Water
765,Water,NULL,Wetland,Water,Wetland,Grassland
766,Water,NULL,Wetland,Water,Wetland,Bareland
767,Water,NULL,Wetland,Water,Wetland,Water
768,Water,NULL,Bareland,NULL,Non_Wetland,NULL
769,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
770,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
771,Water,NULL,Bareland,NULL,Non_Wetland,Water
772,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
773,Water,NULL,Bareland,Water,Non_Wetland,Grassland
774,Water,NULL,Bareland,Water,Non_Wetland,Bareland
775,Water,NULL,Bareland,Water,Non_Wetland,Water
776,Water,NULL,Bareland,Water,Non_Wetland,Forest
777,Water,NULL,Water,NULL,Water,Grassland
778,Water,NULL,Water,NULL,Water,Cropland
779,Water,NULL,Water,NULL,Water,Bareland
780,Water,NULL,Water,NULL,Water,Water
781,Water,NULL,Water,Non_Water,Water,Grassland
782,Water,NULL,Water,Non_Water,Water,Bareland
783,Water,NULL,Water,Water,Water,Grassland
784,Water,NULL,Water,Water,Water,Cropland
785,Water,NULL,Water,Water,Water,Bareland
786,Water,NULL,Water,Water,Water,Water
787,Water,NULL,Water,Water,Water,Forest
788,Water,NULL,Forest,NULL,Non_Wetland,NULL
789,Water,NULL,Forest,NULL,Non_Wetland,Forest
790,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
791,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
792,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
793,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
794,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
795,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
796,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
797,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
798,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
799,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
800,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
801,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
802,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
803,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
804,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
805,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
806,Water,Bareland,Grassland,Water,Non_Wetland,Water
807,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
808,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
809,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
810,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
811,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
812,Water,Bareland,Cropland,Water,Non_Wetland,Water
813,Water,Bareland,Wetland,NULL,Wetland,Bareland
814,Water,Bareland,Wetland,NULL,Wetland,Water
815,Water,Bareland,Wetland,Water,Wetland,Bareland
816,Water,Bareland,Wetland,Water,Wetland,Water
817,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
818,Water,Bareland,Bareland,NULL,Non_Wetland,Water
819,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
820,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
821,Water,Bareland,Water,NULL,Water,Grassland
822,Water,Bareland,Water,NULL,Water,Bareland
823,Water,Bareland,Water,NULL,Water,Water
824,Water,Bareland,Water,Non_Water,Water,Grassland
825,Water,Bareland,Water,Non_Water,Water,Bareland
826,Water,Bareland,Water,Non_Water,Water,Water
827,Water,Bareland,Water,Water,Water,Grassland
828,Water,Bareland,Water,Water,Water,Bareland
829,Water,Bareland,Water,Water,Water,Water
830,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
831,Water,Bareland,Forest,Water,Non_Wetland,Bareland
832,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
833,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
834,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
835,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
836,Water,Built-up,Water,Non_Water,Water,Grassland
837,Water,Built-up,Water,Water,Water,Bareland
838,Water,Water,NULL,NULL,Non_Wetland,NULL
839,Water,Water,NULL,NULL,Non_Wetland,Grassland
840,Water,Water,NULL,NULL,Non_Wetland,Cropland
841,Water,Water,NULL,NULL,Non_Wetland,Wetland
842,Water,Water,NULL,NULL,Non_Wetland,Bareland
843,Water,Water,NULL,NULL,Non_Wetland,Water
844,Water,Water,NULL,NULL,Non_Wetland,Forest
845,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
846,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
847,Water,Water,NULL,Non_Water,Non_Wetland,Water
848,Water,Water,NULL,Non_Water,Non_Wetland,Forest
849,Water,Water,NULL,Water,Non_Wetland,Grassland
850,Water,Water,NULL,Water,Non_Wetland,Cropland
851,Water,Water,NULL,Water,Non_Wetland,Bareland
852,Water,Water,NULL,Water,Non_Wetland,Water
853,Water,Water,NULL,Water,Non_Wetland,Forest
854,Water,Water,Shrubland,NULL,Non_Wetland,NULL
855,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
856,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
857,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
858,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
859,Water,Water,Shrubland,NULL,Non_Wetland,Water
860,Water,Water,Shrubland,NULL,Non_Wetland,Forest
861,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
862,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
863,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
864,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
865,Water,Water,Shrubland,Water,Non_Wetland,NULL
866,Water,Water,Shrubland,Water,Non_Wetland,Grassland
867,Water,Water,Shrubland,Water,Non_Wetland,Cropland
868,Water,Water,Shrubland,Water,Non_Wetland,Bareland
869,Water,Water,Shrubland,Water,Non_Wetland,Water
870,Water,Water,Shrubland,Water,Non_Wetland,Forest
871,Water,Water,Grassland,NULL,Non_Wetland,NULL
872,Water,Water,Grassland,NULL,Non_Wetland,Grassland
873,Water,Water,Grassland,NULL,Non_Wetland,Cropland
874,Water,Water,Grassland,NULL,Non_Wetland,Bareland
875,Water,Water,Grassland,NULL,Non_Wetland,Water
