Value,AFRICA_2024_DynamicWorld_2024_36NUN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,AFRICA_2024_WorldCover_2021_36NUN_M_R
430,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
431,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
432,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
433,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
434,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
435,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
436,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
437,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
438,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
439,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
440,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
441,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
442,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
443,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
444,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
445,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
446,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
447,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
448,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
449,Cropland,Wetland,Wetland,Water,Wetland,Wetland
450,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
451,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
452,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
453,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
454,Cropland,Wetland,Water,NULL,Water,Wetland
455,Cropland,Wetland,Water,Non_Water,Water,Wetland
456,Cropland,Wetland,Water,Water,Water,Wetland
457,Cropland,Wetland,Water,Water,Water,Water
458,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
459,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
460,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
461,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
462,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
463,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
464,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
465,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
466,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
467,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
468,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
469,Cropland,Water,Wetland,NULL,Wetland,Wetland
470,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
471,Cropland,Water,Water,Water,Water,Wetland
472,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
473,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
474,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
475,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
476,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland
477,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
478,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
479,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
480,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
481,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
482,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
483,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
484,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
485,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
486,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
487,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
488,Cropland,Forest,Wetland,NULL,Wetland,Wetland
489,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
490,Cropland,Forest,Wetland,Water,Wetland,Wetland
491,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
492,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
493,Cropland,Forest,Water,NULL,Water,Wetland
494,Cropland,Forest,Water,Water,Water,Wetland
495,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
496,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
497,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
498,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
499,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
500,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
501,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
502,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
503,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
504,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
505,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
506,Wetland,NULL,NULL,Water,Non_Wetland,Water
507,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
508,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
509,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
510,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
511,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
512,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
513,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
514,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
515,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
516,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
517,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
518,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
519,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
520,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
521,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
522,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
523,Wetland,NULL,Wetland,NULL,Wetland,Grassland
524,Wetland,NULL,Wetland,NULL,Wetland,Wetland
525,Wetland,NULL,Wetland,NULL,Wetland,Forest
526,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
527,Wetland,NULL,Wetland,Water,Wetland,Wetland
528,Wetland,NULL,Wetland,Water,Wetland,Water
529,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
530,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
531,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
532,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
533,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
534,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
535,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
536,Wetland,NULL,Water,NULL,Water,Wetland
537,Wetland,NULL,Water,Water,Water,Grassland
538,Wetland,NULL,Water,Water,Water,Wetland
539,Wetland,NULL,Water,Water,Water,Bareland
540,Wetland,NULL,Water,Water,Water,Water
541,Wetland,NULL,Water,Water,Water,Forest
542,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
543,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
544,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
545,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
546,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
547,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
548,Wetland,NULL,Forest,Water,Non_Wetland,Water
549,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
550,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
551,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
552,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
553,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
554,Wetland,Wetland,NULL,NULL,Non_Wetland,Built-up
555,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
556,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
557,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
558,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
559,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
560,Wetland,Wetland,NULL,Water,Non_Wetland,Water
561,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
562,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
563,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
564,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
565,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
566,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
567,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
568,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
569,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
570,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
571,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
572,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
573,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
574,Wetland,Wetland,Shrubland,Water,Non_Wetland,Built-up
575,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
576,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
577,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
578,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
579,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
580,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
581,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
582,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
583,Wetland,Wetland,Wetland,NULL,Wetland,NULL
584,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
585,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
586,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
587,Wetland,Wetland,Wetland,Water,Wetland,Grassland
588,Wetland,Wetland,Wetland,Water,Wetland,Wetland
589,Wetland,Wetland,Wetland,Water,Wetland,Water
590,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
591,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
592,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
593,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
594,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
595,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
596,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
597,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
598,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
599,Wetland,Wetland,Water,NULL,Water,Wetland
600,Wetland,Wetland,Water,NULL,Water,Water
601,Wetland,Wetland,Water,Non_Water,Water,Wetland
602,Wetland,Wetland,Water,Water,Water,Grassland
603,Wetland,Wetland,Water,Water,Water,Wetland
604,Wetland,Wetland,Water,Water,Water,Bareland
605,Wetland,Wetland,Water,Water,Water,Water
606,Wetland,Wetland,Water,Water,Water,Forest
607,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
608,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
609,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
610,Wetland,Wetland,Forest,NULL,Non_Wetland,Built-up
611,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
612,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
613,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
614,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
615,Wetland,Wetland,Forest,Water,Non_Wetland,Water
616,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
617,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
618,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
619,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
620,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
621,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
622,Wetland,Water,Wetland,NULL,Wetland,Grassland
623,Wetland,Water,Wetland,NULL,Wetland,Wetland
624,Wetland,Water,Wetland,NULL,Wetland,Forest
625,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
626,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
627,Wetland,Water,Wetland,Water,Wetland,Wetland
628,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
629,Wetland,Water,Water,Non_Water,Water,Wetland
630,Wetland,Water,Water,Water,Water,Wetland
631,Wetland,Water,Water,Water,Water,Water
632,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
633,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
634,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
635,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
636,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
637,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
638,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
639,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
640,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
641,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
642,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
643,Wetland,Forest,Shrubland,NULL,Non_Wetland,Built-up
644,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
645,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
646,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
647,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
648,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
649,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
650,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
651,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
652,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
653,Wetland,Forest,Wetland,NULL,Wetland,Grassland
654,Wetland,Forest,Wetland,NULL,Wetland,Wetland
655,Wetland,Forest,Wetland,NULL,Wetland,Forest
656,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
657,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
658,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
659,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland
660,Wetland,Forest,Water,NULL,Water,Wetland
661,Wetland,Forest,Water,Water,Water,Wetland
662,Wetland,Forest,Water,Water,Water,Water
663,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
664,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
665,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
666,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
667,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
668,Wetland,Forest,Forest,Water,Non_Wetland,Water
669,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
670,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
671,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
672,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
673,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
674,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
675,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
676,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
677,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
678,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
679,Water,NULL,NULL,NULL,Non_Wetland,Grassland
680,Water,NULL,NULL,NULL,Non_Wetland,Wetland
681,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
682,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
683,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
684,Water,NULL,Shrubland,NULL,Non_Wetland,Water
685,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
686,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
687,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
688,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
689,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
690,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
691,Water,NULL,Grassland,Water,Non_Wetland,Forest
692,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
693,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
694,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
695,Water,NULL,Wetland,NULL,Wetland,Grassland
696,Water,NULL,Wetland,NULL,Wetland,Wetland
697,Water,NULL,Wetland,Non_Water,Wetland,Wetland
698,Water,NULL,Wetland,Water,Wetland,Wetland
699,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
700,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
701,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
702,Water,NULL,Bareland,NULL,Non_Wetland,Forest
703,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
704,Water,NULL,Bareland,Water,Non_Wetland,Wetland
705,Water,NULL,Bareland,Water,Non_Wetland,Bareland
706,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
707,Water,NULL,Water,NULL,Water,Wetland
708,Water,NULL,Water,Non_Water,Water,Wetland
709,Water,NULL,Water,Water,Water,Grassland
710,Water,NULL,Water,Water,Water,Wetland
711,Water,NULL,Water,Water,Water,Water
712,Water,NULL,Forest,NULL,Non_Wetland,Grassland
713,Water,NULL,Forest,NULL,Non_Wetland,Wetland
714,Water,NULL,Forest,NULL,Non_Wetland,Forest
715,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
716,Water,NULL,Forest,Water,Non_Wetland,Wetland
717,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
718,Water,Wetland,NULL,NULL,Non_Wetland,NULL
719,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
720,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
721,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
722,Water,Wetland,NULL,Water,Non_Wetland,Wetland
723,Water,Wetland,NULL,Water,Non_Wetland,Water
724,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
725,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
726,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
727,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
728,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
729,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
730,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
731,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
732,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
733,Water,Wetland,Shrubland,Water,Non_Wetland,Water
734,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
735,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
736,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
737,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
738,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
739,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
740,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
741,Water,Wetland,Wetland,NULL,Wetland,NULL
742,Water,Wetland,Wetland,NULL,Wetland,Grassland
743,Water,Wetland,Wetland,NULL,Wetland,Wetland
744,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
745,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
746,Water,Wetland,Wetland,Non_Water,Wetland,Water
747,Water,Wetland,Wetland,Water,Wetland,Wetland
748,Water,Wetland,Wetland,Water,Wetland,Water
749,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
750,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
751,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
752,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
753,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
754,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
755,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
756,Water,Wetland,Water,NULL,Water,Wetland
757,Water,Wetland,Water,Non_Water,Water,Wetland
758,Water,Wetland,Water,Water,Water,Wetland
759,Water,Wetland,Water,Water,Water,Water
760,Water,Wetland,Forest,NULL,Non_Wetland,NULL
761,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
762,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
763,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
764,Water,Wetland,Forest,Water,Non_Wetland,Wetland
765,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
766,Water,Built-up,Grassland,Water,Non_Wetland,Wetland
767,Water,Built-up,Wetland,NULL,Wetland,Wetland
768,Water,Water,NULL,NULL,Non_Wetland,Grassland
769,Water,Water,NULL,NULL,Non_Wetland,Wetland
770,Water,Water,NULL,NULL,Non_Wetland,Forest
771,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
772,Water,Water,NULL,Non_Water,Non_Wetland,Forest
773,Water,Water,NULL,Water,Non_Wetland,Wetland
774,Water,Water,Shrubland,NULL,Non_Wetland,NULL
775,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
776,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
777,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
778,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
779,Water,Water,Shrubland,NULL,Non_Wetland,Water
780,Water,Water,Shrubland,NULL,Non_Wetland,Forest
781,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
782,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
783,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
784,Water,Water,Shrubland,Water,Non_Wetland,Grassland
785,Water,Water,Shrubland,Water,Non_Wetland,Wetland
786,Water,Water,Shrubland,Water,Non_Wetland,Forest
787,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
788,Water,Water,Cropland,NULL,Non_Wetland,Grassland
789,Water,Water,Cropland,NULL,Non_Wetland,Wetland
790,Water,Water,Cropland,NULL,Non_Wetland,Forest
791,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
792,Water,Water,Wetland,NULL,Wetland,Grassland
793,Water,Water,Wetland,NULL,Wetland,Wetland
794,Water,Water,Wetland,NULL,Wetland,Forest
795,Water,Water,Wetland,Non_Water,Wetland,Grassland
796,Water,Water,Wetland,Non_Water,Wetland,Wetland
797,Water,Water,Wetland,Non_Water,Wetland,Water
798,Water,Water,Wetland,Water,Wetland,Grassland
799,Water,Water,Wetland,Water,Wetland,Wetland
800,Water,Water,Wetland,Water,Wetland,Water
801,Water,Water,Bareland,NULL,Non_Wetland,Grassland
802,Water,Water,Bareland,NULL,Non_Wetland,Wetland
803,Water,Water,Bareland,NULL,Non_Wetland,Water
804,Water,Water,Bareland,NULL,Non_Wetland,Forest
805,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
806,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
807,Water,Water,Bareland,Non_Water,Non_Wetland,Water
808,Water,Water,Bareland,Water,Non_Wetland,Wetland
809,Water,Water,Bareland,Water,Non_Wetland,Water
810,Water,Water,Built-up,Water,Non_Wetland,Wetland
811,Water,Water,Water,NULL,Water,Grassland
812,Water,Water,Water,NULL,Water,Wetland
813,Water,Water,Water,Non_Water,Water,Grassland
814,Water,Water,Water,Non_Water,Water,Wetland
815,Water,Water,Water,Non_Water,Water,Water
816,Water,Water,Water,Water,Water,Grassland
817,Water,Water,Water,Water,Water,Wetland
818,Water,Water,Water,Water,Water,Water
819,Water,Water,Water,Water,Water,Forest
820,Water,Water,Forest,NULL,Non_Wetland,NULL
821,Water,Water,Forest,NULL,Non_Wetland,Grassland
822,Water,Water,Forest,NULL,Non_Wetland,Wetland
823,Water,Water,Forest,NULL,Non_Wetland,Forest
824,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
825,Water,Water,Forest,Non_Water,Non_Wetland,Forest
826,Water,Water,Forest,Water,Non_Wetland,Grassland
827,Water,Water,Forest,Water,Non_Wetland,Wetland
828,Water,Forest,NULL,NULL,Non_Wetland,Wetland
829,Water,Forest,NULL,NULL,Non_Wetland,Forest
830,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
831,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
832,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
833,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
834,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
835,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
836,Water,Forest,Grassland,Water,Non_Wetland,Forest
837,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
838,Water,Forest,Wetland,NULL,Wetland,Wetland
839,Water,Forest,Wetland,Non_Water,Wetland,Wetland
840,Water,Forest,Wetland,Water,Wetland,Wetland
841,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
842,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
843,Water,Forest,Bareland,NULL,Non_Wetland,Forest
844,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
845,Water,Forest,Water,NULL,Water,Wetland
846,Water,Forest,Water,Non_Water,Water,Wetland
847,Water,Forest,Water,Water,Water,Wetland
848,Water,Forest,Forest,NULL,Non_Wetland,Grassland
849,Water,Forest,Forest,NULL,Non_Wetland,Wetland
850,Water,Forest,Forest,NULL,Non_Wetland,Forest
851,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
852,Water,Forest,Forest,Water,Non_Wetland,Forest
853,Forest,NULL,NULL,NULL,Non_Wetland,NULL
854,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
855,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
856,Forest,NULL,NULL,NULL,Non_Wetland,Water
857,Forest,NULL,NULL,NULL,Non_Wetland,Forest
858,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
859,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
860,Forest,NULL,NULL,Water,Non_Wetland,Grassland
861,Forest,NULL,NULL,Water,Non_Wetland,Wetland
862,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
863,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
864,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
865,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
866,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
867,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
868,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
869,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
871,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
872,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
873,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
874,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
875,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
