Value,AFRICA_2024_DynamicWorld_2024_35PRP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,AFRICA_2024_WorldCover_2021_35PRP_M_R
418,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
419,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
420,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
421,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
422,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
423,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
424,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
425,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
426,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
427,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
428,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
429,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
430,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
431,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
432,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
433,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
434,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
435,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
436,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
437,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
438,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
439,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
440,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
441,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
442,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
443,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
444,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
445,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
446,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
447,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
448,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
449,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
450,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
451,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
452,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
453,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
454,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
455,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
456,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
457,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
458,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
459,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
460,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
461,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
462,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
463,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
464,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
465,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
466,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
467,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
470,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
471,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
472,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
473,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
475,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
476,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
477,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
478,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
479,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
480,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
481,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
482,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
483,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
484,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
485,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
486,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
487,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
488,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
489,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
490,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
491,Bareland,NULL,Grassland,Water,Non_Wetland,Water
492,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
493,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
494,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
495,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
496,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
497,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
498,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
499,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
500,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
501,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
502,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
503,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
504,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
505,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
506,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
507,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
508,Bareland,NULL,Cropland,Water,Non_Wetland,Water
509,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
510,Bareland,NULL,Wetland,NULL,Wetland,Grassland
511,Bareland,NULL,Wetland,NULL,Wetland,Bareland
512,Bareland,NULL,Wetland,Water,Wetland,Grassland
513,Bareland,NULL,Wetland,Water,Wetland,Cropland
514,Bareland,NULL,Wetland,Water,Wetland,Bareland
515,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
516,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
517,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
518,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
519,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
520,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
521,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
522,Bareland,NULL,Bareland,Water,Non_Wetland,Water
523,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
524,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
525,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
526,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
527,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
528,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
529,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
530,Bareland,NULL,Water,Water,Water,Grassland
531,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
532,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
533,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
534,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
535,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
536,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
537,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
538,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
539,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
540,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
541,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
542,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
543,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
544,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
548,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
549,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
550,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
551,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
552,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
553,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
554,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
555,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
556,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
557,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
558,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
559,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
560,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
561,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
562,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
563,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
564,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
565,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
566,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
567,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
568,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
569,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
570,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
571,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
572,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
573,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
574,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
575,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
576,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
577,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
578,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
579,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
580,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
581,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
582,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
583,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
584,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
585,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
586,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
587,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
588,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
589,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
590,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
591,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
592,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
593,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
594,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
595,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
596,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
597,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
598,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
599,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
600,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
601,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
602,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
603,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
604,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
605,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
606,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
607,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
608,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
609,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
610,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
611,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
612,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
613,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
614,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
615,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
616,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
617,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
618,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
619,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
620,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
621,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
622,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
623,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
624,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
625,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
626,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
627,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
628,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
629,Bareland,Water,Shrubland,Water,Non_Wetland,Water
630,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
631,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
632,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
633,Bareland,Water,Grassland,Water,Non_Wetland,Water
634,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
635,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
636,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
637,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
638,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
639,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
640,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
641,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
642,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
643,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
644,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
645,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
646,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
647,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
648,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
649,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
650,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
651,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
652,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
653,Water,NULL,NULL,NULL,Non_Wetland,Grassland
654,Water,NULL,NULL,NULL,Non_Wetland,Cropland
655,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
656,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
657,Water,NULL,NULL,Water,Non_Wetland,Grassland
658,Water,NULL,NULL,Water,Non_Wetland,Cropland
659,Water,NULL,NULL,Water,Non_Wetland,Water
660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
661,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
662,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
663,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
664,Water,NULL,Shrubland,Water,Non_Wetland,Water
665,Water,NULL,Grassland,NULL,Non_Wetland,NULL
666,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
667,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
668,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
669,Water,NULL,Grassland,NULL,Non_Wetland,Water
670,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
671,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
672,Water,NULL,Grassland,Water,Non_Wetland,Grassland
673,Water,NULL,Grassland,Water,Non_Wetland,Cropland
674,Water,NULL,Grassland,Water,Non_Wetland,Wetland
675,Water,NULL,Grassland,Water,Non_Wetland,Bareland
676,Water,NULL,Grassland,Water,Non_Wetland,Water
677,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
678,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
679,Water,NULL,Cropland,NULL,Non_Wetland,Water
680,Water,NULL,Cropland,NULL,Non_Wetland,Forest
681,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
682,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
683,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
684,Water,NULL,Cropland,Water,Non_Wetland,Grassland
685,Water,NULL,Cropland,Water,Non_Wetland,Cropland
686,Water,NULL,Cropland,Water,Non_Wetland,Wetland
687,Water,NULL,Cropland,Water,Non_Wetland,Bareland
688,Water,NULL,Cropland,Water,Non_Wetland,Water
689,Water,NULL,Cropland,Water,Non_Wetland,Forest
690,Water,NULL,Wetland,NULL,Wetland,Grassland
691,Water,NULL,Wetland,NULL,Wetland,Water
692,Water,NULL,Wetland,Water,Wetland,Grassland
693,Water,NULL,Wetland,Water,Wetland,Cropland
694,Water,NULL,Wetland,Water,Wetland,Bareland
695,Water,NULL,Wetland,Water,Wetland,Water
696,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
697,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
698,Water,NULL,Bareland,Water,Non_Wetland,Cropland
699,Water,NULL,Bareland,Water,Non_Wetland,Bareland
700,Water,NULL,Bareland,Water,Non_Wetland,Water
701,Water,NULL,Water,Non_Water,Water,Cropland
702,Water,NULL,Forest,NULL,Non_Wetland,NULL
703,Water,NULL,Forest,NULL,Non_Wetland,Grassland
704,Water,NULL,Forest,NULL,Non_Wetland,Cropland
705,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
706,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
707,Water,Cropland,NULL,NULL,Non_Wetland,Water
708,Water,Cropland,NULL,Water,Non_Wetland,Water
709,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
710,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
711,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
712,Water,Cropland,Grassland,NULL,Non_Wetland,Water
713,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
714,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water
715,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
716,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
717,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
718,Water,Cropland,Grassland,Water,Non_Wetland,Water
719,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
720,Water,Cropland,Cropland,NULL,Non_Wetland,Water
721,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
722,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
723,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
724,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
725,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
726,Water,Cropland,Cropland,Water,Non_Wetland,Water
727,Water,Cropland,Wetland,NULL,Wetland,Cropland
728,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
729,Water,Cropland,Wetland,Water,Wetland,Grassland
730,Water,Cropland,Wetland,Water,Wetland,Water
731,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
732,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
733,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
734,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
735,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
736,Water,Cropland,Bareland,Water,Non_Wetland,Water
737,Water,Cropland,Water,Water,Water,Wetland
738,Water,Cropland,Forest,Water,Non_Wetland,Cropland
739,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
740,Water,Bareland,Grassland,Water,Non_Wetland,Water
741,Water,Bareland,Cropland,NULL,Non_Wetland,Water
742,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
743,Water,Bareland,Cropland,Water,Non_Wetland,Water
744,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
745,Water,Bareland,Bareland,Water,Non_Wetland,Water
746,Water,Water,NULL,Water,Non_Wetland,Cropland
747,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
748,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
749,Water,Water,Shrubland,NULL,Non_Wetland,Water
750,Water,Water,Shrubland,Water,Non_Wetland,Grassland
751,Water,Water,Shrubland,Water,Non_Wetland,Cropland
752,Water,Water,Shrubland,Water,Non_Wetland,Wetland
753,Water,Water,Shrubland,Water,Non_Wetland,Water
754,Water,Water,Grassland,NULL,Non_Wetland,Grassland
755,Water,Water,Grassland,NULL,Non_Wetland,Cropland
756,Water,Water,Grassland,NULL,Non_Wetland,Bareland
757,Water,Water,Grassland,NULL,Non_Wetland,Water
758,Water,Water,Grassland,NULL,Non_Wetland,Forest
759,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
760,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
761,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
762,Water,Water,Grassland,Non_Water,Non_Wetland,Water
763,Water,Water,Grassland,Water,Non_Wetland,Grassland
764,Water,Water,Grassland,Water,Non_Wetland,Cropland
765,Water,Water,Grassland,Water,Non_Wetland,Wetland
766,Water,Water,Grassland,Water,Non_Wetland,Bareland
767,Water,Water,Grassland,Water,Non_Wetland,Water
768,Water,Water,Cropland,NULL,Non_Wetland,Grassland
769,Water,Water,Cropland,NULL,Non_Wetland,Cropland
770,Water,Water,Cropland,NULL,Non_Wetland,Wetland
771,Water,Water,Cropland,NULL,Non_Wetland,Bareland
772,Water,Water,Cropland,NULL,Non_Wetland,Water
773,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
774,Water,Water,Cropland,Non_Water,Non_Wetland,Water
775,Water,Water,Cropland,Water,Non_Wetland,Grassland
776,Water,Water,Cropland,Water,Non_Wetland,Cropland
777,Water,Water,Cropland,Water,Non_Wetland,Wetland
778,Water,Water,Cropland,Water,Non_Wetland,Bareland
779,Water,Water,Cropland,Water,Non_Wetland,Water
780,Water,Water,Wetland,NULL,Wetland,Grassland
781,Water,Water,Wetland,NULL,Wetland,Water
782,Water,Water,Wetland,Non_Water,Wetland,Grassland
783,Water,Water,Wetland,Non_Water,Wetland,Water
784,Water,Water,Wetland,Water,Wetland,Bareland
785,Water,Water,Wetland,Water,Wetland,Water
786,Water,Water,Bareland,NULL,Non_Wetland,Bareland
787,Water,Water,Bareland,NULL,Non_Wetland,Water
788,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
789,Water,Water,Bareland,Non_Water,Non_Wetland,Water
790,Water,Water,Bareland,Water,Non_Wetland,Wetland
791,Water,Water,Bareland,Water,Non_Wetland,Bareland
792,Water,Water,Bareland,Water,Non_Wetland,Water
793,Water,Water,Water,Non_Water,Water,Water
794,Water,Water,Water,Water,Water,Water
795,Water,Water,Forest,NULL,Non_Wetland,Cropland
796,Water,Water,Forest,Water,Non_Wetland,Cropland
797,Water,Water,Forest,Water,Non_Wetland,Wetland
798,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
799,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
800,Water,Forest,Wetland,NULL,Wetland,Grassland
801,Forest,NULL,NULL,NULL,Non_Wetland,NULL
802,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
803,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
804,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
805,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
806,Forest,NULL,NULL,NULL,Non_Wetland,Forest
807,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
808,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
809,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
811,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
812,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
813,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
814,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
815,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
816,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
817,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
818,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
819,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
820,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
821,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
822,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
823,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
824,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
825,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
826,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
827,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
828,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
829,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
830,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
831,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
832,Forest,NULL,Wetland,NULL,Wetland,NULL
833,Forest,NULL,Wetland,NULL,Wetland,Forest
834,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
835,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
836,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
837,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
838,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
839,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
840,Forest,NULL,Water,NULL,Water,Grassland
841,Forest,NULL,Forest,NULL,Non_Wetland,NULL
842,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
843,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
844,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
845,Forest,NULL,Forest,NULL,Non_Wetland,Forest
846,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
847,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
848,Forest,NULL,Forest,Water,Non_Wetland,NULL
849,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
850,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
851,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
852,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
853,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
