Value,AFRICA_2024_DynamicWorld_2024_36NXJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NXJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXJ_M_R,AFRICA_2024_WorldCover_2021_36NXJ_M_R
422,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
423,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
424,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
425,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
426,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
427,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
428,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
429,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
430,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
431,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
432,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
433,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
434,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
435,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
436,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
437,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
438,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
439,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
440,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
441,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
442,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
443,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
444,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
445,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
446,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
447,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
448,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
449,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
450,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
451,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
452,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
453,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
454,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
455,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
456,Cropland,Forest,Wetland,NULL,Wetland,Forest
457,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
458,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
459,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
460,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
461,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
462,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
463,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
464,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
465,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
466,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
467,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
470,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
471,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
472,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
473,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
475,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
476,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
477,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
478,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
479,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
480,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
481,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
482,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
483,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
484,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
485,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
486,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
490,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
491,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
492,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
493,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
494,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
495,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
496,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
497,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
498,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
501,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
502,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
503,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
504,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
505,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
506,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
507,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
508,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
509,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
510,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
511,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
512,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
513,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
514,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
515,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
516,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
517,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
518,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
519,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
520,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
521,Water,NULL,NULL,NULL,Non_Wetland,NULL
522,Water,NULL,NULL,NULL,Non_Wetland,Grassland
523,Water,NULL,NULL,NULL,Non_Wetland,Cropland
524,Water,NULL,NULL,NULL,Non_Wetland,Forest
525,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
526,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
527,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
528,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
529,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
530,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
531,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
532,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
533,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
534,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
535,Water,NULL,Shrubland,Water,Non_Wetland,Water
536,Water,NULL,Shrubland,Water,Non_Wetland,Forest
537,Water,NULL,Grassland,NULL,Non_Wetland,NULL
538,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
539,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
540,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
541,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
542,Water,NULL,Grassland,NULL,Non_Wetland,Water
543,Water,NULL,Grassland,NULL,Non_Wetland,Forest
544,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
545,Water,NULL,Grassland,Water,Non_Wetland,Water
546,Water,NULL,Cropland,NULL,Non_Wetland,NULL
547,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
548,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
549,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
550,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
551,Water,NULL,Cropland,NULL,Non_Wetland,Forest
552,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
553,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
554,Water,NULL,Cropland,Water,Non_Wetland,Grassland
555,Water,NULL,Wetland,NULL,Wetland,Forest
556,Water,NULL,Wetland,Water,Wetland,Water
557,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
558,Water,NULL,Bareland,NULL,Non_Wetland,NULL
559,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
560,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
561,Water,NULL,Bareland,NULL,Non_Wetland,Water
562,Water,NULL,Bareland,NULL,Non_Wetland,Forest
563,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
564,Water,NULL,Bareland,Water,Non_Wetland,Grassland
565,Water,NULL,Bareland,Water,Non_Wetland,Water
566,Water,NULL,Built-up,NULL,Non_Wetland,NULL
567,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
568,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
569,Water,NULL,Built-up,NULL,Non_Wetland,Forest
570,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
571,Water,NULL,Forest,NULL,Non_Wetland,NULL
572,Water,NULL,Forest,NULL,Non_Wetland,Grassland
573,Water,NULL,Forest,NULL,Non_Wetland,Cropland
574,Water,NULL,Forest,NULL,Non_Wetland,Wetland
575,Water,NULL,Forest,NULL,Non_Wetland,Forest
576,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
577,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
578,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
579,Water,NULL,Forest,Water,Non_Wetland,NULL
580,Water,NULL,Forest,Water,Non_Wetland,Grassland
581,Water,Cropland,NULL,NULL,Non_Wetland,NULL
582,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
583,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
584,Water,Cropland,NULL,NULL,Non_Wetland,Forest
585,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
586,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
587,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
588,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
589,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
590,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
591,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
592,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
593,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
594,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
595,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
596,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
597,Water,Cropland,Grassland,NULL,Non_Wetland,Water
598,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
599,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
600,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
601,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
602,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
603,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
604,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
605,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
606,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
607,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
608,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
609,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
610,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
611,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
612,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
613,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
614,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
615,Water,Cropland,Forest,NULL,Non_Wetland,NULL
616,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
617,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
618,Water,Cropland,Forest,NULL,Non_Wetland,Forest
619,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
620,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
621,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
622,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
623,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
624,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
625,Water,Built-up,NULL,NULL,Non_Wetland,NULL
626,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
627,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
628,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
629,Water,Built-up,NULL,NULL,Non_Wetland,Forest
630,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
631,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
632,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
633,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
634,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
635,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
636,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
637,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
638,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
639,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
640,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
641,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
642,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
643,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
644,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
645,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
646,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
647,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
648,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
649,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
650,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
651,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
652,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
653,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
654,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
655,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
656,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
657,Water,Built-up,Forest,NULL,Non_Wetland,NULL
658,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
659,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
660,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
661,Water,Built-up,Forest,NULL,Non_Wetland,Forest
662,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
663,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
664,Water,Water,Shrubland,Water,Non_Wetland,Grassland
665,Water,Water,Shrubland,Water,Non_Wetland,Wetland
666,Water,Water,Shrubland,Water,Non_Wetland,Water
667,Water,Water,Grassland,NULL,Non_Wetland,Grassland
668,Water,Water,Grassland,NULL,Non_Wetland,Bareland
669,Water,Water,Grassland,Water,Non_Wetland,Grassland
670,Water,Water,Grassland,Water,Non_Wetland,Wetland
671,Water,Water,Grassland,Water,Non_Wetland,Water
672,Water,Water,Cropland,Water,Non_Wetland,Water
673,Water,Water,Wetland,Water,Wetland,Water
674,Water,Water,Bareland,Water,Non_Wetland,Wetland
675,Water,Water,Bareland,Water,Non_Wetland,Water
676,Water,Forest,NULL,NULL,Non_Wetland,NULL
677,Water,Forest,NULL,NULL,Non_Wetland,Grassland
678,Water,Forest,NULL,NULL,Non_Wetland,Cropland
679,Water,Forest,NULL,NULL,Non_Wetland,Forest
680,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
681,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
682,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
683,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
684,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
685,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
686,Water,Forest,Grassland,NULL,Non_Wetland,NULL
687,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
688,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
689,Water,Forest,Grassland,NULL,Non_Wetland,Forest
690,Water,Forest,Cropland,NULL,Non_Wetland,NULL
691,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
692,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
693,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
694,Water,Forest,Cropland,NULL,Non_Wetland,Forest
695,Water,Forest,Wetland,NULL,Wetland,NULL
696,Water,Forest,Wetland,NULL,Wetland,Forest
697,Water,Forest,Bareland,NULL,Non_Wetland,NULL
698,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
699,Water,Forest,Bareland,NULL,Non_Wetland,Forest
700,Water,Forest,Built-up,NULL,Non_Wetland,NULL
701,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
702,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
703,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
704,Water,Forest,Built-up,NULL,Non_Wetland,Forest
705,Water,Forest,Forest,NULL,Non_Wetland,NULL
706,Water,Forest,Forest,NULL,Non_Wetland,Grassland
707,Water,Forest,Forest,NULL,Non_Wetland,Cropland
708,Water,Forest,Forest,NULL,Non_Wetland,Wetland
709,Water,Forest,Forest,NULL,Non_Wetland,Forest
710,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
711,Forest,NULL,NULL,NULL,Non_Wetland,NULL
712,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
713,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
714,Forest,NULL,NULL,NULL,Non_Wetland,Forest
715,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
716,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
717,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
718,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
719,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
720,Forest,NULL,Shrubland,Water,Non_Wetland,Water
721,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
722,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
723,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
724,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
725,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
726,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
727,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
728,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
729,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
730,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
731,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
732,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
733,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
734,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
735,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
736,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
737,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
738,Forest,NULL,Forest,NULL,Non_Wetland,NULL
739,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
740,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
741,Forest,NULL,Forest,NULL,Non_Wetland,Forest
742,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
743,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
744,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
745,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
746,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
747,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
748,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
749,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
750,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
751,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
752,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
753,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
754,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
755,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
756,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
757,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
758,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
759,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
760,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
761,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
762,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
763,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
764,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
765,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
766,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
767,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
768,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
771,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
772,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
773,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
774,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
775,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
776,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
777,Forest,Forest,NULL,NULL,Non_Wetland,NULL
778,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
779,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
780,Forest,Forest,NULL,NULL,Non_Wetland,Forest
781,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
782,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
783,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
784,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
785,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
786,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
787,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
788,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
789,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
790,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
791,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
792,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
793,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
794,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
795,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
796,Forest,Forest,Wetland,NULL,Wetland,Forest
797,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
798,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
799,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
800,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
801,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
802,Forest,Forest,Forest,NULL,Non_Wetland,NULL
803,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
804,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
805,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
806,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
807,Forest,Forest,Forest,NULL,Non_Wetland,Forest
