Value,AFRICA_2024_DynamicWorld_2024_36PUU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUU_M_R,AFRICA_2024_GSW_Yearly_2021_36PUU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUU_M_R,AFRICA_2024_WorldCover_2021_36PUU_M_R
849,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
850,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
851,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
852,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
853,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
854,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
855,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
856,Forest,Cropland,Wetland,NULL,Wetland,NULL
857,Forest,Cropland,Wetland,NULL,Wetland,Cropland
858,Forest,Cropland,Wetland,NULL,Wetland,Forest
859,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
860,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
861,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
862,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
863,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
864,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
865,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
866,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
867,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
868,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
869,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
870,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
871,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
872,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
873,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
874,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
875,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
876,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
877,Forest,Forest,NULL,NULL,Non_Wetland,NULL
878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
879,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
880,Forest,Forest,NULL,NULL,Non_Wetland,Forest
881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
883,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
884,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
885,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
887,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
888,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
889,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
890,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
891,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
892,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
893,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
894,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
895,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
896,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
897,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
898,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
899,Forest,Forest,Wetland,NULL,Wetland,NULL
900,Forest,Forest,Wetland,NULL,Wetland,Cropland
901,Forest,Forest,Wetland,NULL,Wetland,Forest
902,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
903,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
904,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
905,Forest,Forest,Forest,NULL,Non_Wetland,NULL
906,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
907,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
908,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
909,Forest,Forest,Forest,NULL,Non_Wetland,Forest
