Value,AFRICA_2024_DynamicWorld_2024_37PCK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCK_M_R,AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,AFRICA_2024_WorldCover_2021_37PCK_M_R
419,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
420,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
421,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
422,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
423,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
424,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
425,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
426,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
427,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
428,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
429,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
430,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
431,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
432,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
433,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
434,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
435,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
436,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
437,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
438,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
439,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
440,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
441,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
442,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
443,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
444,Grassland,Built-up,Bareland,NULL,Non_Wetland,Wetland
445,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
446,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
447,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
448,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
449,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
450,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
451,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
452,Grassland,Built-up,Forest,Water,Non_Wetland,Forest
453,Grassland,Water,NULL,NULL,Non_Wetland,NULL
454,Grassland,Water,NULL,NULL,Non_Wetland,Forest
455,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
456,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
457,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
458,Grassland,Water,Wetland,NULL,Wetland,Forest
459,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
460,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
461,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
462,Grassland,Water,Built-up,NULL,Non_Wetland,Cropland
463,Grassland,Water,Water,NULL,Water,Cropland
464,Grassland,Water,Forest,NULL,Non_Wetland,NULL
465,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
466,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
467,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
468,Grassland,Water,Forest,NULL,Non_Wetland,Forest
469,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL
470,Grassland,Water,Forest,Water,Non_Wetland,Cropland
471,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
472,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
473,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
474,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
475,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
476,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
477,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
478,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
479,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
480,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
481,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
482,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
483,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
484,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
485,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
486,Grassland,Forest,Wetland,NULL,Wetland,Wetland
487,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
488,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
489,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
490,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
491,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
492,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
493,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
494,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
495,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
496,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
497,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
498,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
499,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
500,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
501,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
502,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
503,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
504,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
505,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
506,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
510,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
513,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
514,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
515,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
516,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
520,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
521,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
522,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
523,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
524,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
525,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
526,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
528,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
529,Cropland,NULL,Wetland,NULL,Wetland,Cropland
530,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
531,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
532,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
533,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
534,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
535,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
536,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
537,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
538,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
540,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
541,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
542,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
543,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
544,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
545,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
546,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
547,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
548,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
549,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
550,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
551,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
552,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
553,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
554,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
555,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
556,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
557,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
558,Cropland,NULL,Forest,Water,Non_Wetland,NULL
559,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
560,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
561,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
562,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
563,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
564,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
565,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
573,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
574,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
575,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
576,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
577,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
578,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
579,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
580,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
581,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
582,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
583,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
584,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
585,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
586,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
587,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
588,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
589,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
590,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
591,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
592,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
593,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
594,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
595,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
596,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
597,Cropland,Cropland,Wetland,NULL,Wetland,NULL
598,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
599,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
600,Cropland,Cropland,Wetland,NULL,Wetland,Forest
601,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
602,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
603,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
604,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
605,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
606,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
607,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
608,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
609,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
610,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
611,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
612,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
613,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
614,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
615,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
616,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
617,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
618,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
619,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
620,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
621,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
622,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
623,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
624,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
625,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
626,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
627,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
628,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
629,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
630,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
631,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
632,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
633,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
634,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
635,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
636,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
637,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
638,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
639,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
640,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
641,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
642,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
643,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
644,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
645,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
646,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
647,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
648,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
649,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
650,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
651,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
652,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
653,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
654,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
655,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
656,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
657,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
658,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
659,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
660,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
661,Cropland,Built-up,Shrubland,Water,Non_Wetland,Wetland
662,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
663,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
664,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
665,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
666,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
667,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
668,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
669,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
670,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
671,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
672,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
673,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
674,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
675,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
676,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
677,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
678,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
679,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
680,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
681,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
682,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
683,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
684,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
685,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
686,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
687,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
688,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
690,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
691,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
692,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
693,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
694,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
695,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
696,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
697,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
698,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
699,Cropland,Water,NULL,NULL,Non_Wetland,Forest
700,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
701,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
702,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
703,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
704,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
705,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
706,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
707,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
708,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
709,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
710,Cropland,Water,Bareland,Water,Non_Wetland,Water
711,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
712,Cropland,Water,Forest,NULL,Non_Wetland,Forest
713,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
714,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
715,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
716,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
717,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
718,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
719,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
720,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
721,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
722,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
723,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
724,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
725,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
726,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
727,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
728,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
729,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
730,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
731,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
732,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
733,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
734,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
735,Cropland,Forest,Wetland,NULL,Wetland,Cropland
736,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
737,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
738,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
739,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
740,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
741,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
742,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
743,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
744,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
745,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
746,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
747,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
748,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
749,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
750,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
751,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
752,Cropland,Forest,Forest,Water,Non_Wetland,Forest
753,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
754,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
755,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
756,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
757,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
758,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
759,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
760,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
761,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
762,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
763,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
764,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
765,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
766,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
767,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
768,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
769,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
770,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
771,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
772,Wetland,Water,Wetland,NULL,Wetland,Forest
773,Wetland,Water,Wetland,Water,Wetland,Cropland
774,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
775,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
776,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
777,Wetland,Water,Water,Water,Water,Cropland
778,Wetland,Water,Forest,NULL,Non_Wetland,Forest
779,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
780,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
781,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
782,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
783,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
784,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
785,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
786,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
787,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
788,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
789,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
790,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
791,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
792,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
793,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
794,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
795,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
796,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
797,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
798,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
799,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
800,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
801,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
802,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
803,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
804,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
805,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
806,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
807,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
808,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
809,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
810,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
811,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
812,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
813,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
814,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
815,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
816,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
817,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
818,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
819,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
820,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
821,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
822,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
823,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
829,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
830,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
831,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
832,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
833,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
834,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
835,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
836,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
