Value,AFRICA_2024_DynamicWorld_2024_37NEJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NEJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEJ_M_R,AFRICA_2024_WorldCover_2021_37NEJ_M_R
420,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
421,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
422,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
423,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
424,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
425,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
426,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
427,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
428,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
429,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
430,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
431,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
432,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
433,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
434,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
435,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
436,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
437,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
438,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
439,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
440,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
441,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
442,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
443,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
444,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
445,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
446,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
447,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
448,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
449,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
450,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
451,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
452,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
453,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
454,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
455,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
456,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
457,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
458,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
459,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
460,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
461,Grassland,Water,Wetland,NULL,Wetland,Wetland
462,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
463,Grassland,Water,Wetland,Water,Wetland,Cropland
464,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
465,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
466,Grassland,Water,Forest,Water,Non_Wetland,NULL
467,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
468,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
469,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
470,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
471,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up
472,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
473,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
474,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
475,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
476,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
477,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
478,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
479,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
480,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
481,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
482,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
483,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
484,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
485,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
486,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
487,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
488,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
489,Grassland,Forest,Wetland,NULL,Wetland,NULL
490,Grassland,Forest,Wetland,NULL,Wetland,Cropland
491,Grassland,Forest,Wetland,NULL,Wetland,Wetland
492,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
493,Grassland,Forest,Wetland,Water,Wetland,Wetland
494,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
495,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
496,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
497,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
498,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
499,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
500,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
501,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
502,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
503,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
504,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
505,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
506,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
507,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
508,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
509,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
510,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
511,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
512,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
513,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
514,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
515,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
518,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
523,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
524,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
525,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
526,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
527,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
528,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
529,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
530,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
531,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
532,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
533,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
534,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
535,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
536,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
537,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
538,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
539,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
540,Cropland,NULL,Grassland,Water,Non_Wetland,Water
541,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
542,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
543,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
544,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
545,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
546,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
547,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
548,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
549,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
550,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
551,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
552,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
553,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
554,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
555,Cropland,NULL,Cropland,Water,Non_Wetland,Water
556,Cropland,NULL,Wetland,NULL,Wetland,NULL
557,Cropland,NULL,Wetland,NULL,Wetland,Grassland
558,Cropland,NULL,Wetland,NULL,Wetland,Cropland
559,Cropland,NULL,Wetland,NULL,Wetland,Wetland
560,Cropland,NULL,Wetland,NULL,Wetland,Bareland
561,Cropland,NULL,Wetland,NULL,Wetland,Forest
562,Cropland,NULL,Wetland,Water,Wetland,Cropland
563,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
564,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
565,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
566,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
567,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
568,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
569,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
570,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
571,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
572,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
573,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
574,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
575,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
576,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
577,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
578,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
579,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
580,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
581,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
582,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
583,Cropland,NULL,Bareland,Water,Non_Wetland,Water
584,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
585,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
586,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
587,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
588,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
589,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
590,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
591,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
592,Cropland,NULL,Water,Water,Water,Cropland
593,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
594,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
595,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
596,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
597,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
598,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
599,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
600,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
601,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
602,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
603,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
604,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
605,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
606,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
607,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
608,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
609,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
610,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
611,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
612,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
613,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
614,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
623,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
624,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
625,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
626,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
627,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
628,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
629,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
630,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
631,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
632,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
633,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
634,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
635,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
636,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
637,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
638,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
639,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
640,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
641,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
642,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
643,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
644,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
645,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
646,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
647,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
648,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
649,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
650,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
651,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
652,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
653,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
654,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
655,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
656,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
657,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
658,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
659,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
660,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
661,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
662,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
663,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
664,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
665,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
666,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
667,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
668,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
669,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
670,Cropland,Cropland,Wetland,NULL,Wetland,Forest
671,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
672,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
673,Cropland,Cropland,Wetland,Water,Wetland,NULL
674,Cropland,Cropland,Wetland,Water,Wetland,Grassland
675,Cropland,Cropland,Wetland,Water,Wetland,Cropland
676,Cropland,Cropland,Wetland,Water,Wetland,Wetland
677,Cropland,Cropland,Wetland,Water,Wetland,Bareland
678,Cropland,Cropland,Wetland,Water,Wetland,Water
679,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
680,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
681,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
682,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
683,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
684,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
685,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
686,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
687,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
688,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
689,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
690,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
691,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
692,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
693,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
694,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
695,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
696,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
697,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
698,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
699,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
700,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
701,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
702,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
703,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
704,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
709,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
710,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
711,Cropland,Cropland,Water,NULL,Water,NULL
712,Cropland,Cropland,Water,NULL,Water,Grassland
713,Cropland,Cropland,Water,NULL,Water,Cropland
714,Cropland,Cropland,Water,NULL,Water,Wetland
715,Cropland,Cropland,Water,Water,Water,NULL
716,Cropland,Cropland,Water,Water,Water,Cropland
717,Cropland,Cropland,Water,Water,Water,Wetland
718,Cropland,Cropland,Water,Water,Water,Water
719,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
720,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
721,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
722,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
723,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
724,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
725,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
726,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
727,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
728,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
729,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
730,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
731,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
732,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
733,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
734,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
735,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
736,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
737,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
738,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
739,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
740,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
741,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
742,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
743,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
744,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
745,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
746,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
749,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
750,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
751,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
752,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
753,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
754,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
755,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
756,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
757,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
758,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
759,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
760,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
761,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
762,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
763,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
764,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
765,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
766,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
767,Cropland,Built-up,Wetland,NULL,Wetland,Forest
768,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
769,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
770,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
771,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
772,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
773,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
774,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
775,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
776,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
777,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
778,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
779,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
780,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
781,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
782,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
783,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
784,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
785,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
786,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
787,Cropland,Water,NULL,NULL,Non_Wetland,Forest
788,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
789,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
790,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
791,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
792,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
793,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
794,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
795,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
796,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
797,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
798,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
799,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
800,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
801,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
802,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
803,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
804,Cropland,Water,Wetland,NULL,Wetland,Grassland
805,Cropland,Water,Wetland,NULL,Wetland,Cropland
806,Cropland,Water,Wetland,NULL,Wetland,Wetland
807,Cropland,Water,Wetland,NULL,Wetland,Bareland
808,Cropland,Water,Wetland,NULL,Wetland,Forest
809,Cropland,Water,Wetland,Non_Water,Wetland,Forest
810,Cropland,Water,Wetland,Water,Wetland,Cropland
811,Cropland,Water,Wetland,Water,Wetland,Wetland
812,Cropland,Water,Wetland,Water,Wetland,Water
813,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
814,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
815,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
816,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
817,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
818,Cropland,Water,Bareland,Water,Non_Wetland,NULL
819,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
820,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
821,Cropland,Water,Bareland,Water,Non_Wetland,Forest
822,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
823,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
824,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
825,Cropland,Water,Water,Water,Water,Cropland
826,Cropland,Water,Water,Water,Water,Wetland
827,Cropland,Water,Water,Water,Water,Bareland
828,Cropland,Water,Water,Water,Water,Water
829,Cropland,Water,Forest,NULL,Non_Wetland,NULL
830,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
831,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
832,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
833,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
834,Cropland,Water,Forest,NULL,Non_Wetland,Forest
835,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
836,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
837,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
838,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
839,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
840,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
841,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
