Value,AFRICA_2024_DynamicWorld_2024_36PXT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,AFRICA_2024_WorldCover_2021_36PXT_M_R
432,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
433,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
434,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
435,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
436,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
437,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
438,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
439,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
440,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
441,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
444,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
445,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
446,Grassland,NULL,Cropland,Water,Non_Wetland,NULL
447,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
448,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
449,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
450,Grassland,NULL,Cropland,Water,Non_Wetland,Water
451,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
452,Grassland,NULL,Wetland,NULL,Wetland,NULL
453,Grassland,NULL,Wetland,NULL,Wetland,Grassland
454,Grassland,NULL,Wetland,NULL,Wetland,Cropland
455,Grassland,NULL,Wetland,NULL,Wetland,Wetland
456,Grassland,NULL,Wetland,NULL,Wetland,Forest
457,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
458,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
459,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
460,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
461,Grassland,NULL,Wetland,Water,Wetland,Grassland
462,Grassland,NULL,Wetland,Water,Wetland,Cropland
463,Grassland,NULL,Wetland,Water,Wetland,Wetland
464,Grassland,NULL,Wetland,Water,Wetland,Water
465,Grassland,NULL,Wetland,Water,Wetland,Forest
466,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
467,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
468,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
469,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
470,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
471,Grassland,NULL,Water,Non_Water,Water,Grassland
472,Grassland,NULL,Water,Water,Water,Grassland
473,Grassland,NULL,Water,Water,Water,Cropland
474,Grassland,NULL,Water,Water,Water,Wetland
475,Grassland,NULL,Water,Water,Water,Water
476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
477,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
478,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
479,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
480,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
481,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
484,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
485,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
486,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
487,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
488,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
489,Grassland,NULL,Forest,Water,Non_Wetland,Water
490,Grassland,NULL,Forest,Water,Non_Wetland,Forest
491,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
492,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
493,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
494,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
495,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
496,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
497,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
503,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
504,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
508,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
509,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
510,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
511,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
513,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
514,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
515,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
516,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
517,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
518,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
519,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
520,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
521,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
522,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
523,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
524,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
525,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
526,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
527,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
528,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
529,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
530,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
531,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
532,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
533,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
534,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
535,Grassland,Cropland,Wetland,Water,Wetland,Grassland
536,Grassland,Cropland,Wetland,Water,Wetland,Cropland
537,Grassland,Cropland,Wetland,Water,Wetland,Wetland
538,Grassland,Cropland,Wetland,Water,Wetland,Water
539,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
540,Grassland,Cropland,Water,Non_Water,Water,Grassland
541,Grassland,Cropland,Water,Water,Water,Grassland
542,Grassland,Cropland,Water,Water,Water,Cropland
543,Grassland,Cropland,Water,Water,Water,Wetland
544,Grassland,Cropland,Water,Water,Water,Water
545,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
546,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
547,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
548,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
549,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
550,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
551,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
552,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
553,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
554,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
555,Grassland,Cropland,Forest,Water,Non_Wetland,Water
556,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
557,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
558,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
559,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
560,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
561,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
562,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
563,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
564,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
565,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
566,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
567,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
568,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
569,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
570,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
571,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
572,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
573,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
574,Grassland,Wetland,Wetland,Water,Wetland,NULL
575,Grassland,Wetland,Wetland,Water,Wetland,Grassland
576,Grassland,Wetland,Wetland,Water,Wetland,Cropland
577,Grassland,Wetland,Wetland,Water,Wetland,Wetland
578,Grassland,Wetland,Wetland,Water,Wetland,Water
579,Grassland,Wetland,Wetland,Water,Wetland,Forest
580,Grassland,Wetland,Water,Water,Water,Wetland
581,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
582,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
583,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
584,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
585,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
586,Grassland,Wetland,Forest,Water,Non_Wetland,Water
587,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
588,Grassland,Bareland,Wetland,Water,Wetland,Grassland
589,Grassland,Bareland,Wetland,Water,Wetland,Wetland
590,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
591,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
592,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
593,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
594,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
595,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
596,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
597,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
598,Grassland,Water,Wetland,Water,Wetland,Grassland
599,Grassland,Water,Wetland,Water,Wetland,Wetland
600,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
601,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
602,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
603,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
604,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
605,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
606,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
607,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
608,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
609,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
610,Grassland,Forest,Wetland,NULL,Wetland,Forest
611,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
612,Grassland,Forest,Wetland,Water,Wetland,Forest
613,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
614,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
615,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
616,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
617,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
618,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
619,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
620,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
621,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
622,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
623,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
624,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
625,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
626,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
627,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
628,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
629,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
630,Cropland,NULL,NULL,Water,Non_Wetland,Forest
631,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
639,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
640,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
641,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
642,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
643,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
644,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
645,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
646,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
647,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
648,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
649,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
650,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
651,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
652,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
653,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
654,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
655,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
656,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
657,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
658,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
659,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
660,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
661,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
662,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
663,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
664,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
665,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
666,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
667,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
668,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
669,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
670,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
671,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
672,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
677,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
678,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
679,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
680,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
681,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
682,Cropland,NULL,Cropland,Water,Non_Wetland,Water
683,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
684,Cropland,NULL,Wetland,NULL,Wetland,Grassland
685,Cropland,NULL,Wetland,NULL,Wetland,Cropland
686,Cropland,NULL,Wetland,NULL,Wetland,Wetland
687,Cropland,NULL,Wetland,NULL,Wetland,Forest
688,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
689,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
690,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
691,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
692,Cropland,NULL,Wetland,Non_Water,Wetland,Water
693,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
694,Cropland,NULL,Wetland,Water,Wetland,Grassland
695,Cropland,NULL,Wetland,Water,Wetland,Cropland
696,Cropland,NULL,Wetland,Water,Wetland,Wetland
697,Cropland,NULL,Wetland,Water,Wetland,Water
698,Cropland,NULL,Wetland,Water,Wetland,Forest
699,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
700,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
701,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
702,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
703,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
704,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
705,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
706,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
707,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
708,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
709,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
710,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
711,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
712,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
713,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
714,Cropland,NULL,Water,NULL,Water,Grassland
715,Cropland,NULL,Water,NULL,Water,Bareland
716,Cropland,NULL,Water,Non_Water,Water,Grassland
717,Cropland,NULL,Water,Water,Water,Grassland
718,Cropland,NULL,Water,Water,Water,Cropland
719,Cropland,NULL,Water,Water,Water,Wetland
720,Cropland,NULL,Water,Water,Water,Water
721,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
722,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
723,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
724,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
725,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
726,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
727,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
728,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
729,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
730,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
731,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
732,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
733,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
734,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
735,Cropland,NULL,Forest,Water,Non_Wetland,Water
736,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
737,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
738,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
739,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
740,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
741,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
742,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
743,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
744,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
745,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
751,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
754,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
755,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
756,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
757,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
758,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
759,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
760,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
761,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
762,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
763,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
764,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
765,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
766,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
767,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
768,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
769,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
770,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
771,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
772,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
773,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
774,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
775,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
776,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
777,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
779,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
780,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
781,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
782,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
783,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
784,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
785,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
786,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
787,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
788,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
789,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
790,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
791,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
792,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
793,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
794,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
795,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
796,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
797,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
798,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
799,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
800,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
801,Cropland,Cropland,Wetland,NULL,Wetland,Forest
802,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
803,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
804,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
805,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
806,Cropland,Cropland,Wetland,Water,Wetland,Grassland
807,Cropland,Cropland,Wetland,Water,Wetland,Cropland
808,Cropland,Cropland,Wetland,Water,Wetland,Wetland
809,Cropland,Cropland,Wetland,Water,Wetland,Water
810,Cropland,Cropland,Wetland,Water,Wetland,Forest
811,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
812,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
813,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
814,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
815,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
816,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
817,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
818,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
819,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
820,Cropland,Cropland,Water,NULL,Water,Grassland
821,Cropland,Cropland,Water,NULL,Water,Wetland
822,Cropland,Cropland,Water,NULL,Water,Bareland
823,Cropland,Cropland,Water,Non_Water,Water,Grassland
824,Cropland,Cropland,Water,Non_Water,Water,Wetland
825,Cropland,Cropland,Water,Water,Water,Grassland
826,Cropland,Cropland,Water,Water,Water,Cropland
827,Cropland,Cropland,Water,Water,Water,Wetland
828,Cropland,Cropland,Water,Water,Water,Water
829,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
830,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
831,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
832,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
833,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
834,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
835,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
836,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
837,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
838,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
839,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
840,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
841,Cropland,Cropland,Forest,Water,Non_Wetland,Water
842,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
843,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
844,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
845,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
846,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
847,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
848,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
849,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
850,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
851,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
852,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
853,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
854,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
855,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
856,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
857,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
858,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
