Value,AFRICA_2024_DynamicWorld_2024_37PER_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PER_M_R,AFRICA_2024_GLC_FCS30D_2022_37PER_M_R,AFRICA_2024_GSW_Yearly_2021_37PER_M_R,AFRICA_2024_GWL_FCS30D_2022_37PER_M_R,AFRICA_2024_WorldCover_2021_37PER_M_R
421,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
422,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
423,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
424,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
425,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
426,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
427,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
428,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
429,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
430,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
431,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
432,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
433,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
434,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
435,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
436,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
437,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
438,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
439,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
440,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
441,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
442,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
443,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
444,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
445,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
446,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
447,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
448,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
449,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
450,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
451,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
452,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
453,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
454,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
455,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
456,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
457,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
458,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
459,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
460,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
461,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
462,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
463,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
464,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
465,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
466,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
467,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
468,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
469,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
470,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
472,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
473,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
474,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
475,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
476,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
477,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
478,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
479,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
480,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
481,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
482,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
483,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
485,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
486,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
487,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
488,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
489,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
490,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
491,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
492,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
493,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
494,Cropland,NULL,Grassland,Water,Non_Wetland,Water
495,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
496,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
497,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
498,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
499,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
500,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
501,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
502,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
503,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
504,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
505,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
506,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
507,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
508,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
509,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
510,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
511,Cropland,NULL,Cropland,Water,Non_Wetland,Water
512,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
513,Cropland,NULL,Wetland,NULL,Wetland,NULL
514,Cropland,NULL,Wetland,NULL,Wetland,Cropland
515,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
516,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
517,Cropland,NULL,Wetland,Water,Wetland,Cropland
518,Cropland,NULL,Wetland,Water,Wetland,Water
519,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
521,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
522,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
523,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
524,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
527,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
528,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
529,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
530,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
531,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
532,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
533,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
534,Cropland,NULL,Bareland,Water,Non_Wetland,Water
535,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
536,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
537,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
538,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
540,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
541,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
542,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
543,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
544,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
545,Cropland,NULL,Water,NULL,Water,Cropland
546,Cropland,NULL,Water,Water,Water,Water
547,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
548,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
549,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
550,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
551,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
552,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
553,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
554,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
555,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
556,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
557,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
558,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
559,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
560,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
561,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
562,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
563,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
564,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
565,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
566,Cropland,Cropland,NULL,Water,Non_Wetland,Water
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
574,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
575,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
576,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
577,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
578,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
579,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
580,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
581,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
582,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
583,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
587,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
588,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
589,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
590,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
591,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
592,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
593,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
594,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
595,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
596,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
597,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
598,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
599,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
601,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
602,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
603,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
604,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
605,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
606,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
607,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
608,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
609,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
610,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
611,Cropland,Cropland,Wetland,Water,Wetland,Cropland
612,Cropland,Cropland,Wetland,Water,Wetland,Bareland
613,Cropland,Cropland,Wetland,Water,Wetland,Water
614,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
615,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
616,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
617,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
618,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
619,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
620,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
621,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
622,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
623,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
624,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
625,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
626,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
627,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
628,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
629,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
630,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
631,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
633,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
634,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
635,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
636,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
637,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
638,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
639,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
640,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
641,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
642,Cropland,Cropland,Water,NULL,Water,Cropland
643,Cropland,Cropland,Water,Non_Water,Water,Cropland
644,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
645,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
646,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
647,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
648,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
649,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
650,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
651,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
652,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
653,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
654,Cropland,Cropland,Forest,Water,Non_Wetland,Water
655,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
656,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
657,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
658,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
659,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
660,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
661,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
662,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
663,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
664,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
665,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
666,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
667,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
668,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
669,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
670,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
672,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
673,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
674,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
676,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
677,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
678,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
679,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
680,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
682,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
683,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
684,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
685,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
686,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
687,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
688,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
689,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
690,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
691,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
692,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
693,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
694,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
695,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
696,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
697,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
698,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
699,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
700,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
701,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
702,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
703,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
704,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
705,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
706,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
707,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
708,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
709,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
710,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
711,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
712,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
713,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
714,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
715,Cropland,Water,NULL,Water,Non_Wetland,Cropland
716,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
717,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
718,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
719,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
720,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
721,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
722,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
723,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
724,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
725,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
726,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
727,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
728,Cropland,Water,Wetland,Water,Wetland,Cropland
729,Cropland,Water,Wetland,Water,Wetland,Water
730,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
731,Cropland,Water,Bareland,Water,Non_Wetland,Water
732,Cropland,Water,Forest,Water,Non_Wetland,Cropland
733,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
734,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
735,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
736,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
737,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
738,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
739,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
740,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
741,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
742,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
743,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
744,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
745,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
746,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
747,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
748,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
749,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
750,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
751,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
752,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
753,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
754,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
755,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
756,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
757,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
758,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
759,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
760,Cropland,Forest,Wetland,NULL,Wetland,Bareland
761,Cropland,Forest,Wetland,Water,Wetland,Cropland
762,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
763,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
764,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
765,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
766,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
767,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
768,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
769,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
770,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
771,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
772,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
773,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
774,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
775,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
776,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
777,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
778,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
779,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
780,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
781,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
782,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
783,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
784,Wetland,NULL,Wetland,Non_Water,Wetland,Water
785,Wetland,NULL,Wetland,Water,Wetland,Cropland
786,Wetland,NULL,Wetland,Water,Wetland,Wetland
787,Wetland,NULL,Wetland,Water,Wetland,Water
788,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
789,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
790,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
791,Wetland,Cropland,Wetland,Water,Wetland,Cropland
792,Wetland,Cropland,Wetland,Water,Wetland,Bareland
793,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
794,Wetland,Wetland,Water,Water,Water,Water
795,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
796,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
797,Wetland,Water,Wetland,Water,Wetland,Water
798,Wetland,Water,Bareland,Water,Non_Wetland,Water
799,Wetland,Water,Water,NULL,Water,Water
800,Wetland,Water,Water,Water,Water,Water
801,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
802,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
803,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
804,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
805,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
806,Bareland,NULL,NULL,NULL,Non_Wetland,Water
807,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
808,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
809,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
810,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
811,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
812,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
817,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
818,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
819,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
820,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
821,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
822,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
823,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
824,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
825,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
826,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
827,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
828,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
829,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
830,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
831,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
832,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
833,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
834,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
835,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
836,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
837,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
838,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
839,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
840,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
