Value,AFRICA_2024_DynamicWorld_2024_36NUJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NUJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUJ_M_R,AFRICA_2024_WorldCover_2021_36NUJ_M_R
436,NULL,Water,Built-up,NULL,Non_Wetland,Forest
437,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL
438,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
439,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
440,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
441,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
442,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
443,NULL,Water,Built-up,Water,Non_Wetland,Water
444,NULL,Water,Built-up,Water,Non_Wetland,Forest
445,NULL,Water,Water,NULL,Water,NULL
446,NULL,Water,Water,NULL,Water,Grassland
447,NULL,Water,Water,NULL,Water,Wetland
448,NULL,Water,Water,NULL,Water,Bareland
449,NULL,Water,Water,NULL,Water,Water
450,NULL,Water,Water,NULL,Water,Forest
451,NULL,Water,Water,Non_Water,Water,NULL
452,NULL,Water,Water,Non_Water,Water,Grassland
453,NULL,Water,Water,Non_Water,Water,Wetland
454,NULL,Water,Water,Non_Water,Water,Bareland
455,NULL,Water,Water,Non_Water,Water,Water
456,NULL,Water,Water,Non_Water,Water,Forest
457,NULL,Water,Water,Water,Water,NULL
458,NULL,Water,Water,Water,Water,Grassland
459,NULL,Water,Water,Water,Water,Wetland
460,NULL,Water,Water,Water,Water,Bareland
461,NULL,Water,Water,Water,Water,Water
462,NULL,Water,Water,Water,Water,Forest
463,NULL,Water,Forest,NULL,Non_Wetland,NULL
464,NULL,Water,Forest,NULL,Non_Wetland,Grassland
465,NULL,Water,Forest,NULL,Non_Wetland,Cropland
466,NULL,Water,Forest,NULL,Non_Wetland,Wetland
467,NULL,Water,Forest,NULL,Non_Wetland,Bareland
468,NULL,Water,Forest,NULL,Non_Wetland,Water
469,NULL,Water,Forest,NULL,Non_Wetland,Forest
470,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
471,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
472,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
473,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
474,NULL,Water,Forest,Non_Water,Non_Wetland,Water
475,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
476,NULL,Water,Forest,Water,Non_Wetland,NULL
477,NULL,Water,Forest,Water,Non_Wetland,Grassland
478,NULL,Water,Forest,Water,Non_Wetland,Wetland
479,NULL,Water,Forest,Water,Non_Wetland,Bareland
480,NULL,Water,Forest,Water,Non_Wetland,Water
481,NULL,Water,Forest,Water,Non_Wetland,Forest
482,NULL,Forest,NULL,NULL,Non_Wetland,NULL
483,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
484,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
485,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
486,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
487,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
488,NULL,Forest,NULL,NULL,Non_Wetland,Water
489,NULL,Forest,NULL,NULL,Non_Wetland,Forest
490,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
491,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
492,NULL,Forest,NULL,Non_Water,Non_Wetland,Cropland
493,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
494,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
495,NULL,Forest,NULL,Water,Non_Wetland,NULL
496,NULL,Forest,NULL,Water,Non_Wetland,Grassland
497,NULL,Forest,NULL,Water,Non_Wetland,Wetland
498,NULL,Forest,NULL,Water,Non_Wetland,Forest
499,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
501,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
502,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
503,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
504,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
505,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
506,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
507,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
508,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
509,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
510,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
511,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
512,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
513,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
514,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
515,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
516,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
517,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
518,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
519,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
520,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
521,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
522,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
523,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
524,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
525,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
526,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
527,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
528,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
529,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
530,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
531,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
532,NULL,Forest,Cropland,Water,Non_Wetland,NULL
533,NULL,Forest,Cropland,Water,Non_Wetland,Wetland
534,NULL,Forest,Cropland,Water,Non_Wetland,Forest
535,NULL,Forest,Wetland,NULL,Wetland,NULL
536,NULL,Forest,Wetland,NULL,Wetland,Grassland
537,NULL,Forest,Wetland,NULL,Wetland,Wetland
538,NULL,Forest,Wetland,NULL,Wetland,Bareland
539,NULL,Forest,Wetland,NULL,Wetland,Water
540,NULL,Forest,Wetland,NULL,Wetland,Forest
541,NULL,Forest,Wetland,Non_Water,Wetland,NULL
542,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
543,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
544,NULL,Forest,Wetland,Non_Water,Wetland,Water
545,NULL,Forest,Wetland,Non_Water,Wetland,Forest
546,NULL,Forest,Wetland,Water,Wetland,NULL
547,NULL,Forest,Wetland,Water,Wetland,Grassland
548,NULL,Forest,Wetland,Water,Wetland,Wetland
549,NULL,Forest,Wetland,Water,Wetland,Water
550,NULL,Forest,Wetland,Water,Wetland,Forest
551,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
552,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
553,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
554,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
555,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
556,NULL,Forest,Bareland,NULL,Non_Wetland,Water
557,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
558,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
559,NULL,Forest,Bareland,Water,Non_Wetland,NULL
560,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
561,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
562,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
563,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
564,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
565,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
566,NULL,Forest,Water,NULL,Water,NULL
567,NULL,Forest,Water,NULL,Water,Grassland
568,NULL,Forest,Water,NULL,Water,Wetland
569,NULL,Forest,Water,NULL,Water,Water
570,NULL,Forest,Water,NULL,Water,Forest
571,NULL,Forest,Water,Non_Water,Water,NULL
572,NULL,Forest,Water,Non_Water,Water,Wetland
573,NULL,Forest,Water,Non_Water,Water,Forest
574,NULL,Forest,Water,Water,Water,NULL
575,NULL,Forest,Water,Water,Water,Grassland
576,NULL,Forest,Water,Water,Water,Wetland
577,NULL,Forest,Water,Water,Water,Water
578,NULL,Forest,Water,Water,Water,Forest
579,NULL,Forest,Forest,NULL,Non_Wetland,NULL
580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
581,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
582,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
583,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
584,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
585,NULL,Forest,Forest,NULL,Non_Wetland,Water
586,NULL,Forest,Forest,NULL,Non_Wetland,Forest
587,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
588,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
589,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
590,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
591,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
592,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
593,NULL,Forest,Forest,Water,Non_Wetland,NULL
594,NULL,Forest,Forest,Water,Non_Wetland,Grassland
595,NULL,Forest,Forest,Water,Non_Wetland,Wetland
596,NULL,Forest,Forest,Water,Non_Wetland,Forest
597,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
598,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
599,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
600,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
601,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
602,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
603,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
604,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
610,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
611,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
612,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
613,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
614,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
615,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
616,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
617,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
618,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
619,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
620,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
621,Grassland,NULL,Wetland,NULL,Wetland,NULL
622,Grassland,NULL,Wetland,NULL,Wetland,Grassland
623,Grassland,NULL,Wetland,NULL,Wetland,Wetland
624,Grassland,NULL,Wetland,NULL,Wetland,Forest
625,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
626,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
627,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
628,Grassland,NULL,Wetland,Water,Wetland,Wetland
629,Grassland,NULL,Wetland,Water,Wetland,Water
630,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
631,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
632,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
633,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
634,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
635,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
636,Grassland,NULL,Water,NULL,Water,Forest
637,Grassland,NULL,Water,Non_Water,Water,Wetland
638,Grassland,NULL,Water,Non_Water,Water,Forest
639,Grassland,NULL,Water,Water,Water,Wetland
640,Grassland,NULL,Water,Water,Water,Water
641,Grassland,NULL,Water,Water,Water,Forest
642,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
643,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
644,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
645,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
646,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
647,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
648,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
649,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
650,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
651,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
652,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
653,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
655,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
656,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
657,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
658,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
659,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
660,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
661,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
662,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
663,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
664,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
665,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
666,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
667,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
668,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
669,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
670,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
671,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
672,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
673,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
674,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
675,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
676,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
677,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
678,Grassland,Wetland,Wetland,NULL,Wetland,NULL
679,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
680,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
681,Grassland,Wetland,Wetland,NULL,Wetland,Water
682,Grassland,Wetland,Wetland,NULL,Wetland,Forest
683,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
684,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
685,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
686,Grassland,Wetland,Wetland,Water,Wetland,Grassland
687,Grassland,Wetland,Wetland,Water,Wetland,Wetland
688,Grassland,Wetland,Wetland,Water,Wetland,Water
689,Grassland,Wetland,Wetland,Water,Wetland,Forest
690,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
691,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
692,Grassland,Wetland,Water,NULL,Water,Wetland
693,Grassland,Wetland,Water,NULL,Water,Forest
694,Grassland,Wetland,Water,Water,Water,Grassland
695,Grassland,Wetland,Water,Water,Water,Wetland
696,Grassland,Wetland,Water,Water,Water,Water
697,Grassland,Wetland,Water,Water,Water,Forest
698,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
699,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
700,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
701,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
702,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
703,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
704,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
705,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
706,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
707,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
708,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
709,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
710,Grassland,Water,Wetland,NULL,Wetland,Grassland
711,Grassland,Water,Wetland,NULL,Wetland,Wetland
712,Grassland,Water,Wetland,NULL,Wetland,Forest
713,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
714,Grassland,Water,Wetland,Non_Water,Wetland,Water
715,Grassland,Water,Wetland,Water,Wetland,Forest
716,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
717,Grassland,Water,Forest,NULL,Non_Wetland,Forest
718,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
719,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
720,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
721,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
722,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
723,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
724,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
725,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
726,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
727,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
728,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
729,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
730,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
731,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
732,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
733,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
734,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
735,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
736,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
737,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
738,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
739,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
740,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
741,Grassland,Forest,Wetland,NULL,Wetland,NULL
742,Grassland,Forest,Wetland,NULL,Wetland,Grassland
743,Grassland,Forest,Wetland,NULL,Wetland,Wetland
744,Grassland,Forest,Wetland,NULL,Wetland,Forest
745,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
746,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
747,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
748,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
749,Grassland,Forest,Wetland,Water,Wetland,Forest
750,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
751,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
752,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
753,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
754,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
755,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
756,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
757,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
758,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
759,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
760,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
761,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
762,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
763,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
764,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
765,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
766,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
767,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
768,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
769,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
770,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
771,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
772,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
773,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
774,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
775,Cropland,NULL,Wetland,NULL,Wetland,NULL
776,Cropland,NULL,Wetland,NULL,Wetland,Grassland
777,Cropland,NULL,Wetland,NULL,Wetland,Wetland
778,Cropland,NULL,Wetland,NULL,Wetland,Forest
779,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
780,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
781,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
782,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
783,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
784,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
785,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
786,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
787,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
788,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
789,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
790,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
791,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
792,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
793,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
794,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
795,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
796,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
797,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
798,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
799,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
800,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
802,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
803,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
804,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
805,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
806,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
807,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
808,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
809,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
810,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
811,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
812,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
813,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
814,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
815,Cropland,Wetland,Wetland,NULL,Wetland,Forest
816,Cropland,Wetland,Water,Water,Water,Water
817,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
818,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
819,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
820,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
821,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
822,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
823,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
824,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
825,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
826,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
829,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
830,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
831,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
832,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
833,Cropland,Water,Shrubland,Water,Non_Wetland,Built-up
834,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
835,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
836,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
837,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
838,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
839,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
840,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
841,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
842,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
843,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
844,Cropland,Forest,Wetland,NULL,Wetland,Grassland
845,Cropland,Forest,Wetland,NULL,Wetland,Wetland
846,Cropland,Forest,Wetland,NULL,Wetland,Forest
847,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
848,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
849,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
850,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
851,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
852,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
853,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
854,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
855,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
856,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
857,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
858,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
859,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
860,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
861,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
862,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
863,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
864,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
865,Wetland,NULL,Wetland,NULL,Wetland,Wetland
866,Wetland,NULL,Wetland,NULL,Wetland,Forest
867,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
868,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
869,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
870,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
871,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
872,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
873,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
874,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
875,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
876,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
877,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
