Value,AFRICA_2024_DynamicWorld_2024_37NEG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,AFRICA_2024_WorldCover_2021_37NEG_M_R
428,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
429,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
431,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
432,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
435,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
436,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
437,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
442,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
443,Grassland,Cropland,Wetland,Water,Wetland,Forest
444,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
445,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
446,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
447,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
448,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
449,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
450,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
451,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
452,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
453,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
454,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
455,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
456,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
457,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
458,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
459,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
460,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
461,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
462,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
463,Grassland,Water,Forest,NULL,Non_Wetland,Forest
464,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
465,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
466,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
467,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
468,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
469,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
470,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
471,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
472,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
473,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
474,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
475,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
476,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
477,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
478,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
479,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
480,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
481,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
482,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
483,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
484,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
485,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
486,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
487,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
488,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
489,Cropland,NULL,NULL,NULL,Non_Wetland,Water
490,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
491,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
492,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
493,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
494,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
495,Cropland,NULL,NULL,Water,Non_Wetland,Forest
496,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
497,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
499,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
504,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
505,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
506,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
507,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
508,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
509,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
510,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
511,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
512,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
513,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
514,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
515,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
516,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
520,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
521,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
522,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
523,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
524,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
525,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
526,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
527,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
528,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
530,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
531,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
532,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
533,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
534,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
535,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
536,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
537,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
538,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
539,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
540,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
541,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
542,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
543,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
544,Cropland,NULL,Cropland,Water,Non_Wetland,Water
545,Cropland,NULL,Wetland,NULL,Wetland,Grassland
546,Cropland,NULL,Wetland,NULL,Wetland,Cropland
547,Cropland,NULL,Wetland,NULL,Wetland,Bareland
548,Cropland,NULL,Wetland,NULL,Wetland,Water
549,Cropland,NULL,Wetland,NULL,Wetland,Forest
550,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
551,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
552,Cropland,NULL,Wetland,Water,Wetland,Grassland
553,Cropland,NULL,Wetland,Water,Wetland,Cropland
554,Cropland,NULL,Wetland,Water,Wetland,Water
555,Cropland,NULL,Wetland,Water,Wetland,Forest
556,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
557,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
558,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
559,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
560,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
561,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
562,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
563,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
564,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
565,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
566,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
567,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
568,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
569,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
570,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
571,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
572,Cropland,NULL,Bareland,Water,Non_Wetland,Water
573,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
574,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
575,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
576,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
577,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
578,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
579,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
580,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
581,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
582,Cropland,NULL,Water,Water,Water,Cropland
583,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
584,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
585,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
586,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
587,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
588,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
589,Cropland,NULL,Forest,NULL,Non_Wetland,Water
590,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
591,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
592,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
593,Cropland,NULL,Forest,Water,Non_Wetland,NULL
594,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
595,Cropland,NULL,Forest,Water,Non_Wetland,Water
596,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
597,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
598,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
599,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
600,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
601,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
602,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
603,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
604,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
605,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
614,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
615,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
616,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
617,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
618,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
619,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
620,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
621,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
622,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
623,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
624,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
625,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
626,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
629,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
630,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
631,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
632,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
633,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
634,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
635,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
636,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
637,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
638,Cropland,Cropland,Wetland,NULL,Wetland,NULL
639,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
640,Cropland,Cropland,Wetland,NULL,Wetland,Forest
641,Cropland,Cropland,Wetland,Water,Wetland,Forest
642,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
643,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
644,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
645,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
646,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
647,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
648,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
649,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
650,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
651,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
652,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
653,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
654,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
655,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
656,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
657,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
658,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
659,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
660,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
661,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
662,Cropland,Cropland,Water,NULL,Water,Forest
663,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
664,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
665,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
666,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
667,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
668,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
669,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
670,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
671,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
672,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
673,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
674,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
675,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
676,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
677,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
678,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
679,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
680,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
681,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
682,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
683,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
684,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
685,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
686,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
687,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
688,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
689,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
690,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
691,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
692,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
693,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
694,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
695,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
696,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
697,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
698,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
699,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
700,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
701,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
702,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
703,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
704,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
705,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
706,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
707,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
708,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
709,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
710,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
711,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
712,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
713,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
714,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
715,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
716,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
717,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
718,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
719,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
720,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
721,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
722,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
723,Cropland,Water,NULL,NULL,Non_Wetland,Forest
724,Cropland,Water,NULL,Water,Non_Wetland,Forest
725,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
726,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
727,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
728,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
729,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
730,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
731,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
732,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
733,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
734,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
735,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
736,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
737,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
738,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
739,Cropland,Water,Cropland,NULL,Non_Wetland,Water
740,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
741,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
742,Cropland,Water,Cropland,Water,Non_Wetland,Water
743,Cropland,Water,Wetland,NULL,Wetland,Grassland
744,Cropland,Water,Wetland,NULL,Wetland,Cropland
745,Cropland,Water,Wetland,NULL,Wetland,Forest
746,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
747,Cropland,Water,Wetland,Non_Water,Wetland,Forest
748,Cropland,Water,Wetland,Water,Wetland,Grassland
749,Cropland,Water,Wetland,Water,Wetland,Cropland
750,Cropland,Water,Wetland,Water,Wetland,Bareland
751,Cropland,Water,Wetland,Water,Wetland,Water
752,Cropland,Water,Wetland,Water,Wetland,Forest
753,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
754,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
755,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
756,Cropland,Water,Bareland,NULL,Non_Wetland,Water
757,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
758,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
759,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
760,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
761,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
762,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
763,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
764,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
765,Cropland,Water,Bareland,Water,Non_Wetland,Water
766,Cropland,Water,Bareland,Water,Non_Wetland,Forest
767,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
768,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
769,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
770,Cropland,Water,Built-up,Non_Water,Non_Wetland,Cropland
771,Cropland,Water,Built-up,Water,Non_Wetland,Forest
772,Cropland,Water,Water,Water,Water,Cropland
773,Cropland,Water,Water,Water,Water,Bareland
774,Cropland,Water,Forest,NULL,Non_Wetland,NULL
775,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
776,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
777,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
778,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
779,Cropland,Water,Forest,NULL,Non_Wetland,Forest
780,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
781,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
782,Cropland,Water,Forest,Water,Non_Wetland,Cropland
783,Cropland,Water,Forest,Water,Non_Wetland,Water
784,Cropland,Water,Forest,Water,Non_Wetland,Forest
785,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
786,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
787,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
788,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
789,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
790,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
791,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
792,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
793,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
794,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
795,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
796,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
797,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
798,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
799,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
800,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
801,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
802,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
803,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
804,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
805,Cropland,Forest,Wetland,NULL,Wetland,Cropland
806,Cropland,Forest,Wetland,NULL,Wetland,Forest
807,Cropland,Forest,Wetland,Water,Wetland,Forest
808,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
809,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
810,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
811,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
812,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
813,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
814,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
815,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
816,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
817,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
818,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
819,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
820,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
821,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
822,Wetland,NULL,Wetland,NULL,Wetland,Forest
823,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
824,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
825,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
826,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
827,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
828,Wetland,Water,NULL,NULL,Non_Wetland,Forest
829,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
830,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
831,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
832,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
833,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
834,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
835,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
836,Wetland,Water,Wetland,NULL,Wetland,Forest
837,Wetland,Water,Wetland,Non_Water,Wetland,Forest
838,Wetland,Water,Wetland,Water,Wetland,Forest
839,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
840,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
841,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
842,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
843,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
844,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
845,Wetland,Water,Bareland,Water,Non_Wetland,Water
846,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
847,Wetland,Water,Water,Non_Water,Water,Forest
848,Wetland,Water,Water,Water,Water,Forest
849,Wetland,Water,Forest,NULL,Non_Wetland,NULL
850,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
851,Wetland,Water,Forest,NULL,Non_Wetland,Forest
852,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
853,Wetland,Water,Forest,Water,Non_Wetland,Grassland
