Value,AFRICA_2024_DynamicWorld_2024_37PBT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBT_M_R,AFRICA_2024_GSW_Yearly_2021_37PBT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBT_M_R,AFRICA_2024_WorldCover_2021_37PBT_M_R
411,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
412,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
413,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
414,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
415,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
416,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
417,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
418,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
419,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
420,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
421,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
422,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
423,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
424,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
425,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
426,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
427,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
428,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
429,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
430,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
431,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
432,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
433,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
434,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
435,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
436,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
437,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
438,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
439,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
440,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
441,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
442,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
443,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
444,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
445,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
446,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
447,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
448,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
449,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
450,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
451,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
452,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
453,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
454,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
455,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
456,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
457,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
458,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
459,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
460,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
461,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
462,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
463,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
464,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
465,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
466,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
467,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
470,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
471,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
472,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
473,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
475,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
476,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
477,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
478,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
479,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
480,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
481,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
482,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
483,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
484,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
485,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
486,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
487,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
488,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
489,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
490,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
491,Bareland,NULL,Wetland,NULL,Wetland,Grassland
492,Bareland,NULL,Wetland,NULL,Wetland,Bareland
493,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
494,Bareland,NULL,Wetland,Water,Wetland,Cropland
495,Bareland,NULL,Wetland,Water,Wetland,Bareland
496,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
497,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
498,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
499,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
500,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
501,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
502,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
503,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
504,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
505,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
506,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
507,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
508,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
509,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
510,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
511,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
512,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
513,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
514,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
515,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
516,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
517,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
518,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
519,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
520,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
521,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
522,Bareland,NULL,Water,NULL,Water,Grassland
523,Bareland,NULL,Water,NULL,Water,Bareland
524,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
525,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
526,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
527,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
528,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
529,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
530,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
531,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
532,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
533,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
536,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
537,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
538,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
539,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
540,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
541,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
542,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
543,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
544,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
545,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
546,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
547,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
548,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
549,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
550,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
551,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
552,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
553,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
554,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
555,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
556,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
557,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
558,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
559,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
560,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
561,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
562,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
563,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
564,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
565,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
566,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
567,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
568,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
569,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
570,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
571,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
572,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
573,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
574,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
575,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
576,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
577,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
578,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
579,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
580,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
581,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
582,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
583,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
584,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
585,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
586,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
587,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
588,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
589,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
590,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
591,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
592,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
593,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
594,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
595,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
596,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
597,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
598,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
599,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
600,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
601,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
602,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
603,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
604,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
605,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
606,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
607,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
608,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
609,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
610,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
611,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
612,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
613,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
614,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
615,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
616,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
617,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
618,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
619,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
620,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
621,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
622,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
623,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
624,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
625,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
626,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
627,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
628,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
629,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
630,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
631,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
632,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
633,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
634,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
635,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
636,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
637,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
638,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
639,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
640,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
641,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
642,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
643,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
644,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
645,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
646,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
647,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
648,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
649,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
650,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
651,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
652,Bareland,Water,Forest,NULL,Non_Wetland,Forest
653,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
654,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
655,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
656,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
657,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
658,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
659,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
660,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
661,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
662,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
663,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
664,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
665,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
666,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
667,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
668,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
669,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
670,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
671,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
672,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
673,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
674,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
675,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
676,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
677,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
678,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
679,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
680,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
681,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
682,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
683,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
684,Water,NULL,NULL,NULL,Non_Wetland,Grassland
685,Water,NULL,NULL,NULL,Non_Wetland,Cropland
686,Water,NULL,NULL,NULL,Non_Wetland,Bareland
687,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
688,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
689,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
690,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
691,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
692,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
693,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
694,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
695,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
696,Water,NULL,Grassland,NULL,Non_Wetland,Water
697,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
698,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
699,Water,NULL,Grassland,Water,Non_Wetland,Grassland
700,Water,NULL,Grassland,Water,Non_Wetland,Cropland
701,Water,NULL,Grassland,Water,Non_Wetland,Bareland
702,Water,NULL,Grassland,Water,Non_Wetland,Water
703,Water,NULL,Cropland,NULL,Non_Wetland,NULL
704,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
705,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
706,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
707,Water,NULL,Cropland,NULL,Non_Wetland,Forest
708,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
709,Water,NULL,Cropland,Water,Non_Wetland,Grassland
710,Water,NULL,Cropland,Water,Non_Wetland,Cropland
711,Water,NULL,Cropland,Water,Non_Wetland,Forest
712,Water,NULL,Wetland,NULL,Wetland,Grassland
713,Water,NULL,Wetland,NULL,Wetland,Cropland
714,Water,NULL,Wetland,NULL,Wetland,Bareland
715,Water,NULL,Wetland,Non_Water,Wetland,Grassland
716,Water,NULL,Wetland,Non_Water,Wetland,Cropland
717,Water,NULL,Wetland,Water,Wetland,Cropland
718,Water,NULL,Wetland,Water,Wetland,Bareland
719,Water,NULL,Wetland,Water,Wetland,Water
720,Water,NULL,Bareland,NULL,Non_Wetland,NULL
721,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
722,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
723,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
724,Water,NULL,Bareland,NULL,Non_Wetland,Water
725,Water,NULL,Bareland,NULL,Non_Wetland,Forest
726,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
727,Water,NULL,Bareland,Water,Non_Wetland,Grassland
728,Water,NULL,Bareland,Water,Non_Wetland,Cropland
729,Water,NULL,Bareland,Water,Non_Wetland,Bareland
730,Water,NULL,Bareland,Water,Non_Wetland,Water
731,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
732,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
733,Water,NULL,Built-up,NULL,Non_Wetland,Water
734,Water,NULL,Built-up,Water,Non_Wetland,Cropland
735,Water,NULL,Built-up,Water,Non_Wetland,Water
736,Water,NULL,Water,NULL,Water,Grassland
737,Water,NULL,Water,NULL,Water,Bareland
738,Water,NULL,Water,NULL,Water,Forest
739,Water,NULL,Water,Water,Water,Grassland
740,Water,NULL,Forest,NULL,Non_Wetland,Grassland
741,Water,Cropland,NULL,NULL,Non_Wetland,Forest
742,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
743,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
744,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
745,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
746,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
747,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
748,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
749,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
750,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
751,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
752,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
753,Water,Cropland,Cropland,NULL,Non_Wetland,Water
754,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
755,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
756,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
757,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
758,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
759,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
760,Water,Cropland,Wetland,Water,Wetland,Cropland
761,Water,Cropland,Wetland,Water,Wetland,Water
762,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
763,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
764,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
765,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
766,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
767,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
768,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
769,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
770,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
771,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
772,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
773,Water,Bareland,Wetland,Water,Wetland,Water
774,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
775,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
776,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
777,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
778,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
779,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
780,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
781,Water,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
782,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
783,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
784,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
785,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
786,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
787,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
788,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
789,Water,Built-up,Cropland,Water,Non_Wetland,Water
790,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
791,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
792,Water,Built-up,Bareland,Water,Non_Wetland,Water
793,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
794,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
795,Water,Water,Grassland,NULL,Non_Wetland,Grassland
796,Water,Water,Grassland,NULL,Non_Wetland,Cropland
797,Water,Water,Grassland,NULL,Non_Wetland,Bareland
798,Water,Water,Grassland,NULL,Non_Wetland,Water
799,Water,Water,Grassland,NULL,Non_Wetland,Forest
800,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
801,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
802,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
803,Water,Water,Grassland,Water,Non_Wetland,Bareland
804,Water,Water,Grassland,Water,Non_Wetland,Water
805,Water,Water,Cropland,NULL,Non_Wetland,Grassland
806,Water,Water,Cropland,NULL,Non_Wetland,Cropland
807,Water,Water,Cropland,NULL,Non_Wetland,Bareland
808,Water,Water,Cropland,NULL,Non_Wetland,Water
809,Water,Water,Cropland,NULL,Non_Wetland,Forest
810,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
811,Water,Water,Cropland,Water,Non_Wetland,Grassland
812,Water,Water,Cropland,Water,Non_Wetland,Cropland
813,Water,Water,Cropland,Water,Non_Wetland,Water
814,Water,Water,Cropland,Water,Non_Wetland,Forest
815,Water,Water,Wetland,NULL,Wetland,Grassland
816,Water,Water,Wetland,Water,Wetland,Cropland
817,Water,Water,Wetland,Water,Wetland,Water
818,Water,Water,Bareland,NULL,Non_Wetland,Grassland
819,Water,Water,Bareland,NULL,Non_Wetland,Cropland
820,Water,Water,Bareland,NULL,Non_Wetland,Bareland
821,Water,Water,Bareland,NULL,Non_Wetland,Water
822,Water,Water,Bareland,Water,Non_Wetland,Cropland
823,Water,Water,Bareland,Water,Non_Wetland,Water
824,Water,Water,Built-up,NULL,Non_Wetland,Grassland
825,Water,Water,Built-up,NULL,Non_Wetland,Bareland
826,Water,Water,Built-up,Water,Non_Wetland,Water
827,Water,Forest,Bareland,NULL,Non_Wetland,NULL
828,Forest,NULL,NULL,NULL,Non_Wetland,NULL
829,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
830,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
831,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
832,Forest,NULL,NULL,NULL,Non_Wetland,Forest
833,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
835,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
836,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
837,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
838,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
