Value,AFRICA_2024_DynamicWorld_2024_37PFP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,AFRICA_2024_WorldCover_2021_37PFP_M_R
420,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
421,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
422,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
423,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
424,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
425,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
426,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
427,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
428,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
429,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
430,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
431,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
432,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
434,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
435,Cropland,Cropland,Wetland,NULL,Wetland,NULL
436,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
437,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
438,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
439,Cropland,Cropland,Wetland,NULL,Wetland,Forest
440,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
441,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
442,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
443,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
444,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
445,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
446,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
447,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
448,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
449,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
450,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
451,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
452,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
453,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
454,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
455,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
456,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
457,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
458,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
459,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
460,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
461,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
462,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
463,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
464,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
465,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
466,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
467,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
468,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
469,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
470,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
471,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
472,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
473,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
474,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
475,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
476,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
477,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
478,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
479,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
480,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
481,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
482,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
483,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
484,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
485,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
486,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
487,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
488,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
489,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
490,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
491,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
492,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
493,Cropland,Bareland,Wetland,NULL,Wetland,Wetland
494,Cropland,Bareland,Wetland,NULL,Wetland,Bareland
495,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
496,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
497,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
498,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
499,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
500,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
501,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
502,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
503,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
504,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
505,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
506,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
507,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
508,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
509,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
510,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
511,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
512,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
513,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
514,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
515,Cropland,Water,Grassland,NULL,Non_Wetland,Water
516,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
517,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
518,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
519,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
520,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
521,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
522,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
523,Cropland,Water,Wetland,NULL,Wetland,NULL
524,Cropland,Water,Wetland,NULL,Wetland,Cropland
525,Cropland,Water,Wetland,NULL,Wetland,Wetland
526,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
527,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
528,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
529,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
530,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
531,Cropland,Water,Bareland,NULL,Non_Wetland,Water
532,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
533,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
534,Cropland,Water,Built-up,NULL,Non_Wetland,Wetland
535,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
536,Cropland,Water,Built-up,NULL,Non_Wetland,Water
537,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
538,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
539,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
540,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
541,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
542,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
545,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
546,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
547,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
548,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
549,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
550,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
551,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
552,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
553,Cropland,Forest,Grassland,NULL,Non_Wetland,Water
554,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
555,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
556,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
557,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
558,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
559,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
560,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
561,Cropland,Forest,Wetland,NULL,Wetland,NULL
562,Cropland,Forest,Wetland,NULL,Wetland,Grassland
563,Cropland,Forest,Wetland,NULL,Wetland,Wetland
564,Cropland,Forest,Wetland,NULL,Wetland,Forest
565,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
566,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
567,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
568,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
569,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
570,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
571,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
572,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
573,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
574,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
575,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
576,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
577,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
578,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
579,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
580,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
581,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
582,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
583,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
584,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
585,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
586,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
587,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
588,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
589,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
590,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
591,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
592,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
593,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
594,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
595,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
596,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
597,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
598,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
599,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
600,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
601,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
602,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
603,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
604,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
605,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
606,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
607,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
608,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
609,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
610,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
611,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
612,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
613,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
614,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
615,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
616,Wetland,NULL,Wetland,NULL,Wetland,NULL
617,Wetland,NULL,Wetland,NULL,Wetland,Wetland
618,Wetland,NULL,Wetland,NULL,Wetland,Bareland
619,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
620,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
621,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
622,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
623,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
624,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
625,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
626,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
627,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
628,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
629,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
630,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
631,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
632,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
633,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
634,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
635,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
636,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
637,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
638,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
639,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
640,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
641,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
642,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
643,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
644,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
645,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
646,Wetland,Cropland,Wetland,NULL,Wetland,NULL
647,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
648,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
649,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
650,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
651,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
652,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
653,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
654,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
655,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
656,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
657,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
658,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
659,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
660,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
661,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
662,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
663,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
664,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
665,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
666,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
667,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
668,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
669,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
670,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
671,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
672,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
673,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
674,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
675,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
676,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
677,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
678,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
679,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
680,Wetland,Wetland,Wetland,NULL,Wetland,NULL
681,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
682,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
683,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
684,Wetland,Wetland,Wetland,Water,Wetland,Wetland
685,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
686,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
687,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
688,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
689,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
690,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
691,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
692,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
693,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
694,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
695,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
696,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
697,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
698,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
699,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
700,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
701,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
702,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
703,Wetland,Wetland,Water,NULL,Water,Wetland
704,Wetland,Wetland,Water,Non_Water,Water,Wetland
705,Wetland,Wetland,Water,Water,Water,Wetland
706,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
707,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
708,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
709,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL
710,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
711,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
712,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
713,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
714,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
715,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
716,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
717,Wetland,Water,Wetland,NULL,Wetland,Wetland
718,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
719,Wetland,Water,Wetland,Water,Wetland,Wetland
720,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
721,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
722,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
723,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
724,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
725,Wetland,Water,Water,Water,Water,Wetland
726,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
727,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
728,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
729,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
730,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
731,Wetland,Forest,Wetland,NULL,Wetland,NULL
732,Wetland,Forest,Wetland,NULL,Wetland,Wetland
733,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
734,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
735,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
736,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
737,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
738,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
739,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
740,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
741,Bareland,NULL,NULL,NULL,Non_Wetland,Water
742,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
743,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
744,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
745,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
746,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
747,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
748,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
749,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
750,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
751,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
752,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
753,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
754,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
755,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
756,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
757,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
758,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
759,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
760,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
761,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
762,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
763,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
764,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
765,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
766,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
767,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
768,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
769,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
770,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
771,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
772,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
773,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
774,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
775,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
776,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
777,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
778,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
779,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
780,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
781,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
782,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
783,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
784,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
785,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
786,Bareland,NULL,Wetland,NULL,Wetland,NULL
787,Bareland,NULL,Wetland,NULL,Wetland,Grassland
788,Bareland,NULL,Wetland,NULL,Wetland,Cropland
789,Bareland,NULL,Wetland,NULL,Wetland,Wetland
790,Bareland,NULL,Wetland,NULL,Wetland,Bareland
791,Bareland,NULL,Wetland,NULL,Wetland,Water
792,Bareland,NULL,Wetland,NULL,Wetland,Forest
793,Bareland,NULL,Wetland,Water,Wetland,NULL
794,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
795,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
796,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
797,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
798,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
799,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
800,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
801,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
802,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
803,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
804,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
805,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
806,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
807,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
808,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
809,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
810,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
811,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
812,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
813,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
814,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
815,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
816,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
817,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
818,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
819,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
820,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
821,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
822,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
823,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
824,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
825,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
826,Bareland,NULL,Water,NULL,Water,Bareland
827,Bareland,NULL,Water,Water,Water,Wetland
828,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
829,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
830,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
831,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
832,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
833,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
834,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
835,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
836,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
837,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
838,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
