Value,AFRICA_2024_DynamicWorld_2024_37NFH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFH_M_R,AFRICA_2024_GSW_Yearly_2021_37NFH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFH_M_R,AFRICA_2024_WorldCover_2021_37NFH_M_R
417,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
418,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
419,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
420,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
421,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
422,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
423,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
424,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
425,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
426,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
427,Cropland,NULL,Water,NULL,Water,Cropland
428,Cropland,NULL,Water,Water,Water,Bareland
429,Cropland,NULL,Water,Water,Water,Water
430,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
431,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
432,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
433,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
434,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
435,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
436,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
437,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
438,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
439,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
440,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
441,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
442,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
443,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
444,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
445,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
446,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
447,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
450,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
451,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
455,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
456,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
457,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
458,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
459,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
460,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
461,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
462,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
463,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
464,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
466,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
467,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
468,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
469,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
470,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
472,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
475,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
476,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
477,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
478,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
479,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
480,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
481,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
482,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
483,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
484,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
485,Cropland,Cropland,Wetland,NULL,Wetland,Forest
486,Cropland,Cropland,Wetland,Water,Wetland,Cropland
487,Cropland,Cropland,Wetland,Water,Wetland,Wetland
488,Cropland,Cropland,Wetland,Water,Wetland,Water
489,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
490,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
491,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
492,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
493,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
494,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
495,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
498,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
499,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
500,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
501,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
502,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
503,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
504,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
505,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
506,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
507,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
508,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
509,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
510,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
511,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
512,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
513,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
514,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
515,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
516,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
517,Cropland,Cropland,Water,NULL,Water,Grassland
518,Cropland,Cropland,Water,NULL,Water,Cropland
519,Cropland,Cropland,Water,NULL,Water,Wetland
520,Cropland,Cropland,Water,NULL,Water,Water
521,Cropland,Cropland,Water,NULL,Water,Forest
522,Cropland,Cropland,Water,Non_Water,Water,Grassland
523,Cropland,Cropland,Water,Non_Water,Water,Cropland
524,Cropland,Cropland,Water,Water,Water,Cropland
525,Cropland,Cropland,Water,Water,Water,Wetland
526,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
527,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
528,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
529,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
530,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
531,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
532,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
533,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
534,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
535,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
536,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
537,Cropland,Cropland,Forest,Water,Non_Wetland,Water
538,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
539,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
540,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
541,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
542,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
543,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
544,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
545,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
546,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
547,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
548,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
549,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
550,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
551,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
552,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
553,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
554,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
555,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
556,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
557,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
558,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
559,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
560,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
561,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
562,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
563,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
564,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
565,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
566,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
567,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
568,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
569,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
570,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
571,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
572,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
573,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
574,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
575,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
576,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
577,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
578,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
579,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
580,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
581,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
582,Cropland,Built-up,Wetland,NULL,Wetland,Forest
583,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
584,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
585,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
586,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
587,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
588,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
589,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
590,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
591,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
592,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
593,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
594,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
595,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
596,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
597,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
598,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
599,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
600,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
601,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
602,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
603,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
604,Cropland,Built-up,Forest,Water,Non_Wetland,Water
605,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
606,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
607,Cropland,Water,NULL,NULL,Non_Wetland,Forest
608,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
609,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
610,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
611,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
612,Cropland,Water,Forest,NULL,Non_Wetland,NULL
613,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
614,Cropland,Water,Forest,NULL,Non_Wetland,Forest
615,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
616,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
617,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
618,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
619,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
620,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
621,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
622,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
623,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
624,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
625,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
626,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
627,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
628,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
629,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
630,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
631,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
632,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
633,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
634,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
635,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
636,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
637,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
638,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
639,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
640,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
641,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
642,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
643,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
644,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
645,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
646,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
647,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
648,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
649,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
650,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
651,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
652,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
653,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
654,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
655,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
656,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
657,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
658,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
659,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
660,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
661,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
662,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
663,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
664,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
665,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
666,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
667,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
668,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
669,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
670,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
671,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
672,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
673,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
674,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
675,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
676,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
677,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
678,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
679,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
680,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
681,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
682,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
683,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
684,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
685,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
686,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
687,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
688,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
689,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
690,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
691,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
692,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
693,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
694,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
695,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
696,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
697,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
698,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
699,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
700,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
701,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
702,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
703,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
704,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
705,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
706,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
707,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
708,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
710,Bareland,NULL,Water,NULL,Water,Grassland
711,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
712,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
713,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
714,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
715,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
716,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
717,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
718,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
719,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
720,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
721,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
722,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
723,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
724,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
725,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
726,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
727,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
728,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
729,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
730,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
731,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
732,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
733,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
734,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
735,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
736,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
737,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
738,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
739,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
740,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
741,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
742,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
743,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
744,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
745,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
746,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
747,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
748,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
749,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
750,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
751,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
752,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
753,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
754,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
755,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
756,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
757,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
758,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
759,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
760,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
761,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
762,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
763,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
764,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
765,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
766,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
767,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
768,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
769,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
770,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
771,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
772,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
773,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
774,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
775,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
776,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
777,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
778,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
779,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
780,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
781,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
782,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
783,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
784,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
785,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
786,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
787,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
788,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
789,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
790,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
791,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
792,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
793,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
794,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
795,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
796,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
797,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
798,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
799,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
800,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
801,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
802,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
803,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
804,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
805,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
806,Bareland,Water,Forest,NULL,Non_Wetland,NULL
807,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
808,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
809,Bareland,Water,Forest,NULL,Non_Wetland,Forest
810,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
811,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
812,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
813,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
814,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
815,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
816,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
817,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
818,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
819,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
820,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
821,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
822,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
823,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
824,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
825,Water,NULL,NULL,NULL,Non_Wetland,NULL
826,Water,NULL,NULL,NULL,Non_Wetland,Grassland
827,Water,NULL,NULL,NULL,Non_Wetland,Cropland
828,Water,NULL,NULL,NULL,Non_Wetland,Bareland
829,Water,NULL,NULL,NULL,Non_Wetland,Forest
830,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
831,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
832,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
833,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
834,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
