Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
423,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
424,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
428,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
429,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
430,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
431,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
432,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
433,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
434,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
435,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
436,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
437,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
438,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
439,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
440,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
441,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
442,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
443,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
444,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
445,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
446,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
447,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
448,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
449,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
450,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
451,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
452,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
453,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
454,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
455,Grassland,NULL,Wetland,NULL,Wetland,NULL
456,Grassland,NULL,Wetland,NULL,Wetland,Grassland
457,Grassland,NULL,Wetland,NULL,Wetland,Cropland
458,Grassland,NULL,Wetland,NULL,Wetland,Wetland
459,Grassland,NULL,Wetland,NULL,Wetland,Forest
460,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
461,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
462,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
463,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
464,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
465,Grassland,NULL,Wetland,Water,Wetland,Grassland
466,Grassland,NULL,Wetland,Water,Wetland,Cropland
467,Grassland,NULL,Wetland,Water,Wetland,Wetland
468,Grassland,NULL,Wetland,Water,Wetland,Water
469,Grassland,NULL,Wetland,Water,Wetland,Forest
470,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
471,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
472,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
473,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
474,Grassland,NULL,Water,Water,Water,Wetland
475,Grassland,NULL,Water,Water,Water,Water
476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
477,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
478,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
479,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
480,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
481,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
484,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
485,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
486,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
487,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
488,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
489,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
490,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
491,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
492,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
493,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
494,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
500,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
501,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
502,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
503,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
504,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
505,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
506,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
507,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
508,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
509,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
510,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
511,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
512,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
515,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
517,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
518,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
519,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
520,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
521,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
522,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
523,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
524,Grassland,Cropland,Wetland,NULL,Wetland,NULL
525,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
526,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
527,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
528,Grassland,Cropland,Wetland,NULL,Wetland,Forest
529,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
530,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
531,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
532,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
533,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
534,Grassland,Cropland,Wetland,Water,Wetland,Cropland
535,Grassland,Cropland,Wetland,Water,Wetland,Wetland
536,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
537,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
538,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
539,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
540,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
541,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
542,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
543,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
544,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
545,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
546,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
547,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
548,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
549,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
550,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
551,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
552,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
553,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
554,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
555,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
556,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
557,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
558,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
559,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
560,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
561,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
562,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
563,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
564,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
565,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
566,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
567,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
568,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
569,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
570,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
571,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
572,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
573,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
574,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
575,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
576,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
577,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
578,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
579,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
580,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
581,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
582,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
583,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
584,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
585,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
586,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
587,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
588,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest
589,Grassland,Wetland,Wetland,NULL,Wetland,NULL
590,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
591,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
592,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
593,Grassland,Wetland,Wetland,NULL,Wetland,Forest
594,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
595,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
596,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
597,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
598,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
599,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
600,Grassland,Wetland,Wetland,Water,Wetland,Grassland
601,Grassland,Wetland,Wetland,Water,Wetland,Cropland
602,Grassland,Wetland,Wetland,Water,Wetland,Wetland
603,Grassland,Wetland,Wetland,Water,Wetland,Water
604,Grassland,Wetland,Wetland,Water,Wetland,Forest
605,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
606,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
607,Grassland,Wetland,Built-up,NULL,Non_Wetland,Cropland
608,Grassland,Wetland,Water,Water,Water,Wetland
609,Grassland,Wetland,Water,Water,Water,Water
610,Grassland,Wetland,Water,Water,Water,Forest
611,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
612,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
613,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
614,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
615,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
616,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
617,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
618,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
619,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
620,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
621,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
622,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
623,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
624,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
625,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
626,Grassland,Built-up,Cropland,Water,Non_Wetland,Cropland
627,Grassland,Built-up,Cropland,Water,Non_Wetland,Wetland
628,Grassland,Built-up,Wetland,NULL,Wetland,Forest
629,Grassland,Built-up,Wetland,Non_Water,Wetland,Forest
630,Grassland,Built-up,Wetland,Water,Wetland,Cropland
631,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
632,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
633,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
634,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
635,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
636,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
637,Grassland,Water,Wetland,Non_Water,Wetland,Forest
638,Grassland,Water,Wetland,Water,Wetland,Wetland
639,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
640,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
641,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
642,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
643,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
644,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
645,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
647,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
648,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
649,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
650,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
651,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
652,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
653,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
654,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
655,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
656,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
657,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
658,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
659,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
660,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
661,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
662,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
663,Grassland,Forest,Wetland,NULL,Wetland,NULL
664,Grassland,Forest,Wetland,NULL,Wetland,Grassland
665,Grassland,Forest,Wetland,NULL,Wetland,Cropland
666,Grassland,Forest,Wetland,NULL,Wetland,Wetland
667,Grassland,Forest,Wetland,NULL,Wetland,Forest
668,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
669,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
670,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
671,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
672,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
673,Grassland,Forest,Wetland,Water,Wetland,Wetland
674,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
675,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
676,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
677,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
678,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
679,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
680,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
681,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
682,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
683,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
684,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
685,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
686,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
687,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
688,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
689,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
690,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
691,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
692,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
693,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
694,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
695,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
696,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
703,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
704,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
705,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
706,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
707,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
708,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
709,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
710,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
711,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
712,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
713,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
714,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
715,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
716,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
717,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
718,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
719,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
720,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
721,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
722,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
723,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
724,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
725,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
726,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
727,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
728,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
729,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
730,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
731,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
732,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
733,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
734,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
735,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
736,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
737,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
738,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
739,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
740,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
741,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
742,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
743,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
744,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
745,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
746,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
747,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
748,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
749,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
750,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
751,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
752,Cropland,NULL,Wetland,NULL,Wetland,NULL
753,Cropland,NULL,Wetland,NULL,Wetland,Grassland
754,Cropland,NULL,Wetland,NULL,Wetland,Cropland
755,Cropland,NULL,Wetland,NULL,Wetland,Wetland
756,Cropland,NULL,Wetland,NULL,Wetland,Forest
757,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
758,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
759,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
760,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
761,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
762,Cropland,NULL,Wetland,Water,Wetland,Cropland
763,Cropland,NULL,Wetland,Water,Wetland,Wetland
764,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
765,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
766,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
767,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
768,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
769,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
770,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
771,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
772,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
773,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
774,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
775,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
776,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
777,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
778,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
779,Cropland,NULL,Bareland,Water,Non_Wetland,Water
780,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
781,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
782,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
783,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
784,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
785,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
786,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
787,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
788,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
789,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
790,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
791,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
792,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
793,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
794,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
795,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
796,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
797,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
798,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
799,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
800,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
801,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
802,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
803,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
804,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
805,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
806,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
807,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
808,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
809,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
810,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
811,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
812,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Built-up
813,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
814,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
815,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
816,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
817,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
818,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
819,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
820,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
821,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
822,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
823,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
824,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
825,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
826,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
827,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
828,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
829,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
830,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
831,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
832,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
833,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
834,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
835,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
836,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
837,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
838,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
