Value,AFRICA_2024_DynamicWorld_2024_37PCT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,AFRICA_2024_WorldCover_2021_37PCT_M_R
415,Cropland,Bareland,Wetland,Water,Wetland,Cropland
416,Cropland,Bareland,Wetland,Water,Wetland,Wetland
417,Cropland,Bareland,Wetland,Water,Wetland,Bareland
418,Cropland,Bareland,Wetland,Water,Wetland,Water
419,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
420,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
421,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
422,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
423,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
424,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
425,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
426,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
427,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
428,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
429,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
430,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
431,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
432,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
433,Cropland,Bareland,Water,Water,Water,Cropland
434,Cropland,Bareland,Water,Water,Water,Water
435,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
436,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
437,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
438,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
439,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
440,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
441,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
442,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
443,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
444,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
445,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
446,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
447,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
448,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
449,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
450,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
451,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
452,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
453,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
454,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
455,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
456,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
457,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
458,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
459,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
460,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
461,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
462,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
463,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
464,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
465,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
466,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
467,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
468,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
469,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
470,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
471,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
472,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
473,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
474,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
475,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
476,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
477,Cropland,Water,Cropland,NULL,Non_Wetland,Water
478,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
479,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
480,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
481,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
482,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
483,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
484,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
485,Cropland,Water,Cropland,Water,Non_Wetland,Water
486,Cropland,Water,Wetland,NULL,Wetland,Cropland
487,Cropland,Water,Wetland,Water,Wetland,Grassland
488,Cropland,Water,Wetland,Water,Wetland,Cropland
489,Cropland,Water,Wetland,Water,Wetland,Wetland
490,Cropland,Water,Wetland,Water,Wetland,Bareland
491,Cropland,Water,Wetland,Water,Wetland,Water
492,Cropland,Water,Wetland,Water,Wetland,Forest
493,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
494,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
495,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
496,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
497,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
498,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
499,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
500,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
501,Cropland,Water,Water,Water,Water,Water
502,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
503,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
504,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
505,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
506,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
507,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
508,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
509,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
510,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
511,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
514,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
515,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
516,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
517,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
519,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
520,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
521,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
522,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
523,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
524,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
525,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
526,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
527,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
528,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
529,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
530,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
531,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
532,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
533,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
534,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
535,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
536,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
537,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
538,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
539,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
540,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
541,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
542,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
543,Cropland,Forest,Wetland,Water,Wetland,Grassland
544,Cropland,Forest,Wetland,Water,Wetland,Cropland
545,Cropland,Forest,Wetland,Water,Wetland,Wetland
546,Cropland,Forest,Wetland,Water,Wetland,Bareland
547,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
548,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
549,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
550,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
551,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
552,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
553,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
554,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
555,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
556,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
557,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
558,Cropland,Forest,Water,Non_Water,Water,Cropland
559,Cropland,Forest,Water,Water,Water,Cropland
560,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
561,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
562,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
563,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
564,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
565,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
566,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
567,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
568,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
569,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
570,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
571,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
572,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
573,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
574,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
575,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
576,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
577,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
578,Wetland,NULL,Wetland,Water,Wetland,Grassland
579,Wetland,NULL,Wetland,Water,Wetland,Cropland
580,Wetland,NULL,Wetland,Water,Wetland,Forest
581,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
582,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
583,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
584,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
585,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
586,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
587,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
588,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
589,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
590,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
591,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
592,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
593,Wetland,Forest,Wetland,Water,Wetland,Wetland
594,Wetland,Forest,Wetland,Water,Wetland,Forest
595,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
596,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
597,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
598,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
599,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
600,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
601,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
602,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
605,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
609,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
610,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
611,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
612,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
613,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
614,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
615,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
616,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
617,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
618,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
619,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
624,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
625,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
626,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
628,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
629,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
630,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
631,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
632,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
633,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
634,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
635,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
636,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
637,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
638,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
639,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
640,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
641,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
642,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
643,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
644,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
645,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
646,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
647,Bareland,NULL,Cropland,Water,Non_Wetland,Water
648,Bareland,NULL,Wetland,NULL,Wetland,Bareland
649,Bareland,NULL,Wetland,NULL,Wetland,Forest
650,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
651,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
652,Bareland,NULL,Wetland,Non_Water,Wetland,Water
653,Bareland,NULL,Wetland,Water,Wetland,Grassland
654,Bareland,NULL,Wetland,Water,Wetland,Cropland
655,Bareland,NULL,Wetland,Water,Wetland,Wetland
656,Bareland,NULL,Wetland,Water,Wetland,Bareland
657,Bareland,NULL,Wetland,Water,Wetland,Water
658,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
659,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
660,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
661,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
662,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
663,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
664,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
665,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
666,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
667,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
668,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
669,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
670,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
671,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
672,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
673,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
674,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
675,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
676,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
677,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
678,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
679,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
680,Bareland,NULL,Bareland,Water,Non_Wetland,Water
681,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
682,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
683,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
684,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
685,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
686,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
687,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
688,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
689,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
690,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
691,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
692,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
693,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
694,Bareland,NULL,Water,Non_Water,Water,Grassland
695,Bareland,NULL,Water,Non_Water,Water,Cropland
696,Bareland,NULL,Water,Water,Water,Wetland
697,Bareland,NULL,Water,Water,Water,Water
698,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
699,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
700,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
701,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
702,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
703,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
704,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
705,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
706,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
707,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
708,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
709,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
710,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
711,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
712,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
713,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
714,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
715,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
716,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
717,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
718,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
719,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
720,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
721,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
722,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
723,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
724,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
725,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
726,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
727,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
728,Bareland,Cropland,Wetland,Water,Wetland,Bareland
729,Bareland,Cropland,Wetland,Water,Wetland,Water
730,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
731,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
732,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
733,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
734,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
735,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
736,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
737,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
738,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
739,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
740,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
741,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
742,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
743,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
744,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
745,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
746,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
747,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
748,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
749,Bareland,Cropland,Water,Water,Water,Water
750,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
751,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
752,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
753,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
754,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
755,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
756,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
757,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
758,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
759,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
760,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
761,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
762,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
763,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
764,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
765,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
766,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
767,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
768,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
769,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
770,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
771,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
772,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
773,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
774,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
775,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
776,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
777,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
778,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
779,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
780,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
781,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
782,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
783,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
784,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
785,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
786,Bareland,Bareland,Wetland,NULL,Wetland,Water
787,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
788,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
789,Bareland,Bareland,Wetland,Water,Wetland,Grassland
790,Bareland,Bareland,Wetland,Water,Wetland,Cropland
791,Bareland,Bareland,Wetland,Water,Wetland,Wetland
792,Bareland,Bareland,Wetland,Water,Wetland,Bareland
793,Bareland,Bareland,Wetland,Water,Wetland,Water
794,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
795,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
796,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
797,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
798,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
799,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
800,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
801,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
802,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
803,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
804,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
805,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
806,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
807,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
808,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
809,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
810,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
811,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
812,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
813,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
814,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
815,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
816,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
817,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
818,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
819,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
820,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
821,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
822,Bareland,Bareland,Water,Water,Water,Wetland
823,Bareland,Bareland,Water,Water,Water,Bareland
824,Bareland,Bareland,Water,Water,Water,Water
825,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
826,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
827,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
828,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
829,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
830,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
831,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
832,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
833,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
834,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
835,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
