Value,AFRICA_2024_DynamicWorld_2024_36PWA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWA_M_R,AFRICA_2024_GSW_Yearly_2021_36PWA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWA_M_R,AFRICA_2024_WorldCover_2021_36PWA_M_R
421,Grassland,NULL,Wetland,NULL,Wetland,Grassland
422,Grassland,NULL,Wetland,NULL,Wetland,Cropland
423,Grassland,NULL,Wetland,NULL,Wetland,Wetland
424,Grassland,NULL,Wetland,NULL,Wetland,Forest
425,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
426,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
427,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
428,Grassland,NULL,Wetland,Water,Wetland,Grassland
429,Grassland,NULL,Wetland,Water,Wetland,Cropland
430,Grassland,NULL,Wetland,Water,Wetland,Wetland
431,Grassland,NULL,Wetland,Water,Wetland,Forest
432,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
433,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
434,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
435,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
436,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
437,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
438,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
439,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
440,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
441,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
442,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
443,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
444,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
445,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
446,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
447,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
448,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
454,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
455,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
456,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
457,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
458,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
459,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
460,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
461,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
462,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
463,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
464,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
465,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
466,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
467,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
468,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
469,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
470,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
471,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
477,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
478,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
479,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
480,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
481,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
482,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
483,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
484,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
485,Grassland,Cropland,Wetland,NULL,Wetland,NULL
486,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
487,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
488,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
489,Grassland,Cropland,Wetland,NULL,Wetland,Forest
490,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
491,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
492,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
493,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
494,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
495,Grassland,Cropland,Wetland,Water,Wetland,Grassland
496,Grassland,Cropland,Wetland,Water,Wetland,Cropland
497,Grassland,Cropland,Wetland,Water,Wetland,Wetland
498,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
499,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
500,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
501,Grassland,Cropland,Water,Water,Water,Cropland
502,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
503,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
504,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
505,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
506,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
507,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
508,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
509,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
510,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
511,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
512,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
513,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
514,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
515,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
516,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
517,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
518,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
519,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
520,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
521,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
522,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
523,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
524,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
525,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
526,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
527,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
528,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
529,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
530,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
531,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
532,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
533,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
534,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
535,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
536,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
537,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
538,Grassland,Wetland,Cropland,Water,Non_Wetland,Bareland
539,Grassland,Wetland,Wetland,NULL,Wetland,NULL
540,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
541,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
542,Grassland,Wetland,Wetland,NULL,Wetland,Forest
543,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
544,Grassland,Wetland,Wetland,Water,Wetland,Cropland
545,Grassland,Wetland,Wetland,Water,Wetland,Wetland
546,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
547,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
548,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
549,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
550,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
551,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
552,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
553,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
554,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
555,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
556,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
557,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
558,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
559,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
560,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
561,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
562,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
563,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
564,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
565,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
566,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
567,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
568,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
569,Grassland,Forest,Wetland,NULL,Wetland,Grassland
570,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
571,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
572,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
573,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
574,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
575,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
576,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
577,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
578,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
579,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
580,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
581,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
582,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
583,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
584,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
585,Cropland,NULL,NULL,Water,Non_Wetland,Forest
586,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
594,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
595,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
596,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
597,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
600,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
601,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
602,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
603,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
604,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
605,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
606,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
607,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
608,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
609,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
610,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
611,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
612,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
613,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
614,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
615,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
616,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
617,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
618,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
619,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
620,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
621,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
622,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
623,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
624,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
625,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
626,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
627,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
628,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
629,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
630,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
631,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
632,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
633,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
634,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
635,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
636,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
637,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
638,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
639,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
640,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
641,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
642,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
643,Cropland,NULL,Cropland,Water,Non_Wetland,Water
644,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
645,Cropland,NULL,Wetland,NULL,Wetland,NULL
646,Cropland,NULL,Wetland,NULL,Wetland,Grassland
647,Cropland,NULL,Wetland,NULL,Wetland,Cropland
648,Cropland,NULL,Wetland,NULL,Wetland,Wetland
649,Cropland,NULL,Wetland,NULL,Wetland,Bareland
650,Cropland,NULL,Wetland,NULL,Wetland,Water
651,Cropland,NULL,Wetland,NULL,Wetland,Forest
652,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
653,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
654,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
655,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
656,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
657,Cropland,NULL,Wetland,Water,Wetland,NULL
658,Cropland,NULL,Wetland,Water,Wetland,Grassland
659,Cropland,NULL,Wetland,Water,Wetland,Cropland
660,Cropland,NULL,Wetland,Water,Wetland,Wetland
661,Cropland,NULL,Wetland,Water,Wetland,Bareland
662,Cropland,NULL,Wetland,Water,Wetland,Water
663,Cropland,NULL,Wetland,Water,Wetland,Forest
664,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
665,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
666,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
667,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
668,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
669,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
670,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
671,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
672,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
673,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
674,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
675,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
676,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
677,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
678,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
679,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
680,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
681,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
682,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
683,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
684,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
685,Cropland,NULL,Bareland,Water,Non_Wetland,Water
686,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
687,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
688,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
689,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
690,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
691,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
692,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
693,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
694,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
695,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
696,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
697,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
698,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
699,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
700,Cropland,NULL,Water,NULL,Water,Grassland
701,Cropland,NULL,Water,NULL,Water,Cropland
702,Cropland,NULL,Water,NULL,Water,Water
703,Cropland,NULL,Water,NULL,Water,Forest
704,Cropland,NULL,Water,Non_Water,Water,Wetland
705,Cropland,NULL,Water,Non_Water,Water,Forest
706,Cropland,NULL,Water,Water,Water,Grassland
707,Cropland,NULL,Water,Water,Water,Cropland
708,Cropland,NULL,Water,Water,Water,Bareland
709,Cropland,NULL,Water,Water,Water,Water
710,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
711,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
712,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
713,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
714,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
715,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
716,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
717,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
718,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
719,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
720,Cropland,NULL,Forest,Water,Non_Wetland,NULL
721,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
722,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
723,Cropland,NULL,Forest,Water,Non_Wetland,Forest
724,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
725,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
726,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
727,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
728,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
729,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
730,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
731,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
732,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
733,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
734,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
735,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
736,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
737,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
738,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
739,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
740,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
741,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
750,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
751,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
752,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
753,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
754,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
755,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
756,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
757,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
758,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
759,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
760,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
761,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
762,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
763,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
764,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
765,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
766,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
767,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
768,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
769,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
770,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
771,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
772,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
773,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
774,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
775,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
776,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
777,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
778,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
779,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
780,Cropland,Cropland,Grassland,Water,Non_Wetland,Built-up
781,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
782,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
783,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
784,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
785,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
786,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
787,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
788,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
789,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
790,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
791,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
792,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
793,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
794,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
795,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
796,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
797,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
798,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
799,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
800,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
801,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
802,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
803,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
804,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
805,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
806,Cropland,Cropland,Wetland,NULL,Wetland,NULL
807,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
808,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
809,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
810,Cropland,Cropland,Wetland,NULL,Wetland,Water
811,Cropland,Cropland,Wetland,NULL,Wetland,Forest
812,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
813,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
814,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
815,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
816,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
817,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
818,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
819,Cropland,Cropland,Wetland,Water,Wetland,NULL
820,Cropland,Cropland,Wetland,Water,Wetland,Grassland
821,Cropland,Cropland,Wetland,Water,Wetland,Cropland
822,Cropland,Cropland,Wetland,Water,Wetland,Wetland
823,Cropland,Cropland,Wetland,Water,Wetland,Bareland
824,Cropland,Cropland,Wetland,Water,Wetland,Water
825,Cropland,Cropland,Wetland,Water,Wetland,Forest
826,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
827,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
828,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
829,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
830,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
831,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
832,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
833,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
834,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
835,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
836,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
837,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
838,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
839,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
840,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
