Value,AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,AFRICA_2024_WorldCover_2021_36PXQ_M_R
427,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
428,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
429,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
430,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
431,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
432,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
433,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
434,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
435,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
436,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
437,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
438,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
439,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
440,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
441,Grassland,Wetland,Wetland,NULL,Wetland,NULL
442,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
443,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
444,Grassland,Wetland,Wetland,NULL,Wetland,Forest
445,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
446,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
447,Grassland,Wetland,Wetland,Water,Wetland,Grassland
448,Grassland,Wetland,Wetland,Water,Wetland,Wetland
449,Grassland,Wetland,Wetland,Water,Wetland,Water
450,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
451,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
452,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
453,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
454,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
455,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
456,Grassland,Wetland,Built-up,NULL,Non_Wetland,Forest
457,Grassland,Wetland,Water,NULL,Water,Wetland
458,Grassland,Wetland,Water,NULL,Water,Forest
459,Grassland,Wetland,Water,Non_Water,Water,Wetland
460,Grassland,Wetland,Water,Water,Water,Wetland
461,Grassland,Wetland,Water,Water,Water,Water
462,Grassland,Wetland,Water,Water,Water,Forest
463,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
464,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
465,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
466,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
467,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
468,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
469,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
470,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
471,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
472,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
473,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
474,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
475,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
476,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
477,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
478,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
479,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
480,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
481,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
482,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
483,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
484,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
485,Grassland,Water,NULL,NULL,Non_Wetland,Forest
486,Grassland,Water,NULL,Water,Non_Wetland,Wetland
487,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
488,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
489,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
490,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
491,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
492,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
493,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
494,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
495,Grassland,Water,Wetland,NULL,Wetland,Wetland
496,Grassland,Water,Wetland,Water,Wetland,Wetland
497,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
498,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland
499,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
500,Grassland,Water,Water,NULL,Water,Wetland
501,Grassland,Water,Water,Non_Water,Water,Wetland
502,Grassland,Water,Water,Water,Water,Wetland
503,Grassland,Water,Water,Water,Water,Water
504,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
505,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
506,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
507,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
508,Grassland,Water,Forest,Water,Non_Wetland,Wetland
509,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
510,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
511,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
512,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
513,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
514,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
515,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
516,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
517,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
518,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
521,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
522,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
523,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
524,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
525,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
526,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
527,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
528,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
529,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
530,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
531,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
532,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
533,Grassland,Forest,Wetland,NULL,Wetland,Grassland
534,Grassland,Forest,Wetland,NULL,Wetland,Wetland
535,Grassland,Forest,Wetland,NULL,Wetland,Forest
536,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
537,Grassland,Forest,Wetland,Water,Wetland,Wetland
538,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
539,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
540,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
541,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
542,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
543,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
544,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
545,Grassland,Forest,Water,NULL,Water,Wetland
546,Grassland,Forest,Water,Water,Water,Wetland
547,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
548,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
549,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
550,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
551,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
552,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
553,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
554,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
555,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
556,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
557,Grassland,Forest,Forest,Water,Non_Wetland,Forest
558,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
559,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
560,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
561,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
562,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
563,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
564,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
565,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
566,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
567,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
568,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
569,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
577,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
578,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
579,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
580,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
581,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
582,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
583,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
584,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
585,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
586,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
587,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
588,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
589,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
590,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
591,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
592,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
593,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
594,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
595,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
596,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
597,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
598,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
599,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
600,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
601,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
602,Cropland,NULL,Wetland,NULL,Wetland,Grassland
603,Cropland,NULL,Wetland,NULL,Wetland,Wetland
604,Cropland,NULL,Wetland,NULL,Wetland,Forest
605,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
606,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
607,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
608,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
609,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
610,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
611,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
612,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
613,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
614,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
615,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
616,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
617,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
618,Cropland,NULL,Bareland,Water,Non_Wetland,Water
619,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
620,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
621,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
622,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
623,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
624,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
625,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
626,Cropland,NULL,Water,NULL,Water,Grassland
627,Cropland,NULL,Water,NULL,Water,Wetland
628,Cropland,NULL,Water,NULL,Water,Water
629,Cropland,NULL,Water,NULL,Water,Forest
630,Cropland,NULL,Water,Non_Water,Water,Grassland
631,Cropland,NULL,Water,Non_Water,Water,Forest
632,Cropland,NULL,Water,Water,Water,Grassland
633,Cropland,NULL,Water,Water,Water,Water
634,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
635,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
636,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
637,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
638,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
639,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
640,Cropland,NULL,Forest,NULL,Non_Wetland,Water
641,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
642,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
643,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
644,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
645,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
646,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
647,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
648,Cropland,NULL,Forest,Water,Non_Wetland,Water
649,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
650,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
651,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
652,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
653,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
654,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
663,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
664,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
665,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
666,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
667,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
668,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
669,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
670,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
671,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
672,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
673,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
674,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
675,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
676,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
677,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
678,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
679,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
680,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
681,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
682,Cropland,Cropland,Wetland,NULL,Wetland,Forest
683,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
684,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
685,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
686,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
687,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
688,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
689,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
690,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
691,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
692,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
693,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
694,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
695,Cropland,Cropland,Water,NULL,Water,Wetland
696,Cropland,Cropland,Water,Water,Water,Wetland
697,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
698,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
699,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
700,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
701,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
702,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
703,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
704,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
705,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
706,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
707,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
708,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
709,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
710,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
711,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
712,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
713,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
714,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
715,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
716,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
717,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
718,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland
719,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
720,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
721,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
722,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
723,Cropland,Wetland,Wetland,NULL,Wetland,Forest
724,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
725,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
726,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
727,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
728,Cropland,Wetland,Built-up,Water,Non_Wetland,Forest
729,Cropland,Wetland,Water,NULL,Water,Grassland
730,Cropland,Wetland,Water,NULL,Water,Forest
731,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
732,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
733,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
734,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
735,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
736,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
737,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
738,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
739,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
740,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water
741,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
742,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
743,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
744,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
745,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
746,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
747,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water
748,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
749,Cropland,Bareland,Water,Non_Water,Water,Water
750,Cropland,Bareland,Water,Water,Water,Water
751,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
752,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
753,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
754,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
756,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
757,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
758,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
759,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
760,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
761,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
762,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
763,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
764,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
765,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
766,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
767,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
768,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
769,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
770,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
771,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
772,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
773,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
774,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
775,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
776,Cropland,Water,NULL,Water,Non_Wetland,Grassland
777,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
778,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
779,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
780,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
781,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
782,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
783,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
784,Cropland,Water,Shrubland,Water,Non_Wetland,Water
785,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
786,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
787,Cropland,Water,Wetland,NULL,Wetland,Grassland
788,Cropland,Water,Wetland,NULL,Wetland,Forest
789,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
790,Cropland,Water,Wetland,Non_Water,Wetland,Forest
791,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
792,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
793,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
794,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
795,Cropland,Water,Water,NULL,Water,Grassland
796,Cropland,Water,Water,NULL,Water,Wetland
797,Cropland,Water,Water,NULL,Water,Forest
798,Cropland,Water,Water,Water,Water,Water
799,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
800,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
801,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
802,Cropland,Water,Forest,NULL,Non_Wetland,Forest
803,Cropland,Water,Forest,Water,Non_Wetland,Grassland
804,Cropland,Water,Forest,Water,Non_Wetland,Water
805,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
806,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
807,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
808,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
809,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
810,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
811,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
812,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
813,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
814,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
815,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
816,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
817,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
818,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
819,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
820,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
821,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
822,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
823,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
824,Cropland,Forest,Wetland,NULL,Wetland,Wetland
825,Cropland,Forest,Wetland,NULL,Wetland,Forest
826,Cropland,Forest,Wetland,Water,Wetland,Wetland
827,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
828,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
829,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
830,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
831,Cropland,Forest,Water,NULL,Water,Forest
832,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
833,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
834,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
835,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
836,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
837,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
838,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
839,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
840,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
841,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
842,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
843,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
844,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
845,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
846,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
847,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
848,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
849,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
850,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
851,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
852,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
853,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
