Value,AFRICA_2024_DynamicWorld_2024_37PDK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDK_M_R,AFRICA_2024_GSW_Yearly_2021_37PDK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,AFRICA_2024_WorldCover_2021_37PDK_M_R
870,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
871,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
872,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
873,Grassland,Forest,Wetland,NULL,Wetland,Grassland
874,Grassland,Forest,Wetland,NULL,Wetland,Wetland
875,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
876,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
877,Grassland,Forest,Wetland,Water,Wetland,Cropland
878,Grassland,Forest,Wetland,Water,Wetland,Wetland
879,Grassland,Forest,Wetland,Water,Wetland,Water
880,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
881,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
882,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
883,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
884,Grassland,Forest,Bareland,Water,Non_Wetland,Cropland
885,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
886,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
887,Grassland,Forest,Water,NULL,Water,Wetland
888,Grassland,Forest,Water,Water,Water,Wetland
889,Grassland,Forest,Water,Water,Water,Water
890,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
891,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
892,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
893,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
894,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
895,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
896,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
897,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
898,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
899,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
900,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
901,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
902,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
903,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
904,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
905,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
906,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
907,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
908,Cropland,NULL,NULL,Water,Non_Wetland,NULL
909,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
910,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
911,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
912,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
913,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
914,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
915,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
916,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
918,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
919,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
920,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
921,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
922,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
923,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
924,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
925,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
926,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
927,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
928,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
929,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
930,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
931,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
932,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
933,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
934,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
935,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
936,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
937,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
938,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
939,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
940,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
941,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
942,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
943,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
944,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
945,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
946,Cropland,NULL,Grassland,Water,Non_Wetland,Water
947,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
948,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
949,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
950,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
951,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
952,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
953,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
954,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
955,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
956,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
957,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
958,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
959,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
960,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
961,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
962,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
963,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
964,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
965,Cropland,NULL,Wetland,NULL,Wetland,Grassland
966,Cropland,NULL,Wetland,NULL,Wetland,Cropland
967,Cropland,NULL,Wetland,NULL,Wetland,Wetland
968,Cropland,NULL,Wetland,NULL,Wetland,Forest
969,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
970,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
971,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
972,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
973,Cropland,NULL,Wetland,Water,Wetland,NULL
974,Cropland,NULL,Wetland,Water,Wetland,Grassland
975,Cropland,NULL,Wetland,Water,Wetland,Cropland
976,Cropland,NULL,Wetland,Water,Wetland,Wetland
977,Cropland,NULL,Wetland,Water,Wetland,Bareland
978,Cropland,NULL,Wetland,Water,Wetland,Water
979,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
980,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
981,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
982,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
983,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
984,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
985,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
986,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
987,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
988,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
989,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
990,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
991,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
992,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
993,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
994,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
995,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
996,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
997,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
998,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
999,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
1000,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
1001,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1002,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
1003,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1004,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
1005,Cropland,NULL,Water,NULL,Water,NULL
1006,Cropland,NULL,Water,NULL,Water,Grassland
1007,Cropland,NULL,Water,NULL,Water,Cropland
1008,Cropland,NULL,Water,NULL,Water,Wetland
1009,Cropland,NULL,Water,Non_Water,Water,Cropland
1010,Cropland,NULL,Water,Non_Water,Water,Wetland
1011,Cropland,NULL,Water,Water,Water,Cropland
1012,Cropland,NULL,Water,Water,Water,Wetland
1013,Cropland,NULL,Water,Water,Water,Water
1014,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
1015,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1016,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1017,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1018,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1019,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1020,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
1021,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1022,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1023,Cropland,NULL,Forest,Water,Non_Wetland,NULL
1024,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
1025,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
1026,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1027,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
1028,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
1029,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
1030,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
1031,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
1032,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1033,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1034,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1035,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1036,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1037,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1038,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
1039,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
1040,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
1041,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
1042,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1043,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1044,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1045,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1049,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1050,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1051,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1052,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1053,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1054,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1055,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1056,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1057,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1058,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1059,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
1060,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1061,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1062,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1063,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1064,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1065,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1066,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1067,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1068,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1069,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1070,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1071,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1072,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1073,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1074,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1075,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
1076,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1077,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1078,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1079,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
1080,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1081,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1089,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1090,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1091,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1092,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1093,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1094,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1095,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1096,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1097,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1098,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1099,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1100,Cropland,Cropland,Cropland,Water,Non_Wetland,Built-up
1101,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1102,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
1103,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1104,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1105,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1106,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1107,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1108,Cropland,Cropland,Wetland,NULL,Wetland,Built-up
1109,Cropland,Cropland,Wetland,NULL,Wetland,Water
1110,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1111,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1112,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1113,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1114,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1115,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
1116,Cropland,Cropland,Wetland,Non_Water,Wetland,Built-up
1117,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
1118,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1119,Cropland,Cropland,Wetland,Water,Wetland,NULL
1120,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1121,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1122,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1123,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1124,Cropland,Cropland,Wetland,Water,Wetland,Built-up
1125,Cropland,Cropland,Wetland,Water,Wetland,Water
1126,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1127,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1128,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1129,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1130,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1131,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1132,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1133,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1134,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1135,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1136,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1137,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1138,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1139,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1140,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1141,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1142,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1143,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1144,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1145,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1146,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1147,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1148,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1149,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1150,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1151,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Built-up
1152,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
1153,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1154,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1155,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1156,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1157,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1158,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
1159,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1160,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1161,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1162,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1163,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1164,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1165,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
1166,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1167,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1168,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1169,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1170,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1171,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
1172,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
1173,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
1174,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1175,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
1176,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
1177,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
1178,Cropland,Cropland,Water,NULL,Water,Grassland
1179,Cropland,Cropland,Water,NULL,Water,Cropland
1180,Cropland,Cropland,Water,NULL,Water,Wetland
1181,Cropland,Cropland,Water,NULL,Water,Bareland
1182,Cropland,Cropland,Water,NULL,Water,Water
1183,Cropland,Cropland,Water,Non_Water,Water,NULL
1184,Cropland,Cropland,Water,Non_Water,Water,Grassland
1185,Cropland,Cropland,Water,Non_Water,Water,Cropland
1186,Cropland,Cropland,Water,Non_Water,Water,Wetland
1187,Cropland,Cropland,Water,Non_Water,Water,Bareland
1188,Cropland,Cropland,Water,Water,Water,NULL
1189,Cropland,Cropland,Water,Water,Water,Cropland
1190,Cropland,Cropland,Water,Water,Water,Wetland
1191,Cropland,Cropland,Water,Water,Water,Water
1192,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1193,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1194,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1195,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1196,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1197,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1198,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1199,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1200,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1201,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1202,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1203,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1204,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
1205,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1206,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1207,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1208,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1209,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1210,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
1211,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1212,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1213,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1214,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1215,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1216,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1217,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1218,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
1219,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1220,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1221,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1222,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
1223,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
1224,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1225,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1226,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1227,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1228,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1229,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1230,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1231,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
1232,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1233,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1234,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1235,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1236,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1237,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1238,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1239,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1240,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1241,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
1242,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1243,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1244,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1245,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1246,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
1247,Cropland,Bareland,NULL,NULL,Non_Wetland,Water
1248,Cropland,Bareland,NULL,Water,Non_Wetland,Bareland
1249,Cropland,Bareland,NULL,Water,Non_Wetland,Water
1250,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1251,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1252,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1253,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1254,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1255,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
1256,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1257,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1258,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1259,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1260,Cropland,Bareland,Grassland,NULL,Non_Wetland,Water
1261,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1262,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL
1263,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
1264,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1265,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
1266,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
1267,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1268,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1269,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1270,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
1271,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
1272,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
1273,Cropland,Bareland,Wetland,Water,Wetland,Cropland
1274,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1275,Cropland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL
1276,Cropland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1277,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1278,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
1279,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1280,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL
