Value,AFRICA_2024_DynamicWorld_2024_36PUR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUR_M_R,AFRICA_2024_GSW_Yearly_2021_36PUR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUR_M_R,AFRICA_2024_WorldCover_2021_36PUR_M_R
431,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
432,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
433,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
434,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
435,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
436,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
437,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
438,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
439,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
440,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
441,Grassland,Wetland,NULL,NULL,Non_Wetland,Water
442,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
443,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL
444,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
445,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
446,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water
447,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
448,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
449,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
450,Grassland,Wetland,NULL,Water,Non_Wetland,Water
451,Grassland,Wetland,NULL,Water,Non_Wetland,Forest
452,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
453,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
454,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
455,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
456,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
457,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
458,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
459,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
460,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
461,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
462,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
463,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
464,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
465,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
466,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
467,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
468,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
469,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
470,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
471,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
472,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
473,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
474,Grassland,Wetland,Wetland,NULL,Wetland,NULL
475,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
476,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
477,Grassland,Wetland,Wetland,NULL,Wetland,Water
478,Grassland,Wetland,Wetland,NULL,Wetland,Forest
479,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
480,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
481,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
482,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
483,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
484,Grassland,Wetland,Wetland,Water,Wetland,NULL
485,Grassland,Wetland,Wetland,Water,Wetland,Grassland
486,Grassland,Wetland,Wetland,Water,Wetland,Wetland
487,Grassland,Wetland,Wetland,Water,Wetland,Water
488,Grassland,Wetland,Wetland,Water,Wetland,Forest
489,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
490,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
491,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
492,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water
493,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
494,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
495,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
496,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
497,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
498,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
499,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
500,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
501,Grassland,Wetland,Bareland,Water,Non_Wetland,Forest
502,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL
503,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
504,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
505,Grassland,Wetland,Built-up,NULL,Non_Wetland,Forest
506,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
507,Grassland,Wetland,Water,NULL,Water,Grassland
508,Grassland,Wetland,Water,NULL,Water,Wetland
509,Grassland,Wetland,Water,NULL,Water,Water
510,Grassland,Wetland,Water,NULL,Water,Forest
511,Grassland,Wetland,Water,Non_Water,Water,Wetland
512,Grassland,Wetland,Water,Non_Water,Water,Water
513,Grassland,Wetland,Water,Non_Water,Water,Forest
514,Grassland,Wetland,Water,Water,Water,Grassland
515,Grassland,Wetland,Water,Water,Water,Wetland
516,Grassland,Wetland,Water,Water,Water,Water
517,Grassland,Wetland,Water,Water,Water,Forest
518,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
519,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
520,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
521,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
522,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
523,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
524,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
525,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
526,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water
527,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
528,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
529,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
530,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
531,Grassland,Wetland,Forest,Water,Non_Wetland,Water
532,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
533,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
534,Grassland,Built-up,Wetland,NULL,Wetland,Forest
535,Grassland,Built-up,Wetland,Non_Water,Wetland,Forest
536,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
537,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
538,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
539,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
540,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
541,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
542,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
543,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
544,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
545,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
546,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
547,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
548,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
549,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
550,Grassland,Water,Wetland,NULL,Wetland,Grassland
551,Grassland,Water,Wetland,NULL,Wetland,Wetland
552,Grassland,Water,Wetland,NULL,Wetland,Forest
553,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
554,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
555,Grassland,Water,Wetland,Non_Water,Wetland,Forest
556,Grassland,Water,Wetland,Water,Wetland,Grassland
557,Grassland,Water,Wetland,Water,Wetland,Wetland
558,Grassland,Water,Wetland,Water,Wetland,Forest
559,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
560,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
561,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
562,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
563,Grassland,Water,Bareland,Water,Non_Wetland,Forest
564,Grassland,Water,Water,Non_Water,Water,Grassland
565,Grassland,Water,Water,Non_Water,Water,Wetland
566,Grassland,Water,Water,Water,Water,Grassland
567,Grassland,Water,Water,Water,Water,Wetland
568,Grassland,Water,Water,Water,Water,Water
569,Grassland,Water,Water,Water,Water,Forest
570,Grassland,Water,Forest,NULL,Non_Wetland,NULL
571,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
572,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
573,Grassland,Water,Forest,NULL,Non_Wetland,Forest
574,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
575,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
576,Grassland,Water,Forest,Water,Non_Wetland,Grassland
577,Grassland,Water,Forest,Water,Non_Wetland,Wetland
578,Grassland,Water,Forest,Water,Non_Wetland,Forest
579,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
580,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
581,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
582,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
583,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
584,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
585,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
586,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
587,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
588,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
589,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
590,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
591,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
592,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
593,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
594,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
595,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
596,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
597,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
598,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
599,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
600,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
601,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
602,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
603,Grassland,Forest,Wetland,NULL,Wetland,NULL
604,Grassland,Forest,Wetland,NULL,Wetland,Grassland
605,Grassland,Forest,Wetland,NULL,Wetland,Wetland
606,Grassland,Forest,Wetland,NULL,Wetland,Water
607,Grassland,Forest,Wetland,NULL,Wetland,Forest
608,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
609,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
610,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
611,Grassland,Forest,Wetland,Water,Wetland,Grassland
612,Grassland,Forest,Wetland,Water,Wetland,Wetland
613,Grassland,Forest,Wetland,Water,Wetland,Water
614,Grassland,Forest,Wetland,Water,Wetland,Forest
615,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
616,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
617,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
618,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
619,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
620,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
621,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
622,Grassland,Forest,Water,NULL,Water,Grassland
623,Grassland,Forest,Water,NULL,Water,Wetland
624,Grassland,Forest,Water,NULL,Water,Water
625,Grassland,Forest,Water,Non_Water,Water,Forest
626,Grassland,Forest,Water,Water,Water,Grassland
627,Grassland,Forest,Water,Water,Water,Wetland
628,Grassland,Forest,Water,Water,Water,Water
629,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
630,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
631,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
632,Grassland,Forest,Forest,NULL,Non_Wetland,Water
633,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
634,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
635,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
636,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
637,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
638,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
639,Grassland,Forest,Forest,Water,Non_Wetland,Forest
640,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
641,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
642,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
643,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
653,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
654,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
655,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
656,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
657,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
658,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
659,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
660,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
661,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
662,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
663,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
664,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
665,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
666,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
667,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
668,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
669,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
670,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
671,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
672,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
673,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
674,Cropland,NULL,Wetland,NULL,Wetland,NULL
675,Cropland,NULL,Wetland,NULL,Wetland,Grassland
676,Cropland,NULL,Wetland,NULL,Wetland,Wetland
677,Cropland,NULL,Wetland,NULL,Wetland,Water
678,Cropland,NULL,Wetland,NULL,Wetland,Forest
679,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
680,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
681,Cropland,NULL,Wetland,Water,Wetland,Grassland
682,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
683,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
684,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
685,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
686,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
687,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
688,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
689,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
690,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
691,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
692,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
693,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
694,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
695,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
696,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
697,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
698,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
699,Cropland,NULL,Water,NULL,Water,Grassland
700,Cropland,NULL,Water,NULL,Water,Wetland
701,Cropland,NULL,Water,Water,Water,Grassland
702,Cropland,NULL,Water,Water,Water,Wetland
703,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
704,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
705,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
706,Cropland,NULL,Forest,NULL,Non_Wetland,Water
707,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
708,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
709,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
710,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
711,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
712,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
717,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
719,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
720,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
721,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
722,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
723,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
724,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
725,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
726,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
727,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
728,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
729,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
730,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
731,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
732,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
733,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
734,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
735,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
736,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
737,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
738,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
739,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
740,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
741,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
742,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
743,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
744,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
745,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
746,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
747,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
748,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
749,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
750,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
751,Cropland,Wetland,Wetland,NULL,Wetland,Forest
752,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
753,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
754,Cropland,Wetland,Wetland,Water,Wetland,Grassland
755,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
756,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
757,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland
758,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
759,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
760,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
761,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
762,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
763,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
764,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
765,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
767,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
771,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
772,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
773,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
774,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
775,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
776,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
777,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
778,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
779,Cropland,Built-up,Wetland,Water,Wetland,Bareland
780,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
781,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
782,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
783,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
784,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
785,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
786,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
787,Cropland,Water,Water,NULL,Water,Grassland
788,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
789,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
790,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
791,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
792,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
793,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
794,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
795,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
796,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
797,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
798,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
799,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
800,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
801,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
802,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
803,Cropland,Forest,Wetland,NULL,Wetland,NULL
804,Cropland,Forest,Wetland,NULL,Wetland,Grassland
805,Cropland,Forest,Wetland,NULL,Wetland,Wetland
806,Cropland,Forest,Wetland,NULL,Wetland,Water
807,Cropland,Forest,Wetland,Water,Wetland,Grassland
808,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
809,Cropland,Forest,Bareland,Water,Non_Wetland,Water
810,Cropland,Forest,Water,Water,Water,Grassland
811,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
812,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
813,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
814,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
815,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
816,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
817,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
818,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
819,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
820,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
821,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
822,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
823,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
824,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
825,Wetland,NULL,NULL,Water,Non_Wetland,Forest
826,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
827,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
828,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
829,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
830,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
831,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
832,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
833,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
834,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
835,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
836,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
837,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
838,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
839,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
840,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
841,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
842,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
843,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
844,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
845,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
846,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
847,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
848,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
849,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
850,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
851,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
852,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
853,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
854,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
855,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
856,Wetland,NULL,Wetland,NULL,Wetland,NULL
857,Wetland,NULL,Wetland,NULL,Wetland,Grassland
858,Wetland,NULL,Wetland,NULL,Wetland,Wetland
859,Wetland,NULL,Wetland,NULL,Wetland,Forest
860,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
