Value,AFRICA_2024_DynamicWorld_2024_37NDJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NDJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDJ_M_R,AFRICA_2024_WorldCover_2021_37NDJ_M_R
888,Grassland,Water,Water,Water,Water,Cropland
889,Grassland,Water,Water,Water,Water,Wetland
890,Grassland,Water,Water,Water,Water,Water
891,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
892,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
893,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
894,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL
895,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
896,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
897,Grassland,Water,Forest,Water,Non_Wetland,Grassland
898,Grassland,Water,Forest,Water,Non_Wetland,Cropland
899,Grassland,Water,Forest,Water,Non_Wetland,Wetland
900,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
901,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
902,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
903,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
904,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
905,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
906,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
907,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
908,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
909,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
910,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
911,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
912,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
913,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
914,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
915,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
916,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
917,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
918,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
919,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland
920,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
921,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
922,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
923,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
924,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
925,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
926,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
927,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
928,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
929,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
930,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
931,Grassland,Forest,Wetland,NULL,Wetland,NULL
932,Grassland,Forest,Wetland,NULL,Wetland,Grassland
933,Grassland,Forest,Wetland,NULL,Wetland,Cropland
934,Grassland,Forest,Wetland,NULL,Wetland,Wetland
935,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
936,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
937,Grassland,Forest,Wetland,Water,Wetland,Cropland
938,Grassland,Forest,Wetland,Water,Wetland,Wetland
939,Grassland,Forest,Wetland,Water,Wetland,Water
940,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
941,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
942,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
943,Grassland,Forest,Built-up,Water,Non_Wetland,Wetland
944,Grassland,Forest,Water,NULL,Water,Wetland
945,Grassland,Forest,Water,Water,Water,Wetland
946,Grassland,Forest,Water,Water,Water,Water
947,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
948,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
949,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
950,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
951,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
952,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
953,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
954,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
955,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
956,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
957,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
958,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
959,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
960,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
961,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
962,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
963,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
964,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
965,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
966,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
967,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
968,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
969,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
970,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
971,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
974,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
975,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
976,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
977,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
978,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
979,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
980,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
981,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
982,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
983,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
984,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
985,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
986,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
987,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
988,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
989,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
990,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
991,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
992,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
993,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
994,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
995,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
996,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
997,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
998,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
999,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
1000,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
1001,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
1002,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
1003,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
1004,Cropland,NULL,Grassland,Water,Non_Wetland,Water
1005,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
1006,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
1007,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
1008,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
1009,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
1010,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
1011,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
1012,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
1013,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
1014,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1015,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1016,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1017,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1018,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1019,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
1020,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1021,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
1022,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
1023,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
1024,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
1025,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
1026,Cropland,NULL,Wetland,NULL,Wetland,NULL
1027,Cropland,NULL,Wetland,NULL,Wetland,Grassland
1028,Cropland,NULL,Wetland,NULL,Wetland,Cropland
1029,Cropland,NULL,Wetland,NULL,Wetland,Wetland
1030,Cropland,NULL,Wetland,NULL,Wetland,Forest
1031,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
1032,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
1033,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
1034,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
1035,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
1036,Cropland,NULL,Wetland,Water,Wetland,Cropland
1037,Cropland,NULL,Wetland,Water,Wetland,Wetland
1038,Cropland,NULL,Wetland,Water,Wetland,Bareland
1039,Cropland,NULL,Wetland,Water,Wetland,Water
1040,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1041,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1042,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1043,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1044,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1045,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
1046,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
1047,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
1048,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
1049,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
1050,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
1051,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1052,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1053,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1054,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1055,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1056,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
1057,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
1058,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
1059,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
1060,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
1061,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
1062,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
1063,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
1064,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
1065,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
1066,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1067,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1068,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1069,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1070,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1071,Cropland,NULL,Built-up,Water,Non_Wetland,NULL
1072,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
1073,Cropland,NULL,Water,NULL,Water,NULL
1074,Cropland,NULL,Water,NULL,Water,Grassland
1075,Cropland,NULL,Water,NULL,Water,Cropland
1076,Cropland,NULL,Water,NULL,Water,Wetland
1077,Cropland,NULL,Water,NULL,Water,Bareland
1078,Cropland,NULL,Water,Non_Water,Water,Grassland
1079,Cropland,NULL,Water,Non_Water,Water,Bareland
1080,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
1081,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1082,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1083,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1084,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
1085,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1086,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1087,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1088,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1089,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1090,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
1091,Cropland,NULL,Forest,Water,Non_Wetland,Forest
1092,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
1093,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1094,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
1095,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
1096,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
1097,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
1098,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
1099,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1100,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1101,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1102,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1103,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1104,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
1105,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
1106,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
1107,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
1108,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1109,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1110,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1111,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1112,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1113,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1114,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
1115,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1116,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1117,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1118,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1119,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1120,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
1121,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1122,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1123,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1124,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
1125,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1126,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1127,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1128,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1129,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1130,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1131,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1132,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1133,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1134,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1135,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1136,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1137,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1138,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1139,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
1140,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1141,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1142,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1143,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
1144,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1145,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1146,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1147,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1148,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1149,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1150,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1151,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1152,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1153,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1154,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1155,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1156,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1157,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1158,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1159,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1160,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1161,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1162,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1163,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1164,Cropland,Cropland,Cropland,Water,Non_Wetland,Built-up
1165,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1166,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1167,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1168,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1169,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1170,Cropland,Cropland,Wetland,NULL,Wetland,Built-up
1171,Cropland,Cropland,Wetland,NULL,Wetland,Water
1172,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1173,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1174,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1175,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1176,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1177,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
1178,Cropland,Cropland,Wetland,Water,Wetland,NULL
1179,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1180,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1181,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1182,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1183,Cropland,Cropland,Wetland,Water,Wetland,Water
1184,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1185,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1186,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1187,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1188,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1189,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1190,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1191,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1192,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1193,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1194,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1195,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1196,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1197,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1198,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1199,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1200,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1201,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1202,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
1203,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1204,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1205,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1206,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1207,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1208,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1209,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1210,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1211,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1212,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1213,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1214,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1215,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1216,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1217,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1218,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1219,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
1220,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
1221,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1222,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
1223,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
1224,Cropland,Cropland,Water,NULL,Water,NULL
1225,Cropland,Cropland,Water,NULL,Water,Grassland
1226,Cropland,Cropland,Water,NULL,Water,Cropland
1227,Cropland,Cropland,Water,NULL,Water,Wetland
1228,Cropland,Cropland,Water,NULL,Water,Bareland
1229,Cropland,Cropland,Water,NULL,Water,Water
1230,Cropland,Cropland,Water,Non_Water,Water,Grassland
1231,Cropland,Cropland,Water,Non_Water,Water,Cropland
1232,Cropland,Cropland,Water,Water,Water,NULL
1233,Cropland,Cropland,Water,Water,Water,Cropland
1234,Cropland,Cropland,Water,Water,Water,Wetland
1235,Cropland,Cropland,Water,Water,Water,Water
1236,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1237,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1238,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1239,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1240,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1241,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1242,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1243,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1244,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1245,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1246,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1247,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1248,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
1249,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1250,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1251,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1252,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
1253,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1254,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1255,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1256,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1257,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1258,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1259,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1260,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1261,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1262,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1263,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1264,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1265,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
1266,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1267,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1268,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1269,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1270,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1271,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1272,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1273,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
1274,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
1275,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
1276,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
1277,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
1278,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1279,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1280,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1281,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1282,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1283,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up
1284,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1285,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1286,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1287,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1288,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1289,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
1290,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1291,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1292,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1293,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1294,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1295,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1296,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1297,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1298,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1299,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
