Value,AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,AFRICA_2024_WorldCover_2021_36PWQ_M_R
428,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
429,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
430,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
431,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
432,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
433,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
434,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
435,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
436,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
437,Grassland,Wetland,Forest,Water,Non_Wetland,Water
438,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
439,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
440,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
441,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
442,Grassland,Water,NULL,NULL,Non_Wetland,Forest
443,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest
444,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
445,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
446,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
447,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
448,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
449,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
450,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
451,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
452,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
453,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
454,Grassland,Water,Wetland,NULL,Wetland,Grassland
455,Grassland,Water,Wetland,NULL,Wetland,Wetland
456,Grassland,Water,Wetland,NULL,Wetland,Forest
457,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
458,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
459,Grassland,Water,Wetland,Non_Water,Wetland,Forest
460,Grassland,Water,Wetland,Water,Wetland,Grassland
461,Grassland,Water,Wetland,Water,Wetland,Wetland
462,Grassland,Water,Wetland,Water,Wetland,Water
463,Grassland,Water,Wetland,Water,Wetland,Forest
464,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
465,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
466,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
467,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland
468,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
469,Grassland,Water,Water,NULL,Water,Wetland
470,Grassland,Water,Water,NULL,Water,Forest
471,Grassland,Water,Water,Non_Water,Water,Wetland
472,Grassland,Water,Water,Water,Water,Wetland
473,Grassland,Water,Water,Water,Water,Water
474,Grassland,Water,Water,Water,Water,Forest
475,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
476,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
477,Grassland,Water,Forest,NULL,Non_Wetland,Forest
478,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
479,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
480,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
481,Grassland,Water,Forest,Water,Non_Wetland,Grassland
482,Grassland,Water,Forest,Water,Non_Wetland,Wetland
483,Grassland,Water,Forest,Water,Non_Wetland,Forest
484,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
485,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
486,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
487,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
488,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
489,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
490,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
491,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
492,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
493,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
494,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
495,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
496,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
497,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
498,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
499,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
500,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
501,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
502,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
503,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
504,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
505,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
506,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
507,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
508,Grassland,Forest,Wetland,NULL,Wetland,NULL
509,Grassland,Forest,Wetland,NULL,Wetland,Grassland
510,Grassland,Forest,Wetland,NULL,Wetland,Wetland
511,Grassland,Forest,Wetland,NULL,Wetland,Forest
512,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
513,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
514,Grassland,Forest,Wetland,Water,Wetland,Wetland
515,Grassland,Forest,Wetland,Water,Wetland,Forest
516,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
517,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
518,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
519,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
520,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
521,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
522,Grassland,Forest,Bareland,Water,Non_Wetland,Forest
523,Grassland,Forest,Water,NULL,Water,Wetland
524,Grassland,Forest,Water,Non_Water,Water,Grassland
525,Grassland,Forest,Water,Non_Water,Water,Wetland
526,Grassland,Forest,Water,Water,Water,Wetland
527,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
528,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
529,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
530,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
531,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
532,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
533,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
534,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
535,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
536,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
537,Grassland,Forest,Forest,Water,Non_Wetland,Forest
538,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
539,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
540,Cropland,NULL,NULL,NULL,Non_Wetland,Water
541,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
542,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
544,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
545,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
546,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
547,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
554,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
555,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
556,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
557,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
558,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
559,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
560,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
561,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
562,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
563,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
564,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
565,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
566,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
567,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
568,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
569,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
570,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
571,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
572,Cropland,NULL,Wetland,NULL,Wetland,Grassland
573,Cropland,NULL,Wetland,NULL,Wetland,Wetland
574,Cropland,NULL,Wetland,NULL,Wetland,Built-up
575,Cropland,NULL,Wetland,NULL,Wetland,Forest
576,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
577,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
578,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
579,Cropland,NULL,Wetland,Water,Wetland,Grassland
580,Cropland,NULL,Wetland,Water,Wetland,Wetland
581,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
582,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
583,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
584,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
585,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
586,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
587,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
588,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
589,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
590,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
591,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
592,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
593,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
594,Cropland,NULL,Water,NULL,Water,Grassland
595,Cropland,NULL,Water,NULL,Water,Wetland
596,Cropland,NULL,Water,NULL,Water,Forest
597,Cropland,NULL,Water,Non_Water,Water,Grassland
598,Cropland,NULL,Water,Non_Water,Water,Wetland
599,Cropland,NULL,Water,Non_Water,Water,Forest
600,Cropland,NULL,Water,Water,Water,Grassland
601,Cropland,NULL,Water,Water,Water,Wetland
602,Cropland,NULL,Water,Water,Water,Water
603,Cropland,NULL,Water,Water,Water,Forest
604,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
605,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
606,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
607,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
608,Cropland,NULL,Forest,NULL,Non_Wetland,Water
609,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
610,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
611,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
612,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
613,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
614,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
615,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
616,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
617,Cropland,NULL,Forest,Water,Non_Wetland,Water
618,Cropland,NULL,Forest,Water,Non_Wetland,Forest
619,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
620,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
621,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
622,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
628,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
629,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
630,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
631,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
632,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
633,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
634,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
635,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
636,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
637,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
638,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
639,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
640,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
641,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
642,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
643,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
644,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
645,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
646,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
647,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
648,Cropland,Cropland,Water,Non_Water,Water,Grassland
649,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
650,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
651,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
652,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
653,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
654,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
655,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
656,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
657,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
658,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
659,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
660,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
661,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
662,Cropland,Wetland,NULL,Water,Non_Wetland,Grassland
663,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
664,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
665,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
666,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
667,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
668,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
669,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
670,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
671,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
672,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
673,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
674,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
675,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
676,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
677,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
678,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
679,Cropland,Wetland,Wetland,NULL,Wetland,Forest
680,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
681,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
682,Cropland,Wetland,Wetland,Water,Wetland,Grassland
683,Cropland,Wetland,Wetland,Water,Wetland,Wetland
684,Cropland,Wetland,Wetland,Water,Wetland,Forest
685,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
686,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
687,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
688,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
689,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
690,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
691,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
692,Cropland,Wetland,Water,NULL,Water,Grassland
693,Cropland,Wetland,Water,NULL,Water,Wetland
694,Cropland,Wetland,Water,Non_Water,Water,Wetland
695,Cropland,Wetland,Water,Water,Water,Water
696,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
697,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
698,Cropland,Wetland,Forest,NULL,Non_Wetland,Water
699,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
700,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
701,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
702,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
703,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
704,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
705,Cropland,Wetland,Forest,Water,Non_Wetland,Water
706,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
707,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
708,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
709,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
710,Cropland,Bareland,Water,Water,Water,Grassland
711,Cropland,Bareland,Water,Water,Water,Bareland
712,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
713,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
714,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
715,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
716,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
718,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
719,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
720,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
721,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
722,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
723,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
724,Cropland,Built-up,Wetland,NULL,Wetland,Forest
725,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
726,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
727,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
728,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
729,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
730,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
731,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
732,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
733,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
734,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
735,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
736,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
737,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
738,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
739,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
740,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
741,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
742,Cropland,Water,Shrubland,Water,Non_Wetland,Water
743,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
744,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
745,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
746,Cropland,Water,Wetland,NULL,Wetland,Grassland
747,Cropland,Water,Wetland,NULL,Wetland,Forest
748,Cropland,Water,Wetland,Non_Water,Wetland,Forest
749,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
750,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
751,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
752,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
753,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
754,Cropland,Water,Water,NULL,Water,Grassland
755,Cropland,Water,Water,NULL,Water,Forest
756,Cropland,Water,Water,Non_Water,Water,Wetland
757,Cropland,Water,Water,Water,Water,Grassland
758,Cropland,Water,Water,Water,Water,Bareland
759,Cropland,Water,Water,Water,Water,Forest
760,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
761,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
762,Cropland,Water,Forest,NULL,Non_Wetland,Forest
763,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
764,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
765,Cropland,Water,Forest,Water,Non_Wetland,Grassland
766,Cropland,Water,Forest,Water,Non_Wetland,Wetland
767,Cropland,Water,Forest,Water,Non_Wetland,Forest
768,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
769,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
770,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
771,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
772,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
773,Cropland,Forest,NULL,Water,Non_Wetland,Forest
774,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
775,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
776,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
777,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
778,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
779,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
780,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
781,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
782,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
783,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
784,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
785,Cropland,Forest,Wetland,NULL,Wetland,Wetland
786,Cropland,Forest,Wetland,NULL,Wetland,Forest
787,Cropland,Forest,Wetland,Water,Wetland,Forest
788,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
789,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
790,Cropland,Forest,Water,NULL,Water,Forest
791,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
792,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
793,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
794,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
795,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
796,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
797,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
798,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
799,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
800,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
801,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
802,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
803,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
804,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
805,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
806,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
807,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
808,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
809,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
810,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
811,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
812,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
813,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
814,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
815,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
816,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
817,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
818,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
819,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
820,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
821,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
822,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
823,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
824,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
825,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
826,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
827,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
828,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
829,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
830,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
831,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
832,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
833,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
834,Wetland,NULL,Wetland,NULL,Wetland,NULL
835,Wetland,NULL,Wetland,NULL,Wetland,Grassland
836,Wetland,NULL,Wetland,NULL,Wetland,Wetland
837,Wetland,NULL,Wetland,NULL,Wetland,Water
838,Wetland,NULL,Wetland,NULL,Wetland,Forest
839,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
840,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
841,Wetland,NULL,Wetland,Non_Water,Wetland,Water
842,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
843,Wetland,NULL,Wetland,Water,Wetland,Grassland
844,Wetland,NULL,Wetland,Water,Wetland,Wetland
845,Wetland,NULL,Wetland,Water,Wetland,Water
846,Wetland,NULL,Wetland,Water,Wetland,Forest
847,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
848,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
849,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
850,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
851,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
852,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
853,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
854,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
855,Wetland,NULL,Bareland,Water,Non_Wetland,Water
856,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
857,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
858,Wetland,NULL,Water,NULL,Water,Grassland
859,Wetland,NULL,Water,NULL,Water,Wetland
