Value,AFRICA_2024_DynamicWorld_2024_36PTS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,AFRICA_2024_WorldCover_2021_36PTS_M_R
421,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
422,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
423,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
424,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
425,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
426,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
427,Cropland,Cropland,NULL,Water,Non_Wetland,Water
428,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
429,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
430,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
431,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
432,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
433,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
434,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
435,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
436,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
437,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
438,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
439,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
440,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
441,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
442,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
443,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
444,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
445,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
446,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
447,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
448,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
450,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
451,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
452,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
453,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
454,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
455,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
456,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
457,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
458,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
459,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
460,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
461,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
462,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
463,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
464,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
465,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
466,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
467,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
468,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
469,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
470,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
471,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
472,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
473,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
474,Cropland,Cropland,Wetland,NULL,Wetland,Water
475,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
476,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
477,Cropland,Cropland,Wetland,Water,Wetland,Wetland
478,Cropland,Cropland,Wetland,Water,Wetland,Water
479,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
480,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
481,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
482,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
483,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
484,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
485,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
486,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
487,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
489,Cropland,Cropland,Water,NULL,Water,Wetland
490,Cropland,Cropland,Water,NULL,Water,Water
491,Cropland,Cropland,Water,Non_Water,Water,Wetland
492,Cropland,Cropland,Water,Non_Water,Water,Water
493,Cropland,Cropland,Water,Water,Water,Wetland
494,Cropland,Cropland,Water,Water,Water,Bareland
495,Cropland,Cropland,Water,Water,Water,Water
496,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
497,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
498,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
499,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
500,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
501,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
502,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
503,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
504,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
505,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
506,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
507,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
508,Cropland,Cropland,Forest,Water,Non_Wetland,Water
509,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
510,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
511,Cropland,Bareland,Wetland,Water,Wetland,Water
512,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
513,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
514,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
515,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
516,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
517,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
518,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
519,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
520,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
521,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
522,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
523,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
524,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
525,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
526,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
527,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
528,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
529,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
530,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
532,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
533,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
534,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
535,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
536,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
537,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
538,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
539,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
540,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
541,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
542,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
543,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
544,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
545,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
546,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
547,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
548,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
549,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
550,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
551,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
552,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
553,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
554,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
555,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
556,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
557,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
558,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
559,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
560,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
561,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
562,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
563,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
564,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
565,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
566,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
567,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
568,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
569,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
570,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
571,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
572,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
573,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
574,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
575,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
576,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
577,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
578,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
579,Wetland,NULL,Cropland,Water,Non_Wetland,Water
580,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
581,Wetland,NULL,Water,Non_Water,Water,Wetland
582,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
583,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
584,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
585,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
586,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
587,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
588,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
589,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
590,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
591,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
592,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
593,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
594,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
595,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
596,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
597,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
598,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
599,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
600,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
601,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
602,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
603,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
604,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
605,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
606,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
607,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
608,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
609,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
610,Wetland,Cropland,Wetland,NULL,Wetland,Water
611,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
612,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
613,Wetland,Cropland,Wetland,Water,Wetland,Wetland
614,Wetland,Cropland,Wetland,Water,Wetland,Water
615,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
616,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
617,Wetland,Cropland,Water,NULL,Water,Wetland
618,Wetland,Cropland,Water,NULL,Water,Water
619,Wetland,Cropland,Water,Non_Water,Water,Wetland
620,Wetland,Cropland,Water,Non_Water,Water,Water
621,Wetland,Cropland,Water,Water,Water,Wetland
622,Wetland,Cropland,Water,Water,Water,Water
623,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
624,Wetland,Bareland,Wetland,Water,Wetland,Water
625,Wetland,Water,Shrubland,Water,Non_Wetland,Water
626,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
627,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
628,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
629,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
630,Wetland,Water,Cropland,Water,Non_Wetland,Water
631,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
632,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
633,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
634,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
635,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
636,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
637,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
638,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
639,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
640,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
641,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
642,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
643,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
644,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
649,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
650,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
652,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
653,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
654,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
655,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
656,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
657,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
658,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
659,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
660,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
661,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
662,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
663,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
664,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
665,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
666,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
667,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
668,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
669,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
670,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
671,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
672,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
673,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
674,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
675,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
676,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
677,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
678,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
679,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
680,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
681,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
682,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
683,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
684,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
685,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
686,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
687,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
688,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
689,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
690,Bareland,NULL,Cropland,Water,Non_Wetland,Water
691,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
692,Bareland,NULL,Wetland,NULL,Wetland,Grassland
693,Bareland,NULL,Wetland,Water,Wetland,Cropland
694,Bareland,NULL,Wetland,Water,Wetland,Wetland
695,Bareland,NULL,Wetland,Water,Wetland,Water
696,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
697,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
698,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
699,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
700,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
701,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
702,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
703,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
704,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
705,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
706,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
707,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
708,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
710,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
711,Bareland,NULL,Water,Water,Water,Wetland
712,Bareland,NULL,Water,Water,Water,Bareland
713,Bareland,NULL,Water,Water,Water,Water
714,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
715,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
716,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
717,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
718,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
719,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
720,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
721,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
722,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
723,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
724,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
725,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
726,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
727,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
728,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
729,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
730,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
731,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
732,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
733,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
734,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
735,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
736,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
737,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
738,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
739,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
740,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
741,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
742,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
743,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
744,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
745,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
746,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
747,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
748,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
749,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
750,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
751,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
752,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
753,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
754,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
755,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
756,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
757,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
758,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
759,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
760,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
761,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
762,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
763,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
764,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
765,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
766,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
767,Bareland,Cropland,Wetland,Water,Wetland,Wetland
768,Bareland,Cropland,Wetland,Water,Wetland,Water
769,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
770,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
771,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
772,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
773,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
774,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
775,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
776,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
777,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
778,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
779,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
780,Bareland,Cropland,Water,NULL,Water,Cropland
781,Bareland,Cropland,Water,Non_Water,Water,Wetland
782,Bareland,Cropland,Water,Water,Water,Cropland
783,Bareland,Cropland,Water,Water,Water,Wetland
784,Bareland,Cropland,Water,Water,Water,Bareland
785,Bareland,Cropland,Water,Water,Water,Water
786,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
787,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
788,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
789,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
790,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
791,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
792,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
793,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
794,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
795,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
796,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
797,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
798,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
799,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
800,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
801,Bareland,Bareland,Wetland,Water,Wetland,Water
802,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
803,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
804,Bareland,Bareland,Water,Water,Water,Cropland
805,Bareland,Bareland,Water,Water,Water,Bareland
806,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
807,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
808,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
809,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
810,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
811,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
812,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
813,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
814,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
815,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
816,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
817,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
818,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
819,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
820,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
821,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
822,Bareland,Water,NULL,NULL,Non_Wetland,Wetland
823,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
824,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
825,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
826,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
827,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
828,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
829,Bareland,Water,Shrubland,Water,Non_Wetland,Water
830,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
831,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
832,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
833,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
834,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
835,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
836,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
837,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
838,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
839,Bareland,Water,Cropland,Water,Non_Wetland,Water
840,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
841,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
842,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
843,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
