Value,AFRICA_2024_DynamicWorld_2024_35PRR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,AFRICA_2024_WorldCover_2021_35PRR_M_R
415,Water,Water,Grassland,Water,Non_Wetland,Wetland
416,Water,Water,Grassland,Water,Non_Wetland,Bareland
417,Water,Water,Cropland,NULL,Non_Wetland,Grassland
418,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
419,Water,Water,Wetland,Water,Wetland,Wetland
420,Water,Water,Bareland,NULL,Non_Wetland,Grassland
421,Water,Water,Bareland,NULL,Non_Wetland,Bareland
422,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
423,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
424,Water,Water,Built-up,NULL,Non_Wetland,Grassland
425,Water,Water,Built-up,NULL,Non_Wetland,Bareland
426,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
427,Water,Water,Water,NULL,Water,Grassland
428,Forest,NULL,NULL,NULL,Non_Wetland,NULL
429,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
430,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
431,Forest,NULL,NULL,NULL,Non_Wetland,Forest
432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
433,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
434,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
435,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
436,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
437,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
438,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
439,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
440,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
441,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
443,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
444,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
445,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
446,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
447,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
448,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
449,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
450,Forest,NULL,Forest,NULL,Non_Wetland,NULL
451,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
452,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
453,Forest,NULL,Forest,NULL,Non_Wetland,Forest
454,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
456,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
457,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
458,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
459,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
460,Forest,Cropland,Wetland,NULL,Wetland,Forest
461,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
462,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
463,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
464,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
465,Forest,Forest,NULL,NULL,Non_Wetland,NULL
466,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
467,Forest,Forest,NULL,NULL,Non_Wetland,Forest
468,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
469,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
471,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
472,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
473,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
474,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
475,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
476,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
477,Forest,Forest,Wetland,NULL,Wetland,Forest
478,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
479,Forest,Forest,Forest,NULL,Non_Wetland,NULL
480,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
481,Forest,Forest,Forest,NULL,Non_Wetland,Forest
