Value,AFRICA_2024_DynamicWorld_2024_37NDD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDD_M_R,AFRICA_2024_WorldCover_2021_37NDD_M_R
426,Water,NULL,NULL,NULL,Non_Wetland,Built-up
427,Water,NULL,NULL,NULL,Non_Wetland,Forest
428,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
429,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
430,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
431,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
432,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
433,Water,NULL,Shrubland,NULL,Non_Wetland,Water
434,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
435,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
436,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
437,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
438,Water,NULL,Shrubland,Water,Non_Wetland,NULL
439,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
440,Water,NULL,Grassland,NULL,Non_Wetland,NULL
441,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
442,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
443,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
444,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
445,Water,NULL,Grassland,NULL,Non_Wetland,Water
446,Water,NULL,Grassland,NULL,Non_Wetland,Forest
447,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
448,Water,NULL,Grassland,Water,Non_Wetland,NULL
449,Water,NULL,Grassland,Water,Non_Wetland,Grassland
450,Water,NULL,Grassland,Water,Non_Wetland,Bareland
451,Water,NULL,Grassland,Water,Non_Wetland,Water
452,Water,NULL,Cropland,NULL,Non_Wetland,NULL
453,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
454,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
455,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
456,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
457,Water,NULL,Cropland,NULL,Non_Wetland,Forest
458,Water,NULL,Cropland,Water,Non_Wetland,Bareland
459,Water,NULL,Wetland,Water,Wetland,Grassland
460,Water,NULL,Wetland,Water,Wetland,Bareland
461,Water,NULL,Wetland,Water,Wetland,Water
462,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
463,Water,NULL,Bareland,NULL,Non_Wetland,NULL
464,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
465,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
466,Water,NULL,Bareland,NULL,Non_Wetland,Water
467,Water,NULL,Bareland,NULL,Non_Wetland,Forest
468,Water,NULL,Bareland,Water,Non_Wetland,Grassland
469,Water,NULL,Bareland,Water,Non_Wetland,Bareland
470,Water,NULL,Bareland,Water,Non_Wetland,Water
471,Water,NULL,Built-up,NULL,Non_Wetland,NULL
472,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
473,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
474,Water,NULL,Built-up,NULL,Non_Wetland,Forest
475,Water,NULL,Built-up,Water,Non_Wetland,Grassland
476,Water,NULL,Water,NULL,Water,Grassland
477,Water,NULL,Water,NULL,Water,Bareland
478,Water,NULL,Forest,NULL,Non_Wetland,NULL
479,Water,NULL,Forest,NULL,Non_Wetland,Grassland
480,Water,NULL,Forest,NULL,Non_Wetland,Forest
481,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
482,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
483,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
484,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
485,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
486,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
487,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
488,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
489,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
490,Water,Bareland,Water,Water,Water,Bareland
491,Water,Built-up,NULL,NULL,Non_Wetland,NULL
492,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
493,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
494,Water,Built-up,NULL,NULL,Non_Wetland,Forest
495,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
496,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
497,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
498,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
499,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
500,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
501,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
502,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
503,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
504,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
505,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
506,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
507,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
508,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
509,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
510,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
511,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
512,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
513,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
514,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
515,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
516,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
517,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
518,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
519,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
520,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
521,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
522,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
523,Water,Built-up,Forest,NULL,Non_Wetland,NULL
524,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
525,Water,Built-up,Forest,NULL,Non_Wetland,Forest
526,Water,Water,NULL,NULL,Non_Wetland,Grassland
527,Water,Water,Shrubland,NULL,Non_Wetland,NULL
528,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
529,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
530,Water,Water,Shrubland,NULL,Non_Wetland,Water
531,Water,Water,Shrubland,NULL,Non_Wetland,Forest
532,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
533,Water,Water,Shrubland,Water,Non_Wetland,Grassland
534,Water,Water,Shrubland,Water,Non_Wetland,Cropland
535,Water,Water,Shrubland,Water,Non_Wetland,Water
536,Water,Water,Grassland,NULL,Non_Wetland,Grassland
537,Water,Water,Grassland,NULL,Non_Wetland,Cropland
538,Water,Water,Grassland,NULL,Non_Wetland,Bareland
539,Water,Water,Grassland,NULL,Non_Wetland,Water
540,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
541,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
542,Water,Water,Grassland,Water,Non_Wetland,Grassland
543,Water,Water,Grassland,Water,Non_Wetland,Bareland
544,Water,Water,Cropland,NULL,Non_Wetland,Grassland
545,Water,Water,Cropland,NULL,Non_Wetland,Water
546,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
547,Water,Water,Cropland,Water,Non_Wetland,Grassland
548,Water,Water,Cropland,Water,Non_Wetland,Water
549,Water,Water,Wetland,Water,Wetland,Grassland
550,Water,Water,Wetland,Water,Wetland,Water
551,Water,Water,Bareland,NULL,Non_Wetland,Grassland
552,Water,Water,Bareland,NULL,Non_Wetland,Bareland
553,Water,Water,Bareland,NULL,Non_Wetland,Water
554,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
555,Water,Water,Bareland,Non_Water,Non_Wetland,Water
556,Water,Water,Bareland,Water,Non_Wetland,Grassland
557,Water,Water,Bareland,Water,Non_Wetland,Bareland
558,Water,Water,Bareland,Water,Non_Wetland,Water
559,Water,Water,Built-up,NULL,Non_Wetland,Grassland
560,Water,Water,Built-up,NULL,Non_Wetland,Water
561,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
562,Water,Water,Built-up,Water,Non_Wetland,Grassland
563,Water,Water,Built-up,Water,Non_Wetland,Cropland
564,Water,Water,Built-up,Water,Non_Wetland,Water
565,Water,Water,Water,NULL,Water,Water
566,Water,Water,Water,Water,Water,Grassland
567,Water,Water,Water,Water,Water,Water
568,Water,Water,Forest,NULL,Non_Wetland,NULL
569,Water,Water,Forest,NULL,Non_Wetland,Grassland
570,Water,Water,Forest,NULL,Non_Wetland,Forest
571,Water,Water,Forest,Water,Non_Wetland,Grassland
572,Water,Forest,NULL,NULL,Non_Wetland,NULL
573,Water,Forest,NULL,NULL,Non_Wetland,Grassland
574,Water,Forest,NULL,NULL,Non_Wetland,Cropland
575,Water,Forest,NULL,NULL,Non_Wetland,Forest
576,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
577,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
578,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
579,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
580,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
581,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
582,Water,Forest,Grassland,NULL,Non_Wetland,NULL
583,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
584,Water,Forest,Grassland,NULL,Non_Wetland,Built-up
585,Water,Forest,Grassland,NULL,Non_Wetland,Forest
586,Water,Forest,Cropland,NULL,Non_Wetland,NULL
587,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
588,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
589,Water,Forest,Cropland,NULL,Non_Wetland,Forest
590,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
591,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
592,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
593,Water,Forest,Bareland,NULL,Non_Wetland,NULL
594,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
595,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
596,Water,Forest,Bareland,NULL,Non_Wetland,Forest
597,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL
598,Water,Forest,Built-up,NULL,Non_Wetland,NULL
599,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
600,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
601,Water,Forest,Built-up,NULL,Non_Wetland,Forest
602,Water,Forest,Forest,NULL,Non_Wetland,NULL
603,Water,Forest,Forest,NULL,Non_Wetland,Grassland
604,Water,Forest,Forest,NULL,Non_Wetland,Forest
605,Forest,NULL,NULL,NULL,Non_Wetland,NULL
606,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
607,Forest,NULL,NULL,NULL,Non_Wetland,Forest
608,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
609,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
610,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
611,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
612,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
613,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
614,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
615,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
616,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
617,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
618,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
619,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
620,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
621,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
622,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
623,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
624,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
625,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
626,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
627,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
628,Forest,NULL,Water,NULL,Water,NULL
629,Forest,NULL,Water,NULL,Water,Grassland
630,Forest,NULL,Water,NULL,Water,Forest
631,Forest,NULL,Forest,NULL,Non_Wetland,NULL
632,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
633,Forest,NULL,Forest,NULL,Non_Wetland,Forest
634,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
635,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
636,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
637,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
638,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
639,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
640,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
641,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
642,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
643,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
644,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
645,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
646,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
647,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
648,Forest,Forest,NULL,NULL,Non_Wetland,NULL
649,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
650,Forest,Forest,NULL,NULL,Non_Wetland,Forest
651,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
652,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
653,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
654,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
655,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
656,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
657,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
658,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
659,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
660,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
661,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
662,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
663,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
664,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
665,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
666,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
667,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
668,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
669,Forest,Forest,Water,NULL,Water,NULL
670,Forest,Forest,Water,NULL,Water,Grassland
671,Forest,Forest,Water,NULL,Water,Forest
672,Forest,Forest,Forest,NULL,Non_Wetland,NULL
673,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
674,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
675,Forest,Forest,Forest,NULL,Non_Wetland,Water
676,Forest,Forest,Forest,NULL,Non_Wetland,Forest
