Value,AFRICA_2024_DynamicWorld_2024_36PWV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,AFRICA_2024_WorldCover_2021_36PWV_M_R
423,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
424,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
427,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
428,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
429,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
430,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
431,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
432,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
433,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
434,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
435,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
436,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
437,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
438,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
439,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
440,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
441,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
442,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
443,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
444,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
445,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
446,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
447,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
448,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
449,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
450,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
451,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
452,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
453,Grassland,NULL,Cropland,Water,Non_Wetland,Water
454,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
455,Grassland,NULL,Wetland,NULL,Wetland,NULL
456,Grassland,NULL,Wetland,NULL,Wetland,Grassland
457,Grassland,NULL,Wetland,NULL,Wetland,Cropland
458,Grassland,NULL,Wetland,NULL,Wetland,Wetland
459,Grassland,NULL,Wetland,NULL,Wetland,Forest
460,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
461,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
462,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
463,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
464,Grassland,NULL,Wetland,Non_Water,Wetland,Water
465,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
466,Grassland,NULL,Wetland,Water,Wetland,Grassland
467,Grassland,NULL,Wetland,Water,Wetland,Cropland
468,Grassland,NULL,Wetland,Water,Wetland,Wetland
469,Grassland,NULL,Wetland,Water,Wetland,Water
470,Grassland,NULL,Wetland,Water,Wetland,Forest
471,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
472,Grassland,NULL,Water,Water,Water,Water
473,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
474,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
475,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
476,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
479,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
480,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
481,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
482,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
483,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
484,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
485,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
486,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
492,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
493,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
494,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
495,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
496,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
497,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
498,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
499,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
500,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
501,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland
502,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
503,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
504,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
505,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
506,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
507,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
508,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
509,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
510,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
511,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
512,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
515,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
516,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
517,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
518,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
519,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
520,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
521,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
522,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
523,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
524,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
525,Grassland,Cropland,Wetland,NULL,Wetland,NULL
526,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
527,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
528,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
529,Grassland,Cropland,Wetland,NULL,Wetland,Forest
530,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
531,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
532,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
533,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
534,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
535,Grassland,Cropland,Wetland,Water,Wetland,Grassland
536,Grassland,Cropland,Wetland,Water,Wetland,Cropland
537,Grassland,Cropland,Wetland,Water,Wetland,Wetland
538,Grassland,Cropland,Wetland,Water,Wetland,Water
539,Grassland,Cropland,Wetland,Water,Wetland,Forest
540,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
541,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
542,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
543,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
544,Grassland,Cropland,Water,Non_Water,Water,Grassland
545,Grassland,Cropland,Water,Non_Water,Water,Forest
546,Grassland,Cropland,Water,Water,Water,Grassland
547,Grassland,Cropland,Water,Water,Water,Cropland
548,Grassland,Cropland,Water,Water,Water,Wetland
549,Grassland,Cropland,Water,Water,Water,Bareland
550,Grassland,Cropland,Water,Water,Water,Water
551,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
552,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
553,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
554,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
555,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
556,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
557,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
558,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
559,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
560,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
561,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
562,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
563,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
564,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
565,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
566,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
567,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
568,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
569,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
570,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
571,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
572,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
573,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
574,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
575,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
576,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
577,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
578,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
579,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
580,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
581,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
582,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
583,Grassland,Wetland,Wetland,Water,Wetland,Grassland
584,Grassland,Wetland,Wetland,Water,Wetland,Cropland
585,Grassland,Wetland,Wetland,Water,Wetland,Wetland
586,Grassland,Wetland,Wetland,Water,Wetland,Forest
587,Grassland,Wetland,Water,Non_Water,Water,Wetland
588,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
589,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
590,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
591,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
592,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
593,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
594,Grassland,Bareland,Wetland,Water,Wetland,Wetland
595,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
596,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
597,Grassland,Water,Wetland,Water,Wetland,Wetland
598,Grassland,Water,Wetland,Water,Wetland,Water
599,Grassland,Water,Water,Water,Water,Wetland
600,Grassland,Water,Water,Water,Water,Water
601,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
602,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
603,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
604,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
605,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
606,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
607,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
608,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
609,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
610,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
611,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
612,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
613,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
614,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
615,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
616,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
617,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
618,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
619,Grassland,Forest,Wetland,NULL,Wetland,NULL
620,Grassland,Forest,Wetland,NULL,Wetland,Grassland
621,Grassland,Forest,Wetland,NULL,Wetland,Cropland
622,Grassland,Forest,Wetland,NULL,Wetland,Wetland
623,Grassland,Forest,Wetland,NULL,Wetland,Forest
624,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
625,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
626,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
627,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
628,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
629,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
630,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
631,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
632,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
633,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
634,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
635,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
636,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
637,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
638,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
639,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
640,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
641,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
642,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
643,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
644,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
645,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
646,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
647,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
648,Cropland,NULL,NULL,Water,Non_Wetland,Forest
649,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
657,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
658,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
659,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
660,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
661,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
662,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
663,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
664,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
665,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
666,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
667,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
668,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
669,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
670,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
671,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
672,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
673,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
674,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
675,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
676,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
677,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
678,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
679,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
680,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
681,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
682,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
683,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
684,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
685,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
686,Cropland,NULL,Grassland,Water,Non_Wetland,Water
687,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
688,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
689,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
690,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
691,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
692,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
693,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
694,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
695,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
696,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
697,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
698,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
699,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
700,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
701,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
702,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
703,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
704,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
705,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
706,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
707,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
708,Cropland,NULL,Cropland,Water,Non_Wetland,Water
709,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
710,Cropland,NULL,Wetland,NULL,Wetland,NULL
711,Cropland,NULL,Wetland,NULL,Wetland,Grassland
712,Cropland,NULL,Wetland,NULL,Wetland,Cropland
713,Cropland,NULL,Wetland,NULL,Wetland,Wetland
714,Cropland,NULL,Wetland,NULL,Wetland,Bareland
715,Cropland,NULL,Wetland,NULL,Wetland,Water
716,Cropland,NULL,Wetland,NULL,Wetland,Forest
717,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
718,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
719,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
720,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
721,Cropland,NULL,Wetland,Non_Water,Wetland,Water
722,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
723,Cropland,NULL,Wetland,Water,Wetland,Grassland
724,Cropland,NULL,Wetland,Water,Wetland,Cropland
725,Cropland,NULL,Wetland,Water,Wetland,Wetland
726,Cropland,NULL,Wetland,Water,Wetland,Bareland
727,Cropland,NULL,Wetland,Water,Wetland,Water
728,Cropland,NULL,Wetland,Water,Wetland,Forest
729,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
730,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
731,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
732,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
733,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
734,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
735,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
736,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
737,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
738,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
739,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
740,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
741,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
742,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
743,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
744,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
745,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
746,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
747,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
748,Cropland,NULL,Bareland,Water,Non_Wetland,Water
749,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
750,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
751,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
752,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
753,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
754,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
755,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
756,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
757,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
758,Cropland,NULL,Water,NULL,Water,Grassland
759,Cropland,NULL,Water,NULL,Water,Cropland
760,Cropland,NULL,Water,Non_Water,Water,Grassland
761,Cropland,NULL,Water,Non_Water,Water,Cropland
762,Cropland,NULL,Water,Non_Water,Water,Forest
763,Cropland,NULL,Water,Water,Water,Cropland
764,Cropland,NULL,Water,Water,Water,Wetland
765,Cropland,NULL,Water,Water,Water,Bareland
766,Cropland,NULL,Water,Water,Water,Water
767,Cropland,NULL,Water,Water,Water,Forest
768,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
769,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
770,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
771,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
772,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
773,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
774,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
775,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
776,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
777,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
778,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
779,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
780,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
781,Cropland,NULL,Forest,Water,Non_Wetland,Forest
782,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
783,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
784,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
785,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
786,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
787,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
788,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
789,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
790,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
791,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
792,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
793,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
794,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
795,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
796,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
797,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
798,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
799,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
800,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
801,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
802,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
803,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
804,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
805,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
806,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
807,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
808,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
809,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
810,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
811,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
812,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
813,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
814,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
815,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
816,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
817,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
818,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
819,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
820,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
821,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
822,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
823,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
824,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
825,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
826,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
827,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
828,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
829,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
830,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
831,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
832,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
833,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
834,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
835,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
836,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
837,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
838,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
839,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
