Value,AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,AFRICA_2024_WorldCover_2021_38NKJ_M_R
434,NULL,Water,Water,NULL,Water,Cropland
435,NULL,Water,Water,NULL,Water,Wetland
436,NULL,Water,Water,NULL,Water,Bareland
437,NULL,Water,Water,NULL,Water,Water
438,NULL,Water,Water,NULL,Water,Forest
439,NULL,Water,Water,Non_Water,Water,NULL
440,NULL,Water,Water,Non_Water,Water,Wetland
441,NULL,Water,Water,Non_Water,Water,Bareland
442,NULL,Water,Water,Non_Water,Water,Water
443,NULL,Water,Water,Non_Water,Water,Forest
444,NULL,Water,Water,Water,Water,NULL
445,NULL,Water,Water,Water,Water,Grassland
446,NULL,Water,Water,Water,Water,Cropland
447,NULL,Water,Water,Water,Water,Wetland
448,NULL,Water,Water,Water,Water,Bareland
449,NULL,Water,Water,Water,Water,Water
450,NULL,Water,Water,Water,Water,Forest
451,NULL,Water,Forest,NULL,Non_Wetland,NULL
452,NULL,Water,Forest,NULL,Non_Wetland,Cropland
453,NULL,Water,Forest,NULL,Non_Wetland,Bareland
454,NULL,Water,Forest,NULL,Non_Wetland,Forest
455,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
456,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
457,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
458,NULL,Water,Forest,Water,Non_Wetland,NULL
459,NULL,Water,Forest,Water,Non_Wetland,Bareland
460,NULL,Water,Forest,Water,Non_Wetland,Forest
461,NULL,Forest,NULL,NULL,Non_Wetland,NULL
462,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
463,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
464,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
465,NULL,Forest,NULL,NULL,Non_Wetland,Forest
466,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
467,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
468,NULL,Forest,NULL,Water,Non_Wetland,NULL
469,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
472,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
473,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
474,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
475,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
476,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
477,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
478,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
479,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
480,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
481,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
482,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
483,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
484,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
485,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
486,NULL,Forest,Grassland,Water,Non_Wetland,NULL
487,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
488,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
489,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
490,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
491,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
492,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
493,NULL,Forest,Cropland,Water,Non_Wetland,NULL
494,NULL,Forest,Wetland,NULL,Wetland,NULL
495,NULL,Forest,Wetland,NULL,Wetland,Forest
496,NULL,Forest,Wetland,Non_Water,Wetland,NULL
497,NULL,Forest,Wetland,Non_Water,Wetland,Forest
498,NULL,Forest,Wetland,Water,Wetland,NULL
499,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
500,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
501,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
502,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
503,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
504,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
505,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
506,NULL,Forest,Bareland,Water,Non_Wetland,NULL
507,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
508,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
509,NULL,Forest,Water,NULL,Water,NULL
510,NULL,Forest,Forest,NULL,Non_Wetland,NULL
511,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
512,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
513,NULL,Forest,Forest,NULL,Non_Wetland,Forest
514,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
515,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
516,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
517,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
518,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
519,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
520,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
521,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
523,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
524,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
526,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
527,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
528,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
529,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
530,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
531,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
532,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
533,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
534,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
535,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
536,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
537,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
538,Cropland,NULL,Wetland,NULL,Wetland,Forest
539,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
540,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
541,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
542,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
543,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
544,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
545,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
546,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
547,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
548,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
549,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
550,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
551,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
552,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
553,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
554,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
555,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
556,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
557,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
561,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
562,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
563,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
564,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
565,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
566,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
567,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
568,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
569,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
570,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
571,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
572,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
573,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
574,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
575,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
576,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
577,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
578,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
579,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
580,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
581,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
582,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
583,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
584,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,Water,NULL,NULL,Non_Wetland,Forest
586,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
587,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
588,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
589,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
590,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
591,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
592,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
593,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
594,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
595,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
596,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
597,Cropland,Water,Cropland,Water,Non_Wetland,Forest
598,Cropland,Water,Wetland,NULL,Wetland,Cropland
599,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
600,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
601,Cropland,Water,Water,NULL,Water,Forest
602,Cropland,Water,Forest,NULL,Non_Wetland,Forest
603,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
604,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
605,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
606,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
607,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
608,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
609,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
610,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
611,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
612,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
613,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
614,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
615,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
616,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
617,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
618,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
619,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
620,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
621,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
622,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
623,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
624,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
625,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
626,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
627,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
628,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
629,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
630,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
631,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
632,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
633,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
634,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
635,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
636,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
638,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
639,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
640,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
641,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
642,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
643,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
644,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
645,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
646,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
647,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
648,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
649,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
650,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
651,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
652,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
653,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
654,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
655,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
656,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
657,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
658,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
659,Bareland,NULL,Water,Water,Water,Bareland
660,Bareland,NULL,Water,Water,Water,Water
661,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
662,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
663,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
664,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
665,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
666,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
667,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
668,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
669,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
670,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
671,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
672,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
673,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
674,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
675,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
676,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
677,Bareland,Cropland,Wetland,NULL,Wetland,Forest
678,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
679,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
680,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
681,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
682,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
683,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
684,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
685,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
686,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
687,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
688,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
689,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
690,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
691,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
692,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
693,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
694,Bareland,Bareland,Wetland,Water,Wetland,Bareland
695,Bareland,Bareland,Wetland,Water,Wetland,Water
696,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
697,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
698,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
699,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
700,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
701,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
702,Bareland,Bareland,Water,NULL,Water,Bareland
703,Bareland,Bareland,Water,Water,Water,Bareland
704,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
705,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
706,Bareland,Water,NULL,NULL,Non_Wetland,Forest
707,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
708,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
709,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
710,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
711,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
712,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
713,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
714,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
715,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
716,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
717,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
718,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
719,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
720,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
721,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
722,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
723,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
724,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
725,Bareland,Water,Wetland,NULL,Wetland,Cropland
726,Bareland,Water,Wetland,NULL,Wetland,Bareland
727,Bareland,Water,Wetland,NULL,Wetland,Forest
728,Bareland,Water,Wetland,Water,Wetland,Cropland
729,Bareland,Water,Wetland,Water,Wetland,Bareland
730,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
731,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
732,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
733,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
734,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
735,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
736,Bareland,Water,Water,NULL,Water,Grassland
737,Bareland,Water,Water,NULL,Water,Bareland
738,Bareland,Water,Water,NULL,Water,Forest
739,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
740,Bareland,Water,Forest,NULL,Non_Wetland,Forest
741,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
742,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
743,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
744,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
745,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
746,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
747,Water,NULL,NULL,NULL,Non_Wetland,NULL
748,Water,NULL,NULL,NULL,Non_Wetland,Grassland
749,Water,NULL,NULL,NULL,Non_Wetland,Cropland
750,Water,NULL,NULL,NULL,Non_Wetland,Forest
751,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
752,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
753,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
754,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
755,Water,NULL,Grassland,NULL,Non_Wetland,NULL
756,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
757,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
758,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
759,Water,NULL,Grassland,NULL,Non_Wetland,Water
760,Water,NULL,Grassland,NULL,Non_Wetland,Forest
761,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
762,Water,NULL,Grassland,Water,Non_Wetland,Grassland
763,Water,NULL,Cropland,NULL,Non_Wetland,NULL
764,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
765,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
766,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
767,Water,NULL,Cropland,NULL,Non_Wetland,Forest
768,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
769,Water,NULL,Wetland,Water,Wetland,Cropland
770,Water,NULL,Bareland,NULL,Non_Wetland,NULL
771,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
772,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
773,Water,NULL,Built-up,NULL,Non_Wetland,NULL
774,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
775,Water,NULL,Water,Water,Water,Bareland
776,Water,NULL,Forest,NULL,Non_Wetland,NULL
777,Water,NULL,Forest,NULL,Non_Wetland,Forest
778,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
779,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
780,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
781,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
782,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
783,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
784,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
785,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
786,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
787,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
788,Water,Bareland,Wetland,NULL,Wetland,Bareland
789,Water,Bareland,Wetland,Water,Wetland,Bareland
790,Water,Bareland,Wetland,Water,Wetland,Water
791,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
792,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
793,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
794,Water,Bareland,Water,NULL,Water,Grassland
795,Water,Bareland,Water,Water,Water,Bareland
796,Water,Bareland,Water,Water,Water,Water
797,Water,Built-up,NULL,NULL,Non_Wetland,Forest
798,Water,Water,NULL,NULL,Non_Wetland,Cropland
799,Water,Water,NULL,NULL,Non_Wetland,Bareland
800,Water,Water,NULL,NULL,Non_Wetland,Forest
801,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
802,Water,Water,NULL,Non_Water,Non_Wetland,Forest
803,Water,Water,NULL,Water,Non_Wetland,Cropland
804,Water,Water,NULL,Water,Non_Wetland,Bareland
805,Water,Water,NULL,Water,Non_Wetland,Forest
806,Water,Water,Shrubland,NULL,Non_Wetland,NULL
807,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
808,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
809,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
810,Water,Water,Shrubland,NULL,Non_Wetland,Forest
811,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
812,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
813,Water,Water,Grassland,NULL,Non_Wetland,NULL
814,Water,Water,Grassland,NULL,Non_Wetland,Grassland
815,Water,Water,Grassland,NULL,Non_Wetland,Cropland
816,Water,Water,Grassland,NULL,Non_Wetland,Wetland
817,Water,Water,Grassland,NULL,Non_Wetland,Bareland
818,Water,Water,Grassland,NULL,Non_Wetland,Forest
819,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
820,Water,Water,Grassland,Non_Water,Non_Wetland,Water
821,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
822,Water,Water,Grassland,Water,Non_Wetland,Grassland
823,Water,Water,Grassland,Water,Non_Wetland,Cropland
824,Water,Water,Grassland,Water,Non_Wetland,Wetland
825,Water,Water,Grassland,Water,Non_Wetland,Bareland
826,Water,Water,Grassland,Water,Non_Wetland,Water
827,Water,Water,Grassland,Water,Non_Wetland,Forest
828,Water,Water,Cropland,NULL,Non_Wetland,NULL
829,Water,Water,Cropland,NULL,Non_Wetland,Grassland
830,Water,Water,Cropland,NULL,Non_Wetland,Cropland
831,Water,Water,Cropland,NULL,Non_Wetland,Wetland
832,Water,Water,Cropland,NULL,Non_Wetland,Bareland
833,Water,Water,Cropland,NULL,Non_Wetland,Water
834,Water,Water,Cropland,NULL,Non_Wetland,Forest
835,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
836,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
837,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
838,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
839,Water,Water,Cropland,Water,Non_Wetland,Grassland
840,Water,Water,Cropland,Water,Non_Wetland,Cropland
841,Water,Water,Cropland,Water,Non_Wetland,Wetland
842,Water,Water,Cropland,Water,Non_Wetland,Bareland
843,Water,Water,Cropland,Water,Non_Wetland,Water
844,Water,Water,Cropland,Water,Non_Wetland,Forest
845,Water,Water,Wetland,NULL,Wetland,Grassland
846,Water,Water,Wetland,NULL,Wetland,Cropland
847,Water,Water,Wetland,NULL,Wetland,Wetland
848,Water,Water,Wetland,NULL,Wetland,Bareland
849,Water,Water,Wetland,NULL,Wetland,Forest
850,Water,Water,Wetland,Non_Water,Wetland,Wetland
851,Water,Water,Wetland,Non_Water,Wetland,Bareland
852,Water,Water,Wetland,Non_Water,Wetland,Forest
853,Water,Water,Wetland,Water,Wetland,Grassland
854,Water,Water,Wetland,Water,Wetland,Cropland
855,Water,Water,Wetland,Water,Wetland,Wetland
856,Water,Water,Wetland,Water,Wetland,Bareland
857,Water,Water,Wetland,Water,Wetland,Water
858,Water,Water,Wetland,Water,Wetland,Forest
859,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
860,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
861,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
862,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
863,Water,Water,Bareland,NULL,Non_Wetland,NULL
864,Water,Water,Bareland,NULL,Non_Wetland,Grassland
865,Water,Water,Bareland,NULL,Non_Wetland,Cropland
866,Water,Water,Bareland,NULL,Non_Wetland,Bareland
867,Water,Water,Bareland,NULL,Non_Wetland,Water
868,Water,Water,Bareland,NULL,Non_Wetland,Forest
869,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
870,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
871,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
872,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
873,Water,Water,Bareland,Water,Non_Wetland,NULL
874,Water,Water,Bareland,Water,Non_Wetland,Cropland
875,Water,Water,Bareland,Water,Non_Wetland,Wetland
876,Water,Water,Bareland,Water,Non_Wetland,Bareland
877,Water,Water,Bareland,Water,Non_Wetland,Water
878,Water,Water,Bareland,Water,Non_Wetland,Forest
