Value,AFRICA_2024_DynamicWorld_2024_36NTP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTP_M_R,AFRICA_2024_GSW_Yearly_2021_36NTP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTP_M_R,AFRICA_2024_WorldCover_2021_36NTP_M_R
436,Grassland,Wetland,Water,Water,Water,Forest
437,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
438,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
439,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
440,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
441,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
442,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
443,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
444,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
445,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
446,Grassland,Wetland,Forest,Water,Non_Wetland,Water
447,Grassland,Bareland,Wetland,Water,Wetland,Wetland
448,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
449,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
450,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
451,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
452,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
453,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
454,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
455,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
456,Grassland,Water,Wetland,NULL,Wetland,Grassland
457,Grassland,Water,Wetland,NULL,Wetland,Wetland
458,Grassland,Water,Wetland,NULL,Wetland,Forest
459,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
460,Grassland,Water,Wetland,Water,Wetland,Wetland
461,Grassland,Water,Wetland,Water,Wetland,Water
462,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
463,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland
464,Grassland,Water,Water,NULL,Water,Wetland
465,Grassland,Water,Water,NULL,Water,Forest
466,Grassland,Water,Water,Non_Water,Water,Wetland
467,Grassland,Water,Water,Non_Water,Water,Forest
468,Grassland,Water,Water,Water,Water,Wetland
469,Grassland,Water,Water,Water,Water,Water
470,Grassland,Water,Water,Water,Water,Forest
471,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
472,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
473,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
474,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
475,Grassland,Water,Forest,Water,Non_Wetland,Wetland
476,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
477,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
478,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
479,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
480,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
481,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
482,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
483,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
484,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
485,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
486,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
487,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
488,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
489,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
490,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
491,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
492,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
493,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
494,Grassland,Forest,Wetland,NULL,Wetland,NULL
495,Grassland,Forest,Wetland,NULL,Wetland,Grassland
496,Grassland,Forest,Wetland,NULL,Wetland,Wetland
497,Grassland,Forest,Wetland,NULL,Wetland,Forest
498,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
499,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
500,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
501,Grassland,Forest,Wetland,Water,Wetland,Grassland
502,Grassland,Forest,Wetland,Water,Wetland,Wetland
503,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
504,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
505,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
506,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
507,Grassland,Forest,Water,NULL,Water,Grassland
508,Grassland,Forest,Water,NULL,Water,Wetland
509,Grassland,Forest,Water,NULL,Water,Forest
510,Grassland,Forest,Water,Non_Water,Water,Wetland
511,Grassland,Forest,Water,Water,Water,Wetland
512,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
513,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
514,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
515,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
516,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
517,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
518,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
519,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
520,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
521,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
522,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
523,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
524,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
525,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
526,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
527,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
528,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
532,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
533,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
534,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
535,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
536,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
537,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
538,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
539,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
540,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
541,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
542,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
543,Cropland,NULL,Grassland,Water,Non_Wetland,Water
544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
545,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
546,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
547,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
548,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
549,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
550,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
551,Cropland,NULL,Cropland,Water,Non_Wetland,Water
552,Cropland,NULL,Wetland,NULL,Wetland,NULL
553,Cropland,NULL,Wetland,NULL,Wetland,Grassland
554,Cropland,NULL,Wetland,NULL,Wetland,Wetland
555,Cropland,NULL,Wetland,NULL,Wetland,Forest
556,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
557,Cropland,NULL,Wetland,Water,Wetland,Wetland
558,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
559,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
560,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
561,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
562,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
563,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
564,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
565,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
566,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
567,Cropland,NULL,Water,NULL,Water,Grassland
568,Cropland,NULL,Water,NULL,Water,Wetland
569,Cropland,NULL,Water,Non_Water,Water,Wetland
570,Cropland,NULL,Water,Water,Water,Grassland
571,Cropland,NULL,Water,Water,Water,Wetland
572,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
573,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
574,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
575,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
576,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
577,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
578,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
579,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
580,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
581,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
587,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
588,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
589,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
590,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
591,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
592,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
593,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
594,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
595,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
596,Cropland,Cropland,Wetland,NULL,Wetland,NULL
597,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
598,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
599,Cropland,Cropland,Wetland,NULL,Wetland,Forest
600,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
601,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
602,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
603,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
604,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
605,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
606,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
607,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
608,Cropland,Cropland,Forest,Water,Non_Wetland,Water
609,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
610,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
611,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
612,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
613,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
614,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
615,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
616,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
617,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
618,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
619,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
620,Cropland,Wetland,Wetland,NULL,Wetland,NULL
621,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
622,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
623,Cropland,Wetland,Wetland,NULL,Wetland,Water
624,Cropland,Wetland,Wetland,NULL,Wetland,Forest
625,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
626,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
627,Cropland,Wetland,Wetland,Water,Wetland,Wetland
628,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
629,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
630,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
631,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
632,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
633,Cropland,Wetland,Water,NULL,Water,Wetland
634,Cropland,Wetland,Water,Non_Water,Water,Wetland
635,Cropland,Wetland,Water,Water,Water,Wetland
636,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
637,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
638,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
639,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
640,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
641,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
642,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
643,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
644,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
645,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
646,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
647,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
648,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
649,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
650,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
651,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
652,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
653,Cropland,Built-up,Built-up,NULL,Non_Wetland,Water
654,Cropland,Built-up,Built-up,Water,Non_Wetland,Grassland
655,Cropland,Built-up,Built-up,Water,Non_Wetland,Water
656,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
657,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
658,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
659,Cropland,Water,Wetland,NULL,Wetland,Wetland
660,Cropland,Water,Water,NULL,Water,Wetland
661,Cropland,Water,Water,Water,Water,Wetland
662,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
663,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
664,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
665,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
666,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
667,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
668,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
669,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
670,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
671,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
672,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
673,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
674,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
675,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
676,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
677,Cropland,Forest,Wetland,NULL,Wetland,NULL
678,Cropland,Forest,Wetland,NULL,Wetland,Grassland
679,Cropland,Forest,Wetland,NULL,Wetland,Wetland
680,Cropland,Forest,Wetland,NULL,Wetland,Forest
681,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
682,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
683,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
684,Cropland,Forest,Water,NULL,Water,Grassland
685,Cropland,Forest,Water,NULL,Water,Wetland
686,Cropland,Forest,Water,NULL,Water,Forest
687,Cropland,Forest,Water,Water,Water,Grassland
688,Cropland,Forest,Water,Water,Water,Wetland
689,Cropland,Forest,Water,Water,Water,Water
690,Cropland,Forest,Water,Water,Water,Forest
691,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
692,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
693,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
694,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
695,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
696,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
697,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
698,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
699,Cropland,Forest,Forest,Water,Non_Wetland,Forest
700,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
701,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
702,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
703,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
704,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
705,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
706,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
707,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
708,Wetland,NULL,NULL,Water,Non_Wetland,Water
709,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
710,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
711,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
712,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
713,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
714,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
715,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
716,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
717,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
718,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
719,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
720,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
721,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
722,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
723,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
724,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
725,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
726,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
727,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
728,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
729,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
730,Wetland,NULL,Wetland,NULL,Wetland,NULL
731,Wetland,NULL,Wetland,NULL,Wetland,Grassland
732,Wetland,NULL,Wetland,NULL,Wetland,Wetland
733,Wetland,NULL,Wetland,NULL,Wetland,Forest
734,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
735,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
736,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
737,Wetland,NULL,Wetland,Water,Wetland,Grassland
738,Wetland,NULL,Wetland,Water,Wetland,Wetland
739,Wetland,NULL,Wetland,Water,Wetland,Water
740,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
741,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
742,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
743,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
744,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
745,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
746,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
747,Wetland,NULL,Bareland,Water,Non_Wetland,Water
748,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
749,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
750,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
751,Wetland,NULL,Water,NULL,Water,Grassland
752,Wetland,NULL,Water,NULL,Water,Wetland
753,Wetland,NULL,Water,NULL,Water,Water
754,Wetland,NULL,Water,NULL,Water,Forest
755,Wetland,NULL,Water,Non_Water,Water,Wetland
756,Wetland,NULL,Water,Water,Water,Grassland
757,Wetland,NULL,Water,Water,Water,Wetland
758,Wetland,NULL,Water,Water,Water,Bareland
759,Wetland,NULL,Water,Water,Water,Water
760,Wetland,NULL,Water,Water,Water,Forest
761,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
762,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
763,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
764,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
765,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
766,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
767,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
768,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
769,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
770,Wetland,NULL,Forest,Water,Non_Wetland,Water
771,Wetland,NULL,Forest,Water,Non_Wetland,Forest
772,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
773,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
774,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
775,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
776,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
777,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
778,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
779,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
780,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
781,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
782,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
783,Wetland,Cropland,Wetland,NULL,Wetland,Forest
784,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
785,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
786,Wetland,Cropland,Wetland,Water,Wetland,Wetland
787,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
788,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
789,Wetland,Cropland,Water,NULL,Water,Wetland
790,Wetland,Cropland,Water,Non_Water,Water,Wetland
791,Wetland,Cropland,Water,Water,Water,Wetland
792,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
793,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
794,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
795,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
796,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
797,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
798,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
799,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
800,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
801,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
802,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
803,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
804,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
805,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
806,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
807,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
808,Wetland,Wetland,NULL,Water,Non_Wetland,Water
809,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
810,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
811,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
812,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
813,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
814,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
815,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
816,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
817,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
818,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
819,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
820,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
821,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
822,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
823,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
824,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
825,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
826,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
827,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
828,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
829,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
830,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
831,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
832,Wetland,Wetland,Wetland,NULL,Wetland,NULL
833,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
834,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
835,Wetland,Wetland,Wetland,NULL,Wetland,Water
836,Wetland,Wetland,Wetland,NULL,Wetland,Forest
837,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
838,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
839,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
840,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
841,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
842,Wetland,Wetland,Wetland,Water,Wetland,NULL
843,Wetland,Wetland,Wetland,Water,Wetland,Grassland
844,Wetland,Wetland,Wetland,Water,Wetland,Wetland
845,Wetland,Wetland,Wetland,Water,Wetland,Water
846,Wetland,Wetland,Wetland,Water,Wetland,Forest
847,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
848,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
849,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
850,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
851,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
852,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
853,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
854,Wetland,Wetland,Water,NULL,Water,NULL
855,Wetland,Wetland,Water,NULL,Water,Grassland
856,Wetland,Wetland,Water,NULL,Water,Wetland
857,Wetland,Wetland,Water,NULL,Water,Bareland
858,Wetland,Wetland,Water,NULL,Water,Water
859,Wetland,Wetland,Water,NULL,Water,Forest
860,Wetland,Wetland,Water,Non_Water,Water,Wetland
861,Wetland,Wetland,Water,Non_Water,Water,Water
862,Wetland,Wetland,Water,Water,Water,NULL
863,Wetland,Wetland,Water,Water,Water,Grassland
864,Wetland,Wetland,Water,Water,Water,Wetland
865,Wetland,Wetland,Water,Water,Water,Bareland
866,Wetland,Wetland,Water,Water,Water,Water
867,Wetland,Wetland,Water,Water,Water,Forest
868,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
869,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
870,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
871,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
872,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
