Value,AFRICA_2024_DynamicWorld_2024_35PNK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNK_M_R,AFRICA_2024_GSW_Yearly_2021_35PNK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNK_M_R,AFRICA_2024_WorldCover_2021_35PNK_M_R
425,Grassland,Cropland,Wetland,Water,Wetland,Wetland
426,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
427,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
428,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
429,Grassland,Cropland,Water,NULL,Water,Wetland
430,Grassland,Cropland,Water,NULL,Water,Forest
431,Grassland,Cropland,Water,Water,Water,Wetland
432,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
433,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
434,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
435,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
436,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
437,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
438,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
439,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
440,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
441,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
442,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
443,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
444,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
445,Grassland,Wetland,Wetland,NULL,Wetland,Forest
446,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
447,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
448,Grassland,Wetland,Wetland,Water,Wetland,Grassland
449,Grassland,Wetland,Wetland,Water,Wetland,Wetland
450,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
451,Grassland,Wetland,Water,Non_Water,Water,Wetland
452,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
453,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
454,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
455,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
456,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
457,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
458,Grassland,Bareland,NULL,NULL,Non_Wetland,Wetland
459,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
460,Grassland,Bareland,Shrubland,Water,Non_Wetland,Wetland
461,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
462,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
463,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
464,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
465,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
466,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
467,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
468,Grassland,Water,Wetland,NULL,Wetland,Wetland
469,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
470,Grassland,Water,Wetland,Water,Wetland,Wetland
471,Grassland,Water,Water,NULL,Water,Wetland
472,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
473,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
474,Grassland,Water,Forest,Water,Non_Wetland,Wetland
475,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
476,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
477,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
478,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
479,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
480,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
481,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
482,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
483,Grassland,Forest,Wetland,NULL,Wetland,NULL
484,Grassland,Forest,Wetland,NULL,Wetland,Grassland
485,Grassland,Forest,Wetland,NULL,Wetland,Cropland
486,Grassland,Forest,Wetland,NULL,Wetland,Wetland
487,Grassland,Forest,Wetland,NULL,Wetland,Forest
488,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
489,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
490,Grassland,Forest,Wetland,Water,Wetland,Wetland
491,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
492,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
493,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
494,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
495,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
496,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
497,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
498,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
499,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
500,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
501,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
502,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
503,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
504,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
505,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
506,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
507,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
508,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
509,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
510,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
511,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
512,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
518,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
520,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
521,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
522,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
523,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
524,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
525,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
526,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
527,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
528,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
529,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
530,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
531,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
532,Cropland,NULL,Shrubland,Water,Non_Wetland,Built-up
533,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
534,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
535,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
536,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
537,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
538,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
539,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
540,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
541,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
542,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
544,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
545,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
546,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
547,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
548,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
549,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
550,Cropland,NULL,Grassland,Water,Non_Wetland,Water
551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
552,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
553,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
554,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
555,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
556,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
557,Cropland,NULL,Wetland,NULL,Wetland,NULL
558,Cropland,NULL,Wetland,NULL,Wetland,Grassland
559,Cropland,NULL,Wetland,NULL,Wetland,Cropland
560,Cropland,NULL,Wetland,NULL,Wetland,Wetland
561,Cropland,NULL,Wetland,NULL,Wetland,Forest
562,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
563,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
564,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
565,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
566,Cropland,NULL,Wetland,Water,Wetland,Grassland
567,Cropland,NULL,Wetland,Water,Wetland,Wetland
568,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
569,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
570,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
571,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
572,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
573,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
574,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
575,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
576,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
577,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
578,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
579,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
580,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
581,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
582,Cropland,NULL,Built-up,Water,Non_Wetland,NULL
583,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
584,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
585,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
586,Cropland,NULL,Water,Non_Water,Water,Forest
587,Cropland,NULL,Water,Water,Water,Grassland
588,Cropland,NULL,Water,Water,Water,Forest
589,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
590,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
591,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
592,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
593,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
594,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
595,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
596,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
597,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
598,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
599,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
600,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
607,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
608,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
609,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
610,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
611,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
612,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
613,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
614,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
615,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
616,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
617,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
618,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
619,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
620,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
621,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
622,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
623,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
624,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
625,Cropland,Cropland,Wetland,Water,Wetland,Grassland
626,Cropland,Cropland,Wetland,Water,Wetland,Wetland
627,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
631,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
632,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
633,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
634,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
635,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
636,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
637,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
638,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
639,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
640,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
641,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
642,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
643,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
644,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
645,Cropland,Wetland,Wetland,NULL,Wetland,Forest
646,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
647,Cropland,Wetland,Wetland,Water,Wetland,Grassland
648,Cropland,Wetland,Wetland,Water,Wetland,Wetland
649,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland
650,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
651,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
652,Cropland,Bareland,NULL,Water,Non_Wetland,Bareland
653,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
654,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
655,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
656,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
657,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
658,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
659,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
660,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
661,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
662,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
663,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
664,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
665,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
666,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
667,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
668,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
669,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
670,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
671,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
672,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
673,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
674,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
675,Cropland,Water,Shrubland,Water,Non_Wetland,Water
676,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
677,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
678,Cropland,Water,Wetland,NULL,Wetland,Grassland
679,Cropland,Water,Wetland,NULL,Wetland,Forest
680,Cropland,Water,Wetland,Non_Water,Wetland,Forest
681,Cropland,Water,Wetland,Water,Wetland,Grassland
682,Cropland,Water,Water,NULL,Water,Grassland
683,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
684,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
685,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
686,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
687,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
688,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
689,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
690,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
691,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
692,Cropland,Forest,Wetland,NULL,Wetland,Grassland
693,Cropland,Forest,Wetland,NULL,Wetland,Cropland
694,Cropland,Forest,Wetland,NULL,Wetland,Wetland
695,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
696,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
697,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
698,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
699,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
700,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
701,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
702,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
703,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
704,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
705,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
706,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
707,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
708,Wetland,NULL,NULL,Water,Non_Wetland,NULL
709,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
710,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
711,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
712,Wetland,NULL,NULL,Water,Non_Wetland,Bareland
713,Wetland,NULL,NULL,Water,Non_Wetland,Forest
714,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
715,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
716,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
717,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
718,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
719,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
720,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
721,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
722,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
723,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
724,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
725,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
726,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
727,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
728,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
729,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
730,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
731,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
732,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
733,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
734,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
735,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
736,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
737,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
738,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
739,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
740,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
741,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
742,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
743,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
744,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
745,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
746,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
747,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
748,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
749,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
750,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
751,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
752,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
753,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
754,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
755,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
756,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
757,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
758,Wetland,NULL,Wetland,NULL,Wetland,NULL
759,Wetland,NULL,Wetland,NULL,Wetland,Grassland
760,Wetland,NULL,Wetland,NULL,Wetland,Cropland
761,Wetland,NULL,Wetland,NULL,Wetland,Wetland
762,Wetland,NULL,Wetland,NULL,Wetland,Forest
763,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
764,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
765,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
766,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
767,Wetland,NULL,Wetland,Water,Wetland,NULL
768,Wetland,NULL,Wetland,Water,Wetland,Grassland
769,Wetland,NULL,Wetland,Water,Wetland,Wetland
770,Wetland,NULL,Wetland,Water,Wetland,Water
771,Wetland,NULL,Wetland,Water,Wetland,Forest
772,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
773,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
774,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
775,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
776,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
777,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
778,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
779,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
780,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
781,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
782,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
783,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
784,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
785,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
786,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
787,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
788,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
789,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
790,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
791,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
792,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
793,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
794,Wetland,NULL,Water,NULL,Water,Grassland
795,Wetland,NULL,Water,NULL,Water,Wetland
796,Wetland,NULL,Water,NULL,Water,Bareland
797,Wetland,NULL,Water,NULL,Water,Water
798,Wetland,NULL,Water,NULL,Water,Forest
799,Wetland,NULL,Water,Non_Water,Water,NULL
800,Wetland,NULL,Water,Non_Water,Water,Grassland
801,Wetland,NULL,Water,Non_Water,Water,Wetland
802,Wetland,NULL,Water,Non_Water,Water,Forest
803,Wetland,NULL,Water,Water,Water,Grassland
804,Wetland,NULL,Water,Water,Water,Wetland
805,Wetland,NULL,Water,Water,Water,Water
806,Wetland,NULL,Water,Water,Water,Forest
807,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
808,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
809,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
810,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
811,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
812,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
813,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
814,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
815,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
816,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
817,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
818,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
819,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
820,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
821,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
822,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
823,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
824,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
825,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
826,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
827,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
828,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
829,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
830,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
831,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
832,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
833,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
834,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
835,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
836,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
837,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
838,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
839,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
840,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
841,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
842,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
843,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
844,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
845,Wetland,Cropland,Wetland,Water,Wetland,Grassland
846,Wetland,Cropland,Wetland,Water,Wetland,Wetland
847,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
848,Wetland,Cropland,Water,Water,Water,Grassland
849,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
850,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
