Value,AFRICA_2024_DynamicWorld_2024_36PXS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXS_M_R,AFRICA_2024_GSW_Yearly_2021_36PXS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXS_M_R,AFRICA_2024_WorldCover_2021_36PXS_M_R
426,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
427,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
428,Cropland,NULL,Water,NULL,Water,Wetland
429,Cropland,NULL,Water,Non_Water,Water,NULL
430,Cropland,NULL,Water,Non_Water,Water,Wetland
431,Cropland,NULL,Water,Non_Water,Water,Forest
432,Cropland,NULL,Water,Water,Water,Wetland
433,Cropland,NULL,Water,Water,Water,Water
434,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
435,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
436,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
437,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
438,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
439,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
440,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
441,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
442,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
443,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
444,Cropland,NULL,Forest,Water,Non_Wetland,Water
445,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
446,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
447,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
448,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
449,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
460,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
461,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
462,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
463,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
464,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
465,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
466,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
467,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
474,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
475,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
476,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
477,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
484,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
485,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
486,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
487,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
488,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
489,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
490,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
491,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
492,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
493,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
494,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
495,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
498,Cropland,Cropland,Water,NULL,Water,Grassland
499,Cropland,Cropland,Water,NULL,Water,Water
500,Cropland,Cropland,Water,Water,Water,Water
501,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
502,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
503,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
504,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
505,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
506,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
507,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
508,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
509,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
510,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
511,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
512,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
513,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
514,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
515,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
516,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
517,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
518,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
519,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
520,Cropland,Wetland,Wetland,Water,Wetland,Water
521,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
522,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
523,Cropland,Wetland,Water,NULL,Water,Grassland
524,Cropland,Wetland,Water,Water,Water,Water
525,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
526,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
527,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
528,Cropland,Wetland,Forest,Water,Non_Wetland,Water
529,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
530,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
531,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
532,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
533,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
534,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
535,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
536,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
537,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
538,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
539,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
540,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
541,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
542,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
543,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
544,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
545,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
546,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
547,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
548,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
549,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
550,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
551,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
552,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
553,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
554,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
555,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
556,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
557,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
558,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
559,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
560,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
561,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
562,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
563,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
564,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
565,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
566,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
567,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
568,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
569,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
570,Cropland,Water,Forest,NULL,Non_Wetland,Forest
571,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
572,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
573,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
574,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
577,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
578,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
579,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
580,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
581,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
582,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
583,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
584,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
585,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
586,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
587,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
588,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
589,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
590,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
591,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
592,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
593,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
594,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
595,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
596,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
597,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
598,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
599,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
600,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
601,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
602,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
603,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
604,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
605,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
606,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
610,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
611,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
612,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
613,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
614,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
615,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
616,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
617,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
618,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
619,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
620,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
621,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
622,Wetland,NULL,Wetland,NULL,Wetland,Grassland
623,Wetland,NULL,Wetland,NULL,Wetland,Forest
624,Wetland,NULL,Wetland,Water,Wetland,Forest
625,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
626,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
627,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
628,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
629,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
630,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
631,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
632,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
633,Wetland,NULL,Bareland,Water,Non_Wetland,Water
634,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
635,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
636,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
637,Wetland,NULL,Water,NULL,Water,Grassland
638,Wetland,NULL,Water,NULL,Water,Wetland
639,Wetland,NULL,Water,NULL,Water,Forest
640,Wetland,NULL,Water,Water,Water,Wetland
641,Wetland,NULL,Water,Water,Water,Water
642,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
643,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
644,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
645,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
646,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
647,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
648,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
649,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
650,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
651,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
652,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
653,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
654,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
655,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
656,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
657,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
658,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
659,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
660,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
661,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
662,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
663,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
664,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
665,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
666,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
667,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
668,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
669,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
670,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
671,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
672,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
673,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
674,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
675,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
676,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
677,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
678,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
679,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
680,Wetland,Wetland,Wetland,Water,Wetland,Water
681,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
682,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
683,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
684,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
685,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
686,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
687,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
688,Wetland,Wetland,Water,NULL,Water,Water
689,Wetland,Wetland,Water,NULL,Water,Forest
690,Wetland,Wetland,Water,Non_Water,Water,Water
691,Wetland,Wetland,Water,Water,Water,Grassland
692,Wetland,Wetland,Water,Water,Water,Wetland
693,Wetland,Wetland,Water,Water,Water,Water
694,Wetland,Wetland,Water,Water,Water,Forest
695,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
696,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
697,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
698,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
699,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
700,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
701,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
702,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
703,Wetland,Water,NULL,NULL,Non_Wetland,Forest
704,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
705,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
706,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
707,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
708,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
709,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
710,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
711,Wetland,Water,Shrubland,Water,Non_Wetland,Water
712,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
713,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
714,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
715,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
716,Wetland,Water,Wetland,NULL,Wetland,Wetland
717,Wetland,Water,Wetland,NULL,Wetland,Forest
718,Wetland,Water,Wetland,Water,Wetland,Forest
719,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
720,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
721,Wetland,Water,Bareland,NULL,Non_Wetland,Water
722,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
723,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
724,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
725,Wetland,Water,Bareland,Water,Non_Wetland,Water
726,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
727,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
728,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
729,Wetland,Water,Water,NULL,Water,Cropland
730,Wetland,Water,Water,NULL,Water,Forest
731,Wetland,Water,Water,Water,Water,Water
732,Wetland,Water,Water,Water,Water,Forest
733,Wetland,Water,Forest,NULL,Non_Wetland,NULL
734,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
735,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
736,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
737,Wetland,Water,Forest,NULL,Non_Wetland,Forest
738,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
739,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
740,Wetland,Water,Forest,Water,Non_Wetland,Forest
741,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
742,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
743,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
744,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
745,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
746,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
747,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
748,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
749,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
750,Wetland,Forest,Wetland,NULL,Wetland,Forest
751,Wetland,Forest,Water,NULL,Water,Forest
752,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
753,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
754,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
755,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
756,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
757,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
758,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
759,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
760,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
761,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
762,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
763,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
769,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
770,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
771,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
772,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
773,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
774,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
775,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
776,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
777,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
778,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
779,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
780,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
781,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
782,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
783,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
784,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
785,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
786,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
787,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
788,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
789,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
790,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
791,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
792,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
793,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
794,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
795,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
796,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
797,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
798,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
799,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
800,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
801,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
802,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
803,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
804,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
805,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
806,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
807,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
808,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
809,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
810,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
811,Bareland,Bareland,Water,Water,Water,Grassland
812,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
813,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
814,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
815,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
816,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
817,Bareland,Water,NULL,NULL,Non_Wetland,Water
818,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
819,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
820,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
821,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
822,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
823,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
824,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
825,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
826,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
827,Bareland,Water,Grassland,Water,Non_Wetland,Water
828,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
829,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
830,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
831,Bareland,Water,Bareland,NULL,Non_Wetland,Water
832,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
833,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
834,Bareland,Water,Forest,NULL,Non_Wetland,Forest
835,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
836,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
837,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
838,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
839,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
840,Water,NULL,NULL,NULL,Non_Wetland,Grassland
841,Water,NULL,NULL,NULL,Non_Wetland,Cropland
842,Water,NULL,NULL,NULL,Non_Wetland,Bareland
843,Water,NULL,NULL,NULL,Non_Wetland,Forest
844,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
845,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
846,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
847,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
848,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
849,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
850,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
851,Water,NULL,Shrubland,Water,Non_Wetland,NULL
852,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
853,Water,NULL,Grassland,NULL,Non_Wetland,NULL
