Value,AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,AFRICA_2024_WorldCover_2021_35PRQ_M_R
413,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
414,Cropland,NULL,Water,NULL,Water,NULL
415,Cropland,NULL,Water,Non_Water,Water,Grassland
416,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
417,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
418,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
419,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
420,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
421,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
422,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
423,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
424,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
425,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
426,Cropland,NULL,Forest,Water,Non_Wetland,NULL
427,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
428,Cropland,NULL,Forest,Water,Non_Wetland,Water
429,Cropland,NULL,Forest,Water,Non_Wetland,Forest
430,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
431,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
432,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
433,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
434,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
435,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
436,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
437,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
438,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
439,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
440,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
441,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
442,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
443,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
444,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
445,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
446,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
447,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
448,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
449,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
450,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
451,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
452,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
453,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
454,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
455,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
456,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
457,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
458,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
459,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
460,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
461,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
462,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
463,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
464,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
465,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
466,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
467,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
468,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
469,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
470,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
472,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
475,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
476,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
477,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
478,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
479,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
480,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
481,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
482,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
483,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
484,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
485,Cropland,Cropland,Wetland,NULL,Wetland,NULL
486,Cropland,Cropland,Wetland,NULL,Wetland,Forest
487,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
488,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
489,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
490,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
491,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
492,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
493,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
494,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
495,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
498,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
499,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
500,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
501,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
502,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
503,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
504,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
506,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
507,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
508,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
509,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
510,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
511,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
512,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
513,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
514,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
515,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
516,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
517,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
518,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
519,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
520,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
521,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
522,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
523,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
524,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
525,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
526,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
527,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Water
528,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
529,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
530,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
531,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
532,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
533,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
534,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
535,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
536,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
537,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL
538,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
539,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
540,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
541,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
542,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
543,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
544,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
545,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
546,Cropland,Wetland,Wetland,Water,Wetland,Wetland
547,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
548,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
549,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
550,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
551,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
552,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
553,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
554,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
555,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
556,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
557,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
558,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
559,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
560,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
561,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
562,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
563,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
564,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
566,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
567,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
568,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
569,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
570,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
571,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
572,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
573,Cropland,Built-up,Wetland,NULL,Wetland,Forest
574,Cropland,Built-up,Wetland,Water,Wetland,Grassland
575,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
576,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
577,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
578,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
579,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
580,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
581,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
582,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
583,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
584,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
585,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
586,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
587,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
588,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
589,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
590,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
591,Cropland,Water,Wetland,Non_Water,Wetland,Forest
592,Cropland,Water,Wetland,Water,Wetland,Cropland
593,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
594,Cropland,Water,Water,Non_Water,Water,Forest
595,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
596,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
597,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
598,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
599,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
600,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
601,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
602,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
603,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
604,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
605,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
606,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
607,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
608,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
609,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
610,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
611,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
612,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
613,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
614,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
615,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
616,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
617,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
618,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
619,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
620,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
621,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
622,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
623,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
624,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
625,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water
626,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
627,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
628,Wetland,NULL,NULL,Water,Non_Wetland,Forest
629,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
630,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
634,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
635,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
636,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
637,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
638,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
639,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
640,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
641,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
642,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
643,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
644,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
645,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
646,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
647,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
648,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
649,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
650,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
651,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
652,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
653,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
654,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
655,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
656,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
657,Wetland,NULL,Grassland,Water,Non_Wetland,Water
658,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
659,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
660,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
661,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
662,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
663,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
664,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
665,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
666,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
667,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
668,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
669,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
670,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
671,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
672,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
673,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
674,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
675,Wetland,NULL,Cropland,Water,Non_Wetland,Water
676,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
677,Wetland,NULL,Wetland,NULL,Wetland,Grassland
678,Wetland,NULL,Wetland,NULL,Wetland,Forest
679,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
680,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
681,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
682,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
683,Wetland,NULL,Wetland,Non_Water,Wetland,Water
684,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
685,Wetland,NULL,Wetland,Water,Wetland,Wetland
686,Wetland,NULL,Wetland,Water,Wetland,Water
687,Wetland,NULL,Wetland,Water,Wetland,Forest
688,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
689,Wetland,NULL,Bareland,Water,Non_Wetland,Water
690,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
691,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
692,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
693,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
694,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
695,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
696,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
697,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
698,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
699,Wetland,NULL,Forest,Water,Non_Wetland,Water
700,Wetland,NULL,Forest,Water,Non_Wetland,Forest
701,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
702,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
703,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
704,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
705,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
706,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
707,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
708,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
709,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
710,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
711,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
712,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
713,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
714,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
715,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
716,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
717,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
718,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
719,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
720,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
721,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
722,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
723,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
724,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
725,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
726,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
727,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
728,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
729,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
730,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
731,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
732,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
733,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
734,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
735,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
736,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
737,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
738,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
739,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
740,Wetland,Cropland,Wetland,Water,Wetland,Cropland
741,Wetland,Cropland,Wetland,Water,Wetland,Wetland
742,Wetland,Cropland,Wetland,Water,Wetland,Forest
743,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
744,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
745,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
746,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
747,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
748,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
749,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
750,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
751,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
752,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
753,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
754,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
755,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
756,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
757,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
758,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
759,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
760,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
761,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
762,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
763,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
764,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
765,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
766,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
767,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
768,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
769,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
770,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
771,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
772,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
773,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
774,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
775,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
776,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
777,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
778,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
779,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
780,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
781,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
782,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
783,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
784,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
785,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
786,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
787,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
788,Wetland,Wetland,Wetland,NULL,Wetland,Forest
789,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
790,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
791,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
792,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
793,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
794,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
795,Wetland,Wetland,Wetland,Water,Wetland,Wetland
796,Wetland,Wetland,Wetland,Water,Wetland,Water
797,Wetland,Wetland,Wetland,Water,Wetland,Forest
798,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
799,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
800,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
801,Wetland,Wetland,Water,Water,Water,Water
802,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
803,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
804,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
805,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
806,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
807,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
808,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
809,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
810,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
811,Wetland,Water,Shrubland,Water,Non_Wetland,Water
812,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
813,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
814,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
815,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
816,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
817,Wetland,Water,Grassland,Water,Non_Wetland,Water
818,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
819,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
820,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
821,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
822,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
823,Wetland,Water,Cropland,Water,Non_Wetland,Water
824,Wetland,Water,Cropland,Water,Non_Wetland,Forest
825,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
826,Wetland,Water,Wetland,Non_Water,Wetland,Water
827,Wetland,Water,Wetland,Water,Wetland,Wetland
828,Wetland,Water,Wetland,Water,Wetland,Water
