Value,AFRICA_2024_DynamicWorld_2024_37NGJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NGJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGJ_M_R,AFRICA_2024_WorldCover_2021_37NGJ_M_R
419,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
420,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
421,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
422,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
423,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
424,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
425,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
426,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
427,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
428,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
429,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
430,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
431,Cropland,Water,Cropland,NULL,Non_Wetland,Water
432,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
433,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
434,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
435,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
436,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
437,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
438,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
439,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
440,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
441,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
442,Cropland,Water,Water,NULL,Water,Grassland
443,Cropland,Water,Water,NULL,Water,Forest
444,Cropland,Water,Water,Non_Water,Water,Bareland
445,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
446,Cropland,Water,Forest,NULL,Non_Wetland,Forest
447,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
448,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
449,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
450,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
451,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
452,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
453,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
454,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
455,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
456,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
457,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
458,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
459,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
460,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
461,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
462,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
463,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
464,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
465,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
466,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
467,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
468,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
469,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
470,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
471,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
472,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
473,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
474,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
475,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
476,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
477,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
478,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
479,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
480,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
481,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
482,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
483,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
484,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
485,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
486,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
487,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
488,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
489,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
490,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
491,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
492,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
493,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
494,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
495,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
496,Wetland,NULL,Water,NULL,Water,NULL
497,Wetland,NULL,Water,Water,Water,Bareland
498,Wetland,NULL,Water,Water,Water,Water
499,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
500,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
501,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
502,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
503,Wetland,Water,NULL,NULL,Non_Wetland,NULL
504,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
505,Wetland,Water,NULL,NULL,Non_Wetland,Forest
506,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
507,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
508,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
509,Wetland,Water,Grassland,NULL,Non_Wetland,Water
510,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
511,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
512,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
513,Wetland,Water,Cropland,NULL,Non_Wetland,Water
514,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
515,Wetland,Water,Cropland,Water,Non_Wetland,Forest
516,Wetland,Water,Wetland,NULL,Wetland,Forest
517,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
518,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
519,Wetland,Water,Bareland,NULL,Non_Wetland,Water
520,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
521,Wetland,Water,Water,NULL,Water,NULL
522,Wetland,Water,Water,NULL,Water,Forest
523,Wetland,Water,Water,Water,Water,Bareland
524,Wetland,Water,Forest,NULL,Non_Wetland,NULL
525,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
526,Wetland,Water,Forest,NULL,Non_Wetland,Water
527,Wetland,Water,Forest,NULL,Non_Wetland,Forest
528,Wetland,Water,Forest,Water,Non_Wetland,Forest
529,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
530,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
531,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
532,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
533,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
534,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
535,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
536,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
537,Wetland,Forest,Water,NULL,Water,Forest
538,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
539,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
540,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
541,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
542,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
543,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
544,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
545,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
546,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
552,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
553,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
554,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
555,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
556,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
557,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
558,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
559,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
560,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
561,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
562,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
563,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
564,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
565,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
566,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
567,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
568,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
569,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
570,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
571,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
572,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
573,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
574,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
575,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
576,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
577,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
578,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
579,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
580,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
581,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
582,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
583,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
584,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
585,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
586,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
587,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
588,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
589,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
590,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
591,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
592,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
593,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
594,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
595,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
596,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
597,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
598,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
599,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
600,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
601,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
602,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
603,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
604,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
605,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
606,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
607,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
608,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
609,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
610,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
611,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
612,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
613,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
614,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
615,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
616,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
617,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
618,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
619,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
620,Bareland,Bareland,Wetland,Water,Wetland,Bareland
621,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
622,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
623,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
624,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
625,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
626,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
627,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
628,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
629,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
630,Bareland,Bareland,Water,NULL,Water,Grassland
631,Bareland,Bareland,Water,NULL,Water,Bareland
632,Bareland,Bareland,Water,Non_Water,Water,Bareland
633,Bareland,Bareland,Water,Water,Water,Bareland
634,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
635,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
636,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
637,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
638,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
639,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
640,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
641,Bareland,Water,NULL,NULL,Non_Wetland,NULL
642,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
643,Bareland,Water,NULL,NULL,Non_Wetland,Water
644,Bareland,Water,NULL,NULL,Non_Wetland,Forest
645,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
646,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
647,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
648,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
649,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
650,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
651,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
652,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
653,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
654,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
655,Bareland,Water,Grassland,NULL,Non_Wetland,Water
656,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
657,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
658,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
659,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
660,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
661,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
662,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
663,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
664,Bareland,Water,Cropland,NULL,Non_Wetland,Water
665,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
666,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
667,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
668,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
669,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
670,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
671,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
672,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
673,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
674,Bareland,Water,Bareland,NULL,Non_Wetland,Water
675,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
676,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
677,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
678,Bareland,Water,Bareland,Water,Non_Wetland,Water
679,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
680,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
681,Bareland,Water,Water,NULL,Water,Bareland
682,Bareland,Water,Water,NULL,Water,Water
683,Bareland,Water,Water,NULL,Water,Forest
684,Bareland,Water,Water,Non_Water,Water,Bareland
685,Bareland,Water,Water,Water,Water,Bareland
686,Bareland,Water,Forest,NULL,Non_Wetland,NULL
687,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
688,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
689,Bareland,Water,Forest,NULL,Non_Wetland,Forest
690,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
691,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
692,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
693,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
694,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
695,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
696,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
697,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
698,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
699,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
700,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
701,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
702,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
703,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
704,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
705,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
706,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
707,Water,NULL,NULL,NULL,Non_Wetland,NULL
708,Water,NULL,NULL,NULL,Non_Wetland,Grassland
709,Water,NULL,NULL,NULL,Non_Wetland,Cropland
710,Water,NULL,NULL,NULL,Non_Wetland,Forest
711,Water,NULL,NULL,Water,Non_Wetland,Grassland
712,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
713,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
714,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
715,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
716,Water,NULL,Shrubland,NULL,Non_Wetland,Water
717,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
718,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
719,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
720,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
721,Water,NULL,Grassland,NULL,Non_Wetland,NULL
722,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
723,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
724,Water,NULL,Grassland,NULL,Non_Wetland,Water
725,Water,NULL,Grassland,NULL,Non_Wetland,Forest
726,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
727,Water,NULL,Grassland,Water,Non_Wetland,Grassland
728,Water,NULL,Grassland,Water,Non_Wetland,Bareland
729,Water,NULL,Cropland,NULL,Non_Wetland,NULL
730,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
731,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
732,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
733,Water,NULL,Cropland,NULL,Non_Wetland,Water
734,Water,NULL,Cropland,NULL,Non_Wetland,Forest
735,Water,NULL,Cropland,Water,Non_Wetland,NULL
736,Water,NULL,Cropland,Water,Non_Wetland,Grassland
737,Water,NULL,Cropland,Water,Non_Wetland,Cropland
738,Water,NULL,Cropland,Water,Non_Wetland,Bareland
739,Water,NULL,Cropland,Water,Non_Wetland,Water
740,Water,NULL,Cropland,Water,Non_Wetland,Forest
741,Water,NULL,Wetland,NULL,Wetland,Cropland
742,Water,NULL,Bareland,NULL,Non_Wetland,NULL
743,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
744,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
745,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
746,Water,NULL,Bareland,NULL,Non_Wetland,Water
747,Water,NULL,Bareland,NULL,Non_Wetland,Forest
748,Water,NULL,Bareland,Water,Non_Wetland,NULL
749,Water,NULL,Bareland,Water,Non_Wetland,Grassland
750,Water,NULL,Bareland,Water,Non_Wetland,Cropland
751,Water,NULL,Bareland,Water,Non_Wetland,Water
752,Water,NULL,Built-up,NULL,Non_Wetland,NULL
753,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
754,Water,NULL,Built-up,Water,Non_Wetland,Grassland
755,Water,NULL,Built-up,Water,Non_Wetland,Bareland
756,Water,NULL,Water,NULL,Water,NULL
757,Water,NULL,Water,NULL,Water,Grassland
758,Water,NULL,Water,NULL,Water,Bareland
759,Water,NULL,Water,NULL,Water,Water
760,Water,NULL,Water,NULL,Water,Forest
761,Water,NULL,Water,Non_Water,Water,Forest
762,Water,NULL,Water,Water,Water,Grassland
763,Water,NULL,Water,Water,Water,Bareland
764,Water,NULL,Water,Water,Water,Forest
765,Water,NULL,Forest,NULL,Non_Wetland,NULL
766,Water,NULL,Forest,NULL,Non_Wetland,Grassland
767,Water,NULL,Forest,NULL,Non_Wetland,Cropland
768,Water,NULL,Forest,NULL,Non_Wetland,Bareland
769,Water,NULL,Forest,NULL,Non_Wetland,Water
770,Water,NULL,Forest,NULL,Non_Wetland,Forest
771,Water,NULL,Forest,Water,Non_Wetland,NULL
772,Water,NULL,Forest,Water,Non_Wetland,Grassland
773,Water,NULL,Forest,Water,Non_Wetland,Forest
774,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
775,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
776,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
777,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
778,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
779,Water,Cropland,Water,NULL,Water,Cropland
780,Water,Cropland,Forest,NULL,Non_Wetland,NULL
781,Water,Bareland,NULL,NULL,Non_Wetland,Forest
782,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
783,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
784,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
785,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
786,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
787,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
788,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
789,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
790,Water,Bareland,Wetland,NULL,Wetland,Bareland
791,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
792,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
793,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
794,Water,Bareland,Bareland,Water,Non_Wetland,Water
795,Water,Bareland,Water,NULL,Water,Bareland
796,Water,Bareland,Water,Water,Water,Bareland
797,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
798,Water,Water,NULL,NULL,Non_Wetland,NULL
799,Water,Water,NULL,NULL,Non_Wetland,Grassland
800,Water,Water,NULL,NULL,Non_Wetland,Cropland
801,Water,Water,NULL,NULL,Non_Wetland,Bareland
802,Water,Water,NULL,NULL,Non_Wetland,Water
803,Water,Water,NULL,NULL,Non_Wetland,Forest
804,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
805,Water,Water,NULL,Non_Water,Non_Wetland,Water
806,Water,Water,NULL,Non_Water,Non_Wetland,Forest
807,Water,Water,NULL,Water,Non_Wetland,Grassland
808,Water,Water,NULL,Water,Non_Wetland,Bareland
809,Water,Water,NULL,Water,Non_Wetland,Water
810,Water,Water,NULL,Water,Non_Wetland,Forest
811,Water,Water,Shrubland,NULL,Non_Wetland,NULL
812,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
813,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
814,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
815,Water,Water,Shrubland,NULL,Non_Wetland,Water
816,Water,Water,Shrubland,NULL,Non_Wetland,Forest
817,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
818,Water,Water,Shrubland,Water,Non_Wetland,NULL
819,Water,Water,Shrubland,Water,Non_Wetland,Grassland
820,Water,Water,Shrubland,Water,Non_Wetland,Cropland
821,Water,Water,Shrubland,Water,Non_Wetland,Water
822,Water,Water,Grassland,NULL,Non_Wetland,NULL
823,Water,Water,Grassland,NULL,Non_Wetland,Grassland
824,Water,Water,Grassland,NULL,Non_Wetland,Cropland
825,Water,Water,Grassland,NULL,Non_Wetland,Bareland
826,Water,Water,Grassland,NULL,Non_Wetland,Water
827,Water,Water,Grassland,NULL,Non_Wetland,Forest
828,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
829,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
830,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
831,Water,Water,Grassland,Non_Water,Non_Wetland,Water
832,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
833,Water,Water,Grassland,Water,Non_Wetland,NULL
834,Water,Water,Grassland,Water,Non_Wetland,Grassland
835,Water,Water,Grassland,Water,Non_Wetland,Cropland
836,Water,Water,Grassland,Water,Non_Wetland,Bareland
837,Water,Water,Grassland,Water,Non_Wetland,Water
838,Water,Water,Grassland,Water,Non_Wetland,Forest
839,Water,Water,Cropland,NULL,Non_Wetland,NULL
840,Water,Water,Cropland,NULL,Non_Wetland,Grassland
841,Water,Water,Cropland,NULL,Non_Wetland,Cropland
842,Water,Water,Cropland,NULL,Non_Wetland,Wetland
843,Water,Water,Cropland,NULL,Non_Wetland,Bareland
844,Water,Water,Cropland,NULL,Non_Wetland,Water
845,Water,Water,Cropland,NULL,Non_Wetland,Forest
846,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
847,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
848,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
849,Water,Water,Cropland,Non_Water,Non_Wetland,Water
850,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
851,Water,Water,Cropland,Water,Non_Wetland,NULL
852,Water,Water,Cropland,Water,Non_Wetland,Grassland
853,Water,Water,Cropland,Water,Non_Wetland,Cropland
854,Water,Water,Cropland,Water,Non_Wetland,Bareland
855,Water,Water,Cropland,Water,Non_Wetland,Water
856,Water,Water,Cropland,Water,Non_Wetland,Forest
857,Water,Water,Wetland,NULL,Wetland,NULL
858,Water,Water,Wetland,NULL,Wetland,Grassland
859,Water,Water,Wetland,NULL,Wetland,Cropland
860,Water,Water,Wetland,NULL,Wetland,Bareland
861,Water,Water,Wetland,NULL,Wetland,Water
862,Water,Water,Wetland,NULL,Wetland,Forest
